Highwayman	PROPN	Highwayman
is	AUX	be
capitalized	VERB	capitalize
at	ADP	at
over	ADP	over
a	DET	a
billion	NUM	billion
dollars	NOUN	dollar
,	PUNCT	,
and	CCONJ	and
has	AUX	have
already	ADV	already
taken	VERB	take
options	NOUN	option
on	ADP	on
bases	NOUN	basis
in	ADP	in
....	PUNCT	....
""""	PUNCT	""""
The	DET	the
drink	NOUN	drink
had	AUX	have
drained	VERB	drain
out	ADP	out
of	ADP	of
Steve	PROPN	Steve
Nolan	PROPN	Nolan
when	SCONJ	when
he	PRON	he
saw	VERB	see
that	DET	that
.	PUNCT	.
And	CCONJ	and
the	DET	the
bartender	NOUN	bartender
had	AUX	have
been	AUX	be
too	ADV	too
friendly	ADJ	friendly
for	ADP	for
his	PRON	his
own	ADJ	own
good	NOUN	good
.	PUNCT	.
He	PRON	he
'd	AUX	would
been	AUX	be
a	DET	a
soft	NOUN	soft
touch	NOUN	touch
for	ADP	for
five	NUM	five
hundred	NUM	hundred
credits	NOUN	credit
.	PUNCT	.
That	DET	that
had	AUX	have
been	AUX	be
rocket	NOUN	rocket
fare	NOUN	fare
to	ADP	to
Pluto	PROPN	Pluto
for	ADP	for
Nolan	PROPN	Nolan
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
He	PRON	he
felt	VERB	feel
the	DET	the
drumming	NOUN	drumming
with	ADP	with
the	DET	the
soles	NOUN	sol
of	ADP	of
his	PRON	his
feet	NOUN	foot
,	PUNCT	,
a	DET	a
hard	ADJ	hard
,	PUNCT	,
grinding	VERB	grind
sensation	NOUN	sensation
against	ADP	against
his	PRON	his
metal	ADJ	metal
boots	NOUN	boot
.	PUNCT	.
He	PRON	he
jumped	VERB	jump
off	ADP	off
the	DET	the
trail	NOUN	trail
quickly	ADV	quickly
and	CCONJ	and
whirled	VERB	whirl
to	PART	to
watch	VERB	watch
for	ADP	for
the	DET	the
approaching	VERB	approach
skid	NOUN	skid
.	PUNCT	.
It	PRON	it
was	AUX	be
moving	VERB	move
slowly	ADV	slowly
,	PUNCT	,
chugging	VERB	chug
along	ADV	along
on	ADP	on
a	DET	a
single	ADJ	single
jet	NOUN	jet
.	PUNCT	.
_	PUNCT	_
Clogged	VERB	clog
feeders	NOUN	feeder
_	PUNCT	_
,	PUNCT	,
Nolan	PROPN	Nolan
thought	VERB	think
as	ADP	as
he	PRON	he
felt	VERB	feel
the	DET	the
uneven	ADJ	uneven
vibrations	NOUN	vibration
.	PUNCT	.
_	PUNCT	_
If	SCONJ	if
he	PRON	he
does	AUX	do
n't	PART	not
watch	VERB	watch
out	ADP	out
he	PRON	he
'll	AUX	will
have	AUX	have
a	DET	a
backblast	NOUN	backblast
.	PUNCT	.
_	PUNCT	_
The	DET	the
skid	NOUN	skid
faltered	VERB	falter
past	ADP	past
him	PRON	he
,	PUNCT	,
no	DET	no
faster	ADV	fast
than	ADP	than
he	PRON	he
could	AUX	could
run	VERB	run
.	PUNCT	.
He	PRON	he
looked	VERB	look
away	ADV	away
from	ADP	from
the	DET	the
incandescent	ADJ	incandescent
flare	NOUN	flare
of	ADP	of
the	DET	the
one	NUM	one
tail	NOUN	tail
jet	NOUN	jet
,	PUNCT	,
then	ADV	then
that	DET	that
stopped	VERB	stop
too	ADV	too
.	PUNCT	.
Tall	ADJ	tall
as	ADP	as
a	DET	a
man	NOUN	man
,	PUNCT	,
a	DET	a
dozen	NOUN	dozen
feet	NOUN	foot
long	ADJ	long
,	PUNCT	,
the	DET	the
skid	NOUN	skid
lay	VERB	lie
waiting	VERB	wait
on	ADP	on
the	DET	the
trail	NOUN	trail
.	PUNCT	.
Waiting	VERB	wait
for	ADP	for
Steve	PROPN	Steve
Nolan	PROPN	Nolan
?	PUNCT	?
Anything	PRON	anything
was	AUX	be
better	ADJ	well
than	ADP	than
walking	VERB	walk
.	PUNCT	.
Nolan	PROPN	Nolan
walked	VERB	walk
up	ADV	up
to	ADP	to
the	DET	the
skid	NOUN	skid
,	PUNCT	,
not	PART	not
fast	ADV	fast
,	PUNCT	,
and	CCONJ	and
kicked	VERB	kick
solidly	ADV	solidly
at	ADP	at
the	DET	the
entrance	NOUN	entrance
.	PUNCT	.
It	PRON	it
slid	VERB	slide
open	ADV	open
with	ADP	with
a	DET	a
creaking	NOUN	creaking
noise	NOUN	noise
and	CCONJ	and
he	PRON	he
was	AUX	be
in	ADP	in
the	DET	the
tank	NOUN	tank
,	PUNCT	,
sealing	VERB	seal
the	DET	the
outer	ADJ	outer
door	NOUN	door
behind	ADP	behind
him	PRON	he
.	PUNCT	.
The	DET	the
inner	ADJ	inner
door	NOUN	door
did	AUX	do
n't	PART	not
open	VERB	open
.	PUNCT	.
A	DET	a
female	ADJ	female
voice	NOUN	voice
from	ADP	from
a	DET	a
speaker	NOUN	speaker
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
Who	PRON	who
are	AUX	be
you	PRON	you
?	PUNCT	?
""""	PUNCT	""""
Steve	PROPN	Steve
waited	VERB	wait
till	SCONJ	till
he	PRON	he
saw	VERB	see
the	DET	the
pressure	NOUN	pressure
and	CCONJ	and
temperature	NOUN	temperature
gauges	NOUN	gauge
shoot	VERB	shoot
up	ADV	up
to	ADP	to
normal	ADJ	normal
,	PUNCT	,
then	ADV	then
swung	VERB	swing
open	ADP	open
his	PRON	his
faceplate	NOUN	faceplate
.	PUNCT	.
""""	PUNCT	""""
Matthews	PROPN	Matthews
is	AUX	be
the	DET	the
name	NOUN	name
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
lied	VERB	lie
easily	ADV	easily
,	PUNCT	,
out	ADP	out
of	ADP	of
three	NUM	three
long	ADJ	long
years	NOUN	year
of	ADP	of
practice	NOUN	practice
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
thought	VERB	think
you	PRON	you
were	AUX	be
waiting	VERB	wait
for	ADP	for
me	PRON	I
.	PUNCT	.
Say	VERB	say
the	DET	the
word	NOUN	word
and	CCONJ	and
I	PRON	I
'll	AUX	will
get	VERB	get
out	ADP	out
again	ADV	again
if	SCONJ	if
I	PRON	I
was	AUX	be
wrong	ADJ	wrong
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
no	INTJ	no
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
girl	NOUN	girl
's	PART	's
voice	NOUN	voice
hesitated	VERB	hesitate
a	DET	a
second	NOUN	second
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
are	AUX	be
you	PRON	you
doing	VERB	do
out	ADV	out
here	ADV	here
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
'm	AUX	be
on	ADP	on
my	PRON	my
way	NOUN	way
to	ADP	to
Avalon	PROPN	Avalon
,	PUNCT	,
out	ADP	out
of	ADP	of
Aylette	PROPN	Aylette
.	PUNCT	.
A	DET	a
skid	NOUN	skid
bus	NOUN	bus
took	VERB	take
me	PRON	I
across	ADP	across
the	DET	the
Ice	PROPN	Ice
Plains	PROPN	Plains
,	PUNCT	,
then	ADV	then
I	PRON	I
caught	VERB	catch
a	DET	a
lift	NOUN	lift
on	ADP	on
a	DET	a
prospector	NOUN	prospector
's	PART	's
skid	NOUN	skid
.	PUNCT	.
He	PRON	he
turned	VERB	turn
off	ADP	off
ten	NUM	ten
miles	NOUN	mile
back	ADV	back
and	CCONJ	and
I	PRON	I
decided	VERB	decide
to	PART	to
walk	VERB	walk
the	DET	the
rest	NOUN	rest
of	ADP	of
the	DET	the
way	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
you	PRON	you
know	VERB	know
anything	PRON	anything
about	ADP	about
skids	NOUN	skid
?	PUNCT	?
Mine	PRON	mine
is	AUX	be
n't	PART	not
working	VERB	work
very	ADV	very
well	ADV	well
.	PUNCT	.
I	PRON	I
'll	AUX	will
pay	VERB	pay
you	PRON	you
if	SCONJ	if
you	PRON	you
can--	PUNCT	can--
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
'm	AUX	be
not	PART	not
a	DET	a
mechanic	NOUN	mechanic
,	PUNCT	,
""""	PUNCT	""""
Nolan	PROPN	Nolan
said	VERB	say
wearily	ADV	wearily
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
.	PUNCT	.
Then	ADV	then
you	PRON	you
ca	AUX	can
n't	PART	not
fix	VERB	fix
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
did	AUX	do
n't	PART	not
say	VERB	say
that	DET	that
.	PUNCT	.
You	PRON	you
ca	AUX	can
n't	PART	not
pay	VERB	pay
me	PRON	I
for	ADP	for
it	PRON	it
.	PUNCT	.
I	PRON	I
'll	AUX	will
take	VERB	take
a	DET	a
lift	NOUN	lift
to	ADP	to
Avalon	PROPN	Avalon
,	PUNCT	,
though	ADV	though
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
A	DET	a
lift	NOUN	lift
?	PUNCT	?
But	CCONJ	but
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
you	PRON	you
from	ADP	from
Adam	PROPN	Adam
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
sighed	VERB	sigh
.	PUNCT	.
""""	PUNCT	""""
Lady	PROPN	Lady
,	PUNCT	,
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
you	PRON	you
either	ADV	either
.	PUNCT	.
Believe	VERB	believe
me	PRON	I
,	PUNCT	,
all	DET	all
I	PRON	I
want	VERB	want
is	AUX	be
a	DET	a
ride	NOUN	ride
.	PUNCT	.
It	PRON	it
'll	AUX	will
take	VERB	take
me	PRON	I
four	NUM	four
hours	NOUN	hour
to	PART	to
walk	VERB	walk
to	ADP	to
Avalon	PROPN	Avalon
.	PUNCT	.
I	PRON	I
ca	AUX	can
n't	PART	not
spare	VERB	spare
the	DET	the
time	NOUN	time
if	SCONJ	if
I	PRON	I
can	AUX	can
help	VERB	help
it	PRON	it
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
waited	VERB	wait
a	DET	a
second	NOUN	second
.	PUNCT	.
No	DET	no
answer	NOUN	answer
.	PUNCT	.
He	PRON	he
shrugged	VERB	shrug
and	CCONJ	and
finished	VERB	finish
his	PRON	his
speech	NOUN	speech
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
'll	AUX	will
make	VERB	make
you	PRON	you
a	DET	a
proposition	NOUN	proposition
.	PUNCT	.
Let	VERB	let
me	PRON	I
in	ADP	in
and	CCONJ	and
I	PRON	I
'll	AUX	will
fix	VERB	fix
your	PRON	your
jets	NOUN	jet
.	PUNCT	.
We	PRON	we
'll	AUX	will
be	AUX	be
in	ADP	in
Avalon	PROPN	Avalon
in	ADP	in
twenty	NUM	twenty
minutes	NOUN	minute
,	PUNCT	,
I	PRON	I
'll	AUX	will
get	VERB	get
out	ADP	out
and	CCONJ	and
we	PRON	we
'll	AUX	will
never	ADV	never
see	VERB	see
each	DET	each
other	ADJ	other
again	ADV	again
.	PUNCT	.
Do	AUX	do
n't	PART	not
let	VERB	let
me	PRON	I
in	ADV	in
and	CCONJ	and
I	PRON	I
'll	AUX	will
tear	VERB	tear
these	DET	these
ignition	NOUN	ignition
wires	NOUN	wire
right	ADV	right
out	ADP	out
of	ADP	of
the	DET	the
lock	NOUN	lock
.	PUNCT	.
Then	ADV	then
we	PRON	we
'll	AUX	will
both	DET	both
hitchhike	VERB	hitchhike
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
girl	NOUN	girl
's	PART	's
voice	NOUN	voice
came	VERB	come
with	ADP	with
controlled	ADJ	controlled
anger	NOUN	anger
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
win	VERB	win
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
Come	VERB	come
in	NOUN	in
.	PUNCT	.
""""	PUNCT	""""
There	PRON	there
was	AUX	be
a	DET	a
soft	ADJ	soft
click	NOUN	click
,	PUNCT	,
and	CCONJ	and
the	DET	the
inner	ADJ	inner
door	NOUN	door
yielded	VERB	yield
under	ADP	under
Nolan	PROPN	Nolan
's	PART	's
hand	NOUN	hand
.	PUNCT	.
He	PRON	he
stepped	VERB	step
in	ADV	in
.	PUNCT	.
""""	PUNCT	""""
No	DET	no
hard	ADJ	hard
feelings	NOUN	feeling
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
mildly	ADV	mildly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
really	ADV	really
wanted	VERB	want
the	DET	the
ride	NOUN	ride
.	PUNCT	.
One	NUM	one
thing	NOUN	thing
you	PRON	you
might	AUX	might
remember	VERB	remember
in	ADP	in
the	DET	the
future	NOUN	future
,	PUNCT	,
though	ADV	though
--	PUNCT	--
there	PRON	there
are	AUX	be
no	DET	no
ignition	NOUN	ignition
wires	NOUN	wire
in	ADP	in
an	DET	an
air	NOUN	air
lock	NOUN	lock
.	PUNCT	.
""""	PUNCT	""""
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
She	PRON	she
was	AUX	be
pretty	ADJ	pretty
,	PUNCT	,
she	PRON	she
was	AUX	be
small	ADJ	small
,	PUNCT	,
she	PRON	she
was	AUX	be
blue	ADJ	blue
-	PUNCT	-
eyed	ADJ	eyed
and	CCONJ	and
brunette	ADJ	brunette
.	PUNCT	.
But	CCONJ	but
she	PRON	she
did	AUX	do
n't	PART	not
say	VERB	say
a	DET	a
word	NOUN	word
to	ADP	to
him	PRON	he
.	PUNCT	.
She	PRON	she
kept	VERB	keep
to	ADP	to
her	PRON	her
seat	NOUN	seat
at	ADP	at
the	DET	the
controls	NOUN	control
,	PUNCT	,
watching	VERB	watch
him	PRON	he
lift	VERB	lift
the	DET	the
top	NOUN	top
off	ADP	off
the	DET	the
distributing	VERB	distribute
chamber	NOUN	chamber
,	PUNCT	,
prod	VERB	prod
around	ADP	around
in	ADP	in
the	DET	the
gummy	ADJ	gummy
mess	NOUN	mess
inside	ADV	inside
for	ADP	for
a	DET	a
second	NOUN	second
,	PUNCT	,
then	ADV	then
replace	VERB	replace
it	PRON	it
and	CCONJ	and
nod	VERB	nod
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
can	AUX	can
start	VERB	start
it	PRON	it
up	ADP	up
now	ADV	now
,	PUNCT	,
lady	NOUN	lady
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
He	PRON	he
glanced	VERB	glance
over	ADP	over
her	PRON	her
shoulder	NOUN	shoulder
through	ADP	through
the	DET	the
plastic	ADJ	plastic
panel	NOUN	panel
,	PUNCT	,
to	ADP	to
where	SCONJ	where
Avalon	PROPN	Avalon
's	PART	's
lights	NOUN	light
were	AUX	be
glowing	VERB	glow
.	PUNCT	.
Where	SCONJ	where
Woller	PROPN	Woller
was	AUX	be
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
the	DET	the
quicker	ADV	quick
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
better	ADJ	well
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
girl	NOUN	girl
looked	VERB	look
at	ADP	at
him	PRON	he
curiously	ADV	curiously
but	CCONJ	but
said	VERB	say
nothing	PRON	nothing
.	PUNCT	.
She	PRON	she
turned	VERB	turn
and	CCONJ	and
fingered	VERB	finger
the	DET	the
controls	NOUN	control
.	PUNCT	.
The	DET	the
song	NOUN	song
of	ADP	of
power	NOUN	power
that	PRON	that
came	VERB	come
out	ADP	out
of	ADP	of
the	DET	the
skid	NOUN	skid
's	PART	's
jets	NOUN	jet
brought	VERB	bring
a	DET	a
quick	ADJ	quick
,	PUNCT	,
slight	ADJ	slight
smile	NOUN	smile
to	ADP	to
her	PRON	her
lips	NOUN	lip
.	PUNCT	.
Nolan	PROPN	Nolan
caught	VERB	catch
a	DET	a
glimpse	NOUN	glimpse
of	ADP	of
her	PRON	her
eyes	NOUN	eye
reflected	VERB	reflect
back	ADV	back
at	ADP	at
him	PRON	he
from	ADP	from
the	DET	the
plastic	ADJ	plastic
panel	NOUN	panel
.	PUNCT	.
Appreciative	ADJ	appreciative
eyes	NOUN	eye
.	PUNCT	.
He	PRON	he
averted	VERB	avert
his	PRON	his
look	NOUN	look
.	PUNCT	.
Would	AUX	would
there	PRON	there
be	AUX	be
another	DET	another
time	NOUN	time
when	SCONJ	when
he	PRON	he
could	AUX	could
meet	VERB	meet
the	DET	the
gaze	NOUN	gaze
of	ADP	of
a	DET	a
decent	ADJ	decent
girl	NOUN	girl
and	CCONJ	and
answer	VERB	answer
it	PRON	it
?	PUNCT	?
_	PUNCT	_
When	SCONJ	when
Woller	PROPN	Woller
's	AUX	be
dead	ADJ	dead
_	PUNCT	_
,	PUNCT	,
his	PRON	his
subconscious	NOUN	subconscious
answered	VERB	answer
him	PRON	he
.	PUNCT	.
_	PUNCT	_
Until	ADP	until
then	ADV	then
you	PRON	you
're	AUX	be
not	PART	not
a	DET	a
man	NOUN	man
,	PUNCT	,
Nolan	PROPN	Nolan
.	PUNCT	.
You	PRON	you
're	AUX	be
a	DET	a
