produced	VERB	produce
JOHN	PROPN	JOHN
OLIVER	PROPN	OLIVER
HOBBES	PROPN	HOBBES
.	PUNCT	.
=	PUNCT	=
Mrs	PROPN	Mrs
Keith	PROPN	Keith
's	PART	's
Crime.=	PUNCT	Crime.=
By	ADP	by
MRS	PROPN	MRS
W.	PROPN	W.
K.	PROPN	K.
CLIFFORD	PROPN	CLIFFORD
.	PUNCT	.
LONDON	PROPN	LONDON
:	PUNCT	:
T.	PROPN	T.
FISHER	PROPN	FISHER
UNWIN	PROPN	UNWIN
.	PUNCT	.
THE	DET	the
MAKING	PROPN	MAKING
OF	ADP	of
A	DET	a
SAINT	PROPN	SAINT
By	ADP	by
the	DET	the
same	ADJ	same
Author	NOUN	author
LIZA	PROPN	LIZA
OF	ADP	of
LAMBETH	PROPN	LAMBETH
_	PUNCT	_
Second	ADJ	second
Edition	NOUN	edition
.	PUNCT	.
Cloth	PROPN	Cloth
,	PUNCT	,
3s	NUM	3s
.	NOUN	.
6d	NUM	6d
.	PUNCT	.
_	PUNCT	_
'	PUNCT	'
There	PRON	there
has	AUX	have
not	PART	not
been	AUX	be
so	ADV	so
powerful	ADJ	powerful
a	DET	a
story	NOUN	story
of	ADP	of
the	DET	the
lowest	ADJ	low
class	NOUN	class
as	ADP	as
""""	PUNCT	""""
Liza	PROPN	Liza
of	ADP	of
Lambeth	PROPN	Lambeth
""""	PUNCT	""""
...	PUNCT	...
since	SCONJ	since
Mr	PROPN	Mr
Rudyard	PROPN	Rudyard
Kipling	PROPN	Kipling
wrote	VERB	write
the	DET	the
""""	PUNCT	""""
History	PROPN	History
of	ADP	of
Badalia	PROPN	Badalia
Herodsfoot	PROPN	Herodsfoot
.	PUNCT	.
""""	PUNCT	""""
We	PRON	we
are	AUX	be
not	PART	not
sure	ADJ	sure
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
that	SCONJ	that
this	DET	this
new	ADJ	new
story	NOUN	story
does	AUX	do
not	PART	not
beat	VERB	beat
that	DET	that
one	NOUN	one
in	ADP	in
vividness	NOUN	vividness
and	CCONJ	and
knowledge	NOUN	knowledge
of	ADP	of
the	DET	the
class	NOUN	class
it	PRON	it
depicts	VERB	depict
...	PUNCT	...
he	PRON	he
has	AUX	have
an	DET	an
almost	ADV	almost
extraordinary	ADJ	extraordinary
gift	NOUN	gift
of	ADP	of
directness	NOUN	directness
and	CCONJ	and
concentration	NOUN	concentration
,	PUNCT	,
and	CCONJ	and
his	PRON	his
characters	NOUN	character
have	AUX	have
an	DET	an
astounding	ADJ	astounding
amount	NOUN	amount
of	ADP	of
vitality	NOUN	vitality
.	PUNCT	.
'--_Standard	PUNCT	'--_Standard
.	PUNCT	.
_	PUNCT	_
'	PUNCT	'
Those	DET	those
who	PRON	who
wish	VERB	wish
to	PART	to
read	VERB	read
of	ADP	of
life	NOUN	life
as	ADP	as
it	PRON	it
is	AUX	be
,	PUNCT	,
without	ADP	without
exaggeration	NOUN	exaggeration
and	CCONJ	and
without	ADP	without
modification	NOUN	modification
,	PUNCT	,
will	AUX	will
have	AUX	have
no	DET	no
difficulty	NOUN	difficulty
in	ADP	in
recognising	VERB	recognise
the	DET	the
merits	NOUN	merit
of	ADP	of
this	DET	this
volume	NOUN	volume
.	PUNCT	.
'--_Athenæum	PROPN	'--_Athenæum
.	PUNCT	.
_	PUNCT	_
'	PUNCT	'
He	PRON	he
has	AUX	have
performed	VERB	perform
his	PRON	his
task	NOUN	task
with	ADP	with
singular	ADJ	singular
ability	NOUN	ability
.	PUNCT	.
No	DET	no
one	NOUN	one
can	AUX	can
read	VERB	read
his	PRON	his
book	NOUN	book
without	ADP	without
being	AUX	be
convinced	VERB	convince
and	CCONJ	and
saddened	VERB	sadden
by	ADP	by
its	PRON	its
evident	ADJ	evident
truth	NOUN	truth
and	CCONJ	and
accuracy	NOUN	accuracy
.	PUNCT	.
'--_Literary	PROPN	'--_Literary
World	PROPN	World
.	PUNCT	.
_	PUNCT	_
'	PUNCT	'
The	DET	the
characters	NOUN	character
are	AUX	be
depicted	VERB	depict
with	ADP	with
great	ADJ	great
vigour	NOUN	vigour
,	PUNCT	,
and	CCONJ	and
stand	VERB	stand
out	ADP	out
before	ADP	before
us	PRON	we
as	ADV	as
lifelike	ADJ	lifelike
as	ADP	as
if	SCONJ	if
we	PRON	we
were	AUX	be
actually	ADV	actually
standing	VERB	stand
in	ADP	in
the	DET	the
street	NOUN	street
listening	VERB	listen
to	ADP	to
their	PRON	their
talk	NOUN	talk
.	PUNCT	.
'--Review	PUNCT	'--Review
of	ADP	of
Reviews	PROPN	Reviews
.	PUNCT	.
'	PUNCT	'
Liza	PROPN	Liza
's	PART	's
portrait	NOUN	portrait
is	AUX	be
so	ADV	so
complete	ADJ	complete
and	CCONJ	and
so	ADV	so
strong	ADJ	strong
that	SCONJ	that
even	ADV	even
now	ADV	now
her	PRON	her
ghost	NOUN	ghost
refuses	VERB	refuse
to	PART	to
be	AUX	be
laid	VERB	lay
.	PUNCT	.
'--_Literature	PROPN	'--_Literature
.	PUNCT	.
_	PUNCT	_
'	PUNCT	'
Liza	PROPN	Liza
is	AUX	be
a	DET	a
living	VERB	live
creature	NOUN	creature
from	ADP	from
the	DET	the
beginning	NOUN	beginning
to	ADP	to
the	DET	the
end	NOUN	end
.	PUNCT	.
'--_Queen	PUNCT	'--_Queen
.	PUNCT	.
_	PUNCT	_
THE	DET	the
MAKING	NOUN	making
OF	ADP	of
A	PROPN	A
SAINT	PROPN	SAINT
BY	PROPN	BY
WILLIAM	PROPN	WILLIAM
SOMERSET	PROPN	SOMERSET
MAUGHAM	PROPN	MAUGHAM
LONDON	PROPN	LONDON
T.	PROPN	T.
FISHER	PROPN	FISHER
UNWIN	PROPN	UNWIN
PATERNOSTER	PROPN	PATERNOSTER
SQUARE	PROPN	SQUARE
1898	NUM	1898
[	X	[
_	X	_
All	DET	all
Rights	NOUN	right
reserved	VERB	reserve
_	PUNCT	_
]	X	]
Quanto	X	quanto
e	X	e
bella	X	bella
giovinezza	X	giovinezza
,	PUNCT	,
Che	X	che
si	X	si
fugge	X	fugge
tuttavia	X	tuttavia
;	PUNCT	;
Chi	X	chi
vuol	X	vuol
esser	X	esser
lieto	X	lieto
,	PUNCT	,
sia	X	sia
,	PUNCT	,
Di	X	di
doman	X	doman
non	X	non
c'e	X	c'e
certezza	X	certezza
.	PUNCT	.
_	PUNCT	_
Youth	NOUN	youth
--	PUNCT	--
how	SCONJ	how
beautiful	ADJ	beautiful
is	AUX	be
youth	NOUN	youth
!	PUNCT	!
_	PUNCT	_
_	PUNCT	_
But	CCONJ	but
,	PUNCT	,
alas	INTJ	alas
,	PUNCT	,
elusive	ADJ	elusive
ever	ADV	ever
!	PUNCT	!
_	PUNCT	_
_	PUNCT	_
Let	VERB	let
him	PRON	he
be	AUX	be
light	NOUN	light
of	ADP	of
heart	NOUN	heart
who	PRON	who
would	AUX	would
be	AUX	be
so	ADV	so
,	PUNCT	,
_	PUNCT	_
_	PUNCT	_
For	ADP	for
there	PRON	there
's	AUX	be
no	DET	no
surety	NOUN	surety
in	ADP	in
the	DET	the
morrow	NOUN	morrow
.	PUNCT	.
_	PUNCT	_
The	DET	the
Making	NOUN	making
of	ADP	of
a	DET	a
Saint	NOUN	saint
INTRODUCTION	NOUN	introduction
These	DET	these
are	AUX	be
the	DET	the
memoirs	NOUN	memoir
of	ADP	of
the	DET	the
Beato	PROPN	Beato
Giuliano	PROPN	Giuliano
,	PUNCT	,
brother	NOUN	brother
of	ADP	of
the	DET	the
Order	PROPN	Order
of	ADP	of
St	PROPN	St
Francis	PROPN	Francis
of	ADP	of
Assisi	PROPN	Assisi
,	PUNCT	,
known	VERB	know
in	ADP	in
his	PRON	his
worldly	ADJ	worldly
life	NOUN	life
as	ADP	as
Filippo	PROPN	Filippo
Brandolini	PROPN	Brandolini
;	PUNCT	;
of	ADP	of
which	DET	which
family	NOUN	family
I	PRON	I
,	PUNCT	,
Giulo	PROPN	Giulo
Brandolini	PROPN	Brandolini
,	PUNCT	,
am	AUX	be
the	DET	the
last	ADJ	last
descendant	NOUN	descendant
.	PUNCT	.
On	ADP	on
the	DET	the
death	NOUN	death
of	ADP	of
Fra	PROPN	Fra
Giuliano	PROPN	Giuliano
the	DET	the
manuscript	NOUN	manuscript
was	AUX	be
given	VERB	give
to	ADP	to
his	PRON	his
nephew	NOUN	nephew
Leonello	PROPN	Leonello
,	PUNCT	,
on	ADP	on
whom	PRON	whom
the	DET	the
estates	NOUN	estate
devolved	VERB	devolve
;	PUNCT	;
and	CCONJ	and
has	AUX	have
since	SCONJ	since
been	AUX	be
handed	VERB	hand
down	ADP	down
from	ADP	from
father	NOUN	father
to	ADP	to
son	NOUN	son
,	PUNCT	,
as	ADP	as
the	DET	the
relic	NOUN	relic
of	ADP	of
a	DET	a
member	NOUN	member
of	ADP	of
the	DET	the
family	NOUN	family
whose	DET	whose
piety	NOUN	piety
and	CCONJ	and
good	ADJ	good
works	NOUN	work
still	ADV	still
shed	VERB	shed
lustre	NOUN	lustre
on	ADP	on
the	DET	the
name	NOUN	name
of	ADP	of
Brandolini	PROPN	Brandolini
.	PUNCT	.
It	PRON	it
is	AUX	be
perhaps	ADV	perhaps
necessary	ADJ	necessary
to	PART	to
explain	VERB	explain
how	SCONJ	how
the	DET	the
resolution	NOUN	resolution
to	PART	to
give	VERB	give
these	DET	these
memoirs	NOUN	memoir
to	ADP	to
the	DET	the
world	NOUN	world
has	AUX	have
eventually	ADV	eventually
been	AUX	be
arrived	VERB	arrive
at	ADP	at
.	PUNCT	.
For	ADP	for
my	PRON	my
part	NOUN	part
,	PUNCT	,
I	PRON	I
should	AUX	should
have	AUX	have
allowed	VERB	allow
them	PRON	they
to	PART	to
remain	VERB	remain
among	ADP	among
the	DET	the
other	ADJ	other
papers	NOUN	paper
of	ADP	of
the	DET	the
family	NOUN	family
;	PUNCT	;
but	CCONJ	but
my	PRON	my
wife	NOUN	wife
wished	VERB	wish
otherwise	ADV	otherwise
.	PUNCT	.
When	SCONJ	when
she	PRON	she
deserted	VERB	desert
her	PRON	her
home	NOUN	home
in	ADP	in
the	DET	the
New	PROPN	New
World	PROPN	World
to	PART	to
become	VERB	become
the	DET	the
Countess	PROPN	Countess
Brandolini	PROPN	Brandolini
,	PUNCT	,
she	PRON	she
was	AUX	be
very	ADV	very
naturally	ADV	naturally
interested	ADJ	interested
at	ADP	at
finding	VERB	find
among	ADP	among
my	PRON	my
ancestors	NOUN	ancestor
a	DET	a
man	NOUN	man
who	PRON	who
had	AUX	have
distinguished	VERB	distinguish
himself	PRON	himself
in	ADP	in
good	ADJ	good
works	NOUN	work
,	PUNCT	,
so	SCONJ	so
as	ADP	as
to	PART	to
be	AUX	be
granted	VERB	grant
by	ADP	by
the	DET	the
Pope	PROPN	Pope
the	DET	the
title	NOUN	title
of	ADP	of
Beatus	PROPN	Beatus
,	PUNCT	,
which	DET	which
was	AUX	be
acquired	VERB	acquire
for	ADP	for
him	PRON	he
by	ADP	by
the	DET	the
influence	NOUN	influence
of	ADP	of
his	PRON	his
great	ADJ	great
-	PUNCT	-
nephew	NOUN	nephew
not	PART	not
very	ADV	very
long	ADV	long
after	ADP	after
his	PRON	his
death	NOUN	death
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
had	AUX	have
our	PRON	our
house	NOUN	house
retained	VERB	retain
the	DET	the
prosperity	NOUN	prosperity
which	DET	which
it	PRON	it
enjoyed	VERB	enjoy
during	ADP	during
the	DET	the
fifteenth	ADJ	fifteenth
and	CCONJ	and
sixteenth	ADJ	sixteenth
centuries	NOUN	century
,	PUNCT	,
he	PRON	he
would	AUX	would
undoubtedly	ADV	undoubtedly
have	AUX	have
been	AUX	be
canonised	VERB	canonise
,	PUNCT	,
for	ADP	for
it	PRON	it
was	AUX	be
a	DET	a
well	ADV	well
certified	VERB	certify
fact	NOUN	fact
that	SCONJ	that
the	DET	the
necessary	ADJ	necessary
miracles	NOUN	miracle
had	AUX	have
been	AUX	be
performed	VERB	perform
by	ADP	by
his	PRON	his
remains	NOUN	remain
and	CCONJ	and
that	SCONJ	that
prayers	NOUN	prayer
had	AUX	have
been	AUX	be
regularly	ADV	regularly
offered	VERB	offer
at	ADP	at
his	PRON	his
tomb	NOUN	tomb
,	PUNCT	,
but	CCONJ	but
our	NOUN	our
estates	NOUN	estate
had	AUX	have
dwindled	VERB	dwindle
,	PUNCT	,
so	SCONJ	so
that	SCONJ	that
we	PRON	we
could	AUX	could
not	PART	not
afford	VERB	afford
the	DET	the
necessary	ADJ	necessary
expenditure	NOUN	expenditure
;	PUNCT	;
and	CCONJ	and
now	ADV	now
,	PUNCT	,
when	SCONJ	when
my	PRON	my
wife	NOUN	wife
has	AUX	have
restored	VERB	restore
its	PRON	its
ancient	ADJ	ancient
magnificence	NOUN	magnificence
to	ADP	to
our	PRON	our
house	NOUN	house
,	PUNCT	,
times	NOUN	time
,	PUNCT	,
alas	INTJ	alas
!	PUNCT	!
have	AUX	have
changed	VERB	change
.	PUNCT	.
The	DET	the
good	ADJ	good
old	ADJ	old
customs	NOUN	custom
of	ADP	of
our	NOUN	our
fathers	NOUN	father
have	AUX	have
fallen	VERB	fall
into	ADP	into
disuse	NOUN	disuse
,	PUNCT	,
and	CCONJ	and
it	PRON	it
is	AUX	be
impossible	ADJ	impossible
to	PART	to
create	VERB	create
a	DET	a
saint	NOUN	saint
for	ADP	for
ready	ADJ	ready
money	NOUN	money
.	PUNCT	.
However	ADV	however
,	PUNCT	,
my	PRON	my
wife	NOUN	wife
desired	VERB	desire
to	PART	to
publish	VERB	publish
an	DET	an
account	NOUN	account
of	ADP	of
her	PRON	her
pious	ADJ	pious
ancestor	NOUN	ancestor
.	PUNCT	.
But	CCONJ	but
a	DET	a
difficulty	NOUN	difficulty
arose	VERB	arise
in	ADP	in
the	DET	the
fact	NOUN	fact
that	SCONJ	that
there	PRON	there
were	AUX	be
no	DET	no
materials	NOUN	material
whatever	DET	whatever
for	ADP	for
any	DET	any
relation	NOUN	relation
of	ADP	of
the	DET	the
life	NOUN	life
which	DET	which
Fra	PROPN	Fra
Giuliano	PROPN	Giuliano
led	VERB	lead
when	SCONJ	when
he	PRON	he
had	AUX	have
entered	VERB	enter
the	DET	the
Franciscan	ADJ	franciscan
monastery	NOUN	monastery
of	ADP	of
Campomassa	PROPN	Campomassa
,	PUNCT	,
and	CCONJ	and
it	PRON	it
was	AUX	be
obvious	ADJ	obvious
that	SCONJ	that
,	PUNCT	,
even	ADV	even
if	SCONJ	if
there	PRON	there
had	AUX	have
been	AUX	be
good	ADJ	good
works	NOUN	work
,	PUNCT	,
prayer	NOUN	prayer
and	CCONJ	and
fasting	NOUN	fasting
could	AUX	could
not	PART	not
have	AUX	have
afforded	VERB	afford
a	DET	a
very	ADV	very
interesting	ADJ	interesting
story	NOUN	story
;	PUNCT	;
and	CCONJ	and
so	CCONJ	so
we	PRON	we
have	AUX	have
been	AUX	be
constrained	VERB	constrain
to	PART	to
leave	VERB	leave
untold	ADJ	untold
his	PRON	his
pieties	NOUN	piety
and	CCONJ	and
recount	VERB	recount
instead	ADV	instead
his	PRON	his
sins	NOUN	sin
,	PUNCT	,
for	ADP	for
which	DET	which
there	PRON	there
was	AUX	be
every	DET	every
facility	NOUN	facility
in	ADP	in
the	DET	the
memoirs	NOUN	memoir
he	PRON	he
had	AUX	have
himself	PRON	himself
left	VERB	leave
behind	ADP	behind
him	PRON	he
.	PUNCT	.
Not	PART	not
content	ADJ	content
with	ADP	with
writing	VERB	write
the	DET	the
story	NOUN	story
of	ADP	of
his	PRON	his
own	ADJ	own
life	NOUN	life
,	PUNCT	,
Fra	PROPN	Fra
Giuliano	PROPN	Giuliano
begins	VERB	begin
with	ADP	with
a	DET	a
mythical	ADJ	mythical
Consul	PROPN	Consul
of	ADP	of
the	DET	the
Roman	PROPN	Roman
Republic	PROPN	Republic
,	PUNCT	,
who	PRON	who
is	AUX	be
supposed	VERB	suppose
to	PART	to
have	AUX	have
founded	VERB	found
the	DET	the
family	NOUN	family
by	ADP	by
a	DET	a
somewhat	ADV	somewhat
discreditable	ADJ	discreditable
union	NOUN	union
with	ADP	with
somebody	PRON	somebody
else	ADV	else
's	PART	's
wife	NOUN	wife
.	PUNCT	.
He	PRON	he
then	ADV	then
carries	VERB	carry
the	DET	the
story	NOUN	story
through	ADP	through
countless	ADJ	countless
ages	NOUN	age
till	SCONJ	till
he	PRON	he
arrives	NOUN	arrive
at	ADP	at
his	PRON	his
own	ADJ	own
conception	NOUN	conception
,	PUNCT	,
and	CCONJ	and
the	DET	the
prodigies	NOUN	prodigy
attending	VERB	attend
his	PRON	his
birth	NOUN	birth
,	PUNCT	,
which	DET	which
he	PRON	he
describes	VERB	describe
with	ADP	with
great	ADJ	great
minuteness	NOUN	minuteness
.	PUNCT	.
He	PRON	he
gives	VERB	give
very	ADV	very
amply	ADV	amply
the	DET	the
history	NOUN	history
of	ADP	of
his	PRON	his
childhood	NOUN	childhood
and	CCONJ	and
boyhood	NOUN	boyhood
,	PUNCT	,
the	DET	the
period	NOUN	period
he	PRON	he
spent	VERB	spend
as	ADP	as
page	NOUN	page
at	ADP	at
the	DET	the
Court	PROPN	Court
of	ADP	of
the	DET	the
Bentivogli	PROPN	Bentivogli
of	ADP	of
Bologna	PROPN	Bologna
,	PUNCT	,
and	CCONJ	and
his	PRON	his
adventures	NOUN	adventure
in	ADP	in
the	DET	the
Neapolitan	ADJ	neapolitan
armies	NOUN	army
under	ADP	under
the	DET	the
Duke	PROPN	Duke
of	ADP	of
Calabria	PROPN	Calabria
;	PUNCT	;
but	CCONJ	but
the	DET	the
whole	ADJ	whole
story	NOUN	story
is	AUX	be
narrated	VERB	narrate
at	ADP	at
such	ADJ	such
length	NOUN	length
,	PUNCT	,
with	ADP	with
so	ADV	so
many	ADJ	many
digressions	NOUN	digression
and	CCONJ	and
details	NOUN	detail
,	PUNCT	,
and	CCONJ	and
is	AUX	be
sometimes	ADV	sometimes
so	ADV	so
vague	ADJ	vague
,	PUNCT	,
incoherent	ADJ	incoherent
and	CCONJ	and
disjointed	ADJ	disjointed
that	SCONJ	that
,	PUNCT	,
with	ADP	with
whatever	DET	whatever
editing	NOUN	editing
,	PUNCT	,
it	PRON	it
was	AUX	be
considered	VERB	consider
impossible	ADJ	impossible
to	PART	to
make	VERB	make
a	DET	a
clear	ADJ	clear
and	CCONJ	and
continuous	ADJ	continuous
narrative	NOUN	narrative
.	PUNCT	.
Fra	PROPN	Fra
Giuliano	PROPN	Giuliano
himself	PRON	himself
divided	VERB	divide
his	PRON	his
life	NOUN	life
into	ADP	into
two	NUM	two
parts	NOUN	part
:	PUNCT	:
the	DET	the
one	NUM	one
he	PRON	he
named	VERB	name
the	DET	the
Time	PROPN	Time
of	ADP	of
Honey	PROPN	Honey
,	PUNCT	,
being	AUX	be
the	DET	the
period	NOUN	period
of	ADP	of
expectation	NOUN	expectation
;	PUNCT	;
the	DET	the
other	ADJ	other
the	DET	the
Time	PROPN	Time
of	ADP	of
Gall	PROPN	Gall
,	PUNCT	,
being	AUX	be
that	DET	that
of	ADP	of
realisation	NOUN	realisation
.	PUNCT	.
The	DET	the
second	ADJ	second
half	NOUN	half
commences	VERB	commence
with	ADP	with
his	PRON	his
arrival	NOUN	arrival
at	ADP	at
the	DET	the
town	NOUN	town
of	ADP	of
Forli	PROPN	Forli
,	PUNCT	,
in	ADP	in
the	DET	the
year	NOUN	year
1488	NUM	1488
,	PUNCT	,
and	CCONJ	and
it	PRON	it
is	AUX	be
this	DET	this
part	NOUN	part
which	DET	which
we	PRON	we
have	AUX	have
decided	VERB	decide
to	PART	to
publish	VERB	publish
;	PUNCT	;
for	CCONJ	for
,	PUNCT	,
notwithstanding	ADP	notwithstanding
its	PRON	its
brevity	NOUN	brevity
,	PUNCT	,
this	DET	this
was	AUX	be
the	DET	the
most	ADV	most
eventful	ADJ	eventful
period	NOUN	period
of	ADP	of
his	PRON	his
life	NOUN	life
,	PUNCT	,
and	CCONJ	and
the	DET	the
account	NOUN	account
of	ADP	of
it	PRON	it
seems	VERB	seem
to	PART	to
hang	VERB	hang
together	ADV	together
in	ADP	in
a	DET	a
sufficiently	ADV	sufficiently
lucid	ADJ	lucid
fashion	NOUN	fashion
,	PUNCT	,
centring	VERB	centre
round	ADP	round
the	DET	the
conspiracy	NOUN	conspiracy
which	DET	which
resulted	VERB	result
in	ADP	in
the	DET	the
assassination	NOUN	assassination
of	ADP	of
Girolamo	PROPN	Girolamo
Riario	PROPN	Riario
,	PUNCT	,
and	CCONJ	and
finishing	VERB	finish
with	ADP	with
the	DET	the
author	NOUN	author
's	PART	's
admission	NOUN	admission
to	ADP	to
the	DET	the
Order	PROPN	Order
of	ADP	of
St	PROPN	St
Francis	PROPN	Francis
.	PUNCT	.
This	DET	this
,	PUNCT	,
then	ADV	then
,	PUNCT	,
I	PRON	I
have	AUX	have
given	VERB	give
exactly	ADV	exactly
as	ADP	as
he	PRON	he
wrote	VERB	write
it	PRON	it
,	PUNCT	,
neither	CCONJ	neither
adding	VERB	add
nor	CCONJ	nor
suppressing	VERB	suppress
a	DET	a
word	NOUN	word
.	PUNCT	.
I	PRON	I
do	AUX	do
not	PART	not
deny	VERB	deny
that	SCONJ	that
it	PRON	it
would	AUX	would
have	AUX	have
pleased	VERB	please
me	PRON	I
a	DET	a
little	ADJ	little
to	PART	to
falsify	VERB	falsify
the	DET	the
history	NOUN	history
,	PUNCT	,
for	ADP	for
the	DET	the
Anglo	PROPN	Anglo
-	PUNCT	-
Saxons	PROPN	Saxons
are	AUX	be
a	DET	a
race	NOUN	race
of	ADP	of
idealists	NOUN	idealist
,	PUNCT	,
as	ADP	as
is	AUX	be
shown	VERB	show
in	ADP	in
all	DET	all
their	PRON	their
dealing	NOUN	dealing
,	PUNCT	,
international	ADJ	international
and	CCONJ	and
commercial	ADJ	commercial
;	PUNCT	;
and	CCONJ	and
