available	ADJ	available
THE	DET	the
ESCAPE	PROPN	ESCAPE
'	VERB	'
TWAS	VERB	twa
a	DET	a
bloomy	ADJ	bloomy
morning	NOUN	morning
,	PUNCT	,
all	DET	all
crocuses	NOUN	crocus
and	CCONJ	and
tree	NOUN	tree
buds	NOUN	bud
,	PUNCT	,
and	CCONJ	and
Antony	PROPN	Antony
sniffed	VERB	sniff
it	PRON	it
into	ADP	into
his	PRON	his
nostrils	NOUN	nostril
thankfully	ADV	thankfully
,	PUNCT	,
even	ADV	even
while	SCONJ	while
he	PRON	he
scowled	VERB	scowl
.	PUNCT	.
""""	PUNCT	""""
Come	VERB	come
,	PUNCT	,
come	VERB	come
!	PUNCT	!
""""	PUNCT	""""
said	VERB	say
his	PRON	his
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
a	DET	a
wealthy	ADJ	wealthy
old	ADJ	old
gentleman	NOUN	gentleman
buttoned	VERB	button
firmly	ADV	firmly
into	ADP	into
a	DET	a
white	ADJ	white
vest	NOUN	vest
,	PUNCT	,
""""	PUNCT	""""
what	DET	what
a	DET	a
face	NOUN	face
!	PUNCT	!
It	PRON	it
is	AUX	be
nothing	PRON	nothing
so	ADV	so
terrible	ADJ	terrible
that	SCONJ	that
I	PRON	I
ask	VERB	ask
of	ADP	of
you	PRON	you
!	PUNCT	!
One	PRON	one
would	AUX	would
think	VERB	think
it	PRON	it
a	DET	a
hanging	NOUN	hanging
matter	NOUN	matter
,	PUNCT	,
to	X	to
beau	X	beau
a	DET	a
pretty	ADJ	pretty
young	ADJ	young
girl	NOUN	girl
about	ADP	about
the	DET	the
place	NOUN	place
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
You	PRON	you
know	VERB	know
that	SCONJ	that
I	PRON	I
do	AUX	do
not	PART	not
care	VERB	care
for	ADP	for
schoolgirls	NOUN	schoolgirl
,	PUNCT	,
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Antony	PROPN	Antony
severely	ADV	severely
.	PUNCT	.
""""	PUNCT	""""
Fiddlestick	PROPN	Fiddlestick
!	PUNCT	!
""""	PUNCT	""""
his	PRON	his
Uncle	PROPN	Uncle
Julius	PROPN	Julius
cried	VERB	cry
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
what	PRON	what
are	AUX	be
you	PRON	you
sir	NOUN	sir
,	PUNCT	,
but	CCONJ	but
a	DET	a
school	NOUN	school
boy	NOUN	boy
,	PUNCT	,
I	PRON	I
should	AUX	should
like	VERB	like
to	PART	to
know	VERB	know
?	PUNCT	?
What	PRON	what
shall	AUX	shall
we	PRON	we
hear	VERB	hear
next	ADV	next
,	PUNCT	,
I	PRON	I
wonder	VERB	wonder
?	PUNCT	?
""""	PUNCT	""""
Antony	PROPN	Antony
put	VERB	put
on	ADP	on
some	DET	some
fresh	ADJ	fresh
grey	ADJ	grey
gloves	NOUN	glove
with	ADP	with
a	DET	a
sigh	NOUN	sigh
.	PUNCT	.
""""	PUNCT	""""
Schoolgirl	NOUN	schoolgirl
!	PUNCT	!
Schoolgirl	PROPN	Schoolgirl
!	PUNCT	!
""""	PUNCT	""""
his	PRON	his
uncle	NOUN	uncle
repeated	VERB	repeat
mimickingly	ADV	mimickingly
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
will	AUX	will
not	PART	not
be	AUX	be
reciting	VERB	recite
her	PRON	her
lessons	NOUN	lesson
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
!	PUNCT	!
""""	PUNCT	""""
Antony	PROPN	Antony
buttoned	VERB	button
his	PRON	his
gloves	NOUN	glove
.	PUNCT	.
""""	PUNCT	""""
Or	CCONJ	or
if	SCONJ	if
she	PRON	she
does	AUX	do
,	PUNCT	,
it	PRON	it
will	AUX	will
be	AUX	be
your	PRON	your
fault	NOUN	fault
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
pursued	VERB	pursue
his	PRON	his
uncle	NOUN	uncle
.	PUNCT	.
Antony	PROPN	Antony
selected	VERB	select
a	DET	a
slender	ADJ	slender
walking	NOUN	walking
stick	NOUN	stick
from	ADP	from
a	DET	a
rack	NOUN	rack
of	ADP	of
many	ADJ	many
,	PUNCT	,
and	CCONJ	and
reviewed	VERB	review
his	PRON	his
collar	NOUN	collar
with	ADP	with
a	DET	a
critical	ADJ	critical
hand	NOUN	hand
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
young	ADJ	young
lady	NOUN	lady
's	PART	's
topics	NOUN	topic
of	ADP	of
conversation	NOUN	conversation
will	AUX	will
be	AUX	be
a	DET	a
matter	NOUN	matter
of	ADP	of
indifference	NOUN	indifference
to	ADP	to
me	PRON	I
,	PUNCT	,
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
he	PRON	he
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
assure	VERB	assure
you	PRON	you
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
And	CCONJ	and
I	PRON	I
assure	VERB	assure
_	PUNCT	_
you	PRON	you
_	PUNCT	_
,	PUNCT	,
""""	PUNCT	""""
cried	VERB	cry
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
if	SCONJ	if
we	PRON	we
were	AUX	be
not	PART	not
on	ADP	on
this	DET	this
open	ADJ	open
porch	NOUN	porch
,	PUNCT	,
I	PRON	I
should	AUX	should
be	AUX	be
strongly	ADV	strongly
tempted	VERB	tempt
to	PART	to
apply	VERB	apply
that	DET	that
stick	NOUN	stick
of	ADP	of
yours	PRON	yours
where	SCONJ	where
,	PUNCT	,
as	ADP	as
we	PRON	we
used	VERB	use
to	PART	to
say	VERB	say
,	PUNCT	,
it	PRON	it
would	AUX	would
do	AUX	do
the	DET	the
most	ADJ	most
good	NOUN	good
!	PUNCT	!
""""	PUNCT	""""
Antony	PROPN	Antony
adjusted	VERB	adjust
his	PRON	his
coat	NOUN	coat
trimly	ADV	trimly
and	CCONJ	and
started	VERB	start
down	ADP	down
the	DET	the
steps	NOUN	step
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
since	SCONJ	since
we	PRON	we
are	AUX	be
upon	SCONJ	upon
this	DET	this
open	ADJ	open
porch	NOUN	porch
,	PUNCT	,
let	VERB	let
us	PRON	we
,	PUNCT	,
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
he	PRON	he
,	PUNCT	,
""""	PUNCT	""""
go	VERB	go
where	SCONJ	where
duty	NOUN	duty
calls	VERB	call
us	PRON	we
.	PUNCT	.
_	PUNCT	_
En	X	en
avant	X	avant
!	PUNCT	!
_	PUNCT	_
""""	PUNCT	""""
He	PRON	he
strode	VERB	stride
along	ADP	along
the	DET	the
flagged	ADJ	flagged
walk	NOUN	walk
with	ADP	with
Uncle	PROPN	Uncle
Julius	PROPN	Julius
puffing	VERB	puff
behind	ADP	behind
him	PRON	he
,	PUNCT	,
loquaciously	ADV	loquaciously
indignant	ADJ	indignant
.	PUNCT	.
""""	PUNCT	""""
Look	VERB	look
at	ADP	at
your	PRON	your
mates	NOUN	mate
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
as	ADP	as
we	PRON	we
pass	VERB	pass
them	PRON	they
,	PUNCT	,
and	CCONJ	and
notice	VERB	notice
how	SCONJ	how
enviously	ADV	enviously
they	PRON	they
smile	VERB	smile
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
urged	VERB	urge
the	DET	the
youth	NOUN	youth
,	PUNCT	,
who	PRON	who
replied	VERB	reply
shortly	ADV	shortly
that	SCONJ	that
he	PRON	he
observed	VERB	observe
them	PRON	they
.	PUNCT	.
""""	PUNCT	""""
In	ADP	in
my	PRON	my
time	NOUN	time
,	PUNCT	,
I	PRON	I
can	AUX	can
tell	VERB	tell
you	PRON	you
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
there	PRON	there
was	AUX	be
no	DET	no
shilly	ADJ	shilly
shallying	NOUN	shallying
in	ADP	in
these	DET	these
matters	NOUN	matter
.	PUNCT	.
We	PRON	we
had	AUX	have
more	ADJ	more
blood	NOUN	blood
.	PUNCT	.
Let	VERB	let
any	DET	any
college	NOUN	college
lad	NOUN	lad
be	AUX	be
given	VERB	give
a	DET	a
free	ADJ	free
day	NOUN	day
--	PUNCT	--
and	CCONJ	and
a	DET	a
fine	ADJ	fine
day	NOUN	day
,	PUNCT	,
too	ADV	too
--	PUNCT	--
and	CCONJ	and
one	NUM	one
of	ADP	of
the	DET	the
prettiest	ADJ	pretty
girls	NOUN	girl
that	PRON	that
ever	ADV	ever
wore	VERB	wear
a	DET	a
petticoat	NOUN	petticoat
to	PART	to
enjoy	VERB	enjoy
It	PRON	it
with	ADP	with
him	PRON	he
,	PUNCT	,
and	CCONJ	and
he	PRON	he
was	AUX	be
the	DET	the
envy	NOUN	envy
of	ADP	of
all	DET	all
his	PRON	his
fellows	NOUN	fellow
.	PUNCT	.
And	CCONJ	and
I	PRON	I
believe	VERB	believe
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
ended	VERB	end
with	ADP	with
a	DET	a
fine	ADJ	fine
optimism	NOUN	optimism
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
it	PRON	it
is	AUX	be
so	ADV	so
now	ADV	now
!	PUNCT	!
Not	PART	not
one	NUM	one
of	ADP	of
these	DET	these
lads	NOUN	lad
but	CCONJ	but
would	AUX	would
change	VERB	change
places	NOUN	place
with	ADP	with
you	PRON	you
at	ADP	at
a	DET	a
nod	NOUN	nod
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
you	PRON	you
will	AUX	will
not	PART	not
nod	VERB	nod
,	PUNCT	,
my	PRON	my
dear	ADJ	dear
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
""""	PUNCT	""""
Antony	PROPN	Antony
responded	VERB	respond
calmly	ADV	calmly
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
so	ADV	so
these	DET	these
lads	NOUN	lad
--	PUNCT	--
as	ADP	as
you	PRON	you
so	ADV	so
felicitously	ADV	felicitously
call	VERB	call
them	PRON	they
--	PUNCT	--
will	AUX	will
never	ADV	never
lose	VERB	lose
the	DET	the
opportunity	NOUN	opportunity
I	PRON	I
would	AUX	would
cheerfully	ADV	cheerfully
relin----	VERB	relin----
""""	PUNCT	""""
""""	PUNCT	""""
Hush	INTJ	hush
!	PUNCT	!
there	ADV	there
she	PRON	she
is	AUX	be
!	PUNCT	!
""""	PUNCT	""""
his	PRON	his
uncle	NOUN	uncle
whispered	VERB	whisper
,	PUNCT	,
and	CCONJ	and
Antony	PROPN	Antony
at	ADP	at
once	ADV	once
removed	VERB	remove
his	PRON	his
hat	NOUN	hat
with	ADP	with
a	DET	a
lordly	ADJ	lordly
and	CCONJ	and
accomplished	ADJ	accomplished
gesture	NOUN	gesture
,	PUNCT	,
which	DET	which
Uncle	PROPN	Uncle
Julius	PROPN	Julius
noted	VERB	note
with	ADP	with
unwilling	ADJ	unwilling
admiration	NOUN	admiration
.	PUNCT	.
""""	PUNCT	""""
Well	ADV	well
,	PUNCT	,
here	ADV	here
we	PRON	we
are	AUX	be
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
with	ADP	with
an	DET	an
attempt	NOUN	attempt
at	ADP	at
prankish	ADJ	prankish
levity	NOUN	levity
in	ADP	in
which	DET	which
he	PRON	he
received	VERB	receive
no	DET	no
assistance	NOUN	assistance
from	ADP	from
Antony	PROPN	Antony
.	PUNCT	.
""""	PUNCT	""""
Here	ADV	here
we	PRON	we
are	AUX	be
at	ADP	at
last	ADV	last
,	PUNCT	,
Nette	PROPN	Nette
dear	NOUN	dear
,	PUNCT	,
dressed	VERB	dress
in	ADP	in
our	PRON	our
best	ADJ	good
for	ADP	for
you	PRON	you
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
So	ADV	so
I	PRON	I
see	VERB	see
.	PUNCT	.
And	CCONJ	and
this	DET	this
is	AUX	be
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
,	PUNCT	,
your	PRON	your
young	ADJ	young
nephew	NOUN	nephew
,	PUNCT	,
Mr.	PROPN	Mr.
Julius	PROPN	Julius
?	PUNCT	?
""""	PUNCT	""""
said	VERB	say
the	DET	the
person	NOUN	person
at	ADP	at
whose	DET	whose
face	NOUN	face
Antony	PROPN	Antony
had	AUX	have
not	PART	not
yet	ADV	yet
looked	VERB	look
.	PUNCT	.
If	SCONJ	if
she	PRON	she
had	AUX	have
intended	VERB	intend
to	PART	to
remedy	VERB	remedy
this	DET	this
omission	NOUN	omission
she	PRON	she
could	AUX	could
not	PART	not
have	AUX	have
devised	VERB	devise
a	DET	a
more	ADV	more
efficacious	ADJ	efficacious
means	NOUN	means
.	PUNCT	.
Not	PART	not
only	ADV	only
did	AUX	do
Antony	PROPN	Antony
look	VERB	look
at	ADP	at
her	PRON	she
:	PUNCT	:
he	PRON	he
stared	VERB	stare
.	PUNCT	.
From	ADP	from
the	DET	the
topmost	ADJ	topmost
strand	NOUN	strand
of	ADP	of
her	PRON	her
braided	VERB	braid
chestnut	NOUN	chestnut
hair	NOUN	hair
to	ADP	to
the	DET	the
lowest	ADJ	low
dimple	NOUN	dimple
In	ADP	in
her	PRON	her
olive	ADJ	olive
cheek	NOUN	cheek
--	PUNCT	--
for	ADP	for
she	PRON	she
was	AUX	be
of	ADP	of
that	DET	that
irritatingly	ADV	irritatingly
attractive	ADJ	attractive
class	NOUN	class
of	ADP	of
females	NOUN	female
that	PRON	that
combines	VERB	combine
deep	ADJ	deep
-	PUNCT	-
set	ADJ	set
violet	ADJ	violet
eyes	NOUN	eye
with	ADP	with
a	DET	a
gipsy	NOUN	gipsy
colouring	NOUN	colouring
--	PUNCT	--
every	DET	every
curve	NOUN	curve
of	ADP	of
her	PRON	her
audacious	ADJ	audacious
body	NOUN	body
spelled	VERB	spell
youth	NOUN	youth
,	PUNCT	,
unmitigated	ADJ	unmitigated
youth	NOUN	youth
,	PUNCT	,
and	CCONJ	and
her	PRON	her
tone	NOUN	tone
was	AUX	be
correspondingly	ADV	correspondingly
insulting	ADJ	insulting
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
am	AUX	be
truly	ADV	truly
pleased	ADJ	pleased
to	PART	to
meet	VERB	meet
you	PRON	you
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
with	ADP	with
the	DET	the
air	NOUN	air
of	ADP	of
one	NUM	one
to	PART	to
whom	PRON	whom
experience	NOUN	experience
has	AUX	have
lent	VERB	lend
tolerance	NOUN	tolerance
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
should	AUX	should
truly	ADV	truly
never	ADV	never
have	AUX	have
guessed	VERB	guess
it	PRON	it
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
returned	VERB	return
promptly	ADV	promptly
with	ADP	with
an	DET	an
amused	ADJ	amused
smile	NOUN	smile
.	PUNCT	.
Antony	ADJ	antony
flushed	VERB	flush
.	PUNCT	.
An	DET	an
impudent	ADJ	impudent
chit	NOUN	chit
,	PUNCT	,
this	DET	this
.	PUNCT	.
A	DET	a
girl	NOUN	girl
to	PART	to
be	AUX	be
taught	VERB	teach
her	PRON	she
place	NOUN	place
,	PUNCT	,
and	CCONJ	and
that	DET	that
right	ADV	right
early	ADV	early
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
am	AUX	be
to	PART	to
have	AUX	have
,	PUNCT	,
I	PRON	I
believe	VERB	believe
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
with	ADP	with
a	DET	a
fine	ADJ	fine
air	NOUN	air
of	ADP	of
disregard	NOUN	disregard
for	ADP	for
any	DET	any
previous	ADJ	previous
conversation	NOUN	conversation
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
honour	NOUN	honour
of	ADP	of
escort	NOUN	escort
--	PUNCT	--
of	ADP	of
show	NOUN	show
--	PUNCT	--
of	ADP	of
,	PUNCT	,
er	INTJ	er
,	PUNCT	,
of	ADP	of
entertaining	VERB	entertain
you	PRON	you
for	ADP	for
the	DET	the
day	NOUN	day
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
That	DET	that
distinction	NOUN	distinction
is	AUX	be
indeed	ADV	indeed
yours	PRON	yours
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
replied	VERB	reply
gravely	ADV	gravely
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
have	AUX	have
no	ADV	no
doubt	NOUN	doubt
that	SCONJ	that
I	PRON	I
shall	AUX	shall
be	AUX	be
escort	NOUN	escort
--	PUNCT	--
show	VERB	show
--	PUNCT	--
er	INTJ	er
,	PUNCT	,
entertained	VERB	entertain
most	ADV	most
agreeably	ADV	agreeably
.	PUNCT	.
""""	PUNCT	""""
With	ADP	with
this	DET	this
insulting	ADJ	insulting
remark	NOUN	remark
she	PRON	she
but	CCONJ	but
half	ADV	half
concealed	VERB	conceal
a	DET	a
yawn	NOUN	yawn
and	CCONJ	and
Antony	PROPN	Antony
's	PART	's
blood	NOUN	blood
boiled	VERB	boil
within	ADP	within
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Come	VERB	come
,	PUNCT	,
""""	PUNCT	""""
chirped	VERB	chirp
Uncle	PROPN	Uncle
Julius	PROPN	Julius
with	ADP	with
a	DET	a
fatuous	ADJ	fatuous
chuckle	NOUN	chuckle
,	PUNCT	,
""""	PUNCT	""""
we	PRON	we
are	AUX	be
getting	VERB	get
along	ADP	along
famously	ADV	famously
!	PUNCT	!
What	PRON	what
did	AUX	do
I	PRON	I
tell	VERB	tell
you	PRON	you
?	PUNCT	?
Yes	INTJ	yes
,	PUNCT	,
indeed	ADV	indeed
!	PUNCT	!
""""	PUNCT	""""
To	ADP	to
this	DET	this
idiotic	ADJ	idiotic
speech	NOUN	speech
neither	CCONJ	neither
his	PRON	his
nephew	NOUN	nephew
nor	CCONJ	nor
that	DET	that
nephew	NOUN	nephew
's	PART	's
new	NOUN	new
acquaintance	NOUN	acquaintance
made	VERB	make
any	DET	any
further	ADJ	further
reply	NOUN	reply
than	ADP	than
two	NUM	two
eloquent	ADJ	eloquent
but	CCONJ	but
totally	ADV	totally
ineffective	ADJ	ineffective
glances	NOUN	glance
.	PUNCT	.
They	PRON	they
were	AUX	be
ineffective	ADJ	ineffective
because	SCONJ	because
the	DET	the
glance	NOUN	glance
as	ADP	as
a	DET	a
medium	NOUN	medium
of	ADP	of
expression	NOUN	expression
had	AUX	have
not	PART	not
been	AUX	be
included	VERB	include
in	ADP	in
Uncle	PROPN	Uncle
Julius	PROPN	Julius
's	PART	's
aesthetic	ADJ	aesthetic
training	NOUN	training
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
what	PRON	what
are	AUX	be
you	PRON	you
going	VERB	go
to	PART	to
do	AUX	do
first	ADV	first
,	PUNCT	,
hey	INTJ	hey
?	PUNCT	?
Where	SCONJ	where
does	AUX	do
the	DET	the
great	ADJ	great
day	NOUN	day
begin	VERB	begin
--	PUNCT	--
see	VERB	see
the	DET	the
town	NOUN	town
sights	NOUN	sight
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
?	PUNCT	?
""""	PUNCT	""""
this	DET	this
Imbecile	ADJ	imbecile
old	ADJ	old
relative	NOUN	relative
maundered	VERB	maunder
on	ADP	on
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
will	AUX	will
give	VERB	give
me	PRON	I
great	ADJ	great
pleasure	NOUN	pleasure
,	PUNCT	,
if	SCONJ	if
she	PRON	she
wishes	VERB	wish
to	PART	to
see	VERB	see
them	PRON	they
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Antony	PROPN	Antony
coldly	ADV	coldly
,	PUNCT	,
""""	PUNCT	""""
to	PART	to
point	VERB	point
out	ADP	out
the	DET	the
various	ADJ	various
objects	NOUN	object
of	ADP	of
local	ADJ	local
interest	NOUN	interest
to	ADP	to
Miss----	PROPN	Miss----
""""	PUNCT	""""
""""	PUNCT	""""
Good	ADJ	good
gracious	ADJ	gracious
!	PUNCT	!
""""	PUNCT	""""
Uncle	PROPN	Uncle
Julius	PROPN	Julius
interrupted	VERB	interrupt
,	PUNCT	,
""""	PUNCT	""""
what	PRON	what
's	AUX	be
come	VERB	come
over	ADP	over
the	DET	the
boy	NOUN	boy
?	PUNCT	?
'	PUNCT	'
Miss	NOUN	miss
,	PUNCT	,
'	PUNCT	'
indeed	ADV	indeed
!	PUNCT	!
Did	AUX	do
n't	PART	not
I	PRON	I
tell	VERB	tell
you	PRON	you
that	SCONJ	that
this	DET	this
is	AUX	be
my	PRON	my
old	NOUN	old
godmother	NOUN	godmother
's	PART	's
own	ADJ	own
daughter	NOUN	daughter
's	PART	's
stepdaughter	NOUN	stepdaughter
?	PUNCT	?
'	PUNCT	'
Miss	PROPN	Miss
!	PUNCT	!
'	PUNCT	'
Her	PRON	her
name	NOUN	name
is	AUX	be
Nette	PROPN	Nette
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Ah	INTJ	ah
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Antony	PROPN	Antony
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
his	PRON	his
,	PUNCT	,
""""	PUNCT	""""
continued	VERB	continue
Uncle	PROPN	Uncle
Julius	PROPN	Julius
,	PUNCT	,
with	ADP	with
a	DET	a
flip	NOUN	flip
of	ADP	of
his	PRON	his
finger	NOUN	finger
at	ADP	at
his	PRON	his
nephew	NOUN	nephew
and	CCONJ	and
a	DET	a
wink	NOUN	wink
at	ADP	at
the	DET	the
young	ADJ	young
lady	NOUN	lady
,	PUNCT	,
""""	PUNCT	""""
is	AUX	be
Tony	PROPN	Tony
.	PUNCT	.
Let	VERB	let
's	PRON	us
have	AUX	have
no	NOUN	no
formality	NOUN	formality
among	ADP	among
chicks	NOUN	chick
of	ADP	of
your	PRON	your
age	NOUN	age
.	PUNCT	.
No	INTJ	no
,	PUNCT	,
no	INTJ	no
;	PUNCT	;
