available	ADJ	available
at	ADP	at
the	DET	the
same	ADJ	same
time	NOUN	time
young	ADJ	young
Christopher	PROPN	Christopher
Lawless	PROPN	Lawless
was	AUX	be
left	VERB	leave
an	DET	an
orphan	NOUN	orphan
,	PUNCT	,
George	PROPN	George
Chester	PROPN	Chester
promptly	ADV	promptly
adopted	VERB	adopt
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
will	AUX	will
do	AUX	do
Marie	PROPN	Marie
good	ADJ	good
to	PART	to
have	AUX	have
a	DET	a
brother	NOUN	brother
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
maintained	VERB	maintain
,	PUNCT	,
when	SCONJ	when
his	PRON	his
sister	NOUN	sister
.	PUNCT	.
Miss	PROPN	Miss
Chester	PROPN	Chester
,	PUNCT	,
who	PRON	who
kept	VERB	keep
house	NOUN	house
for	ADP	for
him	PRON	he
,	PUNCT	,
raised	VERB	raise
an	DET	an
objection	NOUN	objection
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
's	AUX	be
spoilt	ADJ	spoilt
--	PUNCT	--
shockingly	ADV	shockingly
spoilt	ADJ	spoilt
--	PUNCT	--
and	CCONJ	and
a	DET	a
boy	NOUN	boy
about	ADP	about
the	DET	the
place	NOUN	place
will	AUX	will
knock	VERB	knock
off	ADP	off
some	DET	some
of	ADP	of
her	PRON	her
airs	NOUN	air
and	CCONJ	and
graces	NOUN	grace
.	PUNCT	.
""""	PUNCT	""""
Young	ADJ	young
Christopher	PROPN	Christopher
certainly	ADV	certainly
did	AUX	do
that	DET	that
much	ADJ	much
,	PUNCT	,
if	SCONJ	if
no	DET	no
more	ADJ	more
,	PUNCT	,
for	ADP	for
in	ADP	in
a	DET	a
fortnight	NOUN	fortnight
he	PRON	he
had	AUX	have
turned	VERB	turn
Marie	PROPN	Marie
,	PUNCT	,
who	PRON	who
was	AUX	be
naturally	ADV	naturally
rather	ADV	rather
shy	ADJ	shy
and	CCONJ	and
reserved	ADJ	reserved
,	PUNCT	,
into	ADP	into
a	DET	a
tomboy	NOUN	tomboy
who	PRON	who
climbed	VERB	climb
trees	NOUN	tree
with	ADP	with
him	PRON	he
regardless	ADV	regardless
of	ADP	of
injury	NOUN	injury
to	ADP	to
life	NOUN	life
and	CCONJ	and
limb	NOUN	limb
,	PUNCT	,
who	PRON	who
rode	VERB	ride
a	DET	a
cob	NOUN	cob
barebacked	ADJ	barebacked
round	ADP	round
the	DET	the
paddock	NOUN	paddock
,	PUNCT	,
who	PRON	who
did	AUX	do
,	PUNCT	,
in	ADP	in
fact	NOUN	fact
,	PUNCT	,
everything	PRON	everything
he	PRON	he
dared	VERB	dare
or	CCONJ	or
ordered	VERB	order
her	PRON	she
to	PART	to
do	AUX	do
.	PUNCT	.
Miss	PROPN	Miss
Chester	PROPN	Chester
protested	VERB	protest
to	ADP	to
Marie	PROPN	Marie
's	PART	's
father	NOUN	father
in	ADP	in
vain	NOUN	vain
.	PUNCT	.
""""	PUNCT	""""
Christopher	PROPN	Christopher
is	AUX	be
ruining	VERB	ruin
her	PRON	she
;	PUNCT	;
I	PRON	I
can	AUX	can
do	AUX	do
nothing	PRON	nothing
with	ADP	with
her	PRON	she
now	ADV	now
!	PUNCT	!
She	PRON	she
is	AUX	be
quite	DET	quite
a	DET	a
different	ADJ	different
child	NOUN	child
since	SCONJ	since
he	PRON	he
came	VERB	come
to	ADP	to
the	DET	the
house	NOUN	house
.	PUNCT	.
""""	PUNCT	""""
Marie	PROPN	Marie
's	PART	's
father	NOUN	father
chuckled	VERB	chuckle
.	PUNCT	.
He	PRON	he
was	AUX	be
not	PART	not
a	DET	a
particularly	ADV	particularly
refined	ADJ	refined
man	NOUN	man
,	PUNCT	,
and	CCONJ	and
the	DET	the
daintiness	NOUN	daintiness
and	CCONJ	and
shyness	NOUN	shyness
of	ADP	of
his	PRON	his
little	ADJ	little
daughter	NOUN	daughter
had	AUX	have
rather	ADV	rather
embarrassed	VERB	embarrass
him	PRON	he
.	PUNCT	.
He	PRON	he
was	AUX	be
pleased	ADJ	pleased
to	PART	to
think	VERB	think
that	SCONJ	that
under	ADP	under
Christopher	PROPN	Christopher
's	PART	's
guiding	VERB	guide
hand	NOUN	hand
she	PRON	she
was	AUX	be
what	PRON	what
he	PRON	he
chose	VERB	choose
to	PART	to
call	VERB	call
""""	PUNCT	""""
improving	VERB	improve
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
her	PRON	she
good	ADJ	good
!	PUNCT	!
""""	PUNCT	""""
he	PRON	he
said	VERB	say
bluntly	ADV	bluntly
.	PUNCT	.
""""	PUNCT	""""
Where	SCONJ	where
's	AUX	be
the	DET	the
harm	NOUN	harm
?	PUNCT	?
They	PRON	they
're	AUX	be
only	ADJ	only
children	NOUN	child
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
the	DET	the
climax	NOUN	climax
came	VERB	come
rather	ADV	rather
violently	ADV	violently
when	SCONJ	when
one	NUM	one
afternoon	NOUN	afternoon
Marie	PROPN	Marie
fell	VERB	fall
out	ADP	out
of	ADP	of
the	DET	the
loft	NOUN	loft
into	ADP	into
the	DET	the
yard	NOUN	yard
below	ADV	below
,	PUNCT	,
and	CCONJ	and
broke	VERB	break
her	PRON	her
arm	NOUN	arm
.	PUNCT	.
One	NUM	one
of	ADP	of
the	DET	the
grooms	NOUN	groom
went	VERB	go
running	VERB	run
to	ADP	to
the	DET	the
rescue	NOUN	rescue
and	CCONJ	and
picked	VERB	pick
her	PRON	she
up	ADP	up
,	PUNCT	,
a	ADJ	a
forlorn	ADJ	forlorn
little	ADJ	little
heap	NOUN	heap
with	ADP	with
a	DET	a
face	NOUN	face
as	ADV	as
white	ADJ	white
as	ADP	as
her	PRON	her
frock	NOUN	frock
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
fell	VERB	fall
out	ADV	out
myself	PRON	myself
!	PUNCT	!
""""	PUNCT	""""
she	PRON	she
said	VERB	say
with	ADP	with
quivering	ADJ	quivering
lips	NOUN	lip
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
fell	VERB	fall
out	ADV	out
all	DET	all
my	PRON	my
own	ADJ	own
self	NOUN	self
.	PUNCT	.
""""	PUNCT	""""
Young	ADJ	young
Christopher	PROPN	Christopher
,	PUNCT	,
who	PRON	who
had	AUX	have
clambered	VERB	clamber
down	ADP	down
the	DET	the
ladder	NOUN	ladder
from	ADP	from
the	DET	the
loft	NOUN	loft
,	PUNCT	,
broke	VERB	break
in	ADV	in
violently	ADV	violently
:	PUNCT	:
""""	PUNCT	""""
She	PRON	she
did	AUX	do
n't	PART	not
!	PUNCT	!
It	PRON	it
was	AUX	be
my	PRON	my
fault	NOUN	fault
!	PUNCT	!
She	PRON	she
made	VERB	make
me	PRON	I
wild	ADJ	wild
,	PUNCT	,
and	CCONJ	and
I	PRON	I
pushed	VERB	push
her	PRON	she
.	PUNCT	.
I	PRON	I
did	AUX	do
n't	PART	not
think	VERB	think
she	PRON	she
'd	AUX	would
be	AUX	be
so	ADV	so
silly	ADJ	silly
as	ADP	as
to	PART	to
fall	VERB	fall
,	PUNCT	,
though	ADV	though
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
added	VERB	add
,	PUNCT	,
with	ADP	with
an	DET	an
angry	ADJ	angry
look	NOUN	look
at	ADP	at
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
And	CCONJ	and
do	AUX	do
n't	PART	not
you	PRON	you
trouble	VERB	trouble
to	PART	to
tell	VERB	tell
lies	NOUN	lie
about	ADP	about
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
groom	NOUN	groom
said	VERB	say
afterwards	ADV	afterwards
that	SCONJ	that
she	PRON	she
had	AUX	have
not	PART	not
shed	VERB	shed
a	DET	a
tear	NOUN	tear
till	SCONJ	till
then	ADV	then
,	PUNCT	,
but	CCONJ	but
at	ADP	at
the	DET	the
angry	ADJ	angry
words	NOUN	word
she	PRON	she
broke	VERB	break
down	ADP	down
suddenly	ADV	suddenly
into	ADP	into
bitter	ADJ	bitter
sobbing	NOUN	sobbing
.	PUNCT	.
She	PRON	she
did	AUX	do
not	PART	not
mind	VERB	mind
her	PRON	her
broken	VERB	break
arm	NOUN	arm
,	PUNCT	,
but	CCONJ	but
she	PRON	she
minded	VERB	mind
having	VERB	have
offended	VERB	offend
Christopher	PROPN	Christopher
.	PUNCT	.
It	PRON	it
was	AUX	be
the	DET	the
greatest	ADJ	great
trouble	NOUN	trouble
she	PRON	she
had	AUX	have
ever	ADV	ever
known	VERB	know
when--	SCONJ	when--
as	ADP	as
a	DET	a
consequence	NOUN	consequence
of	ADP	of
the	DET	the
accident	NOUN	accident
--	PUNCT	--
Christopher	PROPN	Christopher
was	AUX	be
sent	VERB	send
away	ADV	away
to	ADP	to
a	DET	a
boarding	ADJ	boarding
school	NOUN	school
.	PUNCT	.
Hereafter	ADV	hereafter
she	PRON	she
only	ADV	only
saw	VERB	see
him	PRON	he
by	ADP	by
fits	NOUN	fit
and	CCONJ	and
starts	NOUN	start
during	ADP	during
the	DET	the
holidays	NOUN	holiday
,	PUNCT	,
and	CCONJ	and
then	ADV	then
he	PRON	he
seemed	VERB	seem
somehow	ADV	somehow
quite	ADV	quite
different	ADJ	different
.	PUNCT	.
He	PRON	he
took	VERB	take
but	ADV	but
little	ADJ	little
notice	NOUN	notice
of	ADP	of
her	PRON	she
,	PUNCT	,
and	CCONJ	and
he	PRON	he
generally	ADV	generally
brought	VERB	bring
a	DET	a
friend	NOUN	friend
home	ADV	home
with	ADP	with
him	PRON	he
from	ADP	from
school	NOUN	school
.	PUNCT	.
He	PRON	he
was	AUX	be
getting	VERB	get
beyond	ADP	beyond
the	DET	the
""""	PUNCT	""""
boy	NOUN	boy
""""	PUNCT	""""
stage	NOUN	stage
,	PUNCT	,
and	CCONJ	and
developing	VERB	develop
a	DET	a
wholesome	ADJ	wholesome
contempt	NOUN	contempt
for	ADP	for
girls	NOUN	girl
as	ADP	as
a	DET	a
whole	NOUN	whole
!	PUNCT	!
When	SCONJ	when
--	PUNCT	--
later	ADV	later
--	PUNCT	--
he	PRON	he
went	VERB	go
to	ADP	to
a	DET	a
public	ADJ	public
school	NOUN	school
,	PUNCT	,
he	PRON	he
forgot	VERB	forget
to	PART	to
ignore	VERB	ignore
her	PRON	she
,	PUNCT	,
and	CCONJ	and
took	VERB	take
to	ADP	to
patronizing	VERB	patronize
her	PRON	she
instead	ADV	instead
.	PUNCT	.
She	PRON	she
was	AUX	be
n't	PART	not
such	DET	such
a	DET	a
bad	ADJ	bad
little	NOUN	little
thing	NOUN	thing
,	PUNCT	,
he	PRON	he
told	VERB	tell
her	PRON	she
,	PUNCT	,
and	CCONJ	and
next	ADJ	next
term	NOUN	term
if	SCONJ	if
she	PRON	she
liked	VERB	like
she	PRON	she
might	AUX	might
knit	VERB	knit
him	PRON	he
a	DET	a
tie	NOUN	tie
.	PUNCT	.
Marie	PROPN	Marie
knitted	VERB	knit
him	PRON	he
two	NUM	two
--	PUNCT	--
which	DET	which
he	PRON	he
never	ADV	never
wore	VERB	wear
!	PUNCT	!
She	PRON	she
would	AUX	would
have	AUX	have
blacked	VERB	black
his	PRON	his
boots	NOUN	boot
for	ADP	for
him	PRON	he
if	SCONJ	if
he	PRON	he
had	AUX	have
expressed	VERB	express
the	DET	the
slightest	ADJ	slight
wish	NOUN	wish
for	ADP	for
her	PRON	she
to	PART	to
do	AUX	do
so	ADV	so
.	PUNCT	.
Then	ADV	then
,	PUNCT	,
later	ADV	later
still	ADV	still
,	PUNCT	,
he	PRON	he
went	VERB	go
to	ADP	to
Cambridge	PROPN	Cambridge
and	CCONJ	and
forgot	VERB	forget
all	ADV	all
about	ADP	about
her	PRON	she
.	PUNCT	.
He	PRON	he
hardly	ADV	hardly
ever	ADV	ever
came	VERB	come
home	ADV	home
during	ADP	during
vacation	NOUN	vacation
save	SCONJ	save
for	ADP	for
week	NOUN	week
-	PUNCT	-
ends	NOUN	end
;	PUNCT	;
he	PRON	he
had	AUX	have
so	ADV	so
many	ADJ	many
friends	NOUN	friend
,	PUNCT	,
it	PRON	it
seemed	VERB	seem
,	PUNCT	,
and	CCONJ	and
was	AUX	be
in	ADP	in
great	ADJ	great
demand	NOUN	demand
amongst	ADP	amongst
them	PRON	they
all	DET	all
.	PUNCT	.
Marie	PROPN	Marie
could	AUX	could
quite	ADV	quite
believe	VERB	believe
it	PRON	it
.	PUNCT	.
She	PRON	she
was	AUX	be
bitterly	ADV	bitterly
jealous	ADJ	jealous
of	ADP	of
these	DET	these
unknown	ADJ	unknown
friends	NOUN	friend
,	PUNCT	,
and	CCONJ	and
incidentally	ADV	incidentally
of	ADP	of
the	DET	the
sisters	NOUN	sister
which	DET	which
she	PRON	she
was	AUX	be
sure	ADJ	sure
some	DET	some
of	ADP	of
them	PRON	they
must	AUX	must
have	AUX	have
!	PUNCT	!
She	PRON	she
was	AUX	be
still	ADV	still
at	ADP	at
school	NOUN	school
herself	PRON	herself
,	PUNCT	,
and	CCONJ	and
her	PRON	her
soft	ADJ	soft
brown	ADJ	brown
hair	NOUN	hair
was	AUX	be
tied	VERB	tie
in	ADP	in
a	DET	a
pigtail	NOUN	pigtail
with	ADP	with
a	DET	a
large	ADJ	large
bow	NOUN	bow
at	ADP	at
the	DET	the
end	NOUN	end
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
'll	AUX	will
soon	ADV	soon
have	AUX	have
to	PART	to
put	VERB	put
your	PRON	your
hair	NOUN	hair
up	ADP	up
if	SCONJ	if
you	PRON	you
grow	VERB	grow
so	ADV	so
fast	ADV	fast
,	PUNCT	,
Marie	PROPN	Marie
,	PUNCT	,
""""	PUNCT	""""
Miss	PROPN	Miss
Chester	PROPN	Chester
said	VERB	say
to	ADP	to
her	PRON	she
rather	ADV	rather
sadly	ADV	sadly
,	PUNCT	,
when	SCONJ	when
at	ADP	at
the	DET	the
end	NOUN	end
of	ADP	of
one	NUM	one
term	NOUN	term
she	PRON	she
came	VERB	come
home	ADV	home
.	PUNCT	.
Marie	PROPN	Marie
glanced	VERB	glance
at	ADP	at
herself	PRON	herself
in	ADP	in
the	DET	the
glass	NOUN	glass
.	PUNCT	.
She	PRON	she
was	AUX	be
tall	ADJ	tall
and	CCONJ	and
slim	ADJ	slim
for	ADP	for
her	PRON	her
age	NOUN	age
,	PUNCT	,
which	DET	which
was	AUX	be
not	PART	not
quite	ADV	quite
seventeen	NUM	seventeen
,	PUNCT	,
and	CCONJ	and
as	ADP	as
she	PRON	she
was	AUX	be
entirely	ADV	entirely
free	ADJ	free
from	ADP	from
conceit	NOUN	conceit
she	PRON	she
could	AUX	could
see	VERB	see
no	DET	no
beauty	NOUN	beauty
in	ADP	in
her	PRON	her
pale	ADJ	pale
face	NOUN	face
and	CCONJ	and
dark	NOUN	dark
eyes	NOUN	eye
,	PUNCT	,
which	DET	which
,	PUNCT	,
together	ADV	together
with	ADP	with
her	PRON	her
name	NOUN	name
of	ADP	of
Marie	PROPN	Marie
Celeste	PROPN	Celeste
,	PUNCT	,
she	PRON	she
had	AUX	have
inherited	VERB	inherit
from	ADP	from
her	PRON	her
French	ADJ	french
mother	NOUN	mother
.	PUNCT	.
""""	PUNCT	""""
Am	AUX	be
I	PRON	I
like	ADP	like
mother	NOUN	mother
,	PUNCT	,
Auntie	PROPN	Auntie
Madge	PROPN	Madge
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
asked	VERB	ask
,	PUNCT	,
and	CCONJ	and
Miss	PROPN	Miss
Chester	PROPN	Chester
smiled	VERB	smile
as	ADP	as
she	PRON	she
answered	VERB	answer
:	PUNCT	:
""""	PUNCT	""""
You	PRON	you
have	AUX	have
your	PRON	your
mother	NOUN	mother
's	PART	's
eyes	NOUN	eye
.	PUNCT	.
""""	PUNCT	""""
Marie	PROPN	Marie
looked	VERB	look
at	ADP	at
her	PRON	her
reflection	NOUN	reflection
again	ADV	again
.	PUNCT	.
""""	PUNCT	""""
Mother	NOUN	mother
was	AUX	be
very	ADV	very
pretty	ADJ	pretty
,	PUNCT	,
was	AUX	be
n't	PART	not
she	PRON	she
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
asked	VERB	ask
,	PUNCT	,
and	CCONJ	and
Miss	PROPN	Miss
Chester	PROPN	Chester
said	VERB	say
:	PUNCT	:
""""	PUNCT	""""
Yes	INTJ	yes
--	PUNCT	--
she	PRON	she
was	AUX	be
,	PUNCT	,
very	ADV	very
pretty	ADJ	pretty
.	PUNCT	.
""""	PUNCT	""""
Marie	PROPN	Marie
sighed	VERB	sigh
.	PUNCT	.
""""	PUNCT	""""
Of	ADV	of
course	ADV	course
,	PUNCT	,
I	PRON	I
ca	AUX	can
n't	PART	not
be	AUX	be
like	ADP	like
her	PRON	she
,	PUNCT	,
then	ADV	then
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
,	PUNCT	,
resignedly	ADV	resignedly
,	PUNCT	,
and	CCONJ	and
turned	VERB	turn
away	ADV	away
.	PUNCT	.
Presently	ADV	presently
:	PUNCT	:
""""	PUNCT	""""
Is	AUX	be
Chris	PROPN	Chris
coming	VERB	come
these	DET	these
holidays	NOUN	holiday
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
asked	VERB	ask
.	PUNCT	.
Miss	PROPN	Miss
Chester	PROPN	Chester
shook	VERB	shake
her	PRON	her
head	NOUN	head
.	PUNCT	.
""""	PUNCT	""""
He	PRON	he
did	AUX	do
not	PART	not
think	VERB	think
so	ADV	so
.	PUNCT	.
He	PRON	he
wrote	VERB	write
that	SCONJ	that
he	PRON	he
should	AUX	should
go	VERB	go
to	ADP	to
Scotland	PROPN	Scotland
with	ADP	with
the	DET	the
Knights	PROPN	Knights
.	PUNCT	.
""""	PUNCT	""""
Marie	PROPN	Marie
flushed	VERB	flush
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
hate	VERB	hate
the	DET	the
Knights	PROPN	Knights
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
pettishly	ADV	pettishly
.	PUNCT	.
She	PRON	she
had	AUX	have
never	ADV	never
seen	VERB	see
them	PRON	they
,	PUNCT	,
but	CCONJ	but
on	ADP	on
principle	NOUN	principle
she	PRON	she
hated	VERB	hate
everyone	PRON	everyone
and	CCONJ	and
everything	PRON	everything
who	PRON	who
took	VERB	take
Christopher	PROPN	Christopher
from	ADP	from
her	PRON	she
.	PUNCT	.
The	DET	the
following	ADJ	following
year	NOUN	year
she	PRON	she
was	AUX	be
sent	VERB	send
to	ADP	to
a	DET	a
finishing	VERB	finish
school	NOUN	school
in	ADP	in
Paris	PROPN	Paris
,	PUNCT	,
and	CCONJ	and
while	SCONJ	while
she	PRON	she
was	AUX	be
there	ADV	there
her	PRON	her
father	NOUN	father
died	VERB	die
suddenly	ADV	suddenly
.	PUNCT	.
A	DET	a
wire	NOUN	wire
came	VERB	come
from	ADP	from
England	PROPN	England
late	ADJ	late
one	NUM	one
night	NOUN	night
and	CCONJ	and
Marie	PROPN	Marie
was	AUX	be
packed	VERB	pack
off	ADP	off
home	ADV	home
the	DET	the
following	ADJ	following
morning	NOUN	morning
.	PUNCT	.
Her	PRON	her
father	NOUN	father
's	PART	's
death	NOUN	death
was	AUX	be
no	DET	no
great	ADJ	great
grief	NOUN	grief
to	ADP	to
her	PRON	she
,	PUNCT	,
though	SCONJ	though
in	ADP	in
a	DET	a
placid	ADJ	placid
sort	NOUN	sort
of	ADP	of
way	NOUN	way
she	PRON	she
had	AUX	have
been	AUX	be
fond	ADJ	fond
of	ADP	of
him	PRON	he
.	PUNCT	.
She	PRON	she
had	AUX	have
written	VERB	write
to	ADP	to
him	PRON	he
regularly	ADV	regularly
every	DET	every
Sunday	PROPN	Sunday
,	PUNCT	,
and	CCONJ	and
was	AUX	be
grateful	ADJ	grateful
for	ADP	for
all	DET	all
that	PRON	that
she	PRON	she
knew	VERB	know
he	PRON	he
had	AUX	have
done	VERB	do
for	ADP	for
her	PRON	she
,	PUNCT	,
but	CCONJ	but
any	DET	any
deep	ADJ	deep
love	NOUN	love
she	PRON	she
might	AUX	might
have	AUX	have
borne	VERB	bear
for	ADP	for
him	PRON	he
had	AUX	have
long	ADV	long
ago	ADV	ago
gone	VERB	go
to	ADP	to
Chris	PROPN	Chris
.	PUNCT	.
He	PRON	he
was	AUX	be
the	DET	the
beginning	NOUN	beginning
and	CCONJ	and
end	NOUN	end
of	ADP	of
her	PRON	her
girlish	ADJ	girlish
dreams	NOUN	dream
--	PUNCT	--
the	DET	the
center	NOUN	center
of	ADP	of
her	PRON	her
whole	ADJ	whole
life	NOUN	life
.	PUNCT	.
As	ADP	as
she	PRON	she
sat	VERB	sit
in	ADP	in
the	DET	the
stuffy	ADJ	stuffy
cabin	NOUN	cabin
on	ADP	on
the	DET	the
cross	ADJ	cross
-	ADJ	-
Channel	ADJ	channel
boat	NOUN	boat
and	CCONJ	and
listened	VERB	listen
to	ADP	to
the	DET	the
waves	NOUN	wave
outside	ADV	outside
her	PRON	her
chief	ADJ	chief
thought	NOUN	thought
was	AUX	be
,	PUNCT	,
should	AUX	should
she	PRON	she
see	VERB	see
Chris	PROPN	Chris
?	PUNCT	?
Had	AUX	have
they	PRON	they
wired	VERB	wire
for	ADP	for
him	PRON	he
to	PART	to
come	VERB	come
home	ADV	home
from	ADP	from
wherever	SCONJ	wherever
he	PRON	he
was	AUX	be
?	PUNCT	?
He	PRON	he
had	AUX	have
left	VERB	leave
Cambridge	PROPN	Cambridge
now	ADV	now
,	PUNCT	,
she	PRON	she
knew	VERB	know
,	PUNCT	,
but	CCONJ	but
what	PRON	what
he	PRON	he
was	AUX	be
doing	VERB	do
or	CCONJ	or
how	SCONJ	how
he	PRON	he
spent	VERB	spend
his	PRON	his
time	NOUN	time
she	PRON	she
did	AUX	do
not	PART	not
know	VERB	know
.	PUNCT	.
All	DET	all
the	DET	the
way	NOUN	way
up	ADV	up
in	ADP	in
the	DET	the
train	NOUN	train
from	ADP	from
Dover	PROPN	Dover
she	PRON	she
was	AUX	be
thinking	VERB	think
of	ADP	of
him	PRON	he
,	PUNCT	,
wondering	VERB	wonder
how	SCONJ	how
soon	ADV	soon
she	PRON	she
would	AUX	would
see	VERB	see
him	PRON	he
,	PUNCT	,
but	CCONJ	but
she	PRON	she
never	ADV	never
