Transcribed	VERB	transcribe
.	PUNCT	.
INTRODUCTION	NOUN	introduction
IN	ADP	in
sending	VERB	send
forth	ADP	forth
this	DET	this
little	ADJ	little
book	NOUN	book
,	PUNCT	,
I	PRON	I
am	AUX	be
inclined	VERB	incline
to	PART	to
add	VERB	add
a	DET	a
few	ADJ	few
explanatory	ADJ	explanatory
words	NOUN	word
as	ADP	as
to	ADP	to
the	DET	the
use	NOUN	use
I	PRON	I
have	AUX	have
made	VERB	make
of	ADP	of
historical	ADJ	historical
personages	NOUN	personage
.	PUNCT	.
The	DET	the
origin	NOUN	origin
of	ADP	of
the	DET	the
whole	ADJ	whole
story	NOUN	story
was	AUX	be
probably	ADV	probably
Freytag	PROPN	Freytag
's	PART	's
first	ADJ	first
series	NOUN	series
of	ADP	of
pictures	NOUN	picture
of	ADP	of
German	PROPN	German
Life	PROPN	Life
:	PUNCT	:
probably	ADV	probably
,	PUNCT	,
I	PRON	I
say	VERB	say
,	PUNCT	,
for	ADP	for
its	PRON	its
first	ADJ	first
commencement	NOUN	commencement
was	AUX	be
a	DET	a
dream	NOUN	dream
,	PUNCT	,
dreamt	VERB	dream
some	DET	some
weeks	NOUN	week
after	ADP	after
reading	VERB	read
that	DET	that
most	ADV	most
interesting	ADJ	interesting
collection	NOUN	collection
of	ADP	of
sketches	NOUN	sketch
.	PUNCT	.
The	DET	the
return	NOUN	return
of	ADP	of
the	DET	the
squire	NOUN	squire
with	ADP	with
the	DET	the
tidings	NOUN	tiding
of	ADP	of
the	DET	the
death	NOUN	death
of	ADP	of
the	DET	the
two	NUM	two
knights	NOUN	knight
was	AUX	be
vividly	ADV	vividly
depicted	VERB	depict
in	ADP	in
sleep	NOUN	sleep
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
though	SCONJ	though
without	ADP	without
local	ADJ	local
habitation	NOUN	habitation
or	CCONJ	or
name	NOUN	name
,	PUNCT	,
the	DET	the
scene	NOUN	scene
was	AUX	be
most	ADV	most
likely	ADJ	likely
to	PART	to
have	AUX	have
been	AUX	be
a	DET	a
reflection	NOUN	reflection
from	ADP	from
the	DET	the
wild	ADJ	wild
scenes	NOUN	scene
so	ADV	so
lately	ADV	lately
read	VERB	read
of	ADP	of
.	PUNCT	.
In	ADP	in
fact	NOUN	fact
,	PUNCT	,
waking	VERB	wake
thoughts	NOUN	thought
decided	VERB	decide
that	SCONJ	that
such	DET	such
a	DET	a
catastrophe	NOUN	catastrophe
could	AUX	could
hardly	ADV	hardly
have	AUX	have
happened	VERB	happen
anywhere	ADV	anywhere
but	SCONJ	but
in	ADP	in
Germany	PROPN	Germany
,	PUNCT	,
or	CCONJ	or
in	ADP	in
Scotland	PROPN	Scotland
;	PUNCT	;
and	CCONJ	and
the	DET	the
contrast	NOUN	contrast
between	ADP	between
the	DET	the
cultivation	NOUN	cultivation
in	ADP	in
the	DET	the
free	ADJ	free
cities	NOUN	city
and	CCONJ	and
the	DET	the
savagery	NOUN	savagery
of	ADP	of
the	DET	the
independent	ADJ	independent
barons	NOUN	baron
made	VERB	make
the	DET	the
former	ADJ	former
the	DET	the
more	ADV	more
suitable	ADJ	suitable
region	NOUN	region
for	ADP	for
the	DET	the
adventures	NOUN	adventure
.	PUNCT	.
The	DET	the
time	NOUN	time
could	AUX	could
only	ADV	only
be	AUX	be
before	ADP	before
the	DET	the
taming	NOUN	taming
and	CCONJ	and
bringing	VERB	bring
into	ADP	into
order	NOUN	order
of	ADP	of
the	DET	the
empire	NOUN	empire
,	PUNCT	,
when	SCONJ	when
the	DET	the
Imperial	ADJ	imperial
cities	NOUN	city
were	AUX	be
in	ADP	in
their	PRON	their
greatest	ADJ	great
splendour	NOUN	splendour
,	PUNCT	,
the	DET	the
last	ADJ	last
free	ADJ	free
nobles	NOUN	noble
in	ADP	in
course	NOUN	course
of	ADP	of
being	AUX	be
reduced	VERB	reduce
from	ADP	from
their	PRON	their
lawless	ADJ	lawless
liberty	NOUN	liberty
,	PUNCT	,
and	CCONJ	and
the	DET	the
House	PROPN	House
of	ADP	of
Austria	PROPN	Austria
beginning	VERB	begin
to	PART	to
acquire	VERB	acquire
its	PRON	its
preponderance	NOUN	preponderance
over	ADP	over
the	DET	the
other	ADJ	other
princely	ADJ	princely
families	NOUN	family
.	PUNCT	.
M.	PROPN	M.
Freytag	PROPN	Freytag
's	PART	's
books	NOUN	book
,	PUNCT	,
and	CCONJ	and
Hegewisch	PROPN	Hegewisch
's	PART	's
History	PROPN	History
of	ADP	of
Maximilian	PROPN	Maximilian
,	PUNCT	,
will	AUX	will
,	PUNCT	,
I	PRON	I
think	VERB	think
,	PUNCT	,
be	AUX	be
found	VERB	find
fully	ADV	fully
to	PART	to
bear	VERB	bear
out	ADP	out
the	DET	the
picture	NOUN	picture
I	PRON	I
have	AUX	have
tried	VERB	try
to	PART	to
give	VERB	give
of	ADP	of
the	DET	the
state	NOUN	state
of	ADP	of
things	NOUN	thing
in	ADP	in
the	DET	the
reign	NOUN	reign
of	ADP	of
the	DET	the
Emperor	PROPN	Emperor
Friedrich	PROPN	Friedrich
III	PROPN	III
.	PUNCT	.
,	PUNCT	,
when	SCONJ	when
,	PUNCT	,
for	ADP	for
want	NOUN	want
of	ADP	of
any	DET	any
other	ADJ	other
law	NOUN	law
,	PUNCT	,
_	PUNCT	_
Faust	PROPN	Faust
recht	X	recht
_	PUNCT	_
,	PUNCT	,
or	CCONJ	or
fist	NOUN	fist
right	NOUN	right
,	PUNCT	,
ruled	VERB	rule
;	PUNCT	;
_	PUNCT	_
i.e.	X	i.e.
_	PUNCT	_
an	DET	an
offended	ADJ	offended
nobleman	NOUN	nobleman
,	PUNCT	,
having	VERB	have
once	ADV	once
sent	VERB	send
a	DET	a
_	PUNCT	_
Fehde	X	fehde
-	PUNCT	-
brief	NOUN	brief
_	PUNCT	_
to	ADP	to
his	PRON	his
adversary	NOUN	adversary
,	PUNCT	,
was	AUX	be
thenceforth	ADV	thenceforth
at	ADP	at
liberty	NOUN	liberty
to	PART	to
revenge	VERB	revenge
himself	PRON	himself
by	ADP	by
a	DET	a
private	ADJ	private
war	NOUN	war
,	PUNCT	,
in	ADP	in
which	DET	which
,	PUNCT	,
for	ADP	for
the	DET	the
wrong	NOUN	wrong
inflicted	VERB	inflict
,	PUNCT	,
no	DET	no
justice	NOUN	justice
was	AUX	be
exacted	VERB	exact
.	PUNCT	.
Hegewisch	PROPN	Hegewisch
remarks	VERB	remark
that	SCONJ	that
the	DET	the
only	ADJ	only
benefit	NOUN	benefit
of	ADP	of
this	DET	this
custom	NOUN	custom
was	AUX	be
,	PUNCT	,
that	SCONJ	that
the	DET	the
honour	NOUN	honour
of	ADP	of
subscribing	VERB	subscribe
a	DET	a
feud	NOUN	feud
-	PUNCT	-
brief	NOUN	brief
was	AUX	be
so	ADV	so
highly	ADV	highly
esteemed	VERB	esteem
that	SCONJ	that
it	PRON	it
induced	VERB	induce
the	DET	the
nobles	NOUN	noble
to	PART	to
learn	VERB	learn
to	PART	to
write	VERB	write
!	PUNCT	!
The	DET	the
League	PROPN	League
of	ADP	of
St.	PROPN	St.
George	PROPN	George
and	CCONJ	and
the	DET	the
Swabian	PROPN	Swabian
League	PROPN	League
were	AUX	be
the	DET	the
means	NOUN	mean
of	ADP	of
gradually	ADV	gradually
putting	VERB	put
down	ADP	down
this	DET	this
authorized	VERB	authorize
condition	NOUN	condition
of	ADP	of
deadly	ADJ	deadly
feud	NOUN	feud
.	PUNCT	.
This	DET	this
was	AUX	be
in	ADP	in
the	DET	the
days	NOUN	day
of	ADP	of
Maximilian	PROPN	Maximilian
's	PART	's
youth	NOUN	youth
.	PUNCT	.
He	PRON	he
is	AUX	be
a	DET	a
prince	NOUN	prince
who	PRON	who
seems	VERB	seem
to	PART	to
have	AUX	have
been	AUX	be
almost	ADV	almost
as	ADV	as
inferior	ADJ	inferior
in	ADP	in
his	PRON	his
foreign	ADJ	foreign
to	ADP	to
what	PRON	what
he	PRON	he
was	AUX	be
in	ADP	in
his	PRON	his
domestic	ADJ	domestic
policy	NOUN	policy
as	ADP	as
was	AUX	be
Queen	PROPN	Queen
Elizabeth	PROPN	Elizabeth
.	PUNCT	.
He	PRON	he
is	AUX	be
chiefly	ADV	chiefly
familiar	ADJ	familiar
to	ADP	to
us	PRON	we
as	ADP	as
failing	VERB	fail
to	PART	to
keep	VERB	keep
up	ADP	up
his	PRON	his
authority	NOUN	authority
in	ADP	in
Flanders	PROPN	Flanders
after	ADP	after
the	DET	the
death	NOUN	death
of	ADP	of
Mary	PROPN	Mary
of	ADP	of
Burgundy	PROPN	Burgundy
,	PUNCT	,
as	ADP	as
lingering	VERB	linger
to	PART	to
fulfil	VERB	fulfil
his	PRON	his
engagement	NOUN	engagement
with	ADP	with
Anne	PROPN	Anne
of	ADP	of
Brittany	PROPN	Brittany
till	SCONJ	till
he	PRON	he
lost	VERB	lose
her	PRON	she
and	CCONJ	and
her	PRON	her
duchy	NOUN	duchy
,	PUNCT	,
as	ADP	as
incurring	VERB	incur
ridicule	NOUN	ridicule
by	ADP	by
his	PRON	his
ill	ADV	ill
-	PUNCT	-
managed	VERB	manage
schemes	NOUN	scheme
in	ADP	in
Italy	PROPN	Italy
,	PUNCT	,
and	CCONJ	and
the	DET	the
vast	ADJ	vast
projects	NOUN	project
that	PRON	that
he	PRON	he
was	AUX	be
always	ADV	always
forming	VERB	form
without	ADP	without
either	CCONJ	either
means	NOUN	mean
or	CCONJ	or
steadiness	NOUN	steadiness
to	PART	to
carry	VERB	carry
them	PRON	they
out	ADP	out
,	PUNCT	,
by	ADP	by
his	PRON	his
perpetual	NOUN	perpetual
impecuniosity	NOUN	impecuniosity
and	CCONJ	and
slippery	ADJ	slippery
dealing	NOUN	dealing
;	PUNCT	;
and	CCONJ	and
in	ADP	in
his	PRON	his
old	ADJ	old
age	NOUN	age
he	PRON	he
has	AUX	have
become	VERB	become
rather	ADV	rather
the	DET	the
laughing	NOUN	laughing
-	PUNCT	-
stock	NOUN	stock
of	ADP	of
historians	NOUN	historian
.	PUNCT	.
But	CCONJ	but
there	PRON	there
is	AUX	be
much	ADJ	much
that	PRON	that
is	AUX	be
melancholy	ADJ	melancholy
in	ADP	in
the	DET	the
sight	NOUN	sight
of	ADP	of
a	DET	a
man	NOUN	man
endowed	VERB	endow
with	ADP	with
genius	NOUN	genius
,	PUNCT	,
unbalanced	ADJ	unbalanced
by	ADP	by
the	DET	the
force	NOUN	force
of	ADP	of
character	NOUN	character
that	PRON	that
secures	VERB	secure
success	NOUN	success
,	PUNCT	,
and	CCONJ	and
with	ADP	with
an	DET	an
ardent	ADJ	ardent
nature	NOUN	nature
whose	DET	whose
intention	NOUN	intention
overleapt	VERB	overleapt
obstacles	NOUN	obstacle
that	PRON	that
in	ADP	in
practice	NOUN	practice
he	PRON	he
found	VERB	find
insuperable	ADJ	insuperable
.	PUNCT	.
At	ADP	at
home	NOUN	home
Maximilian	PROPN	Maximilian
raised	VERB	raise
the	DET	the
Imperial	PROPN	Imperial
power	NOUN	power
from	ADP	from
a	DET	a
mere	ADJ	mere
cipher	NOUN	cipher
to	ADP	to
considerable	ADJ	considerable
weight	NOUN	weight
.	PUNCT	.
We	PRON	we
judge	VERB	judge
him	PRON	he
as	ADP	as
if	SCONJ	if
he	PRON	he
had	AUX	have
been	AUX	be
born	VERB	bear
in	ADP	in
the	DET	the
purple	NOUN	purple
and	CCONJ	and
succeeded	VERB	succeed
to	ADP	to
a	DET	a
defined	VERB	define
power	NOUN	power
like	ADP	like
his	PRON	his
descendants	NOUN	descendant
.	PUNCT	.
We	PRON	we
forget	VERB	forget
that	SCONJ	that
the	DET	the
head	NOUN	head
of	ADP	of
the	DET	the
Holy	PROPN	Holy
Roman	PROPN	Roman
Empire	PROPN	Empire
had	AUX	have
been	AUX	be
,	PUNCT	,
ever	ADV	ever
since	SCONJ	since
the	DET	the
extinction	NOUN	extinction
of	ADP	of
the	DET	the
Swabian	ADJ	swabian
line	NOUN	line
,	PUNCT	,
a	DET	a
mere	ADJ	mere
mark	NOUN	mark
for	ADP	for
ambitious	NOUN	ambitiou
princes	NOUN	prince
to	PART	to
shoot	VERB	shoot
at	ADP	at
,	PUNCT	,
with	ADP	with
everything	PRON	everything
expected	VERB	expect
from	ADP	from
him	PRON	he
,	PUNCT	,
and	CCONJ	and
no	DET	no
means	NOUN	mean
to	PART	to
do	AUX	do
anything	PRON	anything
.	PUNCT	.
Maximilian	PROPN	Maximilian
's	PART	's
own	ADJ	own
father	NOUN	father
was	AUX	be
an	DET	an
avaricious	ADJ	avaricious
,	PUNCT	,
undignified	ADJ	undignified
old	NOUN	old
man	NOUN	man
,	PUNCT	,
not	PART	not
until	ADP	until
near	ADP	near
his	PRON	his
death	NOUN	death
Archduke	PROPN	Archduke
of	ADP	of
even	ADV	even
all	DET	all
Austria	PROPN	Austria
,	PUNCT	,
and	CCONJ	and
with	NOUN	with
anarchy	NOUN	anarchy
prevailing	VERB	prevail
everywhere	ADV	everywhere
under	ADP	under
his	PRON	his
nominal	ADJ	nominal
rule	NOUN	rule
.	PUNCT	.
It	PRON	it
was	AUX	be
in	ADP	in
the	DET	the
time	NOUN	time
of	ADP	of
Maximilian	PROPN	Maximilian
that	PRON	that
the	DET	the
Empire	PROPN	Empire
became	VERB	become
as	ADV	as
compact	ADJ	compact
and	CCONJ	and
united	ADJ	united
a	DET	a
body	NOUN	body
as	ADP	as
could	AUX	could
be	AUX	be
hoped	VERB	hope
of	ADP	of
anything	PRON	anything
so	ADV	so
unwieldy	ADJ	unwieldy
,	PUNCT	,
that	SCONJ	that
law	NOUN	law
was	AUX	be
at	ADP	at
least	ADJ	least
acknowledged	VERB	acknowledge
,	PUNCT	,
_	PUNCT	_
Faust	PROPN	Faust
recht	X	recht
_	PUNCT	_
for	ADP	for
ever	ADV	ever
abolished	VERB	abolish
,	PUNCT	,
and	CCONJ	and
the	DET	the
Emperor	PROPN	Emperor
became	VERB	become
once	ADV	once
more	ADV	more
a	DET	a
real	ADJ	real
power	NOUN	power
.	PUNCT	.
The	DET	the
man	NOUN	man
under	ADP	under
whom	PRON	whom
all	DET	all
this	DET	this
was	AUX	be
effected	VERB	effect
could	AUX	could
have	AUX	have
been	AUX	be
no	DET	no
fool	NOUN	fool
;	PUNCT	;
yet	ADV	yet
,	PUNCT	,
as	ADP	as
he	PRON	he
said	VERB	say
himself	PRON	himself
,	PUNCT	,
he	PRON	he
reigned	VERB	reign
over	ADP	over
a	DET	a
nation	NOUN	nation
of	ADP	of
kings	NOUN	king
,	PUNCT	,
who	PRON	who
each	DET	each
chose	VERB	choose
to	PART	to
rule	VERB	rule
for	ADP	for
himself	PRON	himself
;	PUNCT	;
and	CCONJ	and
the	DET	the
uncertainty	NOUN	uncertainty
of	ADP	of
supplies	NOUN	supply
of	ADP	of
men	NOUN	man
or	CCONJ	or
money	NOUN	money
to	PART	to
be	AUX	be
gained	VERB	gain
from	ADP	from
them	PRON	they
made	VERB	make
him	PRON	he
so	ADV	so
often	ADV	often
fail	VERB	fail
necessarily	ADV	necessarily
in	ADP	in
his	PRON	his
engagements	NOUN	engagement
,	PUNCT	,
that	SCONJ	that
he	PRON	he
acquired	VERB	acquire
a	DET	a
shiftiness	NOUN	shiftiness
and	CCONJ	and
callousness	NOUN	callousness
to	ADP	to
breaches	NOUN	breach
of	ADP	of
promise	NOUN	promise
,	PUNCT	,
which	DET	which
became	VERB	become
the	DET	the
worst	ADJ	bad
flaw	NOUN	flaw
in	ADP	in
his	PRON	his
character	NOUN	character
.	PUNCT	.
But	CCONJ	but
of	ADP	of
the	DET	the
fascination	NOUN	fascination
of	ADP	of
his	PRON	his
manner	NOUN	manner
there	PRON	there
can	AUX	can
be	AUX	be
no	DET	no
doubt	NOUN	doubt
.	PUNCT	.
Even	ADV	even
Henry	PROPN	Henry
VIII	PROPN	VIII
.	PROPN	.
's	PART	's
English	PROPN	English
ambassadors	NOUN	ambassador
,	PUNCT	,
when	SCONJ	when
forced	VERB	force
to	PART	to
own	VERB	own
how	SCONJ	how
little	ADV	little
they	PRON	they
could	AUX	could
depend	VERB	depend
on	ADP	on
him	PRON	he
,	PUNCT	,
and	CCONJ	and
how	SCONJ	how
dangerous	ADJ	dangerous
it	PRON	it
was	AUX	be
to	PART	to
let	VERB	let
subsidies	NOUN	subsidy
pass	VERB	pass
through	ADP	through
his	PRON	his
fingers	NOUN	finger
,	PUNCT	,
still	ADV	still
show	VERB	show
themselves	PRON	themselves
under	ADP	under
a	DET	a
sort	NOUN	sort
of	ADP	of
enchantment	NOUN	enchantment
of	ADP	of
devotion	NOUN	devotion
to	ADP	to
his	PRON	his
person	NOUN	person
,	PUNCT	,
and	CCONJ	and
this	DET	this
in	ADP	in
his	PRON	his
old	ADJ	old
age	NOUN	age
,	PUNCT	,
and	CCONJ	and
when	SCONJ	when
his	PRON	his
conduct	NOUN	conduct
was	AUX	be
most	ADV	most
inexcusable	ADJ	inexcusable
and	CCONJ	and
provoking	ADJ	provoking
.	PUNCT	.
His	PRON	his
variety	NOUN	variety
of	ADP	of
powers	NOUN	power
was	AUX	be
wonderful	ADJ	wonderful
.	PUNCT	.
He	PRON	he
was	AUX	be
learned	VERB	learn
in	ADP	in
many	ADJ	many
languages	NOUN	language
—	PUNCT	—
in	ADP	in
all	DET	all
those	DET	those
of	ADP	of
his	PRON	his
empire	NOUN	empire
or	CCONJ	or
hereditary	ADJ	hereditary
states	NOUN	state
,	PUNCT	,
and	CCONJ	and
in	ADP	in
many	ADJ	many
besides	SCONJ	besides
;	PUNCT	;
and	CCONJ	and
he	PRON	he
had	AUX	have
an	DET	an
ardent	ADJ	ardent
love	NOUN	love
of	ADP	of
books	NOUN	book
,	PUNCT	,
both	DET	both
classical	ADJ	classical
and	CCONJ	and
modern	ADJ	modern
.	PUNCT	.
He	PRON	he
delighted	VERB	delight
in	ADP	in
music	NOUN	music
,	PUNCT	,
painting	NOUN	painting
,	PUNCT	,
architecture	NOUN	architecture
,	PUNCT	,
and	CCONJ	and
many	ADJ	many
arts	NOUN	art
of	ADP	of
a	DET	a
more	ADV	more
mechanical	ADJ	mechanical
description	NOUN	description
;	PUNCT	;
wrote	VERB	write
treatises	NOUN	treatise
on	ADP	on
all	DET	all
these	DET	these
,	PUNCT	,
and	CCONJ	and
on	ADP	on
other	ADJ	other
subjects	NOUN	subject
,	PUNCT	,
especially	ADV	especially
gardening	NOUN	gardening
and	CCONJ	and
gunnery	NOUN	gunnery
.	PUNCT	.
He	PRON	he
was	AUX	be
the	DET	the
inventor	NOUN	inventor
of	ADP	of
an	DET	an
improved	ADJ	improved
lock	NOUN	lock
to	ADP	to
the	DET	the
arquebus	NOUN	arquebus
,	PUNCT	,
and	CCONJ	and
first	ADV	first
divined	VERB	divine
how	SCONJ	how
to	PART	to
adapt	VERB	adapt
the	DET	the
disposition	NOUN	disposition
of	ADP	of
his	PRON	his
troops	NOUN	troop
to	ADP	to
the	DET	the
use	NOUN	use
of	ADP	of
the	DET	the
newly	ADV	newly
-	PUNCT	-
discovered	VERB	discover
fire	NOUN	fire
-	PUNCT	-
arms	NOUN	arm
.	PUNCT	.
And	CCONJ	and
in	ADP	in
all	DET	all
these	DET	these
things	NOUN	thing
his	PRON	his
versatile	ADJ	versatile
head	NOUN	head
and	CCONJ	and
ready	ADJ	ready
hand	NOUN	hand
were	AUX	be
personally	ADV	personally
employed	VERB	employ
,	PUNCT	,
not	PART	not
by	ADP	by
deputy	NOUN	deputy
;	PUNCT	;
while	SCONJ	while
coupled	VERB	couple
with	ADP	with
so	ADV	so
much	ADJ	much
artistic	ADJ	artistic
taste	NOUN	taste
was	AUX	be
a	DET	a
violent	NOUN	violent
passion	NOUN	passion
for	ADP	for
hunting	NOUN	hunting
,	PUNCT	,
which	DET	which
carried	VERB	carry
him	PRON	he
through	ADP	through
many	ADJ	many
hairbreadth	NOUN	hairbreadth
'	PART	'
scapes	NOUN	scape
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
was	AUX	be
plain	ADJ	plain
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
used	VERB	use
to	PART	to
say	VERB	say
,	PUNCT	,
“	PUNCT	""""
that	SCONJ	that
God	PROPN	God
Almighty	PROPN	Almighty
ruled	VERB	rule
the	DET	the
world	NOUN	world
,	PUNCT	,
or	CCONJ	or
how	SCONJ	how
could	AUX	could
things	NOUN	thing
go	VERB	go
on	ADP	on
with	ADP	with
a	DET	a
rogue	NOUN	rogue
like	ADP	like
Alexander	PROPN	Alexander
VI	PROPN	VI
.	PUNCT	.
at	ADP	at
the	DET	the
head	NOUN	head
of	ADP	of
the	DET	the
Church	NOUN	church
,	PUNCT	,
and	CCONJ	and
a	DET	a
mere	ADJ	mere
huntsman	NOUN	huntsman
like	ADP	like
himself	PRON	himself
at	ADP	at
the	DET	the
head	NOUN	head
of	ADP	of
the	DET	the
Empire	PROPN	Empire
.	PUNCT	.
”	PUNCT	""""
His	PRON	his
_	PUNCT	_
bon	X	bon
-	PUNCT	-
mots	X	mots
_	PUNCT	_
are	AUX	be
numerous	ADJ	numerous
,	PUNCT	,
all	DET	all
thoroughly	ADV	thoroughly
characteristic	ADJ	characteristic
,	PUNCT	,
and	CCONJ	and
showing	VERB	show
that	DET	that
brilliancy	NOUN	brilliancy
in	ADP	in
conversation	NOUN	conversation
must	AUX	must
have	AUX	have
been	AUX	be
one	NUM	one
of	ADP	of
his	PRON	his
greatest	ADJ	great
charms	NOUN	charm
.	PUNCT	.
It	PRON	it
seems	VERB	seem
as	ADP	as
if	SCONJ	if
only	ADV	only
self	NOUN	self
-	PUNCT	-
control	NOUN	control
and	CCONJ	and
resolution	NOUN	resolution
were	AUX	be
wanting	VERB	want
to	PART	to
have	AUX	have
made	VERB	make
him	PRON	he
a	DET	a
Charles	PROPN	Charles
,	PUNCT	,
or	CCONJ	or
an	DET	an
Alfred	PROPN	Alfred
,	PUNCT	,
the	DET	the
Great	ADJ	great
.	PUNCT	.
The	DET	the
romance	NOUN	romance
of	ADP	of
his	PRON	his
marriage	NOUN	marriage
with	ADP	with
the	DET	the
heiress	NOUN	heiress
of	ADP	of
Burgundy	PROPN	Burgundy
is	AUX	be
one	NUM	one
of	ADP	of
the	DET	the
best	ADJ	good
known	VERB	know
parts	NOUN	part
of	ADP	of
his	PRON	his
life	NOUN	life
.	PUNCT	.
He	PRON	he
was	AUX	be
scarcely	ADV	scarcely
two	NUM	two
-	PUNCT	-
and	CCONJ	and
-	PUNCT	-
twenty	NUM	twenty
when	SCONJ	when
he	PRON	he
lost	VERB	lose
her	PRON	she
,	PUNCT	,
who	PRON	who
perhaps	ADV	perhaps
would	AUX	would
have	AUX	have
given	VERB	give
him	PRON	he
the	DET	the
stability	NOUN	stability
he	PRON	he
wanted	VERB	want
;	PUNCT	;
but	CCONJ	but
his	PRON	his
tender	ADJ	tender
hove	NOUN	hove
for	ADP	for
her	PRON	she
endured	VERB	endure
through	ADP	through
life	NOUN	life
.	PUNCT	.
It	PRON	it
is	AUX	be
not	PART	not
improbable	ADJ	improbable
that	SCONJ	that
it	PRON	it
was	AUX	be
this	DET	this
still	ADV	still
abiding	VERB	abide
attachment	NOUN	attachment
that	PRON	that
made	VERB	make
him	PRON	he
slack	ADJ	slack
in	ADP	in
overcoming	VERB	overcome
difficulties	NOUN	difficulty
in	ADP	in
the	DET	the
way	NOUN	way
of	ADP	of
other	ADJ	other
contracts	NOUN	contract
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
he	PRON	he
may	AUX	may
have	AUX	have
hoped	VERB	hope
that	SCONJ	that
his	PRON	his
engagement	NOUN	engagement
to	ADP	to
Bianca	PROPN	Bianca
Sforza	PROPN	Sforza
would	AUX	would
come	VERB	come
to	ADP	to
nothing	PRON	nothing
,	PUNCT	,
like	ADP	like
so	ADV	so
many	ADJ	many
others	NOUN	other
.	PUNCT	.
The	DET	the
most	ADV	most
curious	ADJ	curious
record	NOUN	record
of	ADP	of
him	PRON	he
is	AUX	be
,	PUNCT	,
however	ADV	however
,	PUNCT	,
in	ADP	in
two	NUM	two
books	NOUN	book
,	PUNCT	,
the	DET	the
materials	NOUN	material
for	ADP	for
which	DET	which
he	PRON	he
furnished	VERB	furnish
,	PUNCT	,
and	CCONJ	and
whose	DET	whose
composition	NOUN	composition
and	CCONJ	and
illustration	NOUN	illustration
he	PRON	he
superintended	VERB	superintend
,	PUNCT	,
_	PUNCT	_
Der	PROPN	Der
Weise	PROPN	Weise
King	PROPN	King
_	PUNCT	_
,	PUNCT	,
and	CCONJ	and
_	PROPN	_
Theurdank	PROPN	Theurdank
_	PUNCT	_
,	PUNCT	,
of	ADP	of
both	DET	both
of	ADP	of
which	DET	which
he	PRON	he
is	AUX	be
well	ADV	well
known	VERB	know
to	PART	to
be	AUX	be
the	DET	the
hero	NOUN	hero
.	PUNCT	.
The	DET	the
White	PROPN	White
,	PUNCT	,
or	CCONJ	or
the	DET	the
Wise	PROPN	Wise
