SIGHT	PROPN	SIGHT
we	PRON	we
ignore	VERB	ignore
the	DET	the
effect	NOUN	effect
of	ADP	of
mind	NOUN	mind
on	ADP	on
mind	NOUN	mind
,	PUNCT	,
when	SCONJ	when
there	PRON	there
are	AUX	be
present	ADJ	present
none	NOUN	none
of	ADP	of
the	DET	the
ordinary	ADJ	ordinary
media	NOUN	medium
of	ADP	of
communication	NOUN	communication
?	PUNCT	?
I	PRON	I
think	VERB	think
not	PART	not
.	PUNCT	.
In	ADP	in
making	VERB	make
the	DET	the
following	VERB	follow
statement	NOUN	statement
concerning	VERB	concern
our	PRON	our
part	NOUN	part
in	ADP	in
the	DET	the
strange	NOUN	strange
case	NOUN	case
of	ADP	of
Arthur	PROPN	Arthur
Wells	PROPN	Wells
,	PUNCT	,
a	DET	a
certain	ADJ	certain
allowance	NOUN	allowance
must	AUX	must
be	AUX	be
made	VERB	make
for	ADP	for
our	PRON	our
ignorance	NOUN	ignorance
of	ADP	of
so	ADV	so
-	PUNCT	-
called	VERB	call
psychic	ADJ	psychic
phenomena	NOUN	phenomenon
,	PUNCT	,
and	CCONJ	and
also	ADV	also
for	ADP	for
the	DET	the
fact	NOUN	fact
that	SCONJ	that
since	SCONJ	since
that	DET	that
time	NOUN	time
,	PUNCT	,
just	ADV	just
before	ADP	before
the	DET	the
war	NOUN	war
,	PUNCT	,
great	ADJ	great
advances	NOUN	advance
have	AUX	have
been	AUX	be
made	VERB	make
in	ADP	in
scientific	ADJ	scientific
methods	NOUN	method
of	ADP	of
investigation	NOUN	investigation
.	PUNCT	.
For	ADP	for
instance	NOUN	instance
,	PUNCT	,
we	PRON	we
did	AUX	do
not	PART	not
place	VERB	place
Miss	PROPN	Miss
Jeremy	PROPN	Jeremy
's	PART	's
chair	NOUN	chair
on	ADP	on
a	DET	a
scale	NOUN	scale
,	PUNCT	,
to	PART	to
measure	VERB	measure
for	ADP	for
any	DET	any
loss	NOUN	loss
of	ADP	of
weight	NOUN	weight
.	PUNCT	.
Also	ADV	also
the	DET	the
theory	NOUN	theory
of	ADP	of
rods	NOUN	rod
of	ADP	of
invisible	ADJ	invisible
matter	NOUN	matter
emanating	VERB	emanate
from	ADP	from
the	DET	the
medium	NOUN	medium
's	PART	's
body	NOUN	body
,	PUNCT	,
to	ADP	to
move	NOUN	move
bodies	NOUN	body
at	ADP	at
a	DET	a
distance	NOUN	distance
from	ADP	from
her	PRON	she
,	PUNCT	,
had	AUX	have
only	ADV	only
been	AUX	be
evolved	VERB	evolve
;	PUNCT	;
and	CCONJ	and
none	NOUN	none
of	ADP	of
the	DET	the
methods	NOUN	method
for	ADP	for
calculation	NOUN	calculation
of	ADP	of
leverages	NOUN	leverage
and	CCONJ	and
strains	NOUN	strain
had	AUX	have
been	AUX	be
formulated	VERB	formulate
,	PUNCT	,
so	ADV	so
far	ADV	far
as	ADP	as
I	PRON	I
know	VERB	know
.	PUNCT	.
To	PART	to
be	AUX	be
frank	ADJ	frank
,	PUNCT	,
I	PRON	I
am	AUX	be
quite	ADV	quite
convinced	ADJ	convinced
that	SCONJ	that
,	PUNCT	,
even	ADV	even
had	AUX	have
we	PRON	we
known	VERB	know
of	ADP	of
these	DET	these
so	ADV	so
-	PUNCT	-
called	VERB	call
explanations	NOUN	explanation
,	PUNCT	,
which	DET	which
in	ADP	in
reality	NOUN	reality
explain	VERB	explain
nothing	PRON	nothing
,	PUNCT	,
we	PRON	we
would	AUX	would
have	AUX	have
ignored	VERB	ignore
them	PRON	they
as	ADP	as
we	PRON	we
became	VERB	become
involved	VERB	involve
in	ADP	in
the	DET	the
dramatic	ADJ	dramatic
movement	NOUN	movement
of	ADP	of
the	DET	the
revelations	NOUN	revelation
and	CCONJ	and
the	DET	the
personal	ADJ	personal
experiences	NOUN	experience
which	DET	which
grew	VERB	grow
out	ADP	out
of	ADP	of
them	PRON	they
.	PUNCT	.
I	PRON	I
confess	VERB	confess
that	SCONJ	that
following	VERB	follow
the	DET	the
night	NOUN	night
after	ADP	after
the	DET	the
first	ADJ	first
seance	NOUN	seance
any	DET	any
observations	NOUN	observation
of	ADP	of
mine	PRON	mine
would	AUX	would
have	AUX	have
been	AUX	be
of	ADP	of
no	DET	no
scientific	ADJ	scientific
value	NOUN	value
whatever	DET	whatever
,	PUNCT	,
and	CCONJ	and
I	PRON	I
believe	VERB	believe
I	PRON	I
can	AUX	can
speak	VERB	speak
for	ADP	for
the	DET	the
others	NOUN	other
also	ADV	also
.	PUNCT	.
Of	ADP	of
the	DET	the
medium	NOUN	medium
herself	PRON	herself
I	PRON	I
can	AUX	can
only	ADV	only
say	VERB	say
that	SCONJ	that
we	PRON	we
have	AUX	have
never	ADV	never
questioned	VERB	question
her	PRON	she
integrity	NOUN	integrity
.	PUNCT	.
The	DET	the
physical	ADJ	physical
phenomena	NOUN	phenomenon
occurred	VERB	occur
before	ADP	before
she	PRON	she
went	VERB	go
into	ADP	into
trance	NOUN	trance
,	PUNCT	,
and	CCONJ	and
during	ADP	during
that	DET	that
time	NOUN	time
her	PRON	her
forearms	NOUN	forearm
were	AUX	be
rigid	ADJ	rigid
.	PUNCT	.
During	ADP	during
the	DET	the
deep	ADJ	deep
trance	NOUN	trance
,	PUNCT	,
with	ADP	with
which	DET	which
this	DET	this
unusual	ADJ	unusual
record	NOUN	record
deals	NOUN	deal
,	PUNCT	,
she	PRON	she
spoke	VERB	speak
in	ADP	in
her	PRON	her
own	ADJ	own
voice	NOUN	voice
,	PUNCT	,
but	CCONJ	but
in	ADP	in
a	DET	a
querulous	ADJ	querulous
tone	NOUN	tone
,	PUNCT	,
and	CCONJ	and
Sperry	PROPN	Sperry
's	PART	's
examination	NOUN	examination
of	ADP	of
her	PRON	her
pulse	NOUN	pulse
showed	VERB	show
that	SCONJ	that
it	PRON	it
went	VERB	go
from	ADP	from
eighty	NUM	eighty
normal	ADJ	normal
to	ADP	to
a	DET	a
hundred	NUM	hundred
and	CCONJ	and
twenty	NUM	twenty
and	CCONJ	and
very	ADV	very
feeble	ADJ	feeble
.	PUNCT	.
With	ADP	with
this	DET	this
preface	NOUN	preface
I	PRON	I
come	VERB	come
to	ADP	to
the	DET	the
death	NOUN	death
of	ADP	of
Arthur	PROPN	Arthur
Wells	PROPN	Wells
,	PUNCT	,
our	PRON	our
acquaintance	NOUN	acquaintance
and	CCONJ	and
neighbor	NOUN	neighbor
,	PUNCT	,
and	CCONJ	and
the	DET	the
investigation	NOUN	investigation
into	ADP	into
that	DET	that
death	NOUN	death
by	ADP	by
a	DET	a
group	NOUN	group
of	ADP	of
six	NUM	six
earnest	ADJ	earn
people	NOUN	people
who	PRON	who
call	VERB	call
themselves	PRON	themselves
the	DET	the
Neighborhood	PROPN	Neighborhood
Club	PROPN	Club
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
The	DET	the
Neighborhood	PROPN	Neighborhood
Club	PROPN	Club
was	AUX	be
organized	VERB	organize
in	ADP	in
my	PRON	my
house	NOUN	house
.	PUNCT	.
It	PRON	it
was	AUX	be
too	ADV	too
small	ADJ	small
really	ADV	really
to	PART	to
be	AUX	be
called	VERB	call
a	DET	a
club	NOUN	club
,	PUNCT	,
but	CCONJ	but
women	NOUN	woman
have	AUX	have
a	DET	a
way	NOUN	way
these	DET	these
days	NOUN	day
of	ADP	of
conferring	VERB	confer
a	ADJ	a
titular	ADJ	titular
dignity	NOUN	dignity
on	ADP	on
their	PRON	their
activities	NOUN	activity
,	PUNCT	,
and	CCONJ	and
it	PRON	it
is	AUX	be
not	PART	not
so	ADV	so
bad	ADJ	bad
,	PUNCT	,
after	ADV	after
all	ADV	all
.	PUNCT	.
The	DET	the
Neighborhood	PROPN	Neighborhood
Club	PROPN	Club
it	PRON	it
really	ADV	really
was	AUX	be
,	PUNCT	,
composed	VERB	compose
of	ADP	of
four	NUM	four
of	ADP	of
our	PRON	our
neighbors	NOUN	neighbor
,	PUNCT	,
my	PRON	my
wife	NOUN	wife
,	PUNCT	,
and	CCONJ	and
myself	PRON	myself
.	PUNCT	.
We	PRON	we
had	AUX	have
drifted	VERB	drift
into	ADP	into
the	DET	the
habit	NOUN	habit
of	ADP	of
dining	VERB	dine
together	ADV	together
on	ADP	on
Monday	PROPN	Monday
evenings	NOUN	evening
at	ADP	at
the	DET	the
different	ADJ	different
houses	NOUN	house
.	PUNCT	.
There	PRON	there
were	AUX	be
Herbert	PROPN	Herbert
Robinson	PROPN	Robinson
and	CCONJ	and
his	PRON	his
sister	NOUN	sister
Alice	PROPN	Alice
--	PUNCT	--
not	PART	not
a	DET	a
young	ADJ	young
woman	NOUN	woman
,	PUNCT	,
but	CCONJ	but
clever	ADJ	clever
,	PUNCT	,
alert	ADJ	alert
,	PUNCT	,
and	CCONJ	and
very	ADV	very
alive	ADJ	alive
;	PUNCT	;
Sperry	PROPN	Sperry
,	PUNCT	,
the	DET	the
well	ADV	well
-	PUNCT	-
known	VERB	know
heart	NOUN	heart
specialist	NOUN	specialist
,	PUNCT	,
a	DET	a
bachelor	NOUN	bachelor
still	ADV	still
in	ADP	in
spite	NOUN	spite
of	ADP	of
much	ADJ	much
feminine	NOUN	feminine
activity	NOUN	activity
;	PUNCT	;
and	CCONJ	and
there	PRON	there
was	AUX	be
old	ADJ	old
Mrs.	PROPN	Mrs.
Dane	PROPN	Dane
,	PUNCT	,
hopelessly	ADV	hopelessly
crippled	ADJ	crippled
as	ADP	as
to	ADP	to
the	DET	the
knees	NOUN	knee
with	ADP	with
rheumatism	NOUN	rheumatism
,	PUNCT	,
but	CCONJ	but
one	NUM	one
of	ADP	of
those	DET	those
glowing	VERB	glow
and	CCONJ	and
kindly	ADJ	kindly
souls	NOUN	soul
that	PRON	that
have	AUX	have
a	DET	a
way	NOUN	way
of	ADP	of
being	AUX	be
a	DET	a
neighborhood	NOUN	neighborhood
nucleus	NOUN	nucleus
.	PUNCT	.
It	PRON	it
was	AUX	be
around	ADP	around
her	PRON	she
that	PRON	that
we	PRON	we
first	ADV	first
gathered	VERB	gather
,	PUNCT	,
with	ADP	with
an	DET	an
idea	NOUN	idea
of	ADP	of
forming	VERB	form
for	ADP	for
her	PRON	she
certain	ADJ	certain
contact	NOUN	contact
points	NOUN	point
with	ADP	with
the	DET	the
active	ADJ	active
life	NOUN	life
from	ADP	from
which	DET	which
she	PRON	she
was	AUX	be
otherwise	ADV	otherwise
cut	VERB	cut
off	ADP	off
.	PUNCT	.
But	CCONJ	but
she	PRON	she
gave	VERB	give
us	PRON	we
,	PUNCT	,
I	PRON	I
am	AUX	be
sure	ADJ	sure
,	PUNCT	,
more	ADJ	more
than	ADP	than
we	PRON	we
brought	VERB	bring
her	PRON	she
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
as	ADP	as
will	AUX	will
be	AUX	be
seen	VERB	see
later	ADV	later
,	PUNCT	,
her	NOUN	her
shrewdness	NOUN	shrewdness
was	AUX	be
an	DET	an
important	ADJ	important
element	NOUN	element
in	ADP	in
solving	VERB	solve
our	PRON	our
mystery	NOUN	mystery
.	PUNCT	.
In	ADP	in
addition	NOUN	addition
to	ADP	to
these	DET	these
four	NUM	four
there	PRON	there
were	AUX	be
my	PRON	my
wife	NOUN	wife
and	CCONJ	and
myself	PRON	myself
.	PUNCT	.
It	PRON	it
had	AUX	have
been	AUX	be
our	PRON	our
policy	NOUN	policy
to	PART	to
take	VERB	take
up	ADP	up
different	ADJ	different
subjects	NOUN	subject
for	ADP	for
these	DET	these
neighborhood	NOUN	neighborhood
dinners	NOUN	dinner
.	PUNCT	.
Sperry	PROPN	Sperry
was	AUX	be
a	DET	a
reformer	NOUN	reformer
in	ADP	in
his	PRON	his
way	NOUN	way
,	PUNCT	,
and	CCONJ	and
on	ADP	on
his	PRON	his
nights	NOUN	night
we	PRON	we
generally	ADV	generally
took	VERB	take
up	ADP	up
civic	ADJ	civic
questions	NOUN	question
.	PUNCT	.
He	PRON	he
was	AUX	be
particularly	ADV	particularly
interested	ADJ	interested
in	ADP	in
the	DET	the
responsibility	NOUN	responsibility
of	ADP	of
the	DET	the
state	NOUN	state
to	ADP	to
the	DET	the
sick	ADJ	sick
poor	ADJ	poor
.	PUNCT	.
My	PRON	my
wife	NOUN	wife
and	CCONJ	and
I	PRON	I
had	AUX	have
“	PUNCT	""""
political	ADJ	political
”	PUNCT	""""
evenings	NOUN	evening
.	PUNCT	.
Not	PART	not
really	ADV	really
politics	NOUN	politic
,	PUNCT	,
except	SCONJ	except
in	ADP	in
their	PRON	their
relation	NOUN	relation
to	ADP	to
life	NOUN	life
.	PUNCT	.
I	PRON	I
am	AUX	be
a	DET	a
lawyer	NOUN	lawyer
by	ADP	by
profession	NOUN	profession
,	PUNCT	,
and	CCONJ	and
dabble	VERB	dabble
a	DET	a
bit	NOUN	bit
in	ADP	in
city	NOUN	city
government	NOUN	government
.	PUNCT	.
The	DET	the
Robinsons	PROPN	Robinsons
had	AUX	have
literature	NOUN	literature
.	PUNCT	.
Do	AUX	do
n't	PART	not
misunderstand	VERB	misunderstand
me	PRON	I
.	PUNCT	.
We	PRON	we
had	AUX	have
no	DET	no
papers	NOUN	paper
,	PUNCT	,
no	DET	no
set	ADJ	set
programs	NOUN	program
.	PUNCT	.
On	ADP	on
the	DET	the
Robinson	PROPN	Robinson
evenings	NOUN	evening
we	PRON	we
discussed	VERB	discuss
editorials	NOUN	editorial
and	CCONJ	and
current	ADJ	current
periodicals	NOUN	periodical
,	PUNCT	,
as	ADV	as
well	ADV	well
as	ADP	as
the	DET	the
new	ADJ	new
books	NOUN	book
and	CCONJ	and
plays	NOUN	play
.	PUNCT	.
We	PRON	we
were	AUX	be
frequently	ADV	frequently
acrimonious	ADJ	acrimonious
,	PUNCT	,
I	PRON	I
fear	VERB	fear
,	PUNCT	,
but	CCONJ	but
our	PRON	our
small	ADJ	small
wrangles	NOUN	wrangle
ended	VERB	end
with	ADP	with
the	DET	the
evening	NOUN	evening
.	PUNCT	.
Robinson	PROPN	Robinson
was	AUX	be
the	DET	the
literary	ADJ	literary
editor	NOUN	editor
of	ADP	of
a	DET	a
paper	NOUN	paper
,	PUNCT	,
and	CCONJ	and
his	PRON	his
sister	NOUN	sister
read	VERB	read
for	ADP	for
a	DET	a
large	ADJ	large
publishing	NOUN	publishing
house	NOUN	house
.	PUNCT	.
Mrs.	PROPN	Mrs.
Dane	PROPN	Dane
was	AUX	be
a	DET	a
free	ADJ	free
-	PUNCT	-
lance	NOUN	lance
.	PUNCT	.
“	PUNCT	""""
Give	VERB	give
me	PRON	I
that	DET	that
privilege	NOUN	privilege
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
begged	VERB	beg
.	PUNCT	.
“	PUNCT	""""
At	ADP	at
least	ADV	least
,	PUNCT	,
until	ADP	until
you	PRON	you
find	VERB	find
my	PRON	my
evenings	NOUN	evening
dull	ADJ	dull
.	PUNCT	.
It	PRON	it
gives	VERB	give
me	PRON	I
,	PUNCT	,
during	ADP	during
all	DET	all
the	DET	the
week	NOUN	week
before	ADP	before
you	PRON	you
come	VERB	come
,	PUNCT	,
a	DET	a
sort	NOUN	sort
of	ADP	of
thrilling	ADJ	thrilling
feeling	NOUN	feeling
that	SCONJ	that
the	DET	the
world	NOUN	world
is	AUX	be
mine	PRON	mine
to	PART	to
choose	VERB	choose
from	ADP	from
.	PUNCT	.
”	PUNCT	""""
The	DET	the
result	NOUN	result
was	AUX	be
never	ADV	never
dull	ADJ	dull
.	PUNCT	.
She	PRON	she
led	VERB	lead
us	PRON	we
all	DET	all
the	DET	the
way	NOUN	way
from	ADP	from
moving	VERB	move
-	PUNCT	-
pictures	NOUN	picture
to	ADP	to
modern	ADJ	modern
dress	NOUN	dress
.	PUNCT	.
She	PRON	she
led	VERB	lead
us	PRON	we
even	ADV	even
further	ADV	far
,	PUNCT	,
as	ADP	as
you	PRON	you
will	AUX	will
see	VERB	see
.	PUNCT	.
On	ADP	on
consulting	VERB	consult
my	PRON	my
note	NOUN	note
-	PUNCT	-
book	NOUN	book
I	PRON	I
find	VERB	find
that	SCONJ	that
the	DET	the
first	ADJ	first
evening	NOUN	evening
which	DET	which
directly	ADV	directly
concerns	VERB	concern
the	DET	the
Arthur	PROPN	Arthur
Wells	PROPN	Wells
case	NOUN	case
was	AUX	be
Monday	PROPN	Monday
,	PUNCT	,
November	PROPN	November
the	DET	the
second	ADJ	second
,	PUNCT	,
of	ADP	of
last	NOUN	last
year	NOUN	year
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
curious	ADJ	curious
day	NOUN	day
,	PUNCT	,
to	PART	to
begin	VERB	begin
with	ADP	with
.	PUNCT	.
There	PRON	there
come	VERB	come
days	NOUN	day
,	PUNCT	,
now	ADV	now
and	CCONJ	and
then	ADV	then
,	PUNCT	,
that	PRON	that
bring	VERB	bring
with	ADP	with
them	PRON	they
a	DET	a
strange	ADJ	strange
sort	NOUN	sort
of	ADP	of
mental	ADJ	mental
excitement	NOUN	excitement
.	PUNCT	.
I	PRON	I
have	AUX	have
never	ADV	never
analyzed	VERB	analyze
them	PRON	they
.	PUNCT	.
With	ADP	with
me	PRON	I
on	ADP	on
this	DET	this
occasion	NOUN	occasion
it	PRON	it
took	VERB	take
the	DET	the
form	NOUN	form
of	ADP	of
nervous	NOUN	nervous
irritability	NOUN	irritability
,	PUNCT	,
and	CCONJ	and
something	PRON	something
of	ADP	of
apprehension	NOUN	apprehension
.	PUNCT	.
My	PRON	my
wife	NOUN	wife
,	PUNCT	,
I	PRON	I
remember	VERB	remember
,	PUNCT	,
complained	VERB	complain
of	ADP	of
headache	NOUN	headache
,	PUNCT	,
and	CCONJ	and
one	NUM	one
of	ADP	of
the	DET	the
stenographers	NOUN	stenographer
had	AUX	have
a	DET	a
fainting	NOUN	fainting
attack	NOUN	attack
.	PUNCT	.
I	PRON	I
have	AUX	have
often	ADV	often
wondered	VERB	wonder
for	ADP	for
how	SCONJ	how
much	ADJ	much
of	ADP	of
what	PRON	what
happened	VERB	happen
to	ADP	to
Arthur	PROPN	Arthur
Wells	PROPN	Wells
the	DET	the
day	NOUN	day
was	AUX	be
responsible	ADJ	responsible
.	PUNCT	.
There	PRON	there
are	AUX	be
days	NOUN	day
when	SCONJ	when
the	DET	the
world	NOUN	world
is	AUX	be
a	DET	a
place	NOUN	place
for	ADP	for
love	NOUN	love
and	CCONJ	and
play	NOUN	play
and	CCONJ	and
laughter	NOUN	laughter
.	PUNCT	.
And	CCONJ	and
then	ADV	then
there	PRON	there
are	AUX	be
sinister	ADJ	sinister
days	NOUN	day
,	PUNCT	,
when	SCONJ	when
the	DET	the
earth	NOUN	earth
is	AUX	be
a	DET	a
hideous	ADJ	hideous
place	NOUN	place
,	PUNCT	,
when	SCONJ	when
even	ADV	even
the	DET	the
thought	NOUN	thought
of	ADP	of
immortality	NOUN	immortality
is	AUX	be
unbearable	ADJ	unbearable
,	PUNCT	,
and	CCONJ	and
life	NOUN	life
itself	PRON	itself
a	DET	a
burden	NOUN	burden
;	PUNCT	;
when	SCONJ	when
all	DET	all
that	PRON	that
is	AUX	be
riotous	ADJ	riotous
and	CCONJ	and
unlawful	ADJ	unlawful
comes	VERB	come
forth	ADV	forth
and	CCONJ	and
bares	VERB	bare
itself	PRON	itself
to	ADP	to
the	DET	the
light	NOUN	light
.	PUNCT	.
This	DET	this
was	AUX	be
such	DET	such
a	DET	a
day	NOUN	day
.	PUNCT	.
I	PRON	I
am	AUX	be
fond	ADJ	fond
of	ADP	of
my	PRON	my
friends	NOUN	friend
,	PUNCT	,
but	CCONJ	but
I	PRON	I
found	VERB	find
no	DET	no
pleasure	NOUN	pleasure
in	ADP	in
the	DET	the
thought	NOUN	thought
of	ADP	of
meeting	VERB	meet
them	PRON	they
that	DET	that
evening	NOUN	evening
.	PUNCT	.
I	PRON	I
remembered	VERB	remember
the	DET	the
odious	ADJ	odious
squeak	NOUN	squeak
in	ADP	in
the	DET	the
wheels	NOUN	wheel
of	ADP	of
Mrs.	PROPN	Mrs.
Dane	PROPN	Dane
's	PART	's
chair	NOUN	chair
.	PUNCT	.
I	PRON	I
resented	VERB	resent
the	DET	the
way	NOUN	way
Sperry	PROPN	Sperry
would	AUX	would
clear	VERB	clear
his	PRON	his
throat	NOUN	throat
.	PUNCT	.
I	PRON	I
read	VERB	read
in	ADP	in
the	DET	the
morning	NOUN	morning
paper	NOUN	paper
Herbert	PROPN	Herbert
Robinson	PROPN	Robinson
's	PART	's
review	NOUN	review
of	ADP	of
a	DET	a
book	NOUN	book
I	PRON	I
had	AUX	have
liked	VERB	like
,	PUNCT	,
and	CCONJ	and
disagreed	VERB	disagree
with	ADP	with
him	PRON	he
.	PUNCT	.
Disagreed	VERB	disagree
violently	ADV	violently
.	PUNCT	.
I	PRON	I
wanted	VERB	want
to	PART	to
call	VERB	call
him	PRON	he
on	ADP	on
the	DET	the
telephone	NOUN	telephone
and	CCONJ	and
tell	VERB	tell
him	PRON	he
that	SCONJ	that
he	PRON	he
was	AUX	be
a	DET	a
fool	NOUN	fool
.	PUNCT	.
I	PRON	I
felt	VERB	feel
old	ADJ	old
,	PUNCT	,
although	SCONJ	although
I	PRON	I
am	AUX	be
only	ADV	only
fifty	NUM	fifty
-	PUNCT	-
three	NUM	three
,	PUNCT	,
old	ADJ	old
and	CCONJ	and
bitter	ADJ	bitter
,	PUNCT	,
and	CCONJ	and
tired	ADJ	tired
.	PUNCT	.
With	ADP	with
the	DET	the
fall	NOUN	fall
of	ADP	of
twilight	NOUN	twilight
,	PUNCT	,
things	NOUN	thing
changed	VERB	change
somewhat	ADV	somewhat
.	PUNCT	.
I	PRON	I
was	AUX	be
more	ADV	more
passive	ADJ	passive
.	PUNCT	.
Wretchedness	NOUN	wretchedness
encompassed	VERB	encompass
me	PRON	I
,	PUNCT	,
but	CCONJ	but
I	PRON	I
was	AUX	be
not	PART	not
wretched	ADJ	wretched
.	PUNCT	.
There	PRON	there
was	AUX	be
violence	NOUN	violence
in	ADP	in
the	DET	the
air	NOUN	air
,	PUNCT	,
but	CCONJ	but
I	PRON	I
was	AUX	be
not	PART	not
violent	ADJ	violent
.	PUNCT	.
And	CCONJ	and
with	ADP	with
a	DET	a
bath	NOUN	bath
and	CCONJ	and
my	PRON	my
dinner	NOUN	dinner
clothes	NOUN	clothe
I	PRON	I
put	VERB	put
away	ADV	away
the	DET	the
horrors	NOUN	horror
of	ADP	of
the	DET	the
day	NOUN	day
.	PUNCT	.
My	PRON	my
wife	NOUN	wife
was	AUX	be
better	ADJ	well
,	PUNCT	,
but	CCONJ	but
the	DET	the
cook	NOUN	cook
had	AUX	have
given	VERB	give
notice	NOUN	notice
.	PUNCT	.
“	PUNCT	""""
There	PRON	there
has	AUX	have
been	AUX	be
quarreling	VERB	quarrel
among	ADP	among
the	DET	the
servants	NOUN	servant
all	DET	all
day	NOUN	day
,	PUNCT	,
”	PUNCT	""""
my	PRON	my
wife	NOUN	wife
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
wish	VERB	wish
I	PRON	I
could	AUX	could
go	VERB	go
and	CCONJ	and
