Team	NOUN	team
Calm	NOUN	calm
40	NUM	40
CHAPTER	NOUN	chapter
THE	DET	the
FIFTEENTH	NOUN	fifteenth
.	PUNCT	.
A	NOUN	a
Summons	NOUN	summon
to	ADP	to
Trevlyn	PROPN	Trevlyn
61	NUM	61
CHAPTER	NOUN	chapter
THE	DET	the
SIXTEENTH	NOUN	sixteenth
.	PUNCT	.
Changes	NOUN	change
77	NUM	77
CHAPTER	NOUN	chapter
THE	DET	the
SEVENTEENTH	NOUN	seventeenth
.	PUNCT	.
United	NOUN	united
101	NUM	101
CHAPTER	NOUN	chapter
THE	DET	the
EIGHTEENTH	NOUN	eighteenth
.	PUNCT	.
A	NOUN	a
Shadow	NOUN	shadow
125	NUM	125
CHAPTER	NOUN	chapter
THE	DET	the
NINETEENTH	NOUN	nineteenth
.	PUNCT	.
In	ADP	in
Scotland	PROPN	Scotland
143	NUM	143
CHAPTER	NOUN	chapter
THE	DET	the
TWENTIETH	NOUN	twentieth
.	PUNCT	.
A	DET	a
Visit	NOUN	visit
to	ADP	to
Arthur	PROPN	Arthur
160	NUM	160
CHAPTER	NOUN	chapter
THE	DET	the
TWENTY	ADJ	twenty
-	PUNCT	-
FIRST	NOUN	first
.	PUNCT	.
Back	ADV	back
at	ADP	at
Trevlyn	PROPN	Trevlyn
180	NUM	180
CHAPTER	NOUN	chapter
THE	DET	the
TWENTY	NOUN	twenty
-	PUNCT	-
SECOND	NOUN	second
.	PUNCT	.
An	DET	an
Enigma	PROPN	Enigma
199	NUM	199
MONICA	PROPN	MONICA
CHAPTER	NOUN	chapter
THE	DET	the
TWELFTH	NOUN	twelfth
.	PUNCT	.
MRS	PROPN	MRS
.	PROPN	.
BELLAMY	PROPN	BELLAMY
.	PUNCT	.
Randolph	PROPN	Randolph
was	AUX	be
gone	VERB	go
;	PUNCT	;
and	CCONJ	and
Monica	PROPN	Monica
,	PUNCT	,
left	VERB	leave
alone	ADJ	alone
in	ADP	in
her	PRON	her
luxurious	ADJ	luxurious
London	PROPN	London
house	NOUN	house
,	PUNCT	,
felt	VERB	feel
strangely	ADV	strangely
lost	ADJ	lost
and	CCONJ	and
desolate	ADJ	desolate
.	PUNCT	.
Her	PRON	her
husband	NOUN	husband
had	AUX	have
expressed	VERB	express
a	DET	a
wish	NOUN	wish
that	SCONJ	that
she	PRON	she
should	AUX	should
go	VERB	go
out	ADV	out
as	ADV	as
much	ADV	much
as	ADP	as
possible	ADJ	possible
,	PUNCT	,
and	CCONJ	and
not	PART	not
shut	VERB	shut
herself	PRON	herself
up	ADP	up
in	ADP	in
solitude	NOUN	solitude
during	ADP	during
his	PRON	his
brief	ADJ	brief
absence	NOUN	absence
,	PUNCT	,
and	CCONJ	and
to	PART	to
do	AUX	do
his	PRON	his
will	NOUN	will
was	AUX	be
now	ADV	now
her	PRON	her
great	ADJ	great
desire	NOUN	desire
.	PUNCT	.
She	PRON	she
would	AUX	would
have	AUX	have
preferred	VERB	prefer
to	PART	to
remain	VERB	remain
quietly	ADV	quietly
at	ADP	at
home	NOUN	home
.	PUNCT	.
She	PRON	she
liked	VERB	like
best	ADV	well
to	PART	to
sit	VERB	sit
by	ADP	by
her	PRON	her
fire	NOUN	fire
upstairs	ADV	upstairs
,	PUNCT	,
and	CCONJ	and
make	VERB	make
Wilberforce	PROPN	Wilberforce
tell	VERB	tell
her	PRON	she
of	ADP	of
Randolph	PROPN	Randolph
's	PART	's
childhood	NOUN	childhood
and	CCONJ	and
boyish	ADJ	boyish
days	NOUN	day
;	PUNCT	;
his	PRON	his
devotion	NOUN	devotion
to	ADP	to
his	PRON	his
widowed	ADJ	widowed
mother	NOUN	mother
,	PUNCT	,
his	PRON	his
kindness	NOUN	kindness
to	ADP	to
herself	PRON	herself
,	PUNCT	,
all	DET	all
the	DET	the
deeds	NOUN	deed
of	ADP	of
youthful	ADJ	youthful
prowess	NOUN	prowess
,	PUNCT	,
which	DET	which
an	DET	an
old	ADJ	old
nurse	NOUN	nurse
treasures	VERB	treasure
up	ADP	up
respecting	VERB	respect
her	PRON	her
youthful	ADJ	youthful
charges	NOUN	charge
and	CCONJ	and
delights	NOUN	delight
to	PART	to
repeat	VERB	repeat
in	ADP	in
after	ADP	after
years	NOUN	year
.	PUNCT	.
Wilberforce	PROPN	Wilberforce
would	AUX	would
talk	VERB	talk
of	ADP	of
Randolph	PROPN	Randolph
by	ADP	by
the	DET	the
hour	NOUN	hour
together	ADV	together
if	SCONJ	if
she	PRON	she
were	AUX	be
not	PART	not
checked	VERB	check
,	PUNCT	,
and	CCONJ	and
Monica	PROPN	Monica
felt	VERB	feel
singularly	ADV	singularly
little	ADJ	little
disposition	NOUN	disposition
to	PART	to
check	VERB	check
her	PRON	she
.	PUNCT	.
However	ADV	however
she	PRON	she
obeyed	VERB	obey
her	PRON	her
husband	NOUN	husband
in	ADP	in
everything	PRON	everything
,	PUNCT	,
and	CCONJ	and
took	VERB	take
her	PRON	her
morning	NOUN	morning
's	PART	's
ride	NOUN	ride
as	ADP	as
usual	ADJ	usual
next	ADJ	next
day	NOUN	day
,	PUNCT	,
and	CCONJ	and
was	AUX	be
met	VERB	meet
by	ADP	by
Cecilia	PROPN	Cecilia
Bellamy	PROPN	Bellamy
,	PUNCT	,
who	PRON	who
rode	VERB	ride
beside	ADP	beside
her	PRON	she
,	PUNCT	,
with	ADP	with
her	PRON	her
train	NOUN	train
of	ADP	of
cavaliers	NOUN	cavalier
in	ADP	in
attendance	NOUN	attendance
,	PUNCT	,
and	CCONJ	and
pitied	VERB	pity
the	DET	the
poor	ADJ	poor
darling	ADJ	darling
child	NOUN	child
who	PRON	who
had	AUX	have
been	AUX	be
deserted	VERB	desert
by	ADP	by
her	PRON	her
husband	NOUN	husband
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
am	AUX	be
just	ADV	just
in	ADP	in
the	DET	the
same	ADJ	same
sad	ADJ	sad
predicament	NOUN	predicament
myself	PRON	myself
,	PUNCT	,
Monica	PROPN	Monica
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
said	VERB	say
,	PUNCT	,
plaintively	ADV	plaintively
.	PUNCT	.
“	PUNCT	""""
My	PRON	my
husband	NOUN	husband
has	AUX	have
had	AUX	have
to	PART	to
go	VERB	go
to	ADP	to
Paris	PROPN	Paris
,	PUNCT	,
all	DET	all
of	ADP	of
a	DET	a
sudden	ADJ	sudden
,	PUNCT	,
and	CCONJ	and
I	PRON	I
am	PROPN	am
left	VERB	leave
alone	ADV	alone
too	ADV	too
.	PUNCT	.
We	PRON	we
must	AUX	must
console	VERB	console
ourselves	PRON	ourselves
together	ADV	together
.	PUNCT	.
You	PRON	you
must	AUX	must
drive	VERB	drive
with	ADP	with
me	PRON	I
to	ADP	to
-	PUNCT	-
day	NOUN	day
and	CCONJ	and
come	VERB	come
to	ADP	to
tea	NOUN	tea
,	PUNCT	,
and	CCONJ	and
I	PRON	I
will	AUX	will
come	VERB	come
to	ADP	to
you	PRON	you
to	ADP	to
-	PUNCT	-
morrow	NOUN	morrow
.	PUNCT	.
”	PUNCT	""""
Monica	PROPN	Monica
tried	VERB	try
in	ADP	in
vain	ADJ	vain
to	PART	to
beg	VERB	beg
off	ADP	off
;	PUNCT	;
Cecilia	PROPN	Cecilia
only	ADV	only
laughed	VERB	laugh
at	ADP	at
her	PRON	she
.	PUNCT	.
Monica	PROPN	Monica
had	AUX	have
not	PART	not
_	PUNCT	_
savoir	X	savoir
faire	X	faire
_	PUNCT	_
enough	ADV	enough
to	PART	to
parry	VERB	parry
skilful	ADJ	skilful
thrusts	NOUN	thrust
,	PUNCT	,
nor	CCONJ	nor
insincerity	NOUN	insincerity
enough	ADV	enough
to	PART	to
plead	VERB	plead
engagements	NOUN	engagement
that	PRON	that
did	AUX	do
not	PART	not
exist	VERB	exist
.	PUNCT	.
So	SCONJ	so
she	PRON	she
was	AUX	be
monopolised	VERB	monopolise
by	ADP	by
Mrs.	PROPN	Mrs.
Bellamy	PROPN	Bellamy
in	ADP	in
her	PRON	her
morning	NOUN	morning
's	PART	's
ride	NOUN	ride
,	PUNCT	,
was	AUX	be
driven	VERB	drive
out	ADV	out
in	ADP	in
her	PRON	her
carriage	NOUN	carriage
that	DET	that
same	ADJ	same
afternoon	NOUN	afternoon
,	PUNCT	,
and	CCONJ	and
taken	VERB	take
to	ADP	to
several	ADJ	several
houses	NOUN	house
where	SCONJ	where
her	PRON	her
friend	NOUN	friend
had	AUX	have
“	PUNCT	""""
just	ADV	just
a	DET	a
few	ADJ	few
words	NOUN	word
”	PUNCT	""""
to	PART	to
say	VERB	say
to	ADP	to
the	DET	the
hostess	NOUN	hostess
.	PUNCT	.
She	PRON	she
was	AUX	be
taken	VERB	take
back	ADV	back
to	ADP	to
tea	NOUN	tea
,	PUNCT	,
and	CCONJ	and
had	AUX	have
to	PART	to
meet	VERB	meet
Conrad	PROPN	Conrad
,	PUNCT	,
who	PRON	who
received	VERB	receive
her	PRON	she
with	ADP	with
great	ADJ	great
warmth	NOUN	warmth
,	PUNCT	,
and	CCONJ	and
had	AUX	have
the	DET	the
bad	ADJ	bad
taste	NOUN	taste
to	PART	to
address	VERB	address
her	PRON	she
by	ADP	by
her	PRON	her
Christian	ADJ	christian
name	NOUN	name
before	ADP	before
a	DET	a
whole	ADJ	whole
roomful	NOUN	roomful
of	ADP	of
company	NOUN	company
,	PUNCT	,
and	CCONJ	and
who	PRON	who
ended	VERB	end
by	ADP	by
insisting	VERB	insist
on	ADP	on
walking	VERB	walk
home	ADV	home
with	ADP	with
her	PRON	she
.	PUNCT	.
Yet	ADV	yet
his	PRON	his
manner	NOUN	manner
was	AUX	be
so	ADV	so
quiet	ADJ	quiet
and	CCONJ	and
courteous	ADJ	courteous
,	PUNCT	,
and	CCONJ	and
he	PRON	he
seemed	VERB	seem
so	ADV	so
utterly	ADV	utterly
unconscious	ADJ	unconscious
of	ADP	of
her	PRON	her
disfavour	NOUN	disfavour
,	PUNCT	,
that	SCONJ	that
she	PRON	she
was	AUX	be
half	ADV	half
ashamed	ADJ	ashamed
of	ADP	of
it	PRON	it
,	PUNCT	,
despite	SCONJ	despite
her	PRON	her
very	ADV	very
real	ADJ	real
annoyance	NOUN	annoyance
.	PUNCT	.
And	CCONJ	and
the	DET	the
worst	ADJ	bad
of	ADP	of
it	PRON	it
was	AUX	be
that	SCONJ	that
there	PRON	there
seemed	VERB	seem
no	DET	no
end	NOUN	end
to	ADP	to
the	DET	the
attentions	NOUN	attention
pressed	VERB	press
upon	SCONJ	upon
her	PRON	she
by	ADP	by
the	DET	the
indefatigable	ADJ	indefatigable
Cecilia	PROPN	Cecilia
.	PUNCT	.
Monica	PROPN	Monica
did	AUX	do
not	PART	not
know	VERB	know
how	SCONJ	how
to	PART	to
escape	VERB	escape
from	ADP	from
the	DET	the
manifold	ADJ	manifold
invitations	NOUN	invitation
and	CCONJ	and
visits	NOUN	visit
that	PRON	that
were	AUX	be
showered	VERB	shower
upon	SCONJ	upon
her	PRON	she
.	PUNCT	.
She	PRON	she
seemed	VERB	seem
fated	VERB	fate
to	PART	to
be	AUX	be
for	ADP	for
ever	ADV	ever
in	ADP	in
the	DET	the
society	NOUN	society
of	ADP	of
Mrs.	PROPN	Mrs.
Bellamy	PROPN	Bellamy
and	CCONJ	and
her	PRON	her
friends	NOUN	friend
.	PUNCT	.
Beatrice	PROPN	Beatrice
Wentworth	PROPN	Wentworth
and	CCONJ	and
her	PRON	her
brother	NOUN	brother
were	AUX	be
themselves	PRON	themselves
out	ADP	out
of	ADP	of
town	NOUN	town
;	PUNCT	;
Randolph	PROPN	Randolph
was	AUX	be
detained	VERB	detain
longer	ADV	long
than	ADP	than
he	PRON	he
had	AUX	have
at	ADV	at
first	ADV	first
anticipated	VERB	anticipate
,	PUNCT	,
and	CCONJ	and
Monica	PROPN	Monica
found	VERB	find
herself	PRON	herself
drawn	VERB	draw
in	ADP	in
an	DET	an
imperceptible	ADJ	imperceptible
way	NOUN	way
—	PUNCT	—
against	ADP	against
which	DET	which
she	PRON	she
rebelled	VERB	rebel
in	ADP	in
vain	ADJ	vain
—	PUNCT	—
into	ADP	into
quite	DET	quite
a	DET	a
new	ADJ	new
set	NOUN	set
of	ADP	of
people	NOUN	people
and	CCONJ	and
places	NOUN	place
.	PUNCT	.
Monica	PROPN	Monica
was	AUX	be
a	DET	a
mere	ADJ	mere
baby	NOUN	baby
in	ADP	in
Cecilia	PROPN	Cecilia
's	PART	's
hands	NOUN	hand
.	PUNCT	.
She	PRON	she
had	AUX	have
not	PART	not
the	DET	the
faintest	NOUN	faintest
idea	NOUN	idea
of	ADP	of
any	DET	any
malice	NOUN	malice
on	ADP	on
the	DET	the
part	NOUN	part
of	ADP	of
her	PRON	her
friend	NOUN	friend
.	PUNCT	.
She	PRON	she
felt	VERB	feel
her	PRON	her
attentions	NOUN	attention
oppressive	ADJ	oppressive
;	PUNCT	;
she	PRON	she
disliked	VERB	dislike
the	DET	the
constant	ADJ	constant
encounters	NOUN	encounter
with	ADP	with
Conrad	PROPN	Conrad
;	PUNCT	;
but	CCONJ	but
she	PRON	she
tried	VERB	try
in	ADP	in
vain	ADJ	vain
to	PART	to
free	VERB	free
herself	PRON	herself
from	ADP	from
the	DET	the
hospitable	ADJ	hospitable
tyranny	NOUN	tyranny
of	ADP	of
the	DET	the
gay	ADJ	gay
little	ADJ	little
woman	NOUN	woman
.	PUNCT	.
She	PRON	she
was	AUX	be
caught	VERB	catch
in	ADP	in
some	DET	some
inexplicable	ADJ	inexplicable
way	NOUN	way
,	PUNCT	,
and	CCONJ	and
without	ADP	without
downright	ADJ	downright
rudeness	NOUN	rudeness
she	PRON	she
could	AUX	could
not	PART	not
escape	VERB	escape
.	PUNCT	.
As	ADP	as
a	DET	a
rule	NOUN	rule
,	PUNCT	,
Conrad	PROPN	Conrad
was	AUX	be
very	ADV	very
guarded	ADJ	guarded
and	CCONJ	and
discreet	ADJ	discreet
,	PUNCT	,
especially	ADV	especially
when	SCONJ	when
alone	ADJ	alone
with	ADP	with
her	PRON	she
.	PUNCT	.
He	PRON	he
often	ADV	often
annoyed	VERB	annoy
her	PRON	she
by	ADP	by
his	PRON	his
assumption	NOUN	assumption
of	ADP	of
familiarity	NOUN	familiarity
in	NOUN	in
presence	NOUN	presence
of	ADP	of
others	NOUN	other
,	PUNCT	,
but	CCONJ	but
he	PRON	he
was	AUX	be
humble	ADJ	humble
enough	ADV	enough
for	ADP	for
the	DET	the
most	ADJ	most
part	NOUN	part
,	PUNCT	,
and	CCONJ	and
took	VERB	take
no	DET	no
umbrage	NOUN	umbrage
at	ADP	at
her	PRON	her
rather	ADV	rather
pointed	ADJ	pointed
avoidance	NOUN	avoidance
of	ADP	of
him	PRON	he
.	PUNCT	.
She	PRON	she
did	AUX	do
not	PART	not
know	VERB	know
what	PRON	what
he	PRON	he
was	AUX	be
trying	VERB	try
to	PART	to
do	AUX	do
:	PUNCT	:
how	SCONJ	how
he	PRON	he
was	AUX	be
planning	VERB	plan
a	DET	a
subtle	ADJ	subtle
revenge	NOUN	revenge
upon	SCONJ	upon
his	PRON	his
enemy	NOUN	enemy
her	PRON	her
husband	NOUN	husband
—	PUNCT	—
the	DET	the
husband	NOUN	husband
she	PRON	she
was	AUX	be
beginning	VERB	begin
unconsciously	ADV	unconsciously
yet	CCONJ	yet
very	ADV	very
truly	ADV	truly
to	PART	to
love	VERB	love
.	PUNCT	.
She	PRON	she
shrank	VERB	shrink
from	ADP	from
him	PRON	he
without	ADP	without
knowing	VERB	know
why	SCONJ	why
,	PUNCT	,
but	CCONJ	but
the	DET	the
day	NOUN	day
was	AUX	be
rapidly	ADV	rapidly
approaching	VERB	approach
when	SCONJ	when
her	PRON	her
eyes	NOUN	eye
were	AUX	be
to	PART	to
be	AUX	be
opened	VERB	open
.	PUNCT	.
Her	PRON	her
instincts	NOUN	instinct
were	AUX	be
so	ADV	so
true	ADJ	true
that	SCONJ	that
it	PRON	it
was	AUX	be
not	PART	not
easy	ADJ	easy
to	PART	to
deceive	VERB	deceive
her	PRON	she
for	ADP	for
long	ADV	long
.	PUNCT	.
Ignorance	NOUN	ignorance
of	ADP	of
the	DET	the
world	NOUN	world
and	CCONJ	and
reluctance	NOUN	reluctance
to	PART	to
suspect	VERB	suspect
evil	NOUN	evil
blinded	VERB	blind
her	PRON	she
for	ADP	for
a	DET	a
time	NOUN	time
;	PUNCT	;
but	CCONJ	but
she	PRON	she
was	AUX	be
to	PART	to
learn	VERB	learn
the	DET	the
true	ADJ	true
nature	NOUN	nature
of	ADP	of
her	PRON	her
so	ADV	so
-	PUNCT	-
called	VERB	call
friends	NOUN	friend
before	ADP	before
long	ADV	long
.	PUNCT	.
There	PRON	there
had	AUX	have
been	AUX	be
a	DET	a
small	ADJ	small
picnic	NOUN	picnic
party	NOUN	party
at	ADP	at
Richmond	PROPN	Richmond
one	NUM	one
day	NOUN	day
.	PUNCT	.
Monica	PROPN	Monica
had	AUX	have
tried	VERB	try
hard	ADV	hard
to	PART	to
excuse	VERB	excuse
herself	PRON	herself
from	ADP	from
attending	VERB	attend
,	PUNCT	,
but	CCONJ	but
had	AUX	have
been	AUX	be
laughed	VERB	laugh
and	CCONJ	and
coaxed	VERB	coax
into	ADP	into
consent	NOUN	consent
.	PUNCT	.
It	PRON	it
mattered	VERB	matter
the	DET	the
less	ADJ	less
what	PRON	what
she	PRON	she
did	AUX	do
now	ADV	now
,	PUNCT	,
for	ADP	for
her	PRON	she
husband	NOUN	husband
was	AUX	be
to	PART	to
be	AUX	be
at	ADP	at
home	NOUN	home
the	DET	the
following	VERB	follow
day	NOUN	day
,	PUNCT	,
and	CCONJ	and
in	ADP	in
the	DET	the
gladness	NOUN	gladness
of	ADP	of
that	DET	that
thought	NOUN	thought
she	PRON	she
could	AUX	could
almost	ADV	almost
enjoy	VERB	enjoy
the	DET	the
sunshine	NOUN	sunshine
,	PUNCT	,
the	DET	the
fresh	ADJ	fresh
air	NOUN	air
,	PUNCT	,
the	DET	the
sight	NOUN	sight
of	ADP	of
green	ADJ	green
grass	NOUN	grass
and	CCONJ	and
waving	VERB	wave
trees	NOUN	tree
,	PUNCT	,
the	DET	the
country	NOUN	country
sights	NOUN	sight
and	CCONJ	and
sounds	NOUN	sound
to	PART	to
which	DET	which
she	PRON	she
had	AUX	have
so	ADV	so
long	ADV	long
been	AUX	be
a	DET	a
stranger	NOUN	stranger
.	PUNCT	.
The	DET	the
party	NOUN	party
,	PUNCT	,
too	ADV	too
,	PUNCT	,
was	AUX	be
small	ADJ	small
,	PUNCT	,
and	CCONJ	and
though	SCONJ	though
Conrad	PROPN	Conrad
was	AUX	be
of	ADP	of
the	DET	the
number	NOUN	number
,	PUNCT	,
he	PRON	he
held	VERB	hold
aloof	ADV	aloof
from	ADP	from
Monica	PROPN	Monica
,	PUNCT	,
for	ADP	for
which	DET	which
she	PRON	she
was	AUX	be
glad	ADJ	glad
,	PUNCT	,
for	ADP	for
she	PRON	she
had	AUX	have
felt	VERB	feel
an	DET	an
increasing	VERB	increase
distrust	NOUN	distrust
of	ADP	of
him	PRON	he
of	ADP	of
late	ADV	late
.	PUNCT	.
It	PRON	it
was	AUX	be
an	DET	an
equestrian	ADJ	equestrian
party	NOUN	party
,	PUNCT	,
and	CCONJ	and
the	DET	the
long	ADJ	long
ride	NOUN	ride
was	AUX	be
a	DET	a
pleasure	NOUN	pleasure
to	ADP	to
Monica	PROPN	Monica
,	PUNCT	,
who	PRON	who
could	AUX	could
have	AUX	have
spent	VERB	spend
a	DET	a
whole	ADJ	whole
day	NOUN	day
in	ADP	in
the	DET	the
saddle	NOUN	saddle
without	ADP	without
fatigue	NOUN	fatigue
.	PUNCT	.
And	CCONJ	and
then	ADV	then
her	PRON	her
husband	NOUN	husband
was	AUX	be
coming	VERB	come
.	PUNCT	.
He	PRON	he
would	AUX	would
set	VERB	set
all	ADV	all
right	ADJ	right
.	PUNCT	.
She	PRON	she
would	AUX	would
tell	VERB	tell
him	PRON	he
everything	PRON	everything
—	PUNCT	—
she	PRON	she
had	AUX	have
not	PART	not
felt	VERB	feel
able	ADJ	able
to	PART	to
do	AUX	do
so	ADV	so
in	ADP	in
the	DET	the
little	ADJ	little
brief	ADJ	brief
notes	NOUN	note
she	PRON	she
had	AUX	have
written	VERB	write
to	ADP	to
him	PRON	he
—	PUNCT	—
and	CCONJ	and
she	PRON	she
would	AUX	would
take	VERB	take
his	PRON	his
advice	NOUN	advice
for	ADP	for
the	DET	the
future	NOUN	future
,	PUNCT	,
and	CCONJ	and
decline	VERB	decline
friendship	NOUN	friendship
with	ADP	with
all	DET	all
who	PRON	who
could	AUX	could
not	PART	not
be	AUX	be
his	PRON	his
friends	NOUN	friend
too	ADV	too
.	PUNCT	.
Everything	PRON	everything
would	AUX	would
be	AUX	be
right	ADJ	right
when	SCONJ	when
Randolph	PROPN	Randolph
came	VERB	come
back	ADV	back
.	PUNCT	.
Then	ADV	then
Monica	PROPN	Monica
was	AUX	be
glad	ADJ	glad
of	ADP	of
an	DET	an
opportunity	NOUN	opportunity
of	ADP	of
a	DET	a
little	ADJ	little
quiet	ADJ	quiet
talk	NOUN	talk
with	ADP	with
Cecilia	PROPN	Cecilia
Bellamy	PROPN	Bellamy
.	PUNCT	.
The	DET	the
wish	NOUN	wish
for	ADP	for
a	DET	a
private	ADJ	private
interview	NOUN	interview
with	ADP	with
her	PRON	she
had	AUX	have
been	AUX	be
one	NUM	one
of	ADP	of
the	DET	the
reasons	NOUN	reason
which	DET	which
had	AUX	have
led	VERB	lead
her	PRON	she
to	PART	to
consent	VERB	consent
to	PART	to
be	AUX	be
one	NUM	one
of	ADP	of
to	ADP	to
-	PUNCT	-
day	NOUN	day
's	PART	's
party	NOUN	party
.	PUNCT	.
She	PRON	she
had	AUX	have
something	PRON	something
on	ADP	on
her	PRON	her
mind	NOUN	mind
she	PRON	she
wished	VERB	wish
to	PART	to
say	VERB	say
to	ADP	to
her	PRON	she
in	ADV	in
private	ADV	private
,	PUNCT	,
and	CCONJ	and
as	ADP	as
yet	ADV	yet
she	PRON	she
had	AUX	have
found	VERB	find
no	DET	no
opportunity	NOUN	opportunity
of	ADP	of
doing	VERB	do
so	ADV	so
.	PUNCT	.
Yet	CCONJ	yet
it	PRON	it
was	AUX	be
not	PART	not
until	ADP	until
quite	ADV	quite
late	ADV	late
in	ADP	in
the	DET	the
afternoon	NOUN	afternoon
that	SCONJ	that
Monica	PROPN	Monica
's	PART	's
opportunity	NOUN	opportunity
came	VERB	come
;	PUNCT	;
when	SCONJ	when
it	PRON	it
did	AUX	do
,	PUNCT	,
she	PRON	she
availed	VERB	avail
herself	PRON	herself
of	ADP	of
it	PRON	it
at	ADP	at
once	ADV	once
.	PUNCT	.
She	PRON	she
and	CCONJ	and
her	PRON	her
friend	NOUN	friend
were	AUX	be
alone	ADJ	alone
in	ADP	in
a	DET	a
quiet	ADJ	quiet
part	NOUN	part
of	ADP	of
the	DET	the
park	NOUN	park
;	PUNCT	;
nobody	PRON	nobody
was	AUX	be
very	ADV	very
near	ADJ	near
to	ADP	to
them	PRON	they
.	PUNCT	.
“	PUNCT	""""
Cecilia	PROPN	Cecilia
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Monica	PROPN	Monica
,	PUNCT	,
“	PUNCT	""""
there	PRON	there
is	AUX	be
something	PRON	something
I	PRON	I
wish	VERB	wish
to	PART	to
say	VERB	say
to	ADP	to
you	PRON	you
now	ADV	now
that	SCONJ	that
we	PRON	we
are	AUX	be
alone	ADJ	alone
together	ADV	together
.	PUNCT	.
I	PRON	I
am	AUX	be
very	ADV	very
much	ADV	much
obliged	ADJ	obliged
to	ADP	to
you	PRON	you
for	ADP	for
being	AUX	be
so	ADV	so
friendly	ADJ	friendly
during	ADP	during
my	PRON	my
husband	NOUN	husband
's	PART	's
absence	NOUN	absence
—	PUNCT	—
but	CCONJ	but
—	PUNCT	—
but	CCONJ	but
—	PUNCT	—
it	PRON	it
is	AUX	be
difficult	ADJ	difficult
to	PART	to
say	VERB	say
what	PRON	what
I	PRON	I
mean	VERB	mean
—	PUNCT	—
but	CCONJ	but
I	PRON	I
think	VERB	think
you	PRON	you
ought	AUX	ought
not	PART	not
to	PART	to
have	AUX	have
had	AUX	have
your	PRON	your
brother	NOUN	brother
so	ADV	so
much	ADV	much
with	ADP	with
you	PRON	you
when	SCONJ	when
you	PRON	you
were	AUX	be
asking	VERB	ask
me	PRON	I
;	PUNCT	;
or	CCONJ	or
rather	ADV	rather
I	PRON	I
think	VERB	think
,	PUNCT	,
as	ADP	as
he	PRON	he
is	AUX	be
your	PRON	your
brother	NOUN	brother
,	PUNCT	,
whilst	SCONJ	whilst
I	PRON	I
am	AUX	be
