SUBSPACE	NOUN	subspace
seen	VERB	see
fairly	ADV	fairly
often	ADV	often
,	PUNCT	,
of	ADP	of
a	DET	a
summer	NOUN	summer
afternoon	NOUN	afternoon
,	PUNCT	,
on	ADP	on
Seaside	PROPN	Seaside
Beach	PROPN	Beach
.	PUNCT	.
Her	PRON	her
hair	NOUN	hair
was	AUX	be
an	ADJ	an
artificial	ADJ	artificial
yellow	NOUN	yellow
.	PUNCT	.
Her	PRON	her
eyes	NOUN	eye
were	AUX	be
a	DET	a
deep	ADJ	deep
,	PUNCT	,
cool	ADJ	cool
blue	NOUN	blue
.	PUNCT	.
Her	PRON	her
skin	NOUN	skin
,	PUNCT	,
what	PRON	what
could	AUX	could
be	AUX	be
seen	VERB	see
of	ADP	of
it	PRON	it
--	PUNCT	--
she	PRON	she
was	AUX	be
wearing	VERB	wear
breeches	NOUN	breech
and	CCONJ	and
a	DET	a
long	ADJ	long
-	PUNCT	-
sleeved	ADJ	sleeved
shirt	NOUN	shirt
--	PUNCT	--
was	AUX	be
lightly	ADV	lightly
tanned	ADJ	tanned
.	PUNCT	.
She	PRON	she
was	AUX	be
only	ADV	only
about	ADP	about
five	NUM	five
-	PUNCT	-
feet	NOUN	foot
-	PUNCT	-
three	NUM	three
,	PUNCT	,
and	CCONJ	and
her	PRON	her
build	NOUN	build
was	AUX	be
not	PART	not
spectacular	ADJ	spectacular
.	PUNCT	.
However	ADV	however
,	PUNCT	,
every	DET	every
ounce	NOUN	ounce
of	ADP	of
her	PRON	her
one	NUM	one
hundred	NUM	hundred
fifteen	NUM	fifteen
pounds	NOUN	pound
was	AUX	be
exactly	ADV	exactly
where	SCONJ	where
it	PRON	it
should	AUX	should
have	AUX	have
been	AUX	be
.	PUNCT	.
First	ADV	first
she	PRON	she
stood	VERB	stand
tentatively	ADV	tentatively
,	PUNCT	,
flexing	VERB	flex
her	PRON	her
knees	NOUN	knee
and	CCONJ	and
testing	VERB	test
her	PRON	her
weight	NOUN	weight
.	PUNCT	.
Then	ADV	then
,	PUNCT	,
stepping	VERB	step
boldly	ADV	boldly
out	ADV	out
into	ADP	into
a	DET	a
clear	ADJ	clear
space	NOUN	space
,	PUNCT	,
she	PRON	she
began	VERB	begin
to	PART	to
do	AUX	do
a	DET	a
high	ADV	high
-	PUNCT	-
kicking	VERB	kick
acrobatic	ADJ	acrobatic
dance	NOUN	dance
;	PUNCT	;
and	CCONJ	and
went	VERB	go
on	ADP	on
doing	VERB	do
it	PRON	it
as	ADV	as
effortlessly	ADV	effortlessly
and	CCONJ	and
as	ADV	as
rhythmically	ADV	rhythmically
as	ADP	as
though	SCONJ	though
she	PRON	she
were	AUX	be
on	ADP	on
an	DET	an
Earthly	ADJ	earthly
stage	NOUN	stage
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
must	AUX	must
n't	PART	not
_	PUNCT	_
do	AUX	do
_	PUNCT	_
that	DET	that
,	PUNCT	,
Miss	PROPN	Miss
!	PUNCT	!
""""	PUNCT	""""
A	DET	a
stewardess	NOUN	stewardess
came	VERB	come
bustling	VERB	bustle
up	ADV	up
.	PUNCT	.
Or	CCONJ	or
,	PUNCT	,
rather	ADV	rather
,	PUNCT	,
not	PART	not
exactly	ADV	exactly
bustling	VERB	bustle
.	PUNCT	.
Very	ADV	very
few	ADJ	few
people	NOUN	people
,	PUNCT	,
and	CCONJ	and
almost	ADV	almost
no	DET	no
stewardesses	NOUN	stewardess
,	PUNCT	,
either	CCONJ	either
actually	ADV	actually
bustle	VERB	bustle
in	ADP	in
or	CCONJ	or
really	ADV	really
enjoy	VERB	enjoy
one	NUM	one
point	NOUN	point
five	NUM	five
gees	NOUN	gee
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
really	ADV	really
_	PUNCT	_
must	AUX	must
_	PUNCT	_
resume	VERB	resume
your	PRON	your
seat	NOUN	seat
,	PUNCT	,
Miss.	PUNCT	Miss.
I	PRON	I
must	AUX	must
insist	VERB	insist
....	PUNCT	....
Oh	INTJ	oh
,	PUNCT	,
you	PRON	you
're	AUX	be
Miss	PROPN	Miss
Warner	PROPN	Warner
....	PUNCT	....
""""	PUNCT	""""
She	PRON	she
paused	VERB	pause
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
's	AUX	be
right	ADJ	right
,	PUNCT	,
Barbara	PROPN	Barbara
Warner	PROPN	Warner
.	PUNCT	.
Cabin	NOUN	cabin
two	NUM	two
eight	NUM	eight
one	NUM	one
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
But	CCONJ	but
really	ADV	really
,	PUNCT	,
Miss	PROPN	Miss
Warner	PROPN	Warner
,	PUNCT	,
it	PRON	it
's	AUX	be
regulations	NOUN	regulation
,	PUNCT	,
and	CCONJ	and
if	SCONJ	if
you	PRON	you
should	AUX	should
fall	VERB	fall
....	PUNCT	....
""""	PUNCT	""""
""""	PUNCT	""""
Foosh	VERB	foosh
to	ADP	to
regulations	NOUN	regulation
,	PUNCT	,
and	CCONJ	and
_	PUNCT	_
pfui	VERB	pfui
_	X	_
on	ADP	on
'em	PRON	them
.	PUNCT	.
I	PRON	I
wo	AUX	will
n't	PART	not
fall	VERB	fall
.	PUNCT	.
I	PRON	I
've	AUX	have
been	AUX	be
wondering	VERB	wonder
,	PUNCT	,
every	DET	every
time	NOUN	time
out	ADP	out
,	PUNCT	,
if	SCONJ	if
I	PRON	I
could	AUX	could
do	AUX	do
a	DET	a
thing	NOUN	thing
,	PUNCT	,
and	CCONJ	and
now	ADV	now
I	PRON	I
'm	AUX	be
going	VERB	go
to	PART	to
find	VERB	find
out	ADP	out
.	PUNCT	.
""""	PUNCT	""""
Jackknifing	VERB	jackknife
double	ADV	double
,	PUNCT	,
she	PRON	she
put	VERB	put
both	DET	both
forearms	NOUN	forearm
flat	ADJ	flat
on	ADP	on
the	DET	the
carpet	NOUN	carpet
and	CCONJ	and
lifted	VERB	lift
both	DET	both
legs	NOUN	leg
into	ADP	into
the	DET	the
vertical	ADJ	vertical
.	PUNCT	.
Then	ADV	then
,	PUNCT	,
silver	ADJ	silver
slippers	NOUN	slipper
pointing	VERB	point
motionlessly	ADV	motionlessly
ceilingward	ADV	ceilingward
,	PUNCT	,
she	PRON	she
got	VERB	get
up	ADP	up
onto	ADP	onto
her	PRON	her
hands	NOUN	hand
and	CCONJ	and
walked	VERB	walk
twice	ADV	twice
around	ADP	around
a	DET	a
vacant	ADJ	vacant
chair	NOUN	chair
.	PUNCT	.
She	PRON	she
then	ADV	then
performed	VERB	perform
a	DET	a
series	NOUN	series
of	ADP	of
flips	NOUN	flip
that	PRON	that
would	AUX	would
have	AUX	have
done	VERB	do
credit	NOUN	credit
to	ADP	to
a	DET	a
professional	ADJ	professional
acrobat	NOUN	acrobat
;	PUNCT	;
the	DET	the
finale	NOUN	finale
of	ADP	of
which	DET	which
left	VERB	leave
her	PRON	she
sitting	VERB	sit
calmly	ADV	calmly
in	ADP	in
the	DET	the
previously	ADV	previously
empty	ADJ	empty
seat	NOUN	seat
.	PUNCT	.
""""	PUNCT	""""
See	VERB	see
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
informed	VERB	inform
the	DET	the
flabbergasted	ADJ	flabbergasted
stewardess	NOUN	stewardess
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
_	PUNCT	_
could	AUX	could
_	PUNCT	_
do	AUX	do
it	PRON	it
,	PUNCT	,
and	CCONJ	and
I	PRON	I
did	AUX	do
n't	PART	not
....	PUNCT	....
""""	PUNCT	""""
Her	PRON	her
voice	NOUN	voice
was	AUX	be
drowned	VERB	drown
out	ADP	out
in	ADP	in
a	DET	a
yell	NOUN	yell
of	ADP	of
approval	NOUN	approval
as	ADP	as
everybody	PRON	everybody
who	PRON	who
could	AUX	could
clap	VERB	clap
their	PRON	their
hands	NOUN	hand
did	AUX	do
so	ADV	so
with	ADP	with
enthusiasm	NOUN	enthusiasm
.	PUNCT	.
""""	PUNCT	""""
More	ADJ	More
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Keep	VERB	keep
it	PRON	it
up	ADP	up
,	PUNCT	,
gal	NOUN	gal
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Do	AUX	do
it	VERB	it
again	ADV	again
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
I	PRON	I
did	AUX	do
n't	PART	not
do	AUX	do
that	DET	that
to	PART	to
show	VERB	show
off	ADP	off
!	PUNCT	!
""""	PUNCT	""""
Barbara	PROPN	Barbara
Warner	PROPN	Warner
flushed	VERB	flush
hotly	ADV	hotly
as	ADP	as
she	PRON	she
met	VERB	meet
the	DET	the
eyes	NOUN	eye
of	ADP	of
the	DET	the
nearby	ADJ	nearby
spectators	NOUN	spectator
.	PUNCT	.
""""	PUNCT	""""
Honestly	ADV	honestly
I	PRON	I
didn't	VERB	didn't
--	PUNCT	--
I	PRON	I
just	ADV	just
_	PUNCT	_
had	AUX	have
_	PUNCT	_
to	PART	to
know	VERB	know
if	SCONJ	if
I	PRON	I
could	AUX	could
.	PUNCT	.
""""	PUNCT	""""
Then	ADV	then
,	PUNCT	,
as	ADP	as
the	DET	the
applause	NOUN	applause
did	AUX	do
not	PART	not
die	VERB	die
down	ADP	down
,	PUNCT	,
she	PRON	she
fairly	ADV	fairly
scampered	VERB	scamper
out	ADP	out
of	ADP	of
the	DET	the
room	NOUN	room
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
For	ADP	for
one	NUM	one
hour	NOUN	hour
before	ADP	before
the	DET	the
_	PUNCT	_
Procyon	PROPN	Procyon
's	PART	's
_	PUNCT	_
departure	NOUN	departure
from	ADP	from
Earth	PROPN	Earth
and	CCONJ	and
for	ADP	for
three	NUM	three
hours	NOUN	hour
afterward	ADV	afterward
,	PUNCT	,
First	PROPN	First
Officer	PROPN	Officer
Carlyle	PROPN	Carlyle
Deston	PROPN	Deston
,	PUNCT	,
Chief	PROPN	Chief
Electronicist	PROPN	Electronicist
,	PUNCT	,
sat	VERB	sit
attentively	ADV	attentively
at	ADP	at
his	PRON	his
board	NOUN	board
.	PUNCT	.
He	PRON	he
was	AUX	be
five	NUM	five
feet	NOUN	foot
eight	NUM	eight
inches	NOUN	inch
tall	ADJ	tall
and	CCONJ	and
weighed	VERB	weigh
one	NUM	one
hundred	NUM	hundred
sixty	NUM	sixty
-	PUNCT	-
two	NUM	two
pounds	NOUN	pound
net	ADJ	net
.	PUNCT	.
Just	ADV	just
a	DET	a
little	ADJ	little
guy	NOUN	guy
,	PUNCT	,
as	ADP	as
spacemen	NOUN	spaceman
go	VERB	go
.	PUNCT	.
Although	SCONJ	although
narrow	ADJ	narrow
-	PUNCT	-
waisted	ADJ	waisted
and	CCONJ	and
,	PUNCT	,
for	ADP	for
his	PRON	his
heft	NOUN	heft
,	PUNCT	,
broad	ADJ	broad
-	PUNCT	-
shouldered	ADJ	shouldered
,	PUNCT	,
he	PRON	he
was	AUX	be
built	VERB	build
for	ADP	for
speed	NOUN	speed
and	CCONJ	and
maneuverability	NOUN	maneuverability
,	PUNCT	,
not	PART	not
to	PART	to
haul	VERB	haul
freight	NOUN	freight
.	PUNCT	.
Watching	VERB	watch
a	DET	a
hundred	NUM	hundred
lights	NOUN	light
and	CCONJ	and
half	DET	half
that	DET	that
many	ADJ	many
instruments	NOUN	instrument
,	PUNCT	,
listening	VERB	listen
to	ADP	to
two	NUM	two
phone	NOUN	phone
circuits	NOUN	circuit
,	PUNCT	,
one	NUM	one
with	ADP	with
each	DET	each
ear	NOUN	ear
,	PUNCT	,
and	CCONJ	and
hands	NOUN	hand
moving	VERB	move
from	ADP	from
switches	NOUN	switch
to	ADP	to
rheostats	NOUN	rheostat
to	ADP	to
buttons	NOUN	button
and	CCONJ	and
levers	NOUN	lever
,	PUNCT	,
he	PRON	he
was	AUX	be
completely	ADV	completely
informed	VERB	inform
as	ADP	as
to	ADP	to
the	DET	the
instant	ADJ	instant
-	PUNCT	-
by	ADP	by
-	PUNCT	-
instant	ADJ	instant
status	NOUN	status
of	ADP	of
everything	PRON	everything
in	ADP	in
his	PRON	his
department	NOUN	department
.	PUNCT	.
Although	SCONJ	although
attentive	ADJ	attentive
,	PUNCT	,
he	PRON	he
was	AUX	be
not	PART	not
tense	ADJ	tense
,	PUNCT	,
even	ADV	even
during	ADP	during
the	DET	the
countdown	NOUN	countdown
.	PUNCT	.
The	DET	the
only	ADJ	only
change	NOUN	change
was	AUX	be
that	SCONJ	that
at	ADP	at
the	DET	the
word	NOUN	word
""""	PUNCT	""""
Two	NUM	two
""""	PUNCT	""""
his	PRON	his
right	ADJ	right
forefinger	NOUN	forefinger
came	VERB	come
to	PART	to
rest	VERB	rest
upon	SCONJ	upon
a	DET	a
red	ADJ	red
button	NOUN	button
and	CCONJ	and
his	PRON	his
eyes	NOUN	eye
doubled	VERB	double
their	PRON	their
rate	NOUN	rate
of	ADP	of
scan	NOUN	scan
.	PUNCT	.
If	SCONJ	if
anything	PRON	anything
in	ADP	in
his	PRON	his
department	NOUN	department
had	AUX	have
gone	VERB	go
wrong	ADJ	wrong
,	PUNCT	,
the	DET	the
_	SYM	_
Procyon	PROPN	Procyon
_	SYM	_
's	PART	's
departure	NOUN	departure
would	AUX	would
have	AUX	have
been	AUX	be
delayed	VERB	delay
.	PUNCT	.
And	CCONJ	and
again	ADV	again
,	PUNCT	,
well	ADV	well
out	ADV	out
beyond	ADP	beyond
the	DET	the
orbit	NOUN	orbit
of	ADP	of
the	DET	the
moon	NOUN	moon
,	PUNCT	,
just	ADV	just
before	ADP	before
the	DET	the
starship	NOUN	starship
's	PART	's
mighty	ADJ	mighty
Chaytor	PROPN	Chaytor
engines	NOUN	engine
hurled	VERB	hurl
her	PRON	she
out	ADP	out
of	ADP	of
space	NOUN	space
as	ADP	as
we	PRON	we
know	VERB	know
it	PRON	it
into	ADP	into
that	DET	that
unknowable	ADJ	unknowable
something	PRON	something
that	PRON	that
is	AUX	be
hyperspace	NOUN	hyperspace
,	PUNCT	,
he	PRON	he
poised	VERB	poise
a	DET	a
finger	NOUN	finger
.	PUNCT	.
But	CCONJ	but
Immergence	NOUN	immergence
,	PUNCT	,
too	ADV	too
,	PUNCT	,
was	AUX	be
normal	ADJ	normal
;	PUNCT	;
all	DET	all
the	DET	the
green	ADJ	green
lights	NOUN	light
except	SCONJ	except
one	NUM	one
went	VERB	go
out	ADJ	out
,	PUNCT	,
needles	NOUN	needle
dropped	VERB	drop
to	ADP	to
zero	NUM	zero
,	PUNCT	,
both	DET	both
phones	NOUN	phone
went	VERB	go
dead	ADJ	dead
,	PUNCT	,
all	DET	all
signals	NOUN	signal
stopped	VERB	stop
.	PUNCT	.
He	PRON	he
plugged	VERB	plug
a	DET	a
jack	NOUN	jack
into	ADP	into
a	DET	a
socket	NOUN	socket
below	ADP	below
the	DET	the
one	NUM	one
remaining	VERB	remain
green	NOUN	green
light	NOUN	light
and	CCONJ	and
spoke	VERB	speak
:	PUNCT	:
""""	PUNCT	""""
Procyon	PROPN	Procyon
One	NUM	one
to	PART	to
Control	PROPN	Control
Six	NUM	six
.	PUNCT	.
Flight	NOUN	flight
Eight	NUM	eight
Four	NUM	four
Nine	NUM	nine
.	PUNCT	.
Subspace	PROPN	Subspace
Radio	PROPN	Radio
Test	PROPN	Test
One	PROPN	One
.	PUNCT	.
How	SCONJ	how
do	AUX	do
you	PRON	you
read	VERB	read
me	PRON	I
,	PUNCT	,
Control	PROPN	Control
Six	NUM	six
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Control	PROPN	Control
Six	NUM	six
to	ADP	to
Procyon	PROPN	Procyon
One	NUM	one
.	PUNCT	.
I	PRON	I
read	VERB	read
you	PRON	you
ten	NUM	ten
and	CCONJ	and
zero	NUM	zero
.	PUNCT	.
How	SCONJ	how
do	AUX	do
you	PRON	you
read	VERB	read
me	VERB	me
,	PUNCT	,
Procyon	PROPN	Procyon
One	NUM	one
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Ten	NUM	ten
and	CCONJ	and
zero	NUM	zero
.	PUNCT	.
Out	ADP	out
.	PUNCT	.
""""	PUNCT	""""
Deston	PROPN	Deston
flipped	VERB	flip
a	DET	a
toggle	NOUN	toggle
and	CCONJ	and
the	DET	the
solitary	ADJ	solitary
green	NOUN	green
light	NOUN	light
went	VERB	go
out	ADP	out
.	PUNCT	.
Perfect	ADJ	perfect
signal	NOUN	signal
and	CCONJ	and
zero	NUM	zero
noise	NOUN	noise
.	PUNCT	.
That	DET	that
was	AUX	be
that	DET	that
.	PUNCT	.
From	ADP	from
now	ADV	now
until	ADP	until
Emergence	NOUN	emergence
--	PUNCT	--
unless	SCONJ	unless
something	PRON	something
happened	VERB	happen
--	PUNCT	--
he	PRON	he
might	AUX	might
as	ADV	as
well	ADV	well
be	AUX	be
a	DET	a
passenger	NOUN	passenger
.	PUNCT	.
Everything	PRON	everything
was	AUX	be
automatic	ADJ	automatic
,	PUNCT	,
unless	SCONJ	unless
and	CCONJ	and
until	ADP	until
some	DET	some
robot	NOUN	robot
or	CCONJ	or
computer	NOUN	computer
yelled	VERB	yell
for	ADP	for
help	NOUN	help
.	PUNCT	.
Deston	PROPN	Deston
leaned	VERB	lean
back	ADV	back
in	ADP	in
his	PRON	his
bucket	NOUN	bucket
seat	NOUN	seat
and	CCONJ	and
lighted	VERB	light
a	DET	a
cigarette	NOUN	cigarette
.	PUNCT	.
He	PRON	he
did	AUX	do
n't	PART	not
need	VERB	need
to	PART	to
scan	VERB	scan
the	DET	the
board	NOUN	board
constantly	ADV	constantly
now	ADV	now
;	PUNCT	;
any	DET	any
trouble	NOUN	trouble
signal	NOUN	signal
would	AUX	would
jump	VERB	jump
right	ADV	right
out	ADP	out
at	ADP	at
him	PRON	he
.	PUNCT	.
Promptly	ADV	promptly
at	ADP	at
Dee	PROPN	Dee
plus	CCONJ	plus
Three	NUM	three
Zero	NUM	zero
Zero	NUM	zero
--	PUNCT	--
three	NUM	three
hours	NOUN	hour
,	PUNCT	,
no	DET	no
minutes	NOUN	minute
,	PUNCT	,
no	NUM	no
seconds	NOUN	second
after	ADP	after
departure	NOUN	departure
--	PUNCT	--
his	PRON	his
relief	NOUN	relief
appeared	VERB	appear
.	PUNCT	.
""""	PUNCT	""""
All	DET	all
black	ADJ	black
,	PUNCT	,
Babe	NOUN	babe
?	PUNCT	?
""""	PUNCT	""""
the	DET	the
newcomer	NOUN	newcomer
asked	VERB	ask
.	PUNCT	.
""""	PUNCT	""""
As	ADP	as
the	DET	the
pit	NOUN	pit
,	PUNCT	,
Eddie	PROPN	Eddie
.	PUNCT	.
Take	VERB	take
over	ADP	over
.	PUNCT	.
""""	PUNCT	""""
Eddie	PROPN	Eddie
did	AUX	do
so	ADV	so
.	PUNCT	.
""""	PUNCT	""""
You	PRON	you
've	AUX	have
picked	VERB	pick
out	ADP	out
your	PRON	your
girl	NOUN	girl
friend	NOUN	friend
for	ADP	for
the	DET	the
trip	NOUN	trip
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
Not	PART	not
yet	ADV	yet
.	PUNCT	.
I	PRON	I
got	VERB	get
sidetracked	VERB	sidetrack
watching	VERB	watch
Bobby	PROPN	Bobby
Warner	PROPN	Warner
.	PUNCT	.
She	PRON	she
was	AUX	be
doing	VERB	do
handstands	NOUN	handstand
and	CCONJ	and
handwalks	NOUN	handwalk
and	CCONJ	and
forward	ADJ	forward
and	CCONJ	and
back	ADV	back
flips	NOUN	flip
in	ADP	in
the	DET	the
lounge	NOUN	lounge
--	PUNCT	--
under	ADP	under
one	NUM	one
point	NOUN	point
five	NUM	five
gees	NOUN	gee
yet	ADV	yet
.	PUNCT	.
_	PUNCT	_
Wow	INTJ	wow
!	PUNCT	!
_	PUNCT	_
And	CCONJ	and
after	ADP	after
that	DET	that
all	DET	all
the	DET	the
other	ADJ	other
women	NOUN	woman
looked	VERB	look
like	ADP	like
a	DET	a
dime	NOUN	dime
's	PART	's
worth	NOUN	worth
of	ADP	of
catmeat	NOUN	catmeat
.	PUNCT	.
She	PRON	she
does	AUX	do
n't	PART	not
stand	VERB	stand
out	ADP	out
too	ADV	too
much	ADJ	much
until	ADP	until
she	PRON	she
starts	VERB	start
to	PART	to
move	VERB	move
,	PUNCT	,
but	CCONJ	but
then	ADV	then
--	PUNCT	--
Oh	INTJ	oh
,	PUNCT	,
_	PUNCT	_
brother	NOUN	brother
_	PUNCT	_
!	PUNCT	!
""""	PUNCT	""""
Eddie	PROPN	Eddie
rolled	VERB	roll
his	PRON	his
eyes	NOUN	eye
,	PUNCT	,
made	VERB	make
motions	NOUN	motion
with	ADP	with
his	PRON	his
hands	NOUN	hand
,	PUNCT	,
and	CCONJ	and
whistled	VERB	whistle
expressively	ADV	expressively
.	PUNCT	.
""""	PUNCT	""""
Talk	VERB	Talk
about	ADP	about
poetry	NOUN	poetry
in	ADP	in
motion	NOUN	motion
!	PUNCT	!
Just	ADV	just
walking	VERB	walk
across	ADP	across
a	DET	a
stage	NOUN	stage
,	PUNCT	,
she	PRON	she
'd	AUX	would
bring	VERB	bring
down	ADP	down
the	DET	the
house	NOUN	house
and	CCONJ	and
stop	VERB	stop
the	DET	the
show	NOUN	show
cold	ADJ	cold
in	ADP	in
its	PRON	its
tracks	NOUN	track
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
O.	PROPN	O.
K.	PROPN	K.
,	PUNCT	,
O.	PROPN	O.
K.	PROPN	K.
,	PUNCT	,
do	AUX	do
n't	PART	not
blow	VERB	blow
a	DET	a
fuse	NOUN	fuse
,	PUNCT	,
""""	PUNCT	""""
Deston	PROPN	Deston
said	VERB	say
,	PUNCT	,
resignedly	ADV	resignedly
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
know	VERB	know
.	PUNCT	.
You	PRON	you
'll	AUX	will
love	VERB	love
her	PRON	she
undyingly	ADV	undyingly
;	PUNCT	;
all	DET	all
this	DET	this
trip	NOUN	trip
,	PUNCT	,
maybe	ADV	maybe
.	PUNCT	.
So	ADV	so
bring	VERB	bring
her	PRON	she
up	ADP	up
,	PUNCT	,
next	NOUN	next
watch	VERB	watch
,	PUNCT	,
and	CCONJ	and
I	PRON	I
'll	AUX	will
give	VERB	give
her	PRON	she
a	DET	a
gold	ADJ	gold
