online	ADJ	online
accentuate	VERB	accentuate
the	DET	the
mobile	ADJ	mobile
expressiveness	NOUN	expressiveness
of	ADP	of
the	DET	the
dominant	ADJ	dominant
Caucasian	ADJ	caucasian
countenance	NOUN	countenance
.	PUNCT	.
Still	ADV	still
there	PRON	there
was	AUX	be
one	NUM	one
white	ADJ	white
man	NOUN	man
whose	DET	whose
features	NOUN	feature
betrayed	VERB	betray
no	DET	no
expression	NOUN	expression
of	ADP	of
interest	NOUN	interest
in	ADP	in
the	DET	the
scene	NOUN	scene
.	PUNCT	.
He	PRON	he
stood	VERB	stand
head	NOUN	head
and	CCONJ	and
shoulders	NOUN	shoulder
over	ADP	over
those	DET	those
around	ADP	around
him	PRON	he
in	ADP	in
a	DET	a
line	NOUN	line
of	ADP	of
applicants	NOUN	applicant
at	ADP	at
a	DET	a
booking	NOUN	booking
desk	NOUN	desk
toward	ADP	toward
the	DET	the
rear	NOUN	rear
.	PUNCT	.
There	PRON	there
was	AUX	be
an	DET	an
air	NOUN	air
of	ADP	of
detachment	NOUN	detachment
about	ADP	about
him	PRON	he
.	PUNCT	.
Apparently	ADV	apparently
he	PRON	he
was	AUX	be
untouched	ADJ	untouched
of	ADP	of
the	DET	the
spirit	NOUN	spirit
of	ADP	of
mystic	ADJ	mystic
restlessness	NOUN	restlessness
and	CCONJ	and
excitement	NOUN	excitement
which	DET	which
pervaded	VERB	pervade
the	DET	the
place	NOUN	place
--	PUNCT	--
that	DET	that
resistless	ADJ	resistless
,	PUNCT	,
undeniable	ADJ	undeniable
spirit	NOUN	spirit
which	DET	which
takes	VERB	take
hold	NOUN	hold
of	ADP	of
even	ADV	even
the	DET	the
most	ADJ	most
unimaginative	ADJ	unimaginative
and	CCONJ	and
lackadaisical	ADJ	lackadaisical
in	ADP	in
railway	NOUN	railway
depots	NOUN	depot
or	CCONJ	or
wherever	SCONJ	wherever
else	ADV	else
men	NOUN	man
in	ADJ	in
numbers	NOUN	number
set	VERB	set
out	ADP	out
upon	SCONJ	upon
journeys	NOUN	journey
.	PUNCT	.
There	PRON	there
was	AUX	be
no	DET	no
gleam	NOUN	gleam
of	ADP	of
the	DET	the
homeward	NOUN	homeward
-	PUNCT	-
bounder	NOUN	bounder
in	ADP	in
his	PRON	his
eye	NOUN	eye
--	PUNCT	--
that	DET	that
gleam	NOUN	gleam
which	DET	which
is	AUX	be
more	ADJ	more
like	ADP	like
the	DET	the
light	NOUN	light
of	ADP	of
love	NOUN	love
than	ADP	than
anything	PRON	anything
else	ADV	else
;	PUNCT	;
there	PRON	there
was	AUX	be
no	DET	no
expectancy	NOUN	expectancy
;	PUNCT	;
no	DET	no
sign	NOUN	sign
of	ADP	of
eagerness	NOUN	eagerness
.	PUNCT	.
At	ADP	at
a	DET	a
first	ADJ	first
glance	NOUN	glance
this	DET	this
man	NOUN	man
's	PART	's
face	NOUN	face
seemed	VERB	seem
no	DET	no
more	ADJ	more
than	ADP	than
a	DET	a
mask	NOUN	mask
.	PUNCT	.
At	ADP	at
a	DET	a
second	ADJ	second
one	PRON	one
realized	VERB	realize
that	SCONJ	that
the	DET	the
features	NOUN	feature
were	AUX	be
those	DET	those
of	ADP	of
one	NUM	one
who	PRON	who
must	AUX	must
have	AUX	have
won	VERB	win
unto	ADP	unto
the	DET	the
priceless	ADJ	priceless
possession	NOUN	possession
of	ADP	of
self	NOUN	self
-	PUNCT	-
control	NOUN	control
.	PUNCT	.
The	DET	the
nose	NOUN	nose
was	AUX	be
large	ADJ	large
and	CCONJ	and
yet	CCONJ	yet
as	ADV	as
sensitively	ADV	sensitively
formed	VERB	form
as	ADP	as
the	DET	the
freshly	ADV	freshly
shaven	VERB	shave
lips	NOUN	lip
and	CCONJ	and
chin	NOUN	chin
.	PUNCT	.
The	DET	the
ears	NOUN	ear
were	AUX	be
perfectly	ADV	perfectly
lobed	VERB	lob
--	PUNCT	--
the	DET	the
ears	NOUN	ear
of	ADP	of
a	DET	a
thoroughbred	NOUN	thoroughbred
.	PUNCT	.
The	DET	the
jaw	NOUN	jaw
was	AUX	be
that	DET	that
of	ADP	of
the	DET	the
natural	ADJ	natural
fighter	NOUN	fighter
,	PUNCT	,
not	PART	not
heavy	ADJ	heavy
and	CCONJ	and
jowly	ADJ	jowly
,	PUNCT	,
but	CCONJ	but
cut	VERB	cut
in	ADP	in
a	DET	a
sharp	ADJ	sharp
,	PUNCT	,
straight	ADJ	straight
line	NOUN	line
from	ADP	from
the	DET	the
hinge	NOUN	hinge
to	ADP	to
the	DET	the
point	NOUN	point
.	PUNCT	.
Tiny	ADJ	tiny
wrinkles	NOUN	wrinkle
in	ADP	in
the	DET	the
outer	ADJ	outer
corners	NOUN	corner
of	ADP	of
the	DET	the
eyelids	NOUN	eyelid
,	PUNCT	,
which	DET	which
come	VERB	come
from	ADP	from
facing	VERB	face
long	ADJ	long
distances	NOUN	distance
on	ADP	on
sea	NOUN	sea
or	NOUN	or
land	NOUN	land
,	PUNCT	,
kept	VERB	keep
forming	VERB	form
and	CCONJ	and
reforming	VERB	reform
as	ADP	as
his	PRON	his
gray	ADJ	gray
eyes	NOUN	eye
wandered	VERB	wander
idly	ADV	idly
over	ADP	over
the	DET	the
heads	NOUN	head
of	ADP	of
the	DET	the
crowd	NOUN	crowd
.	PUNCT	.
It	PRON	it
is	AUX	be
thus	ADV	thus
that	SCONJ	that
the	DET	the
tribes	NOUN	tribe
of	ADP	of
the	DET	the
earth	NOUN	earth
's	PART	's
big	ADJ	big
spaces	NOUN	space
are	AUX	be
marked	VERB	mark
.	PUNCT	.
Several	ADJ	several
times	NOUN	time
he	PRON	he
pushed	VERB	push
his	PRON	his
small	ADJ	small
gray	ADJ	gray
felt	NOUN	felt
hat	NOUN	hat
back	ADV	back
from	ADP	from
his	PRON	his
brow	NOUN	brow
and	CCONJ	and
then	ADV	then
as	ADV	as
absently	ADV	absently
pulled	VERB	pull
it	PRON	it
down	ADV	down
again	ADV	again
.	PUNCT	.
When	SCONJ	when
he	PRON	he
did	AUX	do
this	DET	this
one	PRON	one
saw	VERB	see
the	DET	the
seam	NOUN	seam
of	ADP	of
a	DET	a
jagged	ADJ	jagged
scar	NOUN	scar
,	PUNCT	,
still	ADV	still
pink	ADJ	pink
from	ADP	from
recent	ADJ	recent
healing	NOUN	healing
,	PUNCT	,
which	DET	which
traversed	VERB	traverse
the	DET	the
left	ADJ	left
temple	NOUN	temple
and	CCONJ	and
disappeared	VERB	disappear
in	ADP	in
the	DET	the
dark	ADJ	dark
-	PUNCT	-
brown	ADJ	brown
hair	NOUN	hair
over	ADP	over
the	DET	the
ear	NOUN	ear
.	PUNCT	.
Although	SCONJ	although
the	DET	the
forelock	NOUN	forelock
and	CCONJ	and
the	DET	the
temples	NOUN	temple
were	AUX	be
quite	ADV	quite
gray	ADJ	gray
,	PUNCT	,
he	PRON	he
was	AUX	be
not	PART	not
more	ADJ	more
than	ADP	than
thirty	NUM	thirty
-	PUNCT	-
five	NUM	five
years	NOUN	year
old	ADJ	old
.	PUNCT	.
His	PRON	his
blue	ADJ	blue
serge	NOUN	serge
suit	NOUN	suit
fitted	VERB	fit
well	ADV	well
and	CCONJ	and
the	DET	the
trimness	NOUN	trimness
of	ADP	of
his	PRON	his
setting	VERB	set
-	PUNCT	-
up	ADP	up
--	PUNCT	--
his	PRON	his
whole	ADJ	whole
hearing	NOUN	hearing
,	PUNCT	,
in	ADP	in
fact	NOUN	fact
--	PUNCT	--
spoke	VERB	speak
of	ADP	of
one	NUM	one
of	ADP	of
military	ADJ	military
training	NOUN	training
.	PUNCT	.
Perhaps	ADV	perhaps
it	PRON	it
was	AUX	be
this	DET	this
suggestion	NOUN	suggestion
of	ADP	of
the	DET	the
soldier	NOUN	soldier
that	PRON	that
made	VERB	make
the	DET	the
Sikhs	PROPN	Sikhs
turn	VERB	turn
and	CCONJ	and
look	VERB	look
back	ADV	back
at	ADP	at
him	PRON	he
as	ADP	as
they	PRON	they
passed	VERB	pass
out	ADP	out
on	ADP	on
The	DET	the
Bund	PROPN	Bund
.	PUNCT	.
Yet	CCONJ	yet
it	PRON	it
was	AUX	be
not	PART	not
as	ADP	as
a	DET	a
soldier	NOUN	soldier
that	PRON	that
the	DET	the
port	NOUN	port
of	ADP	of
Yokohama	PROPN	Yokohama
knew	VERB	know
him	PRON	he
,	PUNCT	,
but	CCONJ	but
by	ADP	by
the	DET	the
name	NOUN	name
of	ADP	of
Whitridge	PROPN	Whitridge
and	CCONJ	and
as	ADP	as
the	DET	the
captain	NOUN	captain
of	ADP	of
the	DET	the
sorriest	ADJ	sorry
-	PUNCT	-
looking	ADJ	looking
piece	NOUN	piece
of	ADP	of
sea	NOUN	sea
grist	NOUN	grist
that	PRON	that
had	AUX	have
ever	ADV	ever
made	VERB	make
Tokyo	PROPN	Tokyo
Bay	PROPN	Bay
.	PUNCT	.
A	DET	a
brute	NOUN	brute
of	ADP	of
a	DET	a
Chinese	ADJ	chinese
tramp	NOUN	tramp
she	PRON	she
was	AUX	be
,	PUNCT	,
and	CCONJ	and
men	NOUN	man
who	PRON	who
knew	VERB	know
deep	ADJ	deep
waters	NOUN	water
were	AUX	be
still	ADV	still
marveling	VERB	marvel
how	SCONJ	how
he	PRON	he
had	AUX	have
brought	VERB	bring
her	PRON	she
through	ADP	through
the	DET	the
vitals	NOUN	vital
of	ADP	of
a	DET	a
typhoon	NOUN	typhoon
--	PUNCT	--
the	DET	the
worst	ADJ	bad
in	ADP	in
their	PRON	their
memory	NOUN	memory
--	PUNCT	--
which	DET	which
had	AUX	have
swept	VERB	sweep
the	DET	the
coast	NOUN	coast
in	ADP	in
a	DET	a
fury	NOUN	fury
of	ADP	of
destruction	NOUN	destruction
.	PUNCT	.
Chinese	ADJ	chinese
tramps	NOUN	tramp
and	CCONJ	and
those	DET	those
who	PRON	who
go	VERB	go
in	ADP	in
them	PRON	they
are	AUX	be
of	ADP	of
little	ADJ	little
moment	NOUN	moment
,	PUNCT	,
but	CCONJ	but
on	ADP	on
the	DET	the
morning	NOUN	morning
two	NUM	two
months	NOUN	month
before	ADP	before
that	DET	that
the	DET	the
port	NOUN	port
had	AUX	have
awakened	VERB	awaken
to	PART	to
find	VERB	find
in	ADP	in
its	PRON	its
fairway	NOUN	fairway
a	DET	a
salt	NOUN	salt
-	PUNCT	-
crusted	VERB	crust
thing	NOUN	thing
called	VERB	call
the	DET	the
_	PUNCT	_
Kau	PROPN	Kau
Lung	PROPN	Lung
_	PUNCT	_
,	PUNCT	,
minus	ADP	minus
funnels	NOUN	funnel
and	CCONJ	and
masts	NOUN	mast
and	CCONJ	and
suggesting	VERB	suggest
only	ADV	only
vaguely	ADV	vaguely
a	DET	a
steamship	NOUN	steamship
,	PUNCT	,
it	PRON	it
knew	VERB	know
that	SCONJ	that
it	PRON	it
looked	VERB	look
on	ADP	on
one	NUM	one
of	ADP	of
the	DET	the
deep	ADJ	deep
's	PART	's
wonders	NOUN	wonder
.	PUNCT	.
The	DET	the
sea	NOUN	sea
must	AUX	must
have	AUX	have
swallowed	VERB	swallow
her	PRON	she
and	CCONJ	and
spat	VERB	spit
her	PRON	she
up	ADP	up
again	ADV	again
,	PUNCT	,
and	CCONJ	and
those	DET	those
who	PRON	who
said	VERB	say
this	DET	this
had	AUX	have
in	ADP	in
mind	NOUN	mind
that	SCONJ	that
tramps	NOUN	tramp
which	DET	which
fly	VERB	fly
the	DET	the
dragon	NOUN	dragon
cloth	NOUN	cloth
are	AUX	be
the	DET	the
unsweetest	ADJ	unsweet
things	NOUN	thing
upon	SCONJ	upon
big	ADJ	big
waters	NOUN	water
.	PUNCT	.
Yet	ADV	yet
not	PART	not
only	ADV	only
through	ADP	through
stress	NOUN	stress
of	ADP	of
storm	NOUN	storm
had	AUX	have
he	PRON	he
weathered	VERB	weather
her	PRON	she
,	PUNCT	,
but	CCONJ	but
through	ADP	through
a	DET	a
mutiny	NOUN	mutiny
whose	DET	whose
blood	NOUN	blood
rusted	VERB	rust
her	PRON	her
decks	NOUN	deck
.	PUNCT	.
Without	ADP	without
mates	NOUN	mate
and	CCONJ	and
alone	ADJ	alone
save	SCONJ	save
for	ADP	for
a	DET	a
big	ADJ	big
Cantonese	ADJ	cantonese
serang	NOUN	serang
he	PRON	he
had	AUX	have
done	VERB	do
this	DET	this
thing	NOUN	thing
and	CCONJ	and
then	ADV	then
come	VERB	come
silently	ADV	silently
ashore	ADV	ashore
to	PART	to
nurse	VERB	nurse
his	PRON	his
wounds	NOUN	wound
.	PUNCT	.
Presently	ADV	presently
Whitridge	PROPN	Whitridge
stood	VERB	stand
at	ADP	at
the	DET	the
head	NOUN	head
of	ADP	of
the	DET	the
line	NOUN	line
.	PUNCT	.
A	DET	a
man	NOUN	man
who	PRON	who
looked	VERB	look
ill	ADJ	ill
and	CCONJ	and
who	PRON	who
told	VERB	tell
the	DET	the
booking	NOUN	booking
clerk	NOUN	clerk
with	ADP	with
a	DET	a
nervous	ADJ	nervous
laugh	NOUN	laugh
that	SCONJ	that
he	PRON	he
had	AUX	have
n't	PART	not
seen	VERB	see
""""	PUNCT	""""
the	DET	the
home	NOUN	home
country	NOUN	country
""""	PUNCT	""""
in	ADP	in
twenty	NUM	twenty
years	NOUN	year
gave	VERB	give
way	NOUN	way
to	ADP	to
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
your	PRON	your
pleasure	NOUN	pleasure
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
clerk	NOUN	clerk
.	PUNCT	.
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
Whitridge	PROPN	Whitridge
as	ADP	as
if	SCONJ	if
bringing	VERB	bring
his	PRON	his
thoughts	NOUN	thought
from	ADP	from
a	DET	a
great	ADJ	great
distance	NOUN	distance
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
wish	VERB	wish
to	PART	to
--	PUNCT	--
to	PART	to
book	VERB	book
on	ADP	on
the	DET	the
_	PUNCT	_
Cambodia	PROPN	Cambodia
_	PUNCT	_
,	PUNCT	,
please	INTJ	please
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
She	PRON	she
's	AUX	be
pretty	ADV	pretty
full	ADJ	full
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
clerk	NOUN	clerk
,	PUNCT	,
with	ADP	with
a	DET	a
doubtful	ADJ	doubtful
shake	NOUN	shake
of	ADP	of
the	DET	the
head	NOUN	head
and	CCONJ	and
turning	VERB	turn
away	ADV	away
to	PART	to
get	VERB	get
a	DET	a
stateroom	NOUN	stateroom
diagram	NOUN	diagram
.	PUNCT	.
A	DET	a
momentary	ADJ	momentary
hush	NOUN	hush
fell	VERB	fall
on	ADP	on
the	DET	the
crowd	NOUN	crowd
.	PUNCT	.
""""	PUNCT	""""
Gad	PROPN	Gad
!	PUNCT	!
""""	PUNCT	""""
exclaimed	VERB	exclaim
a	DET	a
young	ADJ	young
Englishman	NOUN	englishman
standing	VERB	stand
beside	ADP	beside
Whitridge	PROPN	Whitridge
.	PUNCT	.
Turning	VERB	turn
,	PUNCT	,
Whitridge	PROPN	Whitridge
followed	VERB	follow
the	DET	the
man	NOUN	man
's	PART	's
glance	NOUN	glance
toward	ADP	toward
the	DET	the
agency	NOUN	agency
entrance	NOUN	entrance
.	PUNCT	.
A	DET	a
woman	NOUN	woman
with	ADP	with
hair	NOUN	hair
of	ADP	of
the	DET	the
color	NOUN	color
of	ADP	of
gold	NOUN	gold
that	PRON	that
has	AUX	have
been	AUX	be
washed	VERB	wash
in	ADP	in
sea	NOUN	sea
water	NOUN	water
was	AUX	be
coming	VERB	come
in	ADV	in
out	ADP	out
of	ADP	of
the	DET	the
sunshine	NOUN	sunshine
of	ADP	of
the	DET	the
radiant	ADJ	radiant
March	PROPN	March
morning	NOUN	morning
.	PUNCT	.
A	DET	a
picture	NOUN	picture
hat	NOUN	hat
of	ADP	of
rough	ADJ	rough
bronze	NOUN	bronze
straw	NOUN	straw
accentuated	VERB	accentuate
the	DET	the
wealth	NOUN	wealth
and	CCONJ	and
beauty	NOUN	beauty
of	ADP	of
her	PRON	her
wonderful	ADJ	wonderful
crown	NOUN	crown
.	PUNCT	.
A	DET	a
long	ADJ	long
,	PUNCT	,
loose	ADJ	loose
tan	ADJ	tan
coat	NOUN	coat
with	ADP	with
full	ADJ	full
sleeves	NOUN	sleeve
,	PUNCT	,
made	VERB	make
her	PRON	she
appear	VERB	appear
a	DET	a
shade	NOUN	shade
taller	ADJ	tall
than	ADP	than
she	PRON	she
really	ADV	really
was	AUX	be
,	PUNCT	,
but	CCONJ	but
her	PRON	her
erect	ADJ	erect
,	PUNCT	,
healthy	ADJ	healthy
carriage	NOUN	carriage
threw	VERB	throw
the	DET	the
garment	NOUN	garment
about	ADP	about
her	PRON	she
in	ADP	in
clinging	VERB	cling
folds	NOUN	fold
which	DET	which
softened	VERB	soften
its	PRON	its
fashionable	ADJ	fashionable
modernness	NOUN	modernness
.	PUNCT	.
She	PRON	she
paused	VERB	pause
for	ADP	for
a	DET	a
second	ADJ	second
,	PUNCT	,
a	DET	a
tilt	NOUN	tilt
of	ADP	of
inquiry	NOUN	inquiry
to	ADP	to
her	PRON	her
vivid	ADJ	vivid
head	NOUN	head
.	PUNCT	.
Then	ADV	then
she	PRON	she
moved	VERB	move
swiftly	ADV	swiftly
to	ADP	to
the	DET	the
desk	NOUN	desk
where	SCONJ	where
Whitridge	PROPN	Whitridge
was	AUX	be
standing	VERB	stand
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
have	AUX	have
a	DET	a
letter	NOUN	letter
--	PUNCT	--
I	PRON	I
wish	VERB	wish
to	PART	to
see	VERB	see
the	DET	the
director	NOUN	director
--	PUNCT	--
the	DET	the
manager	NOUN	manager
,	PUNCT	,
please	INTJ	please
,	PUNCT	,
""""	PUNCT	""""
she	PRON	she
said	VERB	say
to	ADP	to
the	DET	the
clerk	NOUN	clerk
in	ADP	in
a	DET	a
low	ADJ	low
,	PUNCT	,
well	ADV	well
-	PUNCT	-
bred	VERB	breed
voice	NOUN	voice
.	PUNCT	.
Looking	VERB	look
up	ADV	up
,	PUNCT	,
the	DET	the
clerk	NOUN	clerk
gave	VERB	give
a	DET	a
start	NOUN	start
of	ADP	of
surprise	NOUN	surprise
,	PUNCT	,
recovered	VERB	recover
himself	PRON	himself
quickly	ADV	quickly
,	PUNCT	,
and	CCONJ	and
indicated	VERB	indicate
a	DET	a
door	NOUN	door
to	ADP	to
the	DET	the
left	ADJ	left
.	PUNCT	.
She	PRON	she
opened	VERB	open
it	PRON	it
and	CCONJ	and
passed	VERB	pass
inside	ADV	inside
followed	VERB	follow
by	ADP	by
a	DET	a
woman	NOUN	woman
in	ADP	in
black	ADJ	black
,	PUNCT	,
evidently	ADV	evidently
a	DET	a
maid	NOUN	maid
.	PUNCT	.
The	DET	the
clerk	NOUN	clerk
's	PART	's
eyes	NOUN	eye
trailed	VERB	trail
after	ADP	after
her	PRON	she
with	ADP	with
something	PRON	something
of	ADP	of
awe	NOUN	awe
in	ADP	in
them	PRON	they
.	PUNCT	.
There	PRON	there
was	AUX	be
hardly	ADV	hardly
a	DET	a
glance	NOUN	glance
in	ADP	in
the	DET	the
room	NOUN	room
which	DET	which
was	AUX	be
not	PART	not
turned	VERB	turn
in	ADP	in
the	DET	the
same	ADJ	same
direction	NOUN	direction
.	PUNCT	.
""""	PUNCT	""""
Out	ADV	out
East	ADV	east
here	ADV	here
we	PRON	we
--	PUNCT	--
we	PRON	we
see	VERB	see
nothing	PRON	nothing
but	CCONJ	but
little	ADJ	little
,	PUNCT	,
dark	ADJ	dark
women	NOUN	woman
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
clerk	NOUN	clerk
began	VERB	begin
apologetically	ADV	apologetically
,	PUNCT	,
facing	VERB	face
Whitridge	PROPN	Whitridge
again	ADV	again
.	PUNCT	.
""""	PUNCT	""""
Ever	ADV	ever
see	VERB	see
Burne	PROPN	Burne
-	PUNCT	-
Jones	PROPN	Jones
'	PART	'
'	PUNCT	'
Springtime	PROPN	Springtime
'	PUNCT	'
?	PUNCT	?
""""	PUNCT	""""
interrupted	VERB	interrupt
the	DET	the
Englishman	PROPN	Englishman
eagerly	ADV	eagerly
.	PUNCT	.
Whitridge	PROPN	Whitridge
nodded	VERB	nod
.	PUNCT	.
""""	PUNCT	""""
Gad	PROPN	Gad
!	PUNCT	!
Is	AUX	be
n't	PART	not
she	PRON	she
like	ADP	like
it	PRON	it
?	PUNCT	?
""""	PUNCT	""""
Another	DET	another
nod	NOUN	nod
answered	VERB	answer
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
Now	ADV	now
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
""""	PUNCT	""""
interrupted	VERB	interrupt
the	DET	the
clerk	NOUN	clerk
,	PUNCT	,
spreading	VERB	spread
out	ADP	out
a	DET	a
diagram	NOUN	diagram
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
_	PUNCT	_
Cambodia	PROPN	Cambodia
_	PUNCT	_
calls	VERB	call
at	ADP	at
Honolulu	PROPN	Honolulu
,	PUNCT	,
you----	PRON	you----
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
wish	VERB	wish
to	PART	to
book	VERB	book
through	ADP	through
to	ADP	to
San	PROPN	San
Francisco	PROPN	Francisco
--	PUNCT	--
an	DET	an
outside	ADJ	outside
room	NOUN	room
,	PUNCT	,
if	SCONJ	if
possible	ADJ	possible
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Luck	NOUN	luck
's	AUX	be
with	ADP	with
you	PRON	you
,	PUNCT	,
sir	NOUN	sir
.	PUNCT	.
The	DET	the
last	ADJ	last
one	NOUN	one
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
he	PRON	he
indicated	VERB	indicate
with	ADP	with
a	DET	a
pencil	NOUN	pencil
point	NOUN	point
a	DET	a
small	ADJ	small
space	NOUN	space
aft	ADV	aft
on	ADP	on
the	DET	the
port	ADJ	port
side	NOUN	side
.	PUNCT	.
Whitridge	PROPN	Whitridge
nodded	VERB	nod
his	PRON	his
acceptance	NOUN	acceptance
and	CCONJ	and
at	ADP	at
that	DET	that
moment	NOUN	moment
the	DET	the
office	NOUN	office
door	NOUN	door
at	ADP	at
the	DET	the
