JEWEL	PROPN	JEWEL
bearing	NOUN	bearing
about	ADP	about
him	PRON	he
,	PUNCT	,
and	CCONJ	and
he	PRON	he
was	AUX	be
clearly	ADV	clearly
a	DET	a
man	NOUN	man
given	VERB	give
to	ADP	to
command	NOUN	command
,	PUNCT	,
for	ADP	for
my	PRON	my
assistant	NOUN	assistant
mounted	VERB	mount
to	ADP	to
my	PRON	my
room	NOUN	room
with	ADP	with
his	PRON	his
name	NOUN	name
at	ADP	at
the	DET	the
first	ADJ	first
bidding	NOUN	bidding
.	PUNCT	.
""""	PUNCT	""""
Does	AUX	do
he	PRON	he
say	VERB	say
what	PRON	what
he	PRON	he
wants	VERB	want
?	PUNCT	?
""""	PUNCT	""""
I	PRON	I
asked	VERB	ask
,	PUNCT	,
reading	VERB	read
the	DET	the
large	ADJ	large
card	NOUN	card
upon	SCONJ	upon
which	DET	which
were	AUX	be
the	DET	the
words--	NOUN	words--
""""	PUNCT	""""
STENILOFF	PROPN	STENILOFF
CARMALOVITCH	PROPN	CARMALOVITCH
""""	PUNCT	""""
;	PUNCT	;
but	CCONJ	but
the	DET	the
man	NOUN	man
replied,--	PUNCT	replied,--
""""	PUNCT	""""
Only	ADV	only
that	SCONJ	that
he	PRON	he
must	AUX	must
see	VERB	see
you	PRON	you
immediately	ADV	immediately
.	PUNCT	.
I	PRON	I
do	AUX	do
n't	PART	not
like	VERB	like
the	DET	the
look	NOUN	look
of	ADP	of
him	PRON	he
at	ADV	at
all	ADV	all
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Is	AUX	be
Abel	PROPN	Abel
in	ADP	in
the	DET	the
shop	NOUN	shop
?	PUNCT	?
""""	PUNCT	""""
""""	PUNCT	""""
He	PRON	he
's	AUX	be
at	ADP	at
the	DET	the
door	NOUN	door
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
Very	ADV	very
well	ADV	well
;	PUNCT	;
let	VERB	let
him	PRON	he
come	VERB	come
to	ADP	to
the	DET	the
foot	NOUN	foot
of	ADP	of
my	PRON	my
stairs	NOUN	stair
,	PUNCT	,
and	CCONJ	and
if	SCONJ	if
I	PRON	I
ring	VERB	ring
as	ADV	as
usual	ADJ	usual
,	PUNCT	,
both	DET	both
of	ADP	of
you	PRON	you
come	VERB	come
up	ADP	up
.	PUNCT	.
""""	PUNCT	""""
In	ADP	in
this	DET	this
profession	NOUN	profession
of	ADP	of
jewel	NOUN	jewel
-	PUNCT	-
selling	NOUN	selling
--	PUNCT	--
for	ADP	for
every	DET	every
calling	NOUN	calling
is	AUX	be
a	DET	a
profession	NOUN	profession
nowadays	ADV	nowadays
--	PUNCT	--
we	PRON	we
are	AUX	be
so	ADV	so
constantly	ADV	constantly
cheek	NOUN	cheek
by	ADP	by
jowl	NOUN	jowl
with	ADP	with
swindlers	NOUN	swindler
that	SCONJ	that
the	DET	the
coming	NOUN	coming
of	ADP	of
one	NUM	one
more	ADV	more
or	CCONJ	or
less	ADV	less
is	AUX	be
of	ADP	of
little	ADJ	little
moment	NOUN	moment
in	ADP	in
a	DET	a
day	NOUN	day
's	PART	's
work	NOUN	work
.	PUNCT	.
At	ADP	at
my	PRON	my
own	ADJ	own
place	NOUN	place
of	ADP	of
business	NOUN	business
the	DET	the
material	ADJ	material
and	CCONJ	and
personal	ADJ	personal
precautions	NOUN	precaution
are	AUX	be
so	ADV	so
organized	ADJ	organized
that	SCONJ	that
the	DET	the
cleverest	ADJ	clever
scoundrel	NOUN	scoundrel
living	VERB	live
would	AUX	would
be	AUX	be
troubled	VERB	trouble
to	PART	to
get	VERB	get
free	ADJ	free
of	ADP	of
the	DET	the
shop	NOUN	shop
with	ADP	with
sixpenny	NOUN	sixpenny
-	PUNCT	-
worth	NOUN	worth
of	ADP	of
booty	NOUN	booty
on	ADP	on
him	PRON	he
.	PUNCT	.
I	PRON	I
have	AUX	have
two	NUM	two
armed	ADJ	armed
men	NOUN	man
ready	ADJ	ready
at	ADP	at
the	DET	the
ring	NOUN	ring
of	ADP	of
my	PRON	my
bell	NOUN	bell
--	PUNCT	--
Abel	PROPN	Abel
is	AUX	be
one	NUM	one
of	ADP	of
them	PRON	they
--	PUNCT	--
and	CCONJ	and
a	DET	a
private	NOUN	private
wire	NOUN	wire
to	ADP	to
the	DET	the
nearest	ADJ	near
police	NOUN	police
-	PUNCT	-
station	NOUN	station
.	PUNCT	.
From	ADP	from
an	DET	an
alcove	NOUN	alcove
well	ADV	well
hidden	VERB	hide
on	ADP	on
the	DET	the
right	ADJ	right
hand	NOUN	hand
of	ADP	of
the	DET	the
lower	ADJ	low
room	NOUN	room
,	PUNCT	,
a	DET	a
man	NOUN	man
watches	VERB	watch
by	ADP	by
day	NOUN	day
the	DET	the
large	ADJ	large
cases	NOUN	case
where	SCONJ	where
the	DET	the
smaller	ADJ	small
gems	NOUN	gem
are	AUX	be
shown	VERB	show
,	PUNCT	,
and	CCONJ	and
by	ADP	by
night	NOUN	night
a	DET	a
couple	NOUN	couple
of	ADP	of
special	ADJ	special
guards	NOUN	guard
have	AUX	have
charge	NOUN	charge
of	ADP	of
the	DET	the
safe	ADJ	safe
and	CCONJ	and
the	DET	the
premises	NOUN	premise
.	PUNCT	.
I	PRON	I
touch	VERB	touch
a	DET	a
bell	NOUN	bell
twice	ADV	twice
in	ADP	in
my	PRON	my
room	NOUN	room
,	PUNCT	,
and	CCONJ	and
my	PRON	my
own	ADJ	own
detective	NOUN	detective
follows	VERB	follow
any	DET	any
visitor	NOUN	visitor
who	PRON	who
gives	VERB	give
birth	NOUN	birth
in	ADP	in
my	PRON	my
mind	NOUN	mind
to	ADP	to
the	DET	the
slightest	ADJ	slight
doubt	NOUN	doubt
.	PUNCT	.
I	PRON	I
ring	VERB	ring
three	NUM	three
times	NOUN	time
,	PUNCT	,
and	CCONJ	and
any	DET	any
obvious	ADJ	obvious
impostor	NOUN	impostor
is	AUX	be
held	VERB	hold
prisoner	NOUN	prisoner
until	ADP	until
the	DET	the
police	NOUN	police
come	VERB	come
.	PUNCT	.
These	DET	these
things	NOUN	thing
are	AUX	be
done	VERB	do
by	ADP	by
most	ADJ	most
jewelers	NOUN	jeweler
in	ADP	in
the	DET	the
West	PROPN	West
End	PROPN	End
;	PUNCT	;
there	PRON	there
is	AUX	be
nothing	PRON	nothing
in	ADP	in
them	PRON	they
either	CCONJ	either
unusual	ADJ	unusual
or	CCONJ	or
fearful	ADJ	fearful
.	PUNCT	.
There	PRON	there
are	AUX	be
so	ADV	so
many	ADJ	many
professed	VERB	profess
swindlers	NOUN	swindler
--	PUNCT	--
so	ADV	so
many	ADJ	many
would	AUX	would
-	PUNCT	-
be	AUX	be
snappers	NOUN	snapper
up	ADP	up
of	ADP	of
unconsidered	ADJ	unconsidered
and	CCONJ	and
considerable	ADJ	considerable
trifles	NOUN	trifle
--	PUNCT	--
that	SCONJ	that
precautions	NOUN	precaution
such	ADJ	such
as	ADP	as
I	PRON	I
have	AUX	have
named	VERB	name
are	AUX	be
the	DET	the
least	ADJ	least
that	SCONJ	that
common	ADJ	common
sense	NOUN	sense
and	CCONJ	and
common	ADJ	common
prudence	NOUN	prudence
will	AUX	will
allow	VERB	allow
one	PRON	one
to	PART	to
take	VERB	take
.	PUNCT	.
And	CCONJ	and
they	PRON	they
have	AUX	have
saved	VERB	save
me	PRON	I
from	ADP	from
loss	NOUN	loss
,	PUNCT	,
as	ADP	as
they	PRON	they
have	AUX	have
saved	VERB	save
others	NOUN	other
again	ADV	again
and	CCONJ	and
again	ADV	again
.	PUNCT	.
I	PRON	I
had	AUX	have
scarce	ADV	scarce
given	VERB	give
my	PRON	my
instructions	NOUN	instruction
to	ADP	to
Michel	PROPN	Michel
,	PUNCT	,
my	PRON	my
assistant	NOUN	assistant
--	PUNCT	--
a	DET	a
rare	ADJ	rare
reader	NOUN	reader
of	ADP	of
intention	NOUN	intention
,	PUNCT	,
and	CCONJ	and
a	DET	a
fine	ADJ	fine
judge	NOUN	judge
of	ADP	of
faces	NOUN	face
--	PUNCT	--
when	SCONJ	when
the	DET	the
shabby	ADJ	shabby
-	PUNCT	-
genteel	NOUN	genteel
man	NOUN	man
entered	VERB	enter
.	PUNCT	.
Michel	PROPN	Michel
placed	VERB	place
a	DET	a
chair	NOUN	chair
for	ADP	for
him	PRON	he
on	ADP	on
the	DET	the
opposite	ADJ	opposite
side	NOUN	side
of	ADP	of
my	PRON	my
desk	NOUN	desk
,	PUNCT	,
and	CCONJ	and
then	ADV	then
left	VERB	leave
the	DET	the
room	NOUN	room
.	PUNCT	.
There	PRON	there
was	AUX	be
no	DET	no
more	ADJ	more
greeting	NOUN	greeting
between	ADP	between
the	DET	the
newcomer	NOUN	newcomer
and	CCONJ	and
myself	PRON	myself
than	ADP	than
a	DET	a
mutual	ADJ	mutual
nodding	NOUN	nodding
of	ADP	of
heads	NOUN	head
;	PUNCT	;
and	CCONJ	and
he	PRON	he
on	ADP	on
his	PRON	his
part	NOUN	part
fell	VERB	fall
at	ADP	at
once	ADV	once
upon	SCONJ	upon
his	PRON	his
business	NOUN	business
.	PUNCT	.
He	PRON	he
took	VERB	take
a	DET	a
large	ADJ	large
paper	NOUN	paper
parcel	NOUN	parcel
from	ADP	from
the	DET	the
inside	ADJ	inside
pocket	NOUN	pocket
of	ADP	of
his	PRON	his
coat	NOUN	coat
and	CCONJ	and
began	VERB	begin
to	PART	to
unpack	VERB	unpack
it	PRON	it
;	PUNCT	;
but	CCONJ	but
there	PRON	there
was	AUX	be
so	ADV	so
much	ADJ	much
paper	NOUN	paper
,	PUNCT	,
both	DET	both
brown	ADJ	brown
and	CCONJ	and
tissue	NOUN	tissue
,	PUNCT	,
that	SCONJ	that
I	PRON	I
had	AUX	have
some	DET	some
moments	NOUN	moment
of	ADP	of
leisure	NOUN	leisure
in	ADP	in
which	DET	which
to	PART	to
examine	VERB	examine
him	PRON	he
more	ADV	more
closely	ADV	closely
before	ADP	before
we	PRON	we
got	VERB	get
to	PART	to
talk	VERB	talk
.	PUNCT	.
I	PRON	I
set	VERB	set
him	PRON	he
down	ADP	down
in	ADP	in
my	PRON	my
mind	NOUN	mind
as	ADP	as
a	DET	a
man	NOUN	man
hovering	VERB	hover
on	ADP	on
the	DET	the
boundary	NOUN	boundary
line	NOUN	line
of	ADP	of
the	DET	the
middle	ADJ	middle
age	NOUN	age
,	PUNCT	,
a	DET	a
man	NOUN	man
with	ADP	with
infinite	ADJ	infinite
distinction	NOUN	distinction
marked	VERB	mark
in	ADP	in
a	DET	a
somewhat	ADV	somewhat
worn	ADJ	worn
face	NOUN	face
,	PUNCT	,
and	CCONJ	and
with	ADP	with
some	DET	some
of	ADP	of
the	DET	the
oldest	ADJ	old
clothes	NOUN	clothe
under	ADP	under
the	DET	the
shielding	VERB	shield
long	ADJ	long
coat	NOUN	coat
that	PRON	that
I	PRON	I
have	AUX	have
ever	ADV	ever
looked	VERB	look
upon	SCONJ	upon
.	PUNCT	.
These	DET	these
I	PRON	I
saw	VERB	see
when	SCONJ	when
he	PRON	he
unbuttoned	VERB	unbutton
the	DET	the
enveloping	VERB	envelop
cape	NOUN	cape
to	PART	to
get	VERB	get
at	ADP	at
his	PRON	his
parcel	NOUN	parcel
in	ADP	in
the	DET	the
inner	ADJ	inner
pocket	NOUN	pocket
;	PUNCT	;
and	CCONJ	and
while	SCONJ	while
he	PRON	he
undid	VERB	undo
it	PRON	it
,	PUNCT	,
I	PRON	I
could	AUX	could
observe	VERB	observe
that	SCONJ	that
his	PRON	his
fingers	NOUN	finger
were	AUX	be
thin	ADJ	thin
as	ADP	as
the	DET	the
talons	NOUN	talon
of	ADP	of
a	DET	a
bird	NOUN	bird
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
he	PRON	he
trembled	VERB	tremble
all	ADV	all
over	ADV	over
with	ADP	with
the	DET	the
mere	ADJ	mere
effort	NOUN	effort
of	ADP	of
unloosing	VERB	unloose
the	DET	the
string	NOUN	string
.	PUNCT	.
The	DET	the
operation	NOUN	operation
lasted	VERB	last
some	DET	some
minutes	NOUN	minute
.	PUNCT	.
He	PRON	he
spoke	VERB	speak
no	DET	no
word	NOUN	word
during	ADP	during
that	DET	that
time	NOUN	time
,	PUNCT	,
but	CCONJ	but
when	SCONJ	when
he	PRON	he
had	AUX	have
reduced	VERB	reduce
the	DET	the
coil	NOUN	coil
of	ADP	of
brown	ADJ	brown
paper	NOUN	paper
to	ADP	to
a	DET	a
tiny	ADJ	tiny
square	NOUN	square
of	ADP	of
wash	NOUN	wash
-	PUNCT	-
leather	NOUN	leather
,	PUNCT	,
I	PRON	I
asked	VERB	ask
him,--	PRON	him,--
""""	PUNCT	""""
Have	AUX	have
you	PRON	you
something	PRON	something
to	PART	to
show	VERB	show
me	PRON	I
?	PUNCT	?
""""	PUNCT	""""
He	PRON	he
looked	VERB	look
up	ADP	up
at	ADP	at
me	PRON	I
with	ADP	with
a	DET	a
pair	NOUN	pair
of	ADP	of
intensely	ADV	intensely
,	PUNCT	,
ridiculously	ADV	ridiculously
blue	ADJ	blue
eyes	NOUN	eye
,	PUNCT	,
and	CCONJ	and
shrugged	VERB	shrug
his	PRON	his
shoulders	NOUN	shoulder
.	PUNCT	.
""""	PUNCT	""""
Should	AUX	should
I	PRON	I
undo	VERB	undo
all	DET	all
these	DET	these
papers	NOUN	paper
if	SCONJ	if
I	PRON	I
had	AUX	have
not	PART	not
?	PUNCT	?
""""	PUNCT	""""
he	PRON	he
responded	VERB	respond
;	PUNCT	;
and	CCONJ	and
I	PRON	I
saw	VERB	see
at	ADP	at
once	ADV	once
that	SCONJ	that
he	PRON	he
was	AUX	be
a	DET	a
man	NOUN	man
who	PRON	who
,	PUNCT	,
from	ADP	from
a	DET	a
verbal	ADJ	verbal
point	NOUN	point
of	ADP	of
view	NOUN	view
,	PUNCT	,
stood	VERB	stand
objectionably	ADV	objectionably
upon	SCONJ	upon
the	DET	the
defensive	NOUN	defensive
.	PUNCT	.
""""	PUNCT	""""
What	PRON	what
sort	NOUN	sort
of	ADP	of
a	DET	a
stone	NOUN	stone
is	AUX	be
it	PRON	it
?	PUNCT	?
""""	PUNCT	""""
I	PRON	I
went	VERB	go
on	ADV	on
in	ADP	in
a	DET	a
somewhat	ADV	somewhat
uninterested	ADJ	uninterested
tone	NOUN	tone
of	ADP	of
voice	NOUN	voice
;	PUNCT	;
""""	PUNCT	""""
not	PART	not
a	DET	a
ruby	NOUN	ruby
,	PUNCT	,
I	PRON	I
hope	VERB	hope
.	PUNCT	.
I	PRON	I
have	AUX	have
just	ADV	just
bought	VERB	buy
a	DET	a
parcel	NOUN	parcel
of	ADP	of
rubies	NOUN	ruby
.	PUNCT	.
""""	PUNCT	""""
By	ADP	by
way	NOUN	way
of	ADP	of
answer	NOUN	answer
he	PRON	he
opened	VERB	open
the	DET	the
little	ADJ	little
wash	NOUN	wash
-	PUNCT	-
leather	NOUN	leather
bag	NOUN	bag
,	PUNCT	,
and	CCONJ	and
taking	VERB	take
up	ADP	up
my	PRON	my
jewel	NOUN	jewel
-	PUNCT	-
tongs	NOUN	tong
,	PUNCT	,
which	DET	which
lay	VERB	lie
at	ADP	at
his	PRON	his
hand	NOUN	hand
,	PUNCT	,
he	PRON	he
held	VERB	hold
up	ADP	up
an	DET	an
opal	NOUN	opal
of	ADP	of
such	ADJ	such
prodigious	ADJ	prodigious
size	NOUN	size
and	CCONJ	and
quality	NOUN	quality
that	SCONJ	that
I	PRON	I
restrained	VERB	restrain
myself	PRON	myself
with	ADP	with
difficulty	NOUN	difficulty
from	ADP	from
crying	VERB	cry
out	ADP	out
at	ADP	at
the	DET	the
sight	NOUN	sight
of	ADP	of
it	PRON	it
.	PUNCT	.
It	PRON	it
was	AUX	be
a	DET	a
Cerwenitza	PROPN	Cerwenitza
stone	NOUN	stone
,	PUNCT	,
I	PRON	I
saw	VERB	see
at	ADP	at
a	DET	a
glance	NOUN	glance
,	PUNCT	,
almost	ADV	almost
a	DET	a
perfect	ADJ	perfect
circle	NOUN	circle
in	ADP	in
shape	NOUN	shape
,	PUNCT	,
and	CCONJ	and
at	ADV	at
least	ADV	least
four	NUM	four
inches	NOUN	inch
in	ADP	in
diameter	NOUN	diameter
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
touch	NOUN	touch
of	ADP	of
the	DET	the
oxide	NOUN	oxide
in	ADP	in
its	PRON	its
color	NOUN	color
which	DET	which
gave	VERB	give
it	PRON	it
the	DET	the
faintest	ADJ	faint
suspicion	NOUN	suspicion
of	ADP	of
black	NOUN	black
in	ADP	in
the	DET	the
shade	NOUN	shade
of	ADP	of
its	PRON	its
lights	NOUN	light
;	PUNCT	;
but	CCONJ	but
for	ADP	for
wealth	NOUN	wealth
of	ADP	of
hue	NOUN	hue
and	CCONJ	and
dazzling	ADJ	dazzling
richness	NOUN	richness
in	ADP	in
its	PRON	its
general	ADJ	general
quality	NOUN	quality
,	PUNCT	,
it	PRON	it
surpassed	VERB	surpass
any	DET	any
stone	NOUN	stone
I	PRON	I
have	AUX	have
ever	ADV	ever
known	VERB	know
,	PUNCT	,
even	ADV	even
that	DET	that
in	ADP	in
the	DET	the
imperial	ADJ	imperial
cabinet	NOUN	cabinet
at	ADP	at
Vienna	PROPN	Vienna
.	PUNCT	.
So	ADV	so
brilliant	ADJ	brilliant
was	AUX	be
it	PRON	it
,	PUNCT	,
so	ADV	so
fascinating	ADJ	fascinating
in	ADP	in
the	DET	the
ever	ADV	ever
-	PUNCT	-
changing	VERB	change
play	NOUN	play
of	ADP	of
its	PRON	its
amazing	ADJ	amazing
variegations	NOUN	variegation
,	PUNCT	,
so	ADV	so
perfect	ADJ	perfect
in	ADP	in
every	DET	every
characteristic	NOUN	characteristic
of	ADP	of
the	DET	the
finest	ADJ	fine
Hungarian	ADJ	hungarian
gem	NOUN	gem
,	PUNCT	,
that	SCONJ	that
for	ADP	for
some	DET	some
moments	NOUN	moment
I	PRON	I
let	VERB	let
the	DET	the
man	NOUN	man
hold	VERB	hold
it	PRON	it
out	ADP	out
to	ADP	to
me	PRON	I
,	PUNCT	,
and	CCONJ	and
said	VERB	say
no	DET	no
word	NOUN	word
.	PUNCT	.
There	PRON	there
was	AUX	be
running	VERB	run
through	ADP	through
my	PRON	my
mind	NOUN	mind
the	DET	the
question	NOUN	question
which	DET	which
must	AUX	must
have	AUX	have
arisen	VERB	arise
under	ADP	under
such	ADJ	such
circumstances	NOUN	circumstance
:	PUNCT	:
Where	SCONJ	where
had	AUX	have
he	PRON	he
got	VERB	got
it	PRON	it
from	ADP	from
?	PUNCT	?
He	PRON	he
had	AUX	have
stolen	VERB	steal
it	PRON	it
,	PUNCT	,
