Team	PROPN	Team
,	PUNCT	,
complaining	VERB	complain
voice	NOUN	voice
.	PUNCT	.
""""	PUNCT	""""
She	PRON	she
is	AUX	be
industrious	ADJ	industrious
,	PUNCT	,
intelligent	ADJ	intelligent
,	PUNCT	,
punctual	ADJ	punctual
and	CCONJ	and
well	ADV	well
-	PUNCT	-
mannered	ADJ	mannered
,	PUNCT	,
but	CCONJ	but
simply	ADV	simply
too	ADV	too
good	ADV	good
-	PUNCT	-
looking	ADJ	looking
--	PUNCT	--
a	DET	a
disturbing	ADJ	disturbing
element	NOUN	element
in	ADP	in
the	DET	the
office	NOUN	office
on	ADP	on
account	NOUN	account
of	ADP	of
her	PRON	her
appearance	NOUN	appearance
.	PUNCT	.
I	PRON	I
made	VERB	make
a	DET	a
grave	NOUN	grave
mistake	NOUN	mistake
in	ADP	in
engaging	VERB	engage
her	PRON	she
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
president	NOUN	president
,	PUNCT	,
who	PRON	who
had	AUX	have
been	AUX	be
a	DET	a
professor	NOUN	professor
of	ADP	of
botany	NOUN	botany
at	ADP	at
a	DET	a
great	NOUN	great
university	NOUN	university
before	ADP	before
he	PRON	he
resigned	VERB	resign
in	ADP	in
order	NOUN	order
to	PART	to
become	VERB	become
head	NOUN	head
of	ADP	of
The	DET	the
Universal	PROPN	Universal
Encyclopedia	PROPN	Encyclopedia
of	ADP	of
Necessary	PROPN	Necessary
Knowledge	PROPN	Knowledge
Publishing	PROPN	Publishing
Corporation	PROPN	Corporation
,	PUNCT	,
was	AUX	be
a	ADJ	a
trifle	NOUN	trifle
deaf	ADJ	deaf
,	PUNCT	,
but	CCONJ	but
had	AUX	have
not	PART	not
as	ADV	as
yet	ADV	yet
admitted	VERB	admit
the	DET	the
fact	NOUN	fact
to	ADP	to
himself	PRON	himself
;	PUNCT	;
and	CCONJ	and
he	PRON	he
inquired	VERB	inquire
with	ADP	with
the	DET	the
patient	ADJ	patient
,	PUNCT	,
slightly	ADV	slightly
contemptuous	ADJ	contemptuous
surprise	NOUN	surprise
of	ADP	of
the	DET	the
deaf	NOUN	deaf
,	PUNCT	,
""""	PUNCT	""""
But	CCONJ	but
I	PRON	I
do	AUX	do
not	PART	not
understand	VERB	understand
why	SCONJ	why
she	PRON	she
is	AUX	be
crying	VERB	cry
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
It	PRON	it
is	AUX	be
not	PART	not
she	PRON	she
who	PRON	who
is	AUX	be
crying	VERB	cry
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
the	DET	the
office	NOUN	office
manager	NOUN	manager
regretfully	ADV	regretfully
;	PUNCT	;
""""	PUNCT	""""
it	PRON	it
is	AUX	be
Mr.	PROPN	Mr.
Rixon	PROPN	Rixon
,	PUNCT	,
our	PRON	our
third	ADJ	third
vice	NOUN	vice
president	NOUN	president
.	PUNCT	.
He	PRON	he
is	AUX	be
crying	VERB	cry
because	SCONJ	because
he	PRON	he
has	AUX	have
most	ADV	most
unfortunately	ADV	unfortunately
become	VERB	become
interested	ADJ	interested
in	ADP	in
the	DET	the
young	ADJ	young
woman	NOUN	woman
--	PUNCT	--
fallen	VERB	fall
in	ADP	in
love	NOUN	love
with	ADP	with
her	PRON	she
--	PUNCT	--
so	ADV	so
my	PRON	my
stenographer	NOUN	stenographer
tells	VERB	tell
me	PRON	I
.	PUNCT	.
""""	PUNCT	""""
The	DET	the
president	NOUN	president
peered	VERB	peer
through	ADP	through
his	PRON	his
bifocal	ADJ	bifocal
lenses	NOUN	lense
.	PUNCT	.
He	PRON	he
did	AUX	do
not	PART	not
wish	VERB	wish
to	PART	to
be	AUX	be
thought	VERB	think
one	NUM	one
of	ADP	of
those	DET	those
unsophisticated	ADJ	unsophisticated
scientists	NOUN	scientist
who	PRON	who
understand	VERB	understand
only	ADV	only
the	DET	the
plain	ADJ	plain
unpsychological	ADJ	unpsychological
process	NOUN	process
of	ADP	of
plants	NOUN	plant
.	PUNCT	.
He	PRON	he
inquired	VERB	inquire
whether	SCONJ	whether
the	DET	the
girl	NOUN	girl
had	AUX	have
encouraged	VERB	encourage
the	DET	the
third	ADJ	third
vice	NOUN	vice
president	NOUN	president
,	PUNCT	,
whether	SCONJ	whether
,	PUNCT	,
in	ADP	in
a	DET	a
word	NOUN	word
,	PUNCT	,
she	PRON	she
had	AUX	have
given	VERB	give
him	PRON	he
to	PART	to
understand	VERB	understand
that	SCONJ	that
she	PRON	she
took	VERB	take
a	DET	a
deeper	ADJ	deep
interest	NOUN	interest
in	ADP	in
him	PRON	he
than	ADP	than
was	AUX	be
actually	ADV	actually
the	DET	the
fact	NOUN	fact
,	PUNCT	,
""""	PUNCT	""""
the	DET	the
disappointment	NOUN	disappointment
of	ADP	of
the	DET	the
discovery	NOUN	discovery
being	AUX	be
the	DET	the
direct	ADJ	direct
cause	NOUN	cause
of	ADP	of
the	DET	the
emotional	ADJ	emotional
outbreak	NOUN	outbreak
which	DET	which
you	PRON	you
have	AUX	have
just	ADV	just
described	VERB	describe
.	PUNCT	.
""""	PUNCT	""""
Bunner	PROPN	Bunner
hesitated	VERB	hesitate
.	PUNCT	.
He	PRON	he
would	AUX	would
have	AUX	have
liked	VERB	like
to	PART	to
consider	VERB	consider
that	SCONJ	that
Miss	PROPN	Miss
Leavitt	PROPN	Leavitt
was	AUX	be
to	PART	to
blame	VERB	blame
,	PUNCT	,
for	ADP	for
otherwise	ADV	otherwise
the	DET	the
responsibility	NOUN	responsibility
was	AUX	be
entirely	ADV	entirely
his	PRON	his
own	ADJ	own
.	PUNCT	.
In	ADP	in
his	PRON	his
heart	NOUN	heart
he	PRON	he
believed	VERB	believe
she	PRON	she
was	AUX	be
,	PUNCT	,
for	ADP	for
he	PRON	he
was	AUX	be
one	NUM	one
of	ADP	of
those	DET	those
men	NOUN	man
who	PRON	who
despise	VERB	despise
women	NOUN	woman
and	CCONJ	and
yet	ADV	yet
consider	VERB	consider
them	PRON	they
omnipotent	ADJ	omnipotent
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
ca	AUX	can
n't	PART	not
say	VERB	say
I	PRON	I
've	AUX	have
ever	ADV	ever
seen	VERB	see
her	PRON	she
do	AUX	do
more	ADJ	more
than	ADP	than
say	VERB	say
good	ADJ	good
morning	NOUN	morning
to	ADP	to
him	PRON	he
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
answered	VERB	answer
rather	ADV	rather
crossly	ADV	crossly
.	PUNCT	.
""""	PUNCT	""""
But	CCONJ	but
I	PRON	I
believe	VERB	believe
there	PRON	there
is	AUX	be
a	DET	a
way	NOUN	way
of	ADP	of
avoiding	VERB	avoid
a	DET	a
man	NOUN	man
--	PUNCT	--
with	ADP	with
her	PRON	her
appearance	NOUN	appearance
.	PUNCT	.
You	PRON	you
have	AUX	have
probably	ADV	probably
never	ADV	never
noticed	VERB	notice
her	PRON	she
,	PUNCT	,
sir	NOUN	sir
,	PUNCT	,
but----	CCONJ	but----
""""	PUNCT	""""
""""	PUNCT	""""
Oh	INTJ	oh
,	PUNCT	,
I	PRON	I
've	AUX	have
noticed	VERB	notice
her	PRON	she
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
president	NOUN	president
,	PUNCT	,
nodding	VERB	nod
his	PRON	his
old	ADJ	old
head	NOUN	head
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
've	AUX	have
noticed	VERB	notice
a	DET	a
certain	ADJ	certain
youth	NOUN	youth
and	CCONJ	and
exuberant	ADJ	exuberant
vitality	NOUN	vitality
,	PUNCT	,
and	CCONJ	and
--	PUNCT	--
yes	INTJ	yes
,	PUNCT	,
I	PRON	I
may	AUX	may
say	VERB	say
beauty	NOUN	beauty
--	PUNCT	--
decided	ADJ	decided
beauty	NOUN	beauty
.	PUNCT	.
""""	PUNCT	""""
Bunner	PROPN	Bunner
sighed	VERB	sigh
.	PUNCT	.
""""	PUNCT	""""
A	DET	a
girl	NOUN	girl
like	ADP	like
that	DET	that
ought	AUX	ought
to	PART	to
get	VERB	get
married	VERB	marry
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
They	PRON	they
ought	AUX	ought
not	PART	not
to	PART	to
be	AUX	be
working	VERB	work
in	ADP	in
offices	NOUN	office
,	PUNCT	,
making	VERB	make
trouble	NOUN	trouble
.	PUNCT	.
It	PRON	it
's	AUX	be
hard	ADJ	hard
on	ADP	on
young	ADJ	young
men	NOUN	man
of	ADP	of
susceptible	ADJ	susceptible
natures	NOUN	nature
like	ADP	like
Mr.	PROPN	Mr.
Rixon	PROPN	Rixon
.	PUNCT	.
You	PRON	you
can	AUX	can
hardly	ADV	hardly
blame	VERB	blame
him	PRON	he
.	PUNCT	.
""""	PUNCT	""""
No	INTJ	no
,	PUNCT	,
they	PRON	they
agreed	VERB	agree
they	PRON	they
did	AUX	do
not	PART	not
blame	VERB	blame
him	PRON	he
at	ADV	at
all	ADV	all
;	PUNCT	;
and	CCONJ	and
so	ADV	so
they	PRON	they
decided	VERB	decide
to	PART	to
let	VERB	let
the	DET	the
young	ADJ	young
woman	NOUN	woman
have	AUX	have
her	PRON	her
salary	NOUN	salary
to	ADP	to
the	DET	the
first	ADJ	first
of	ADP	of
the	DET	the
month	NOUN	month
and	CCONJ	and
let	VERB	let
her	PRON	she
go	VERB	go
immediately	ADV	immediately
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
will	AUX	will
be	AUX	be
best	ADJ	good
,	PUNCT	,
Bunner	PROPN	Bunner
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
the	DET	the
president	NOUN	president
,	PUNCT	,
and	CCONJ	and
dismissed	VERB	dismiss
the	DET	the
matter	NOUN	matter
from	ADP	from
his	PRON	his
mind	NOUN	mind
.	PUNCT	.
But	CCONJ	but
Bunner	PROPN	Bunner
,	PUNCT	,
who	PRON	who
knew	VERB	know
that	SCONJ	that
there	PRON	there
was	AUX	be
a	DET	a
possibility	NOUN	possibility
that	SCONJ	that
even	ADV	even
a	DET	a
beautiful	ADJ	beautiful
young	ADJ	young
woman	NOUN	woman
might	AUX	might
not	PART	not
enjoy	VERB	enjoy
losing	VERB	lose
her	PRON	her
job	NOUN	job
,	PUNCT	,
could	AUX	could
not	PART	not
dismiss	VERB	dismiss
the	DET	the
matter	NOUN	matter
from	ADP	from
his	PRON	his
mind	NOUN	mind
until	ADP	until
the	DET	the
interview	NOUN	interview
with	ADP	with
her	PRON	she
was	AUX	be
over	ADP	over
.	PUNCT	.
He	PRON	he
decided	VERB	decide
,	PUNCT	,
therefore	ADV	therefore
,	PUNCT	,
to	PART	to
hold	VERB	hold
it	PRON	it
at	ADP	at
once	ADV	once
,	PUNCT	,
and	CCONJ	and
withdrew	VERB	withdraw
from	ADP	from
the	DET	the
president	NOUN	president
's	PART	's
room	NOUN	room
,	PUNCT	,
where	SCONJ	where
,	PUNCT	,
as	ADP	as
a	DET	a
directors	NOUN	director
'	PART	'
meeting	NOUN	meeting
was	AUX	be
about	ADJ	about
to	PART	to
take	VERB	take
place	NOUN	place
,	PUNCT	,
the	DET	the
members	NOUN	member
of	ADP	of
the	DET	the
board	NOUN	board
were	AUX	be
already	ADV	already
beginning	VERB	begin
to	PART	to
gather	VERB	gather
.	PUNCT	.
Bunner	PROPN	Bunner
was	AUX	be
a	DET	a
pale	ADJ	pale
fat	ADJ	fat
man	NOUN	man
of	ADP	of
forty	NUM	forty
,	PUNCT	,
who	PRON	who
was	AUX	be
as	ADV	as
cold	ADJ	cold
to	ADP	to
the	DET	the
excessive	NOUN	excessive
emotion	NOUN	emotion
of	ADP	of
the	DET	the
third	ADJ	third
vice	NOUN	vice
president	NOUN	president
as	ADP	as
he	PRON	he
was	AUX	be
to	ADP	to
the	DET	the
inconvenient	NOUN	inconvenient
beauty	NOUN	beauty
which	DET	which
had	AUX	have
caused	VERB	cause
it	PRON	it
.	PUNCT	.
He	PRON	he
paused	VERB	pause
beside	ADP	beside
Miss	PROPN	Miss
Leavitt	PROPN	Leavitt
's	PART	's
desk	NOUN	desk
in	ADP	in
the	DET	the
outer	ADJ	outer
office	NOUN	office
and	CCONJ	and
requested	VERB	request
a	DET	a
moment	NOUN	moment
of	ADP	of
her	PRON	her
time	NOUN	time
.	PUNCT	.
She	PRON	she
had	AUX	have
finished	VERB	finish
going	VERB	go
over	ADP	over
the	DET	the
article	NOUN	article
on	ADP	on
Corals	PROPN	Corals
and	CCONJ	and
was	AUX	be
about	ADP	about
to	PART	to
begin	VERB	begin
that	DET	that
on	ADP	on
Coronach	PROPN	Coronach
--	PUNCT	--
a	DET	a
Scotch	PROPN	Scotch
dirge	NOUN	dirge
or	CCONJ	or
lamentation	NOUN	lamentation
for	ADP	for
the	DET	the
dead	ADJ	dead
.	PUNCT	.
She	PRON	she
had	AUX	have
just	ADV	just
been	AUX	be
wondering	VERB	wonder
whether	SCONJ	whether
any	DET	any
created	VERB	create
being	NOUN	being
would	AUX	would
ever	ADV	ever
want	VERB	want
to	PART	to
know	VERB	know
anything	PRON	anything
about	ADP	about
coronach	PROPN	coronach
,	PUNCT	,
when	SCONJ	when
Mr.	PROPN	Mr.
Bunner	PROPN	Bunner
spoke	VERB	speak
to	ADP	to
her	PRON	she
.	PUNCT	.
If	SCONJ	if
she	PRON	she
had	AUX	have
followed	VERB	follow
her	PRON	her
first	ADJ	first
impulse	NOUN	impulse
she	PRON	she
would	AUX	would
have	AUX	have
looked	VERB	look
up	ADP	up
and	CCONJ	and
beamed	VERB	beam
at	ADP	at
him	PRON	he
,	PUNCT	,
for	ADP	for
she	PRON	she
was	AUX	be
of	ADP	of
the	DET	the
most	ADV	most
friendly	ADJ	friendly
and	CCONJ	and
warmhearted	ADJ	warmhearted
nature	NOUN	nature
;	PUNCT	;
but	CCONJ	but
she	PRON	she
remembered	VERB	remember
that	SCONJ	that
beaming	NOUN	beaming
was	AUX	be
not	PART	not
safe	ADJ	safe
where	SCONJ	where
men	NOUN	man
were	AUX	be
concerned	VERB	concern
--	PUNCT	--
even	ADV	even
when	SCONJ	when
they	PRON	they
were	AUX	be
fat	ADJ	fat
and	CCONJ	and
forty	NUM	forty
--	PUNCT	--
so	ADV	so
she	PRON	she
answered	VERB	answer
coldly	ADV	coldly
,	PUNCT	,
""""	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
Mr.	PROPN	Mr.
Bunner	PROPN	Bunner
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
rose	VERB	rise
and	CCONJ	and
followed	VERB	follow
him	PRON	he
to	ADP	to
his	PRON	his
own	ADJ	own
little	ADJ	little
office	NOUN	office
.	PUNCT	.
Miss	PROPN	Miss
Pearl	PROPN	Pearl
Leavitt	PROPN	Leavitt
,	PUNCT	,
A.	PROPN	A.
B.	PROPN	B.
,	PUNCT	,
Rutland	PROPN	Rutland
College	PROPN	College
,	PUNCT	,
was	AUX	be
not	PART	not
one	NUM	one
of	ADP	of
those	DET	those
beauties	NOUN	beauty
who	PRON	who
must	AUX	must
be	AUX	be
pointed	VERB	point
out	ADP	out
to	ADP	to
you	PRON	you
before	ADP	before
you	PRON	you
appreciate	VERB	appreciate
their	PRON	their
quality	NOUN	quality
.	PUNCT	.
On	ADP	on
the	DET	the
contrary	NOUN	contrary
,	PUNCT	,
the	DET	the
eye	NOUN	eye
roving	VERB	rove
in	ADP	in
her	PRON	her
neighborhood	NOUN	neighborhood
was	AUX	be
attracted	VERB	attract
to	ADP	to
her	PRON	she
as	ADP	as
to	ADP	to
a	DET	a
luminary	NOUN	luminary
.	PUNCT	.
There	PRON	there
was	AUX	be
nothing	PRON	nothing
finicky	ADJ	finicky
or	CCONJ	or
subtle	ADJ	subtle
or	CCONJ	or
fine	ADV	fine
-	PUNCT	-
drawn	VERB	draw
about	ADP	about
her	PRON	she
.	PUNCT	.
Her	PRON	her
features	NOUN	feature
were	AUX	be
rather	ADV	rather
large	ADJ	large
and	CCONJ	and
simple	ADJ	simple
,	PUNCT	,
like	ADP	like
a	DET	a
Greek	ADJ	greek
statue	NOUN	statue
's	PART	's
,	PUNCT	,
though	SCONJ	though
entirely	ADV	entirely
without	ADP	without
a	DET	a
statue	NOUN	statue
's	PART	's
immobility	NOUN	immobility
.	PUNCT	.
Her	PRON	her
coloring	NOUN	coloring
was	AUX	be
vivid	ADJ	vivid
--	PUNCT	--
a	DET	a
warm	ADJ	warm
brunette	NOUN	brunette
complexion	NOUN	complexion
,	PUNCT	,
a	DET	a
bright	ADJ	bright
golden	ADJ	golden
head	NOUN	head
and	CCONJ	and
a	DET	a
pair	NOUN	pair
of	ADP	of
large	ADJ	large
gray	ADJ	gray
eyes	NOUN	eye
that	PRON	that
trembled	VERB	tremble
with	ADP	with
their	PRON	their
own	ADJ	own
light	NOUN	light
as	ADP	as
they	PRON	they
fixed	VERB	fix
themselves	PRON	themselves
upon	SCONJ	upon
you	PRON	you
,	PUNCT	,
much	ADV	much
as	ADP	as
the	DET	the
reflection	NOUN	reflection
of	ADP	of
the	DET	the
evening	NOUN	evening
star	NOUN	star
trembles	VERB	tremble
in	ADP	in
a	DET	a
quiet	ADJ	quiet
pool	NOUN	pool
.	PUNCT	.
But	CCONJ	but
what	PRON	what
had	AUX	have
always	ADV	always
made	VERB	make
her	NOUN	her
charm	NOUN	charm
,	PUNCT	,
more	ADJ	more
than	ADP	than
her	PRON	her
beauty	NOUN	beauty
,	PUNCT	,
was	AUX	be
her	PRON	her
obvious	ADJ	obvious
human	ADJ	human
desire	NOUN	desire
to	PART	to
be	AUX	be
a	DET	a
member	NOUN	member
of	ADP	of
the	DET	the
gang	NOUN	gang
--	PUNCT	--
to	PART	to
enjoy	VERB	enjoy
what	PRON	what
the	DET	the
crowd	NOUN	crowd
enjoyed	VERB	enjoy
and	CCONJ	and
do	AUX	do
what	PRON	what
was	AUX	be
being	AUX	be
done	VERB	do
.	PUNCT	.
It	PRON	it
was	AUX	be
agony	NOUN	agony
to	ADP	to
her	PRON	she
to	PART	to
assume	VERB	assume
the	DET	the
icy	ADJ	icy
,	PUNCT	,
impassive	ADJ	impassive
demeanor	NOUN	demeanor
which	DET	which
,	PUNCT	,
since	SCONJ	since
she	PRON	she
had	AUX	have
been	AUX	be
working	VERB	work
in	ADP	in
offices	NOUN	office
,	PUNCT	,
she	PRON	she
had	AUX	have
found	VERB	find
necessary	ADJ	necessary
.	PUNCT	.
But	CCONJ	but
she	PRON	she
did	AUX	do
it	PRON	it
.	PUNCT	.
She	PRON	she
was	AUX	be
hard	ADJ	hard
up	ADP	up
.	PUNCT	.
When	SCONJ	when
Mr.	PROPN	Mr.
Bunner	PROPN	Bunner
had	AUX	have
sent	VERB	send
away	ADV	away
his	PRON	his
stenographer	NOUN	stenographer
and	CCONJ	and
shut	VERB	shut
the	DET	the
door	NOUN	door
he	PRON	he
sat	VERB	sit
down	ADV	down
and	CCONJ	and
pressed	VERB	press
his	PRON	his
small	ADJ	small
fat	ADJ	fat
hands	NOUN	hand
together	ADV	together
.	PUNCT	.
""""	PUNCT	""""
Miss	PROPN	Miss
Leavitt	PROPN	Leavitt
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
am	AUX	be
sorry	ADJ	sorry
to	PART	to
be	AUX	be
obliged	VERB	oblige
to	PART	to
tell	VERB	tell
you	PRON	you
that	SCONJ	that
during	ADP	during
the	DET	the
summer	NOUN	summer
months	NOUN	month
when	SCONJ	when
so	ADV	so
many	ADJ	many
of	ADP	of
our	PRON	our
heads	NOUN	head
of	ADP	of
departments	NOUN	department
are	AUX	be
away	ADV	away
on	ADP	on
their	PRON	their
vacations	NOUN	vacation
,	PUNCT	,
we	PRON	we
shall	AUX	shall
be	AUX	be
obliged	VERB	oblige
to	PART	to
reduce	VERB	reduce
our	PRON	our
office	NOUN	office
staff	NOUN	staff
;	PUNCT	;
and	CCONJ	and
so	ADV	so
,	PUNCT	,
though	SCONJ	though
your	PRON	your
work	NOUN	work
has	AUX	have
been	AUX	be
most	ADV	most
satisfactory	ADJ	satisfactory
--	PUNCT	--
we	PRON	we
have	AUX	have
no	DET	no
complaint	NOUN	complaint
to	PART	to
make	VERB	make
of	ADP	of
your	PRON	your
work	NOUN	work
--	PUNCT	--
still	ADV	still
I	PRON	I
am	AUX	be
sorry	ADJ	sorry
to	PART	to
be	AUX	be
obliged	VERB	oblige
to	PART	to
tell	VERB	tell
you	PRON	you
that	SCONJ	that
during	ADP	during
the	DET	the
summer	NOUN	summer
months	NOUN	month
,	PUNCT	,
when	SCONJ	when
so	ADV	so
many	ADJ	many
of	ADP	of
our	PRON	our
heads	NOUN	head
of	ADP	of
departments----	NOUN	departments----
""""	PUNCT	""""
He	PRON	he
did	AUX	do
not	PART	not
know	VERB	know
what	PRON	what
was	AUX	be
the	DET	the
matter	NOUN	matter
;	PUNCT	;
the	DET	the
sentence	NOUN	sentence
appeared	VERB	appear
to	PART	to
be	AUX	be
a	DET	a
circular	ADJ	circular
sentence	NOUN	sentence
without	ADP	without
exits	NOUN	exit
.	PUNCT	.
Miss	PROPN	Miss
Leavitt	PROPN	Leavitt
folded	VERB	fold
her	PRON	her
arms	NOUN	arm
with	ADP	with
a	DET	a
rapid	ADJ	rapid
whirling	VERB	whirl
motion	NOUN	motion
.	PUNCT	.
Of	ADV	of
course	ADV	course
,	PUNCT	,
since	SCONJ	since
the	DET	the
first	ADJ	first
three	NUM	three
words	NOUN	word
of	ADP	of
his	PRON	his
sentence	NOUN	sentence
she	PRON	she
had	AUX	have
known	VERB	know
that	SCONJ	that
she	PRON	she
had	AUX	have
lost	VERB	lose
her	PRON	her
job	NOUN	job
.	PUNCT	.
""""	PUNCT	""""
Just	ADV	just
why	SCONJ	why
is	AUX	be
it	PRON	it
that	PRON	that
I	PRON	I
am	AUX	be
being	AUX	be
sent	VERB	send
away	ADV	away
?	PUNCT	?
""""	PUNCT	""""
she	PRON	she
said	VERB	say
.	PUNCT	.
Sulky	ADJ	sulky
children	NOUN	child
,	PUNCT	,
before	ADP	before
they	PRON	they
actually	ADV	actually
burst	VERB	burst
into	ADP	into
tears	NOUN	tear
,	PUNCT	,
have	AUX	have
a	DET	a
way	NOUN	way
of	ADP	of
almost	ADV	almost
visibly	ADV	visibly
swelling	VERB	swell
like	ADP	like
a	DET	a
storm	NOUN	storm
cloud	NOUN	cloud
.	PUNCT	.
It	PRON	it
would	AUX	would
be	AUX	be
wrong	ADJ	wrong
to	PART	to
suggest	VERB	suggest
that	SCONJ	that
anything	PRON	anything
as	ADV	as
lovely	ADJ	lovely
as	ADP	as
Pearl	PROPN	Pearl
Leavitt	PROPN	Leavitt
could	AUX	could
swell	VERB	swell
,	PUNCT	,
and	CCONJ	and
yet	ADV	yet
there	PRON	there
was	AUX	be
something	PRON	something
of	ADP	of
this	DET	this
effect	NOUN	effect
as	ADP	as
she	PRON	she
stared	VERB	stare
down	ADP	down
at	ADP	at
the	DET	the
office	NOUN	office
manager	NOUN	manager
.	PUNCT	.
He	PRON	he
did	AUX	do
not	PART	not
like	VERB	like
her	PRON	her
tone	NOUN	tone
,	PUNCT	,
nor	CCONJ	nor
yet	ADV	yet
her	PRON	her
look	NOUN	look
.	PUNCT	.
He	PRON	he
said	VERB	say
with	ADP	with
a	DET	a
sort	NOUN	sort
of	ADP	of
acid	ADJ	acid
smile	NOUN	smile
,	PUNCT	,
""""	PUNCT	""""
I	PRON	I
was	AUX	be
about	ADJ	about
to	PART	to
explain	VERB	explain
the	DET	the
reason	NOUN	reason
when	SCONJ	when
you	PRON	you
interrupted	VERB	interrupt
me	PRON	I
.	PUNCT	.
Although	SCONJ	although
your	PRON	your
work	NOUN	work
has	AUX	have
been	AUX	be
perfectly	ADV	perfectly
satisfactory	ADJ	satisfactory
,	PUNCT	,
we	PRON	we
feel	VERB	feel
that	SCONJ	that
during	ADP	during
the	DET	the
summer	NOUN	summer
months----	NOUN	months----
""""	PUNCT	""""
He	PRON	he
wrenched	VERB	wrench
himself	PRON	himself
away	ADV	away
from	ADP	from
that	DET	that
sentence	NOUN	sentence
entirely	ADV	entirely
.	PUNCT	.
""""	PUNCT	""""
It	PRON	it
is	AUX	be
the	DET	the
wish	NOUN	wish
of	ADP	of
the	DET	the
president	NOUN	president
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
you	PRON	you
be	VERB	be
given	VERB	give
your	PRON	your
salary	NOUN	salary
to	ADP	to
the	DET	the
first	ADJ	first
of	ADP	of
the	DET	the
month	NOUN	month
--	PUNCT	--
which	DET	which
I	PRON	I
hereby	ADV	hereby
hand	VERB	hand
you	PRON	you
--	PUNCT	--
and	CCONJ	and
be	AUX	be
told	VERB	tell
that	SCONJ	that
it	PRON	it
will	AUX	will
not	PART	not
be	AUX	be
necessary	ADJ	necessary
for	ADP	for
you	PRON	you
to	PART	to
come	VERB	come
here	ADV	here
after	ADP	after
today	NOUN	today
.	PUNCT	.
In	ADP	in
parting	VERB	part
with	ADP	with
you	PRON	you
,	PUNCT	,
Miss	PROPN	Miss
Leavitt	PROPN	Leavitt
,	PUNCT	,
I	PRON	I
wish	VERB	wish
to	PART	to
assure	VERB	assure
