Transcribed	VERB	transcribe
United	PROPN	United
States	PROPN	States
,	PUNCT	,
has	AUX	have
always	ADV	always
been	AUX	be
bestowed	VERB	bestow
upon	SCONJ	upon
distinguished	ADJ	distinguished
members	NOUN	member
of	ADP	of
the	DET	the
medical	ADJ	medical
profession	NOUN	profession
.	PUNCT	.
This	DET	this
profession	NOUN	profession
in	ADP	in
America	PROPN	America
has	AUX	have
constantly	ADV	constantly
been	AUX	be
held	VERB	hold
in	ADP	in
honour	NOUN	honour
,	PUNCT	,
and	CCONJ	and
more	ADV	more
successfully	ADV	successfully
than	ADP	than
elsewhere	ADV	elsewhere
has	AUX	have
put	VERB	put
forward	ADV	forward
a	DET	a
claim	NOUN	claim
to	ADP	to
the	DET	the
epithet	NOUN	epithet
of	ADP	of
“	PUNCT	""""
liberal	ADJ	liberal
.	PUNCT	.
”	PUNCT	""""
In	ADP	in
a	DET	a
country	NOUN	country
in	ADP	in
which	DET	which
,	PUNCT	,
to	PART	to
play	VERB	play
a	DET	a
social	ADJ	social
part	NOUN	part
,	PUNCT	,
you	PRON	you
must	AUX	must
either	CCONJ	either
earn	VERB	earn
your	PRON	your
income	NOUN	income
or	CCONJ	or
make	VERB	make
believe	VERB	believe
that	SCONJ	that
you	PRON	you
earn	VERB	earn
it	PRON	it
,	PUNCT	,
the	DET	the
healing	VERB	heal
art	NOUN	art
has	AUX	have
appeared	VERB	appear
in	ADP	in
a	DET	a
high	ADJ	high
degree	NOUN	degree
to	PART	to
combine	VERB	combine
two	NUM	two
recognised	VERB	recognise
sources	NOUN	source
of	ADP	of
credit	NOUN	credit
.	PUNCT	.
It	PRON	it
belongs	VERB	belong
to	ADP	to
the	DET	the
realm	NOUN	realm
of	ADP	of
the	DET	the
practical	ADJ	practical
,	PUNCT	,
which	DET	which
in	ADP	in
the	DET	the
United	PROPN	United
States	PROPN	States
is	AUX	be
a	DET	a
great	ADJ	great
recommendation	NOUN	recommendation
;	PUNCT	;
and	CCONJ	and
it	PRON	it
is	AUX	be
touched	VERB	touch
by	ADP	by
the	DET	the
light	NOUN	light
of	ADP	of
science	NOUN	science
—	PUNCT	—
a	DET	a
merit	NOUN	merit
appreciated	VERB	appreciate
in	ADP	in
a	DET	a
community	NOUN	community
in	ADP	in
which	DET	which
the	DET	the
love	NOUN	love
of	ADP	of
knowledge	NOUN	knowledge
has	AUX	have
not	PART	not
always	ADV	always
been	AUX	be
accompanied	VERB	accompany
by	ADP	by
leisure	NOUN	leisure
and	CCONJ	and
opportunity	NOUN	opportunity
.	PUNCT	.
It	PRON	it
was	AUX	be
an	DET	an
element	NOUN	element
in	ADP	in
Dr.	PROPN	Dr.
Sloper	PROPN	Sloper
's	PART	's
reputation	NOUN	reputation
that	SCONJ	that
his	PRON	his
learning	NOUN	learning
and	CCONJ	and
his	PRON	his
skill	NOUN	skill
were	AUX	be
very	ADV	very
evenly	ADV	evenly
balanced	ADJ	balanced
;	PUNCT	;
he	PRON	he
was	AUX	be
what	PRON	what
you	PRON	you
might	AUX	might
call	VERB	call
a	DET	a
scholarly	ADJ	scholarly
doctor	NOUN	doctor
,	PUNCT	,
and	CCONJ	and
yet	ADV	yet
there	PRON	there
was	AUX	be
nothing	PRON	nothing
abstract	ADJ	abstract
in	ADP	in
his	PRON	his
remedies	NOUN	remedy
—	PUNCT	—
he	PRON	he
always	ADV	always
ordered	VERB	order
you	PRON	you
to	PART	to
take	VERB	take
something	PRON	something
.	PUNCT	.
Though	SCONJ	though
he	PRON	he
was	AUX	be
felt	VERB	feel
to	PART	to
be	AUX	be
extremely	ADV	extremely
thorough	ADJ	thorough
,	PUNCT	,
he	PRON	he
was	AUX	be
not	PART	not
uncomfortably	ADV	uncomfortably
theoretic	ADJ	theoretic
,	PUNCT	,
and	CCONJ	and
if	SCONJ	if
he	PRON	he
sometimes	ADV	sometimes
explained	VERB	explain
matters	NOUN	matter
rather	ADV	rather
more	ADV	more
minutely	ADV	minutely
than	ADP	than
might	AUX	might
seem	VERB	seem
of	ADP	of
use	NOUN	use
to	ADP	to
the	DET	the
patient	NOUN	patient
,	PUNCT	,
he	PRON	he
never	ADV	never
went	VERB	go
so	ADV	so
far	ADV	far
(	PUNCT	(
like	ADP	like
some	DET	some
practitioners	NOUN	practitioner
one	PRON	one
has	AUX	have
heard	VERB	hear
of	ADP	of
)	PUNCT	)
as	ADP	as
to	PART	to
trust	VERB	trust
to	ADP	to
the	DET	the
explanation	NOUN	explanation
alone	ADV	alone
,	PUNCT	,
but	CCONJ	but
always	ADV	always
left	VERB	leave
behind	ADP	behind
him	PRON	he
an	DET	an
inscrutable	ADJ	inscrutable
prescription	NOUN	prescription
.	PUNCT	.
There	PRON	there
were	AUX	be
some	DET	some
doctors	NOUN	doctor
that	PRON	that
left	VERB	leave
the	DET	the
prescription	NOUN	prescription
without	ADP	without
offering	VERB	offer
any	DET	any
explanation	NOUN	explanation
at	ADP	at
all	ADV	all
;	PUNCT	;
and	CCONJ	and
he	PRON	he
did	AUX	do
not	PART	not
belong	VERB	belong
to	ADP	to
that	DET	that
class	NOUN	class
either	ADV	either
,	PUNCT	,
which	DET	which
was	AUX	be
,	PUNCT	,
after	ADV	after
all	ADV	all
,	PUNCT	,
the	DET	the
most	ADV	most
vulgar	ADJ	vulgar
.	PUNCT	.
It	PRON	it
will	AUX	will
be	AUX	be
seen	VERB	see
that	SCONJ	that
I	PRON	I
am	AUX	be
describing	VERB	describe
a	DET	a
clever	ADJ	clever
man	NOUN	man
;	PUNCT	;
and	CCONJ	and
this	DET	this
is	AUX	be
really	ADV	really
the	DET	the
reason	NOUN	reason
why	SCONJ	why
Dr.	PROPN	Dr.
Sloper	PROPN	Sloper
had	AUX	have
become	VERB	become
a	DET	a
local	ADJ	local
celebrity	NOUN	celebrity
.	PUNCT	.
At	ADP	at
the	DET	the
time	NOUN	time
at	ADP	at
which	DET	which
we	PRON	we
are	AUX	be
chiefly	ADV	chiefly
concerned	VERB	concern
with	ADP	with
him	PRON	he
,	PUNCT	,
he	PRON	he
was	AUX	be
some	DET	some
fifty	NUM	fifty
years	NOUN	year
of	ADP	of
age	NOUN	age
,	PUNCT	,
and	CCONJ	and
his	PRON	his
popularity	NOUN	popularity
was	AUX	be
at	ADP	at
its	PRON	its
height	NOUN	height
.	PUNCT	.
He	PRON	he
was	AUX	be
very	ADV	very
witty	ADJ	witty
,	PUNCT	,
and	CCONJ	and
he	PRON	he
passed	VERB	pass
in	ADP	in
the	DET	the
best	ADJ	good
society	NOUN	society
of	ADP	of
New	PROPN	New
York	PROPN	York
for	ADP	for
a	DET	a
man	NOUN	man
of	ADP	of
the	DET	the
world	NOUN	world
—	PUNCT	—
which	DET	which
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
he	PRON	he
was	AUX	be
,	PUNCT	,
in	ADP	in
a	DET	a
very	ADV	very
sufficient	ADJ	sufficient
degree	NOUN	degree
.	PUNCT	.
I	PRON	I
hasten	VERB	hasten
to	PART	to
add	VERB	add
,	PUNCT	,
to	PART	to
anticipate	VERB	anticipate
possible	ADJ	possible
misconception	NOUN	misconception
,	PUNCT	,
that	SCONJ	that
he	PRON	he
was	AUX	be
not	PART	not
the	DET	the
least	ADJ	least
of	ADP	of
a	DET	a
charlatan	NOUN	charlatan
.	PUNCT	.
He	PRON	he
was	AUX	be
a	DET	a
thoroughly	ADV	thoroughly
honest	ADJ	honest
man	NOUN	man
—	PUNCT	—
honest	ADJ	honest
in	ADP	in
a	DET	a
degree	NOUN	degree
of	ADP	of
which	DET	which
he	PRON	he
had	AUX	have
perhaps	ADV	perhaps
lacked	VERB	lack
the	DET	the
opportunity	NOUN	opportunity
to	PART	to
give	VERB	give
the	DET	the
complete	NOUN	complete
measure	NOUN	measure
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
putting	VERB	put
aside	ADV	aside
the	DET	the
great	ADJ	great
good	NOUN	good
-	PUNCT	-
nature	NOUN	nature
of	ADP	of
the	DET	the
circle	NOUN	circle
in	ADP	in
which	DET	which
he	PRON	he
practised	VERB	practise
,	PUNCT	,
which	DET	which
was	AUX	be
rather	ADV	rather
fond	ADJ	fond
of	ADP	of
boasting	VERB	boast
that	SCONJ	that
it	PRON	it
possessed	VERB	possess
the	DET	the
“	PUNCT	""""
brightest	ADJ	bright
”	PUNCT	""""
doctor	NOUN	doctor
in	ADP	in
the	DET	the
country	NOUN	country
,	PUNCT	,
he	PRON	he
daily	ADV	daily
justified	VERB	justify
his	PRON	his
claim	NOUN	claim
to	ADP	to
the	DET	the
talents	NOUN	talent
attributed	VERB	attribute
to	ADP	to
him	PRON	he
by	ADP	by
the	DET	the
popular	ADJ	popular
voice	NOUN	voice
.	PUNCT	.
He	PRON	he
was	AUX	be
an	DET	an
observer	NOUN	observer
,	PUNCT	,
even	ADV	even
a	DET	a
philosopher	NOUN	philosopher
,	PUNCT	,
and	CCONJ	and
to	PART	to
be	AUX	be
bright	ADJ	bright
was	AUX	be
so	ADV	so
natural	ADJ	natural
to	ADP	to
him	PRON	he
,	PUNCT	,
and	CCONJ	and
(	PUNCT	(
as	ADP	as
the	DET	the
popular	ADJ	popular
voice	NOUN	voice
said	VERB	say
)	PUNCT	)
came	VERB	come
so	ADV	so
easily	ADV	easily
,	PUNCT	,
that	SCONJ	that
he	PRON	he
never	ADV	never
aimed	VERB	aim
at	ADP	at
mere	ADJ	mere
effect	NOUN	effect
,	PUNCT	,
and	CCONJ	and
had	AUX	have
none	NOUN	none
of	ADP	of
the	DET	the
little	ADJ	little
tricks	NOUN	trick
and	CCONJ	and
pretensions	NOUN	pretension
of	ADP	of
second	ADJ	second
-	PUNCT	-
rate	NOUN	rate
reputations	NOUN	reputation
.	PUNCT	.
It	PRON	it
must	AUX	must
be	AUX	be
confessed	VERB	confess
that	SCONJ	that
fortune	NOUN	fortune
had	AUX	have
favoured	VERB	favour
him	PRON	he
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
he	PRON	he
had	AUX	have
found	VERB	find
the	DET	the
path	NOUN	path
to	ADP	to
prosperity	NOUN	prosperity
very	ADV	very
soft	ADJ	soft
to	ADP	to
his	PRON	his
tread	NOUN	tread
.	PUNCT	.
He	PRON	he
had	AUX	have
married	VERB	marry
at	ADP	at
the	DET	the
age	NOUN	age
of	ADP	of
twenty	NUM	twenty
-	PUNCT	-
seven	NUM	seven
,	PUNCT	,
for	ADP	for
love	NOUN	love
,	PUNCT	,
a	DET	a
very	ADV	very
charming	ADJ	charming
girl	NOUN	girl
,	PUNCT	,
Miss	PROPN	Miss
Catherine	PROPN	Catherine
Harrington	PROPN	Harrington
,	PUNCT	,
of	ADP	of
New	PROPN	New
York	PROPN	York
,	PUNCT	,
who	PRON	who
,	PUNCT	,
in	ADP	in
addition	NOUN	addition
to	ADP	to
her	PRON	her
charms	NOUN	charm
,	PUNCT	,
had	AUX	have
brought	VERB	bring
him	PRON	he
a	DET	a
solid	ADJ	solid
dowry	NOUN	dowry
.	PUNCT	.
Mrs.	PROPN	Mrs.
Sloper	PROPN	Sloper
was	AUX	be
amiable	ADJ	amiable
,	PUNCT	,
graceful	ADJ	graceful
,	PUNCT	,
accomplished	ADJ	accomplished
,	PUNCT	,
elegant	ADJ	elegant
,	PUNCT	,
and	CCONJ	and
in	ADP	in
1820	NUM	1820
she	PRON	she
had	AUX	have
been	AUX	be
one	NUM	one
of	ADP	of
the	DET	the
pretty	ADJ	pretty
girls	NOUN	girl
of	ADP	of
the	DET	the
small	ADJ	small
but	CCONJ	but
promising	ADJ	promising
capital	NOUN	capital
which	DET	which
clustered	VERB	cluster
about	ADP	about
the	DET	the
Battery	PROPN	Battery
and	CCONJ	and
overlooked	VERB	overlook
the	DET	the
Bay	PROPN	Bay
,	PUNCT	,
and	CCONJ	and
of	ADP	of
which	DET	which
the	DET	the
uppermost	ADJ	uppermost
boundary	NOUN	boundary
was	AUX	be
indicated	VERB	indicate
by	ADP	by
the	DET	the
grassy	ADJ	grassy
waysides	NOUN	wayside
of	ADP	of
Canal	PROPN	Canal
Street	PROPN	Street
.	PUNCT	.
Even	ADV	even
at	ADP	at
the	DET	the
age	NOUN	age
of	ADP	of
twenty	NUM	twenty
-	PUNCT	-
seven	NUM	seven
Austin	PROPN	Austin
Sloper	PROPN	Sloper
had	AUX	have
made	VERB	make
his	PRON	his
mark	NOUN	mark
sufficiently	ADV	sufficiently
to	PART	to
mitigate	VERB	mitigate
the	DET	the
anomaly	NOUN	anomaly
of	ADP	of
his	PRON	his
having	VERB	have
been	AUX	be
chosen	VERB	choose
among	ADP	among
a	DET	a
dozen	NOUN	dozen
suitors	NOUN	suitor
by	ADP	by
a	DET	a
young	ADJ	young
woman	NOUN	woman
of	ADP	of
high	NOUN	high
fashion	NOUN	fashion
,	PUNCT	,
who	PRON	who
had	AUX	have
ten	NUM	ten
thousand	NUM	thousand
dollars	NOUN	dollar
of	ADP	of
income	NOUN	income
and	CCONJ	and
the	DET	the
most	ADV	most
charming	ADJ	charming
eyes	NOUN	eye
in	ADP	in
the	DET	the
island	NOUN	island
of	ADP	of
Manhattan	PROPN	Manhattan
.	PUNCT	.
These	DET	these
eyes	NOUN	eye
,	PUNCT	,
and	CCONJ	and
some	DET	some
of	ADP	of
their	PRON	their
accompaniments	NOUN	accompaniment
,	PUNCT	,
were	AUX	be
for	ADP	for
about	ADP	about
five	NUM	five
years	NOUN	year
a	DET	a
source	NOUN	source
of	ADP	of
extreme	NOUN	extreme
satisfaction	NOUN	satisfaction
to	ADP	to
the	DET	the
young	ADJ	young
physician	NOUN	physician
,	PUNCT	,
who	PRON	who
was	AUX	be
both	CCONJ	both
a	DET	a
devoted	ADJ	devoted
and	CCONJ	and
a	DET	a
very	ADV	very
happy	ADJ	happy
husband	NOUN	husband
.	PUNCT	.
The	DET	the
fact	NOUN	fact
of	ADP	of
his	PRON	his
having	VERB	have
married	VERB	marry
a	DET	a
rich	ADJ	rich
woman	NOUN	woman
made	VERB	make
no	DET	no
difference	NOUN	difference
in	ADP	in
the	DET	the
line	NOUN	line
he	PRON	he
had	AUX	have
traced	VERB	trace
for	ADP	for
himself	PRON	himself
,	PUNCT	,
and	CCONJ	and
he	PRON	he
cultivated	VERB	cultivate
his	PRON	his
profession	NOUN	profession
with	ADP	with
as	ADV	as
definite	ADJ	definite
a	DET	a
purpose	NOUN	purpose
as	ADP	as
if	SCONJ	if
he	PRON	he
still	ADV	still
had	AUX	have
no	DET	no
other	ADJ	other
resources	NOUN	resource
than	ADP	than
his	PRON	his
fraction	NOUN	fraction
of	ADP	of
the	DET	the
modest	ADJ	modest
patrimony	NOUN	patrimony
which	DET	which
on	ADP	on
his	PRON	his
father	NOUN	father
's	PART	's
death	NOUN	death
he	PRON	he
had	AUX	have
shared	VERB	share
with	ADP	with
his	PRON	his
brothers	NOUN	brother
and	CCONJ	and
sisters	NOUN	sister
.	PUNCT	.
This	DET	this
purpose	NOUN	purpose
had	AUX	have
not	PART	not
been	AUX	be
preponderantly	ADV	preponderantly
to	PART	to
make	VERB	make
money	NOUN	money
—	PUNCT	—
it	PRON	it
had	AUX	have
been	AUX	be
rather	ADV	rather
to	PART	to
learn	VERB	learn
something	PRON	something
and	CCONJ	and
to	PART	to
do	AUX	do
something	PRON	something
.	PUNCT	.
To	PART	to
learn	VERB	learn
something	PRON	something
interesting	ADJ	interesting
,	PUNCT	,
and	CCONJ	and
to	PART	to
do	AUX	do
something	PRON	something
useful	ADJ	useful
—	PUNCT	—
this	DET	this
was	AUX	be
,	PUNCT	,
roughly	ADV	roughly
speaking	VERB	speak
,	PUNCT	,
the	DET	the
programme	NOUN	programme
he	PRON	he
had	AUX	have
sketched	VERB	sketch
,	PUNCT	,
and	CCONJ	and
of	ADP	of
which	DET	which
the	DET	the
accident	NOUN	accident
of	ADP	of
his	PRON	his
wife	NOUN	wife
having	VERB	have
an	DET	an
income	NOUN	income
appeared	VERB	appear
to	ADP	to
him	PRON	he
in	ADP	in
no	DET	no
degree	NOUN	degree
to	PART	to
modify	VERB	modify
the	DET	the
validity	NOUN	validity
.	PUNCT	.
He	PRON	he
was	AUX	be
fond	ADJ	fond
of	ADP	of
his	PRON	his
practice	NOUN	practice
,	PUNCT	,
and	CCONJ	and
of	ADP	of
exercising	VERB	exercise
a	DET	a
skill	NOUN	skill
of	ADP	of
which	DET	which
he	PRON	he
was	AUX	be
agreeably	ADV	agreeably
conscious	ADJ	conscious
,	PUNCT	,
and	CCONJ	and
it	PRON	it
was	AUX	be
so	ADJ	so
patent	ADJ	patent
a	DET	a
truth	NOUN	truth
that	SCONJ	that
if	SCONJ	if
he	PRON	he
were	AUX	be
not	PART	not
a	DET	a
doctor	NOUN	doctor
there	PRON	there
was	AUX	be
nothing	PRON	nothing
else	ADV	else
he	PRON	he
could	AUX	could
be	AUX	be
,	PUNCT	,
that	SCONJ	that
a	DET	a
doctor	NOUN	doctor
he	PRON	he
persisted	VERB	persist
in	ADP	in
being	AUX	be
,	PUNCT	,
in	ADP	in
the	DET	the
best	ADJ	good
possible	ADJ	possible
conditions	NOUN	condition
.	PUNCT	.
Of	ADV	of
course	ADV	course
his	PRON	his
easy	ADJ	easy
domestic	ADJ	domestic
situation	NOUN	situation
saved	VERB	save
him	PRON	he
a	DET	a
good	ADJ	good
deal	NOUN	deal
of	ADP	of
drudgery	NOUN	drudgery
,	PUNCT	,
and	CCONJ	and
his	PRON	his
wife	NOUN	wife
's	PART	's
affiliation	NOUN	affiliation
to	ADP	to
the	DET	the
“	PUNCT	""""
best	ADJ	good
people	NOUN	people
”	PUNCT	""""
brought	VERB	bring
him	PRON	he
a	DET	a
good	ADJ	good
many	ADJ	many
of	ADP	of
those	DET	those
patients	NOUN	patient
whose	DET	whose
symptoms	NOUN	symptom
are	AUX	be
,	PUNCT	,
if	SCONJ	if
not	PART	not
more	ADV	more
interesting	ADJ	interesting
in	ADP	in
themselves	PRON	themselves
than	ADP	than
those	DET	those
of	ADP	of
the	DET	the
lower	ADJ	low
orders	NOUN	order
,	PUNCT	,
at	ADP	at
least	ADJ	least
more	ADV	more
consistently	ADV	consistently
displayed	VERB	display
.	PUNCT	.
He	PRON	he
desired	VERB	desire
experience	NOUN	experience
,	PUNCT	,
and	CCONJ	and
in	ADP	in
the	DET	the
course	NOUN	course
of	ADP	of
twenty	NUM	twenty
years	NOUN	year
he	PRON	he
got	VERB	get
a	DET	a
great	ADJ	great
deal	NOUN	deal
.	PUNCT	.
It	PRON	it
must	AUX	must
be	AUX	be
added	VERB	add
that	SCONJ	that
it	PRON	it
came	VERB	come
to	ADP	to
him	PRON	he
in	ADP	in
some	DET	some
forms	NOUN	form
which	DET	which
,	PUNCT	,
whatever	DET	whatever
might	AUX	might
have	AUX	have
been	AUX	be
their	PRON	their
intrinsic	ADJ	intrinsic
value	NOUN	value
,	PUNCT	,
made	VERB	make
it	PRON	it
the	DET	the
reverse	NOUN	reverse
of	ADP	of
welcome	NOUN	welcome
.	PUNCT	.
His	PRON	his
first	ADJ	first
child	NOUN	child
,	PUNCT	,
a	DET	a
little	ADJ	little
boy	NOUN	boy
of	ADP	of
extraordinary	ADJ	extraordinary
promise	NOUN	promise
,	PUNCT	,
as	ADP	as
the	DET	the
Doctor	PROPN	Doctor
,	PUNCT	,
who	PRON	who
was	AUX	be
not	PART	not
addicted	VERB	addict
to	ADP	to
easy	ADJ	easy
enthusiasms	NOUN	enthusiasm
,	PUNCT	,
firmly	ADV	firmly
believed	VERB	believe
,	PUNCT	,
died	VERB	die
at	ADP	at
three	NUM	three
years	NOUN	year
of	ADP	of
age	NOUN	age
,	PUNCT	,
in	ADP	in
spite	NOUN	spite
of	ADP	of
everything	PRON	everything
that	PRON	that
the	DET	the
mother	NOUN	mother
's	PART	's
tenderness	NOUN	tenderness
and	CCONJ	and
the	DET	the
father	NOUN	father
's	PART	's
science	NOUN	science
could	AUX	could
invent	VERB	invent
to	PART	to
save	VERB	save
him	PRON	he
.	PUNCT	.
Two	NUM	two
years	NOUN	year
later	ADV	later
Mrs.	PROPN	Mrs.
Sloper	PROPN	Sloper
gave	VERB	give
birth	NOUN	birth
to	ADP	to
a	DET	a
second	ADJ	second
infant	NOUN	infant
—	PUNCT	—
an	DET	an
infant	NOUN	infant
of	ADP	of
a	DET	a
sex	NOUN	sex
which	DET	which
rendered	VERB	render
the	DET	the
poor	ADJ	poor
child	NOUN	child
,	PUNCT	,
to	ADP	to
the	DET	the
Doctor	PROPN	Doctor
's	PART	's
sense	NOUN	sense
,	PUNCT	,
an	DET	an
inadequate	ADJ	inadequate
substitute	NOUN	substitute
for	ADP	for
his	PRON	his
lamented	VERB	lament
first	ADJ	first
-	PUNCT	-
born	VERB	bear
,	PUNCT	,
of	ADP	of
whom	PRON	whom
he	PRON	he
had	AUX	have
promised	VERB	promise
himself	PRON	himself
to	PART	to
make	VERB	make
an	DET	an
admirable	ADJ	admirable
man	NOUN	man
.	PUNCT	.
The	DET	the
little	ADJ	little
girl	NOUN	girl
was	AUX	be
a	DET	a
disappointment	NOUN	disappointment
;	PUNCT	;
but	CCONJ	but
this	DET	this
was	AUX	be
not	PART	not
the	DET	the
worst	ADJ	bad
.	PUNCT	.
A	DET	a
week	NOUN	week
after	ADP	after
her	PRON	her
birth	NOUN	birth
the	DET	the
young	ADJ	young
mother	NOUN	mother
,	PUNCT	,
who	PRON	who
,	PUNCT	,
as	ADP	as
the	DET	the
phrase	NOUN	phrase
is	AUX	be
,	PUNCT	,
had	AUX	have
been	AUX	be
doing	VERB	do
well	ADV	well
,	PUNCT	,
suddenly	ADV	suddenly
betrayed	VERB	betray
alarming	ADJ	alarming
symptoms	NOUN	symptom
,	PUNCT	,
and	CCONJ	and
before	ADP	before
another	DET	another
week	NOUN	week
had	AUX	have
elapsed	VERB	elapse
Austin	PROPN	Austin
Sloper	PROPN	Sloper
was	AUX	be
a	DET	a
widower	NOUN	widower
.	PUNCT	.
For	ADP	for
a	DET	a
man	NOUN	man
whose	DET	whose
trade	NOUN	trade
was	AUX	be
to	PART	to
keep	VERB	keep
people	NOUN	people
alive	ADJ	alive
,	PUNCT	,
he	PRON	he
had	AUX	have
certainly	ADV	certainly
done	VERB	do
poorly	ADV	poorly
in	ADP	in
his	PRON	his
own	ADJ	own
family	NOUN	family
;	PUNCT	;
and	CCONJ	and
a	DET	a
bright	ADJ	bright
doctor	NOUN	doctor
who	PRON	who
within	ADP	within
three	NUM	three
years	NOUN	year
loses	VERB	lose
his	PRON	his
wife	NOUN	wife
and	CCONJ	and
his	PRON	his
little	ADJ	little
boy	NOUN	boy
should	AUX	should
perhaps	ADV	perhaps
be	AUX	be
prepared	VERB	prepare
to	PART	to
see	VERB	see
either	CCONJ	either
his	PRON	his
skill	NOUN	skill
or	CCONJ	or
his	PRON	his
affection	NOUN	affection
impugned	VERB	impugn
.	PUNCT	.
Our	PRON	our
friend	NOUN	friend
,	PUNCT	,
however	ADV	however
,	PUNCT	,
escaped	VERB	escape
criticism	NOUN	criticism
:	PUNCT	:
that	DET	that
is	AUX	be
,	PUNCT	,
he	PRON	he
escaped	VERB	escape
all	DET	all
criticism	NOUN	criticism
but	CCONJ	but
his	PRON	his
own	ADJ	own
,	PUNCT	,
which	DET	which
was	AUX	be
much	ADJ	much
the	DET	the
most	ADV	most
competent	ADJ	competent
and	CCONJ	and
most	ADV	most
formidable	ADJ	formidable
.	PUNCT	.
He	PRON	he
walked	VERB	walk
under	ADP	under
the	DET	the
weight	NOUN	weight
of	ADP	of
this	DET	this
very	ADV	very
private	ADJ	private
censure	NOUN	censure
for	ADP	for
the	DET	the
rest	NOUN	rest
of	ADP	of
his	PRON	his
days	NOUN	day
,	PUNCT	,
and	CCONJ	and
bore	VERB	bear
for	ADP	for
ever	ADV	ever
the	DET	the
scars	NOUN	scar
of	ADP	of
a	DET	a
castigation	NOUN	castigation
to	PART	to
which	DET	which
the	DET	the
strongest	ADJ	strong
hand	NOUN	hand
he	PRON	he
knew	VERB	know
had	AUX	have
treated	VERB	treat
him	PRON	he
on	ADP	on
the	DET	the
night	NOUN	night
that	PRON	that
followed	VERB	follow
his	PRON	his
wife	NOUN	wife
's	PART	's
death	NOUN	death
.	PUNCT	.
The	DET	the
world	NOUN	world
,	PUNCT	,
which	DET	which
,	PUNCT	,
as	ADP	as
I	PRON	I
have	AUX	have
said	VERB	say
,	PUNCT	,
appreciated	VERB	appreciate
him	PRON	he
,	PUNCT	,
pitied	VERB	pity
him	PRON	he
too	ADV	too
much	ADV	much
to	PART	to
be	AUX	be
ironical	ADJ	ironical
;	PUNCT	;
his	PRON	his
misfortune	NOUN	misfortune
made	VERB	make
him	PRON	he
more	ADV	more
interesting	ADJ	interesting
,	PUNCT	,
and	CCONJ	and
even	ADV	even
helped	VERB	help
him	PRON	he
to	PART	to
be	AUX	be
the	DET	the
fashion	ADJ	fashion
.	PUNCT	.
It	PRON	it
was	AUX	be
observed	VERB	observe
that	SCONJ	that
even	ADV	even
medical	ADJ	medical
families	NOUN	family
