WAY	NOUN	way
glasses	NOUN	glass
and	CCONJ	and
the	DET	the
dark	ADJ	dark
band	NOUN	band
from	ADP	from
her	PRON	her
forehead	NOUN	forehead
.	PUNCT	.
Kern	PROPN	Kern
,	PUNCT	,
meeting	VERB	meet
the	DET	the
gaze	NOUN	gaze
of	ADP	of
her	PRON	her
bright	ADJ	bright
blue	ADJ	blue
eye	NOUN	eye
,	PUNCT	,
was	AUX	be
conscious	ADJ	conscious
again	ADV	again
of	ADP	of
the	DET	the
little	ADJ	little
shock	NOUN	shock
he	PRON	he
always	ADV	always
felt	VERB	feel
when	SCONJ	when
he	PRON	he
looked	VERB	look
into	ADP	into
her	PRON	her
uncovered	ADJ	uncovered
face	NOUN	face
.	PUNCT	.
For	ADP	for
Kua	PROPN	Kua
was	AUX	be
a	DET	a
cyclops	NOUN	cyclops
.	PUNCT	.
She	PRON	she
had	AUX	have
one	NUM	one
eye	NOUN	eye
centered	VERB	center
in	ADP	in
her	PRON	her
forehead	NOUN	forehead
.	PUNCT	.
And	CCONJ	and
she	PRON	she
was	AUX	be
—	PUNCT	—
when	SCONJ	when
the	DET	the
mind	NOUN	mind
could	AUX	could
accept	VERB	accept
her	PRON	she
as	ADP	as
she	PRON	she
was	AUX	be
,	PUNCT	,
not	PART	not
as	ADP	as
she	PRON	she
should	AUX	should
be	AUX	be
—	PUNCT	—
a	DET	a
beautiful	ADJ	beautiful
woman	NOUN	woman
in	ADP	in
spite	NOUN	spite
of	ADP	of
it	PRON	it
.	PUNCT	.
That	DET	that
blue	ADJ	blue
brilliance	NOUN	brilliance
in	ADP	in
the	DET	the
dusky	ADJ	dusky
face	NOUN	face
had	AUX	have
a	DET	a
depth	NOUN	depth
and	CCONJ	and
luster	NOUN	luster
beyond	ADP	beyond
the	DET	the
eyes	NOUN	eye
of	ADP	of
humans	NOUN	human
.	PUNCT	.
Heavy	ADJ	heavy
lashes	NOUN	lash
ringed	VERB	ring
it	PRON	it
,	PUNCT	,
and	CCONJ	and
the	DET	the
gaze	NOUN	gaze
could	AUX	could
sink	VERB	sink
fathom	NOUN	fathom
upon	SCONJ	upon
fathom	NOUN	fathom
in	ADP	in
her	PRON	her
eye	NOUN	eye
and	CCONJ	and
never	ADV	never
plumb	VERB	plumb
its	PRON	its
depths	NOUN	depth
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Kua	PROPN	Kua
's	PART	's
eye	NOUN	eye
was	AUX	be
a	DET	a
perfect	ADJ	perfect
lens	NOUN	lens
.	PUNCT	.
Whatever	DET	whatever
lens	NOUN	lens
can	AUX	can
do	AUX	do
,	PUNCT	,
her	PRON	her
eye	NOUN	eye
could	AUX	could
do	AUX	do
.	PUNCT	.
No	DET	no
one	NOUN	one
could	AUX	could
be	AUX	be
sure	ADJ	sure
just	ADV	just
what	DET	what
miraculous	ADJ	miraculous
mechanisms	NOUN	mechanism
existed	VERB	exist
beyond	ADP	beyond
the	DET	the
blue	ADJ	blue
surface	NOUN	surface
,	PUNCT	,
but	CCONJ	but
she	PRON	she
could	AUX	could
see	VERB	see
to	ADP	to
a	DET	a
distance	NOUN	distance
almost	ADV	almost
beyond	ADP	beyond
the	DET	the
range	NOUN	range
of	ADP	of
the	DET	the
ordinary	ADJ	ordinary
telescope	NOUN	telescope
and	CCONJ	and
she	PRON	she
could	AUX	could
focus	VERB	focus
down	ADV	down
upon	SCONJ	upon
the	DET	the
microscopic	ADJ	microscopic
.	PUNCT	.
And	CCONJ	and
there	PRON	there
may	AUX	may
have	AUX	have
been	AUX	be
other	ADJ	other
things	NOUN	thing
the	DET	the
single	ADJ	single
eye	NOUN	eye
could	AUX	could
do	AUX	do
.	PUNCT	.
One	PRON	one
did	AUX	do
not	PART	not
question	VERB	question
one	PRON	one
's	PART	's
companions	NOUN	companion
too	ADV	too
closely	ADV	closely
in	ADP	in
this	DET	this
house	NOUN	house
of	ADP	of
the	DET	the
mutations	NOUN	mutation
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
've	AUX	have
been	AUX	be
with	ADP	with
us	PRON	we
two	NUM	two
years	NOUN	year
,	PUNCT	,
Kern	PROPN	Kern
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
was	AUX	be
saying	VERB	say
now	ADV	now
.	PUNCT	.
“	PUNCT	""""
Only	ADV	only
two	NUM	two
years	NOUN	year
.	PUNCT	.
You	PRON	you
do	AUX	do
n't	PART	not
know	VERB	know
yet	ADV	yet
how	SCONJ	how
strong	ADJ	strong
we	PRON	we
are	AUX	be
,	PUNCT	,
or	CCONJ	or
how	SCONJ	how
much	ADJ	much
we	PRON	we
can	AUX	can
accomplish	VERB	accomplish
among	ADP	among
us	PRON	we
.	PUNCT	.
Bruce	PROPN	Bruce
Hallam	PROPN	Hallam
knows	VERB	know
what	PRON	what
he	PRON	he
's	AUX	be
doing	VERB	do
,	PUNCT	,
Kern	PROPN	Kern
.	PUNCT	.
He	PRON	he
never	ADV	never
works	VERB	work
on	ADP	on
theories	NOUN	theory
.	PUNCT	.
Or	CCONJ	or
if	SCONJ	if
he	PRON	he
does	AUX	do
,	PUNCT	,
the	DET	the
theories	NOUN	theory
become	VERB	become
truth	NOUN	truth
.	PUNCT	.
He	PRON	he
has	AUX	have
a	DET	a
mind	NOUN	mind
like	ADP	like
that	DET	that
.	PUNCT	.
You	PRON	you
do	AUX	do
n't	PART	not
know	VERB	know
us	PRON	we
,	PUNCT	,
Kern	PROPN	Kern
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
You	PRON	you
ca	AUX	can
n't	PART	not
fight	VERB	fight
a	DET	a
whole	ADJ	whole
world	NOUN	world
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
No	INTJ	no
.	PUNCT	.
But	CCONJ	but
we	PRON	we
can	AUX	can
leave	VERB	leave
it	PRON	it
.	PUNCT	.
”	PUNCT	""""
She	PRON	she
smiled	VERB	smile
,	PUNCT	,
and	CCONJ	and
he	PRON	he
knew	VERB	know
she	PRON	she
saw	VERB	see
nothing	PRON	nothing
of	ADP	of
the	DET	the
golden	ADJ	golden
morning	NOUN	morning
all	DET	all
around	ADP	around
them	PRON	they
.	PUNCT	.
She	PRON	she
knew	VERB	know
nothing	PRON	nothing
,	PUNCT	,
really	ADV	really
,	PUNCT	,
of	ADP	of
the	DET	the
cities	NOUN	city
that	PRON	that
dotted	VERB	dot
the	DET	the
world	NOUN	world
of	ADP	of
1980	NUM	1980
,	PUNCT	,
or	CCONJ	or
the	DET	the
lives	NOUN	life
that	PRON	that
were	AUX	be
so	ADV	so
irrevocably	ADV	irrevocably
alien	ADJ	alien
to	ADP	to
her	PRON	she
.	PUNCT	.
They	PRON	they
should	AUX	should
have	AUX	have
been	AUX	be
alien	ADJ	alien
to	ADP	to
Kern	PROPN	Kern
too	ADV	too
,	PUNCT	,
but	CCONJ	but
not	PART	not
until	ADP	until
he	PRON	he
was	AUX	be
eighteen	NUM	eighteen
had	AUX	have
the	DET	the
wings	NOUN	wing
begun	VERB	begin
to	PART	to
grow	VERB	grow
upon	SCONJ	upon
his	PRON	his
shoulders	NOUN	shoulder
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
,	PUNCT	,
Kua	PROPN	Kua
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
'm	AUX	be
not	PART	not
sure	ADJ	sure
I	PRON	I
want	VERB	want
to	PART	to
.	PUNCT	.
I	PRON	I
had	AUX	have
a	DET	a
father	NOUN	father
and	CCONJ	and
a	DET	a
mother	NOUN	mother
—	PUNCT	—
brothers	NOUN	brother
—	PUNCT	—
friends	NOUN	friend
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Your	PRON	your
parents	NOUN	parent
are	AUX	be
your	PRON	your
greatest	ADJ	great
enemies	NOUN	enemy
,	PUNCT	,
”	PUNCT	""""
she	PRON	she
told	VERB	tell
him	PRON	he
flatly	ADV	flatly
.	PUNCT	.
“	PUNCT	""""
They	PRON	they
gave	VERB	give
you	PRON	you
life	NOUN	life
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
looked	VERB	look
away	ADV	away
from	ADP	from
the	DET	the
penetrating	ADJ	penetrating
stare	NOUN	stare
of	ADP	of
that	DET	that
great	ADJ	great
blue	ADJ	blue
single	ADJ	single
eye	NOUN	eye
and	CCONJ	and
past	ADP	past
her	PRON	she
at	ADP	at
the	DET	the
big	ADJ	big
plastic	ADJ	plastic
house	NOUN	house
.	PUNCT	.
That	DET	that
had	AUX	have
been	AUX	be
asylum	NOUN	asylum
,	PUNCT	,
after	ADP	after
the	DET	the
massacre	NOUN	massacre
of	ADP	of
1967	NUM	1967
—	PUNCT	—
asylum	NOUN	asylum
against	ADP	against
the	DET	the
hordes	NOUN	horde
bent	VERB	bend
on	ADP	on
extirpating	VERB	extirpate
the	DET	the
freakish	ADJ	freakish
monsters	NOUN	monster
created	VERB	create
by	ADP	by
atomic	ADJ	atomic
radiation	NOUN	radiation
.	PUNCT	.
He	PRON	he
could	AUX	could
not	PART	not
remember	VERB	remember
,	PUNCT	,
of	ADP	of
course	ADV	course
,	PUNCT	,
but	CCONJ	but
he	PRON	he
had	AUX	have
read	VERB	read
about	ADP	about
it	PRON	it
,	PUNCT	,
never	ADV	never
guessing	VERB	guess
then	ADV	then
that	SCONJ	that
such	DET	such
a	DET	a
thing	NOUN	thing
would	AUX	would
ever	ADV	ever
apply	VERB	apply
to	ADP	to
him	PRON	he
.	PUNCT	.
The	DET	the
old	ADJ	old
man	NOUN	man
had	AUX	have
told	VERB	tell
him	PRON	he
the	DET	the
story	NOUN	story
.	PUNCT	.
First	ADV	first
had	AUX	have
come	VERB	come
the	DET	the
atomic	ADJ	atomic
war	NOUN	war
,	PUNCT	,
brief	ADJ	brief
,	PUNCT	,
terrible	ADJ	terrible
,	PUNCT	,
letting	VERB	let
loose	ADJ	loose
nameless	ADJ	nameless
radiations	NOUN	radiation
upon	SCONJ	upon
the	DET	the
world	NOUN	world
.	PUNCT	.
And	CCONJ	and
then	ADV	then
had	AUX	have
followed	VERB	follow
the	DET	the
wave	NOUN	wave
upon	SCONJ	upon
wave	NOUN	wave
of	ADP	of
freak	NOUN	freak
births	NOUN	birth
among	ADP	among
those	DET	those
exposed	VERB	expose
to	ADP	to
it	PRON	it
.	PUNCT	.
Genes	NOUN	gene
and	CCONJ	and
chromosomes	NOUN	chromosome
altered	VERB	alter
beyond	ADP	beyond
comprehension	NOUN	comprehension
.	PUNCT	.
Monstrous	ADJ	monstrous
things	NOUN	thing
were	AUX	be
born	VERB	bear
of	ADP	of
human	ADJ	human
parents	NOUN	parent
.	PUNCT	.
One	NUM	one
in	ADP	in
ten	NUM	ten
,	PUNCT	,
perhaps	ADV	perhaps
,	PUNCT	,
had	AUX	have
been	AUX	be
a	DET	a
successful	ADJ	successful
mutation	NOUN	mutation
.	PUNCT	.
And	CCONJ	and
even	ADV	even
those	DET	those
were	AUX	be
dangerous	ADJ	dangerous
to	ADP	to
homo	NOUN	homo
sapiens	ADJ	sapiens
.	PUNCT	.
Evolution	NOUN	evolution
is	AUX	be
like	ADP	like
a	DET	a
roulette	NOUN	roulette
wheel	NOUN	wheel
.	PUNCT	.
The	DET	the
conditions	NOUN	condition
of	ADP	of
the	DET	the
earth	NOUN	earth
favor	VERB	favor
certain	ADJ	certain
types	NOUN	type
of	ADP	of
mutation	NOUN	mutation
capable	ADJ	capable
of	ADP	of
survival	NOUN	survival
.	PUNCT	.
But	CCONJ	but
atomic	ADJ	atomic
energies	NOUN	energy
had	AUX	have
upset	VERB	upset
the	DET	the
balance	NOUN	balance
,	PUNCT	,
and	CCONJ	and
mutations	NOUN	mutation
spawned	VERB	spawn
in	ADP	in
sheer	ADJ	sheer
madness	NOUN	madness
began	VERB	begin
to	PART	to
spread	VERB	spread
.	PUNCT	.
Not	PART	not
many	ADJ	many
,	PUNCT	,
of	ADP	of
course	NOUN	course
.	PUNCT	.
Not	PART	not
many	ADJ	many
were	AUX	be
viable	ADJ	viable
.	PUNCT	.
But	CCONJ	but
two	NUM	two
-	PUNCT	-
headed	ADJ	headed
things	NOUN	thing
were	AUX	be
born	VERB	bear
—	PUNCT	—
and	CCONJ	and
lived	VERB	live
—	PUNCT	—
along	ADP	along
with	ADP	with
geniuses	NOUN	genius
and	CCONJ	and
madmen	NOUN	madman
.	PUNCT	.
World	PROPN	World
Council	PROPN	Council
had	AUX	have
studied	VERB	study
the	DET	the
biological	ADJ	biological
and	CCONJ	and
social	ADJ	social
problem	NOUN	problem
for	ADP	for
a	DET	a
long	ADJ	long
time	NOUN	time
before	ADP	before
it	PRON	it
recommended	VERB	recommend
euthanasia	NOUN	euthanasia
.	PUNCT	.
Man	NOUN	man
's	PART	's
evolution	NOUN	evolution
had	AUX	have
been	AUX	be
planned	VERB	plan
and	CCONJ	and
charted	VERB	chart
.	PUNCT	.
It	PRON	it
must	AUX	must
not	PART	not
be	AUX	be
allowed	VERB	allow
to	PART	to
swerve	VERB	swerve
from	ADP	from
the	DET	the
track	NOUN	track
,	PUNCT	,
or	CCONJ	or
chaos	NOUN	chaos
would	AUX	would
be	AUX	be
let	VERB	let
loose	ADJ	loose
.	PUNCT	.
Geniuses	NOUN	genius
,	PUNCT	,
mutant	ADJ	mutant
humans	NOUN	human
with	ADP	with
abnormally	ADV	abnormally
high	ADJ	high
I.Q.	NOUN	I.Q.
's	NOUN	'
,	PUNCT	,
were	AUX	be
allowed	VERB	allow
to	PART	to
survive	VERB	survive
.	PUNCT	.
Of	ADP	of
the	DET	the
others	NOUN	other
,	PUNCT	,
none	NOUN	none
lived	VERB	live
after	ADP	after
they	PRON	they
had	AUX	have
been	AUX	be
detected	VERB	detect
.	PUNCT	.
Sometimes	ADV	sometimes
they	PRON	they
were	AUX	be
difficult	ADJ	difficult
to	PART	to
detect	VERB	detect
.	PUNCT	.
By	ADP	by
1968	NUM	1968
only	ADV	only
the	DET	the
true	ADJ	true
-	PUNCT	-
line	NOUN	line
mutations	NOUN	mutation
,	PUNCT	,
faithful	ADJ	faithful
to	ADP	to
the	DET	the
human	ADJ	human
biological	ADJ	biological
norm	NOUN	norm
,	PUNCT	,
were	AUX	be
alive	ADJ	alive
—	PUNCT	—
with	ADP	with
certain	ADJ	certain
exceptions	NOUN	exception
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
Such	ADJ	such
as	ADP	as
the	DET	the
old	ADJ	old
man	NOUN	man
's	PART	's
son	NOUN	son
,	PUNCT	,
Sam	PROPN	Sam
Brewster	PROPN	Brewster
.	PUNCT	.
He	PRON	he
was	AUX	be
a	DET	a
freak	NOUN	freak
,	PUNCT	,
with	ADP	with
a	DET	a
certain	ADJ	certain
—	PUNCT	—
talent	NOUN	talent
.	PUNCT	.
A	DET	a
superhuman	ADJ	superhuman
talent	NOUN	talent
.	PUNCT	.
The	DET	the
old	ADJ	old
man	NOUN	man
had	AUX	have
disobeyed	VERB	disobey
the	DET	the
Government	NOUN	government
law	NOUN	law
,	PUNCT	,
for	ADP	for
he	PRON	he
had	AUX	have
not	PART	not
sent	VERB	send
the	DET	the
infant	NOUN	infant
to	ADP	to
the	DET	the
labs	NOUN	lab
for	ADP	for
checking	NOUN	checking
and	CCONJ	and
testing	NOUN	testing
—	PUNCT	—
and	CCONJ	and
annihilation	NOUN	annihilation
.	PUNCT	.
Instead	ADV	instead
,	PUNCT	,
he	PRON	he
had	AUX	have
built	VERB	build
this	DET	this
great	ADJ	great
house	NOUN	house
,	PUNCT	,
and	CCONJ	and
the	DET	the
boy	NOUN	boy
had	AUX	have
never	ADV	never
gone	VERB	go
far	ADV	far
beyond	ADP	beyond
its	PRON	its
grounds	NOUN	ground
.	PUNCT	.
Gradually	ADV	gradually
then	ADV	then
,	PUNCT	,
partly	ADV	partly
to	PART	to
provide	VERB	provide
the	DET	the
youth	NOUN	youth
with	ADP	with
companionship	NOUN	companionship
,	PUNCT	,
partly	ADV	partly
out	ADP	out
of	ADP	of
compassion	NOUN	compassion
,	PUNCT	,
the	DET	the
father	NOUN	father
had	AUX	have
begun	VERB	begin
to	PART	to
gather	VERB	gather
others	NOUN	other
together	ADV	together
.	PUNCT	.
Secretly	ADV	secretly
,	PUNCT	,
a	DET	a
mutant	ADJ	mutant
infant	NOUN	infant
here	ADV	here
,	PUNCT	,
a	DET	a
mutant	ADJ	mutant
child	NOUN	child
there	ADV	there
,	PUNCT	,
he	PRON	he
brought	VERB	bring
them	PRON	they
in	ADP	in
,	PUNCT	,
until	ADP	until
he	PRON	he
had	AUX	have
a	DET	a
family	NOUN	family
of	ADP	of
freaks	NOUN	freak
in	ADP	in
the	DET	the
big	ADJ	big
plastic	NOUN	plastic
house	NOUN	house
.	PUNCT	.
He	PRON	he
had	AUX	have
not	PART	not
taken	VERB	take
them	PRON	they
haphazardly	ADV	haphazardly
.	PUNCT	.
Some	DET	some
would	AUX	would
not	PART	not
have	AUX	have
been	AUX	be
safe	ADJ	safe
to	PART	to
live	VERB	live
with	ADP	with
.	PUNCT	.
Some	DET	some
were	AUX	be
better	ADJ	well
dead	ADJ	dead
from	ADP	from
the	DET	the
start	NOUN	start
