Internet	PROPN	Internet
skyline	NOUN	skyline
,	PUNCT	,
the	DET	the
Rockies	PROPN	Rockies
reared	VERB	rear
their	PRON	their
peaks	NOUN	peak
.	PUNCT	.
And	CCONJ	and
the	DET	the
spell	NOUN	spell
of	ADP	of
the	DET	the
brooding	VERB	brood
mountains	NOUN	mountain
seemed	VERB	seem
to	PART	to
lie	VERB	lie
over	ADP	over
all	DET	all
the	DET	the
desolate	ADJ	desolate
,	PUNCT	,
butte	NOUN	butte
-	PUNCT	-
broken	VERB	break
surrounding	VERB	surround
country	NOUN	country
—	PUNCT	—
for	ADP	for
all	DET	all
was	AUX	be
utter	ADJ	utter
silence	NOUN	silence
.	PUNCT	.
And	CCONJ	and
then	ADV	then
there	PRON	there
came	VERB	come
a	DET	a
sound	NOUN	sound
,	PUNCT	,
low	ADJ	low
at	ADP	at
first	ADV	first
,	PUNCT	,
like	ADP	like
a	DET	a
strange	ADJ	strange
muttering	NOUN	muttering
from	ADP	from
somewhere	ADV	somewhere
to	ADP	to
the	DET	the
westward	NOUN	westward
.	PUNCT	.
It	PRON	it
died	VERB	die
away	ADV	away
,	PUNCT	,
grew	VERB	grow
louder	ADJ	loud
,	PUNCT	,
was	AUX	be
hushed	ADJ	hushed
again	ADV	again
—	PUNCT	—
and	CCONJ	and
broke	VERB	break
into	ADP	into
a	DET	a
sustained	ADJ	sustained
roar	NOUN	roar
.	PUNCT	.
Came	VERB	come
then	ADV	then
the	DET	the
quick	ADJ	quick
,	PUNCT	,
short	ADJ	short
gasps	NOUN	gasp
of	ADP	of
the	DET	the
exhaust	NOUN	exhaust
—	PUNCT	—
it	PRON	it
was	AUX	be
a	DET	a
freight	NOUN	freight
,	PUNCT	,
and	CCONJ	and
a	DET	a
heavy	ADJ	heavy
one	NUM	one
.	PUNCT	.
And	CCONJ	and
suddenly	ADV	suddenly
,	PUNCT	,
from	ADP	from
up	ADP	up
the	DET	the
track	NOUN	track
,	PUNCT	,
circling	VERB	circle
an	DET	an
intervening	VERB	intervene
butte	NOUN	butte
,	PUNCT	,
an	DET	an
electric	ADJ	electric
headlight	NOUN	headlight
cut	VERB	cut
streaming	VERB	stream
through	ADP	through
the	DET	the
black	NOUN	black
.	PUNCT	.
It	PRON	it
touched	VERB	touch
the	DET	the
little	ADJ	little
station	NOUN	station
in	ADP	in
a	DET	a
queerly	ADV	queerly
inquisitive	ADJ	inquisitive
way	NOUN	way
in	ADP	in
the	DET	the
sweep	NOUN	sweep
of	ADP	of
its	PRON	its
arc	NOUN	arc
,	PUNCT	,
lingered	VERB	linger
an	DET	an
instant	NOUN	instant
over	ADP	over
the	DET	the
platform	NOUN	platform
,	PUNCT	,
then	ADV	then
swung	VERB	swing
to	ADP	to
the	DET	the
right	NOUN	right
of	ADP	of
way	NOUN	way
,	PUNCT	,
and	CCONJ	and
held	VERB	hold
there	ADV	there
,	PUNCT	,
the	DET	the
metals	NOUN	metal
glistening	VERB	glisten
like	ADP	like
polished	ADJ	polished
silver	ADJ	silver
ribbons	NOUN	ribbon
under	ADP	under
the	DET	the
flood	NOUN	flood
of	ADP	of
light	NOUN	light
.	PUNCT	.
Straining	VERB	strain
,	PUNCT	,
panting	VERB	pant
at	ADP	at
its	PRON	its
load	NOUN	load
,	PUNCT	,
reddening	VERB	redden
the	DET	the
sky	NOUN	sky
as	ADP	as
the	DET	the
fire	NOUN	fire
-	PUNCT	-
box	NOUN	box
door	NOUN	door
was	AUX	be
flung	VERB	fling
open	ADJ	open
,	PUNCT	,
the	DET	the
big	ADJ	big
tenwheeler	NOUN	tenwheeler
stormed	VERB	storm
by	ADV	by
,	PUNCT	,
coughing	VERB	cough
the	DET	the
sparks	NOUN	spark
heavenward	ADV	heavenward
from	ADP	from
its	PRON	its
stack	NOUN	stack
.	PUNCT	.
The	DET	the
roar	NOUN	roar
in	ADP	in
the	DET	the
still	ADJ	still
night	NOUN	night
grew	VERB	grow
deafening	ADJ	deafening
,	PUNCT	,
as	ADP	as
boxcar	NOUN	boxcar
,	PUNCT	,
flat	ADJ	flat
and	CCONJ	and
gondola	NOUN	gondola
,	PUNCT	,
lurching	VERB	lurch
,	PUNCT	,
swaying	VERB	sway
,	PUNCT	,
clanking	VERB	clank
,	PUNCT	,
groaning	VERB	groan
,	PUNCT	,
an	DET	an
endless	ADJ	endless
string	NOUN	string
,	PUNCT	,
tugging	VERB	tug
at	ADP	at
one	NUM	one
another	DET	another
,	PUNCT	,
grinding	VERB	grind
their	PRON	their
flanges	NOUN	flange
,	PUNCT	,
screaming	VERB	scream
as	ADP	as
they	PRON	they
took	VERB	take
up	ADP	up
the	DET	the
axle	NOUN	axle
play	NOUN	play
,	PUNCT	,
staggered	VERB	stagger
with	ADP	with
a	DET	a
din	NOUN	din
infernal	ADJ	infernal
past	ADP	past
the	DET	the
lonely	ADJ	lonely
and	CCONJ	and
unlighted	ADJ	unlighted
station	NOUN	station
.	PUNCT	.
The	DET	the
roar	NOUN	roar
sank	VERB	sink
into	ADP	into
a	DET	a
gradually	ADV	gradually
diminishing	VERB	diminish
murmur	NOUN	murmur
.	PUNCT	.
The	DET	the
tail	NOUN	tail
-	PUNCT	-
lights	NOUN	light
winked	VERB	wink
like	ADP	like
mischievous	ADJ	mischievous
little	ADJ	little
red	ADJ	red
eyes	NOUN	eye
in	ADP	in
the	DET	the
distance	NOUN	distance
—	PUNCT	—
and	CCONJ	and
vanished	VERB	vanish
.	PUNCT	.
All	DET	all
was	AUX	be
stillness	NOUN	stillness
and	CCONJ	and
that	DET	that
brooding	ADJ	brooding
silence	NOUN	silence
again	ADV	again
.	PUNCT	.
And	CCONJ	and
then	ADV	then
a	DET	a
man	NOUN	man
's	PART	's
form	NOUN	form
,	PUNCT	,
like	ADP	like
a	DET	a
black	ADJ	black
shadow	NOUN	shadow
in	ADP	in
the	DET	the
darkness	NOUN	darkness
,	PUNCT	,
rose	VERB	rise
from	ADP	from
the	DET	the
trackside	NOUN	trackside
,	PUNCT	,
and	CCONJ	and
crept	VERB	creep
to	ADP	to
the	DET	the
platform	NOUN	platform
,	PUNCT	,
and	CCONJ	and
along	ADP	along
the	DET	the
platform	NOUN	platform
to	ADP	to
the	DET	the
station	NOUN	station
door	NOUN	door
.	PUNCT	.
The	DET	the
man	NOUN	man
bent	VERB	bend
forward	ADV	forward
,	PUNCT	,
and	CCONJ	and
the	DET	the
round	ADJ	round
,	PUNCT	,
white	ADJ	white
ray	NOUN	ray
of	ADP	of
a	DET	a
pocket	NOUN	pocket
flashlight	NOUN	flashlight
played	VERB	play
upon	SCONJ	upon
the	DET	the
lock	NOUN	lock
.	PUNCT	.
He	PRON	he
examined	VERB	examine
the	DET	the
lock	NOUN	lock
for	ADP	for
an	DET	an
instant	NOUN	instant
appraisingly	ADV	appraisingly
,	PUNCT	,
then	ADV	then
drew	VERB	draw
a	DET	a
bunch	NOUN	bunch
of	ADP	of
skeleton	NOUN	skeleton
keys	NOUN	key
from	ADP	from
his	PRON	his
pocket	NOUN	pocket
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
selecting	VERB	select
one	NUM	one
of	ADP	of
the	DET	the
number	NOUN	number
without	ADP	without
hesitation	NOUN	hesitation
,	PUNCT	,
unlocked	VERB	unlock
the	DET	the
door	NOUN	door
,	PUNCT	,
stepped	VERB	step
inside	ADV	inside
,	PUNCT	,
and	CCONJ	and
closed	VERB	close
the	DET	the
door	NOUN	door
behind	ADP	behind
him	PRON	he
.	PUNCT	.
The	DET	the
flashlight	NOUN	flashlight
swept	VERB	sweep
in	ADP	in
a	DET	a
circle	NOUN	circle
around	ADP	around
the	DET	the
interior	NOUN	interior
of	ADP	of
the	DET	the
little	ADJ	little
station	NOUN	station
.	PUNCT	.
There	PRON	there
were	AUX	be
but	ADV	but
two	NUM	two
rooms	NOUN	room
—	PUNCT	—
the	DET	the
small	ADJ	small
waiting	NOUN	waiting
room	NOUN	room
which	DET	which
he	PRON	he
had	AUX	have
entered	VERB	enter
,	PUNCT	,
and	CCONJ	and
in	ADP	in
which	DET	which
he	PRON	he
now	ADV	now
stood	VERB	stand
;	PUNCT	;
and	CCONJ	and
,	PUNCT	,
partitioned	VERB	partition
off	ADP	off
from	ADP	from
this	DET	this
,	PUNCT	,
the	DET	the
door	NOUN	door
open	ADJ	open
,	PUNCT	,
a	DET	a
still	ADV	still
smaller	ADJ	small
inner	ADJ	inner
room	NOUN	room
,	PUNCT	,
the	DET	the
agent	NOUN	agent
's	PART	's
office	NOUN	office
.	PUNCT	.
He	PRON	he
moved	VERB	move
at	ADV	at
once	ADV	once
into	ADP	into
the	DET	the
latter	ADJ	latter
,	PUNCT	,
and	CCONJ	and
his	PRON	his
flashlight	NOUN	flashlight
,	PUNCT	,
swiftly	ADV	swiftly
now	ADV	now
,	PUNCT	,
searched	VERB	search
around	ADP	around
the	DET	the
walls	NOUN	wall
and	CCONJ	and
held	VERB	hold
upon	SCONJ	upon
the	DET	the
clock	NOUN	clock
.	PUNCT	.
It	PRON	it
was	AUX	be
six	NUM	six
minutes	NOUN	minute
to	ADP	to
ten	NUM	ten
.	PUNCT	.
“	PUNCT	""""
Pretty	ADV	pretty
close	ADJ	close
work	NOUN	work
!	PUNCT	!
”	PUNCT	""""
muttered	VERB	mutter
the	DET	the
man	NOUN	man
.	PUNCT	.
“	PUNCT	""""
Six	NUM	six
minutes	NOUN	minute
to	PART	to
wait	VERB	wait
.	PUNCT	.
”	PUNCT	""""
The	DET	the
ray	NOUN	ray
travelled	VERB	travel
now	ADV	now
over	ADP	over
the	DET	the
operator	NOUN	operator
's	PART	's
table	NOUN	table
,	PUNCT	,
and	CCONJ	and
from	ADP	from
the	DET	the
table	NOUN	table
to	ADP	to
the	DET	the
switchboard	NOUN	switchboard
.	PUNCT	.
He	PRON	he
reached	VERB	reach
out	ADV	out
,	PUNCT	,
“	PUNCT	""""
cut	VERB	cut
in	ADP	in
”	PUNCT	""""
the	DET	the
office	NOUN	office
circuit	NOUN	circuit
,	PUNCT	,
listened	VERB	listen
for	ADP	for
an	DET	an
instant	NOUN	instant
as	ADP	as
the	DET	the
sounder	NOUN	sounder
began	VERB	begin
to	PART	to
chatter	VERB	chatter
—	PUNCT	—
then	ADV	then
the	DET	the
ray	NOUN	ray
swept	VERB	sweep
over	ADP	over
the	DET	the
table	NOUN	table
again	ADV	again
.	PUNCT	.
Under	ADP	under
a	DET	a
newspaper	NOUN	newspaper
,	PUNCT	,
that	PRON	that
the	DET	the
day	NOUN	day
man	NOUN	man
had	AUX	have
apparently	ADV	apparently
flung	VERB	fling
down	ADP	down
at	ADP	at
haphazard	ADV	haphazard
on	ADP	on
leaving	VERB	leave
the	DET	the
office	NOUN	office
,	PUNCT	,
he	PRON	he
found	VERB	find
a	DET	a
pad	NOUN	pad
of	ADP	of
telegraph	NOUN	telegraph
blanks	NOUN	blank
,	PUNCT	,
from	ADP	from
which	DET	which
,	PUNCT	,
evidently	ADV	evidently
wary	ADJ	wary
of	ADP	of
the	DET	the
consequences	NOUN	consequence
of	ADP	of
using	VERB	use
a	DET	a
pad	NOUN	pad
with	ADP	with
its	PRON	its
resultant	ADJ	resultant
tell	ADJ	tell
-	PUNCT	-
tale	ADJ	tale
impressions	NOUN	impression
on	ADP	on
the	DET	the
under	NOUN	under
sheets	NOUN	sheet
,	PUNCT	,
he	PRON	he
tore	VERB	tear
off	ADP	off
a	DET	a
sheet	NOUN	sheet
and	CCONJ	and
laid	VERB	lay
it	PRON	it
down	ADP	down
ready	ADJ	ready
to	PART	to
hand	VERB	hand
before	ADP	before
him	PRON	he
.	PUNCT	.
This	DET	this
done	VERB	do
,	PUNCT	,
he	PRON	he
nodded	VERB	nod
complacently	ADV	complacently
,	PUNCT	,
sat	VERB	sit
down	ADP	down
in	ADP	in
the	DET	the
operator	NOUN	operator
's	PART	's
chair	NOUN	chair
,	PUNCT	,
tilted	VERB	tilt
the	DET	the
chair	NOUN	chair
back	ADV	back
,	PUNCT	,
put	VERB	put
his	PRON	his
feet	NOUN	foot
up	ADP	up
on	ADP	on
the	DET	the
table	NOUN	table
,	PUNCT	,
and	CCONJ	and
coolly	ADV	coolly
picked	VERB	pick
up	ADP	up
the	DET	the
newspaper	NOUN	newspaper
.	PUNCT	.
It	PRON	it
was	AUX	be
the	DET	the
evening	NOUN	evening
edition	NOUN	edition
of	ADP	of
the	DET	the
Selkirk	PROPN	Selkirk
City	PROPN	City
Journal	PROPN	Journal
,	PUNCT	,
that	PRON	that
had	AUX	have
presumably	ADV	presumably
been	AUX	be
tossed	VERB	toss
off	ADP	off
at	ADP	at
the	DET	the
station	NOUN	station
by	ADP	by
a	DET	a
charitable	ADJ	charitable
train	NOUN	train
crew	NOUN	crew
of	ADP	of
some	DET	some
late	ADJ	late
afternoon	NOUN	afternoon
train	NOUN	train
out	ADV	out
from	ADP	from
the	DET	the
city	NOUN	city
.	PUNCT	.
He	PRON	he
held	VERB	hold
the	DET	the
paper	NOUN	paper
in	ADP	in
one	NUM	one
hand	NOUN	hand
,	PUNCT	,
the	DET	the
flashlight	NOUN	flashlight
in	ADP	in
the	DET	the
other	ADJ	other
,	PUNCT	,
scanned	VERB	scan
the	DET	the
page	NOUN	page
,	PUNCT	,
which	DET	which
happened	VERB	happen
to	PART	to
be	AUX	be
an	DET	an
inner	ADJ	inner
one	NUM	one
,	PUNCT	,
cursorily	ADV	cursorily
,	PUNCT	,
turned	VERB	turn
it	PRON	it
over	ADP	over
,	PUNCT	,
and	CCONJ	and
suddenly	ADV	suddenly
leaned	VERB	lean
forward	ADV	forward
a	DET	a
little	ADJ	little
in	ADP	in
his	PRON	his
seat	NOUN	seat
.	PUNCT	.
He	PRON	he
was	AUX	be
staring	VERB	stare
at	ADP	at
the	DET	the
headline	NOUN	headline
at	ADP	at
the	DET	the
top	ADJ	top
right	ADJ	right
-	PUNCT	-
hand	NOUN	hand
corner	NOUN	corner
of	ADP	of
the	DET	the
front	ADJ	front
page	NOUN	page
.	PUNCT	.
NOTORIOUS	ADJ	notorious
CRIMINAL	NOUN	CRIMINAL
RELEASED	VERB	release
FROM	ADP	from
SING	PROPN	SING
SING	PROPN	SING
POLICE	NOUN	POLICE
ARE	AUX	be
WARNED	VERB	warn
THAT	SCONJ	that
MAN	NOUN	man
MAY	AUX	may
BE	AUX	be
IN	ADP	in
THIS	DET	this
VICINITY	NOUN	vicinity
HARRY	PROPN	HARRY
MAUL	PROPN	MAUL
,	PUNCT	,
ALIAS	PROPN	ALIAS
THE	DET	the
HAWK	PROPN	HAWK
,	PUNCT	,
KNOWN	VERB	know
TO	PART	to
BE	AUX	be
IN	ADP	in
THE	DET	the
WEST	NOUN	west
The	DET	the
telegraph	NOUN	telegraph
sounder	NOUN	sounder
chattered	VERB	chatter
volubly	ADV	volubly
for	ADP	for
an	DET	an
instant	NOUN	instant
,	PUNCT	,
as	ADP	as
though	SCONJ	though
to	PART	to
challenge	VERB	challenge
and	CCONJ	and
silence	VERB	silence
the	DET	the
raucous	ADJ	raucous
ticking	NOUN	ticking
of	ADP	of
the	DET	the
clock	NOUN	clock
,	PUNCT	,
and	CCONJ	and
ended	VERB	end
in	ADP	in
a	DET	a
splutter	NOUN	splutter
of	ADP	of
wrath	NOUN	wrath
,	PUNCT	,
as	ADP	as
it	PRON	it
were	AUX	be
,	PUNCT	,
at	ADP	at
the	DET	the
futility	NOUN	futility
of	ADP	of
its	PRON	its
attempt	NOUN	attempt
.	PUNCT	.
The	DET	the
clock	NOUN	clock
ticked	VERB	tick
on	ADP	on
.	PUNCT	.
There	PRON	there
was	AUX	be
no	DET	no
other	ADJ	other
sound	NOUN	sound
.	PUNCT	.
And	CCONJ	and
then	ADV	then
the	DET	the
man	NOUN	man
spoke	VERB	speak
aloud	ADV	aloud
.	PUNCT	.
“	PUNCT	""""
That	DET	that
's	AUX	be
me	PRON	I
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
The	DET	the
Hawk	PROPN	Hawk
.	PUNCT	.
”	PUNCT	""""
The	DET	the
paper	NOUN	paper
rattled	VERB	rattle
in	ADP	in
his	PRON	his
hand	NOUN	hand
.	PUNCT	.
There	PRON	there
was	AUX	be
a	DET	a
twisted	ADJ	twisted
smile	NOUN	smile
on	ADP	on
his	PRON	his
lips	NOUN	lip
in	ADP	in
the	DET	the
darkness	NOUN	darkness
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
guess	VERB	guess
I	PRON	I
'm	AUX	be
pretty	ADV	pretty
well	ADV	well
known	VERB	know
.	PUNCT	.
”	PUNCT	""""
The	DET	the
Hawk	PROPN	Hawk
's	PART	's
eyes	NOUN	eye
fixed	VERB	fix
on	ADP	on
the	DET	the
text	NOUN	text
,	PUNCT	,
and	CCONJ	and
he	PRON	he
began	VERB	begin
to	PART	to
read	VERB	read
:	PUNCT	:
“	PUNCT	""""
It	PRON	it
is	AUX	be
reported	VERB	report
that	SCONJ	that
Harry	PROPN	Harry
Maul	PROPN	Maul
,	PUNCT	,
better	ADV	well
known	VERB	know
to	ADP	to
the	DET	the
police	NOUN	police
as	ADP	as
the	DET	the
Hawk	PROPN	Hawk
,	PUNCT	,
safe	ADJ	safe
-	PUNCT	-
breaker	NOUN	breaker
,	PUNCT	,
forger	NOUN	forger
and	CCONJ	and
thief	NOUN	thief
,	PUNCT	,
one	NUM	one
of	ADP	of
the	DET	the
cleverest	ADJ	clever
'	PUNCT	'
gentleman	ADJ	gentleman
'	PUNCT	'
crooks	NOUN	crook
in	ADP	in
the	DET	the
country	NOUN	country
,	PUNCT	,
who	PRON	who
is	AUX	be
at	ADP	at
large	ADJ	large
again	ADV	again
after	ADP	after
a	DET	a
five	NUM	five
-	PUNCT	-
years	NOUN	year
'	PART	'
penitentiary	NOUN	penitentiary
term	NOUN	term
,	PUNCT	,
is	AUX	be
somewhere	ADV	somewhere
in	ADP	in
the	DET	the
West	PROPN	West
.	PUNCT	.
“	PUNCT	""""
The	DET	the
crime	NOUN	crime
wave	NOUN	wave
that	PRON	that
has	AUX	have
recently	ADV	recently
been	AUX	be
sweeping	VERB	sweep
over	ADP	over
Selkirk	PROPN	Selkirk
City	PROPN	City
and	CCONJ	and
its	PRON	its
vicinity	NOUN	vicinity
,	PUNCT	,
and	CCONJ	and
particularly	ADV	particularly
the	DET	the
daring	ADJ	daring
and	CCONJ	and
,	PUNCT	,
in	ADP	in
too	ADV	too
many	ADJ	many
cases	NOUN	case
,	PUNCT	,
successful	ADJ	successful
outrages	NOUN	outrage
with	ADP	with
which	DET	which
the	DET	the
railroad	NOUN	railroad
officials	NOUN	official
and	CCONJ	and
detectives	NOUN	detective
have	AUX	have
been	AUX	be
called	VERB	call
upon	SCONJ	upon
to	PART	to
cope	VERB	cope
of	ADP	of
late	ADV	late
,	PUNCT	,
may	AUX	may
,	PUNCT	,
as	ADP	as
a	DET	a
very	ADV	very
plausible	ADJ	plausible
theory	NOUN	theory
,	PUNCT	,
have	AUX	have
lured	VERB	lure
the	DET	the
Hawk	PROPN	Hawk
here	ADV	here
as	ADP	as
to	ADP	to
a	DET	a
promising	ADJ	promising
field	NOUN	field
in	ADP	in
which	DET	which
to	PART	to
resume	VERB	resume
his	PRON	his
criminal	ADJ	criminal
operations	NOUN	operation
.	PUNCT	.
Certain	ADJ	certain
it	PRON	it
is	AUX	be
that	SCONJ	that
,	PUNCT	,
while	SCONJ	while
we	PRON	we
have	AUX	have
been	AUX	be
the	DET	the
victims	NOUN	victim
of	ADP	of
a	DET	a
band	NOUN	band
of	ADP	of
mysterious	ADJ	mysterious
desperadoes	NOUN	desperado
for	ADP	for
some	DET	some
time	NOUN	time
past	ADJ	past
,	PUNCT	,
the	DET	the
last	ADJ	last
week	NOUN	week
or	CCONJ	or
so	ADV	so
has	AUX	have
seen	VERB	see
a	DET	a
very	ADV	very
marked	ADJ	marked
increase	NOUN	increase
in	ADP	in
the	DET	the
number	NOUN	number
of	ADP	of
crimes	NOUN	crime
that	PRON	that
have	AUX	have
been	AUX	be
committed	VERB	commit
—	PUNCT	—
a	DET	a
significant	ADJ	significant
coincidence	NOUN	coincidence
with	ADP	with
the	DET	the
Hawk	PROPN	Hawk
's	PART	's
release	NOUN	release
from	ADP	from
Sing	PROPN	Sing
Sing	PROPN	Sing
.	PUNCT	.
“	PUNCT	""""
A	DET	a
twenty	NUM	twenty
-	PUNCT	-
thousand	NUM	thousand
-	PUNCT	-
dollar	NOUN	dollar
diamond	NOUN	diamond
necklace	NOUN	necklace
was	AUX	be
stolen	VERB	steal
from	ADP	from
a	DET	a
private	ADJ	private
car	NOUN	car
two	NUM	two
nights	NOUN	night
ago	ADV	ago
;	PUNCT	;
there	PRON	there
was	AUX	be
an	DET	an
express	ADJ	express
car	NOUN	car
robbery	NOUN	robbery
on	ADP	on
Monday	PROPN	Monday
of	ADP	of
this	NOUN	this
week	NOUN	week
;	PUNCT	;
and	CCONJ	and
a	DET	a
sleeping	VERB	sleep
car	NOUN	car
was	AUX	be
thoroughly	ADV	thoroughly
and	CCONJ	and
systematically	ADV	systematically
looted	VERB	loot
the	DET	the
night	NOUN	night
before	ADV	before
.	PUNCT	.
True	ADJ	true
,	PUNCT	,
it	PRON	it
is	AUX	be
mere	ADJ	mere
conjecture	NOUN	conjecture
to	PART	to
connect	VERB	connect
the	DET	the
Hawk	PROPN	Hawk
with	ADP	with
these	DET	these
in	ADP	in
any	DET	any
way	NOUN	way
,	PUNCT	,
since	SCONJ	since
the	DET	the
gang	NOUN	gang
that	PRON	that
has	AUX	have
been	AUX	be
operating	VERB	operate
in	ADP	in
this	DET	this
neighbourhood	NOUN	neighbourhood
has	AUX	have
proved	VERB	prove
itself	PRON	itself
quite	ADV	quite
capable	ADJ	capable
of	ADP	of
all	DET	all
and	CCONJ	and
more	ADJ	more
than	ADP	than
this	DET	this
without	ADP	without
any	DET	any
outside	ADJ	outside
and	CCONJ	and
highly	ADV	highly
specialised	ADJ	specialised
assistance	NOUN	assistance
,	PUNCT	,
and	CCONJ	and
it	PRON	it
would	AUX	would
appear	VERB	appear
is	AUX	be
in	ADP	in
no	DET	no
whit	NOUN	whit
inferior	ADJ	inferior
in	ADP	in
resource	NOUN	resource
and	CCONJ	and
devilish	ADJ	devilish
