MOLLY	PROPN	MOLLY
Oldham	PROPN	Oldham
of	ADP	of
Vermont	PROPN	Vermont
.	PUNCT	.
Chatsworth	PROPN	Chatsworth
,	PUNCT	,
Kentucky	PROPN	Kentucky
.	PUNCT	.
My	PRON	my
dearest	NOUN	dearest
Nance	PROPN	Nance
:	PUNCT	:
Our	PRON	our
passage	NOUN	passage
to	ADP	to
Antwerp	PROPN	Antwerp
is	AUX	be
really	ADV	really
engaged	VERB	engage
and	CCONJ	and
in	ADP	in
two	NUM	two
weeks	NOUN	week
Mother	PROPN	Mother
and	CCONJ	and
I	PRON	I
will	AUX	will
be	AUX	be
on	ADP	on
the	DET	the
water	NOUN	water
.	PUNCT	.
I	PRON	I
can	AUX	can
hardly	ADV	hardly
believe	VERB	believe
it	PRON	it
is	AUX	be
I	PRON	I
,	PUNCT	,
Molly	PROPN	Molly
Brown	PROPN	Brown
,	PUNCT	,
about	ADJ	about
to	PART	to
have	AUX	have
this	DET	this
""""	PUNCT	""""
great	ADJ	great
adventure	NOUN	adventure
.	PUNCT	.
""""	PUNCT	""""
That	DET	that
is	AUX	be
what	PRON	what
Mother	PROPN	Mother
and	CCONJ	and
I	PRON	I
call	VERB	call
this	DET	this
undertaking	NOUN	undertaking
:	PUNCT	:
""""	PUNCT	""""
Our	PRON	our
great	ADJ	great
adventure	NOUN	adventure
.	PUNCT	.
""""	PUNCT	""""
Mother	PROPN	Mother
says	VERB	say
it	PRON	it
sounds	VERB	sound
Henry	PROPN	Henry
Jamesy	PROPN	Jamesy
and	CCONJ	and
I	PRON	I
take	VERB	take
her	PRON	her
word	NOUN	word
for	ADP	for
it	PRON	it
(	PUNCT	(
so	ADV	so
far	ADV	far
I	PRON	I
have	AUX	have
not	PART	not
read	VERB	read
that	DET	that
novelist	NOUN	novelist
)	PUNCT	)
,	PUNCT	,
but	CCONJ	but
he	PRON	he
must	AUX	must
be	AUX	be
very	ADV	very
interesting	ADJ	interesting
,	PUNCT	,
as	ADP	as
Mother	PROPN	Mother
and	CCONJ	and
Professor	PROPN	Professor
Green	PROPN	Green
used	VERB	use
to	PART	to
discuss	VERB	discuss
him	PRON	he
for	ADP	for
hours	NOUN	hour
at	ADP	at
a	DET	a
time	NOUN	time
.	PUNCT	.
Our	PRON	our
going	VERB	go
is	AUX	be
not	PART	not
quite	ADV	quite
so	ADV	so
happy	ADJ	happy
as	ADP	as
we	PRON	we
meant	VERB	mean
it	PRON	it
to	PART	to
be	AUX	be
.	PUNCT	.
Kent	PROPN	Kent
ca	AUX	can
n't	PART	not
come	VERB	come
with	ADP	with
us	PRON	we
as	ADP	as
we	PRON	we
had	AUX	have
planned	VERB	plan
,	PUNCT	,
but	CCONJ	but
will	AUX	will
have	AUX	have
to	PART	to
stay	VERB	stay
in	ADP	in
Louisville	PROPN	Louisville
for	ADP	for
some	DET	some
months	NOUN	month
,	PUNCT	,
and	CCONJ	and
may	AUX	may
not	PART	not
be	AUX	be
able	ADJ	able
to	PART	to
leave	VERB	leave
at	ADV	at
all	ADV	all
this	DET	this
winter	NOUN	winter
.	PUNCT	.
There	PRON	there
is	AUX	be
some	DET	some
complication	NOUN	complication
of	ADP	of
our	PRON	our
affairs	NOUN	affair
,	PUNCT	,
that	PRON	that
makes	VERB	make
it	PRON	it
best	ADJ	good
for	ADP	for
him	PRON	he
to	PART	to
be	AUX	be
on	ADP	on
hand	NOUN	hand
until	ADP	until
the	DET	the
matter	NOUN	matter
is	AUX	be
settled	VERB	settle
.	PUNCT	.
I	PRON	I
remember	VERB	remember
how	SCONJ	how
interested	ADJ	interested
you	PRON	you
were	AUX	be
in	ADP	in
the	DET	the
fact	NOUN	fact
that	SCONJ	that
oil	NOUN	oil
was	AUX	be
found	VERB	find
on	ADP	on
my	PRON	my
mother	NOUN	mother
's	PART	's
land	NOUN	land
and	CCONJ	and
that	SCONJ	that
she	PRON	she
expected	VERB	expect
to	PART	to
realize	VERB	realize
an	DET	an
independent	ADJ	independent
income	NOUN	income
from	ADP	from
the	DET	the
sale	NOUN	sale
of	ADP	of
the	DET	the
land	NOUN	land
,	PUNCT	,
also	ADV	also
pay	VERB	pay
off	ADP	off
the	DET	the
mortgage	NOUN	mortgage
on	ADP	on
Chatsworth	PROPN	Chatsworth
,	PUNCT	,
our	PRON	our
beloved	ADJ	beloved
home	NOUN	home
.	PUNCT	.
Do	AUX	do
n't	PART	not
be	AUX	be
too	ADV	too
uneasy	ADJ	uneasy
,	PUNCT	,
the	DET	the
oil	NOUN	oil
is	AUX	be
there	ADV	there
all	ADV	all
right	ADV	right
enough	ADV	enough
and	CCONJ	and
we	PRON	we
shall	AUX	shall
finally	ADV	finally
get	VERB	get
the	DET	the
money	NOUN	money
,	PUNCT	,
but	CCONJ	but
the	DET	the
arrangement	NOUN	arrangement
was	AUX	be
:	PUNCT	:
so	ADV	so
much	ADJ	much
down	ADV	down
and	CCONJ	and
the	DET	the
rest	NOUN	rest
when	SCONJ	when
the	DET	the
wells	NOUN	well
should	AUX	should
begin	VERB	begin
operation	NOUN	operation
.	PUNCT	.
The	DET	the
first	ADJ	first
payment	NOUN	payment
Mother	PROPN	Mother
used	VERB	use
immediately	ADV	immediately
to	PART	to
pay	VERB	pay
the	DET	the
mortgage	NOUN	mortgage
,	PUNCT	,
but	CCONJ	but
the	DET	the
second	ADJ	second
payment	NOUN	payment
has	AUX	have
not	PART	not
been	AUX	be
made	VERB	make
yet	ADV	yet
,	PUNCT	,
as	ADP	as
Mother	PROPN	Mother
's	PART	's
sister	NOUN	sister
,	PUNCT	,
Aunt	PROPN	Aunt
Clay	PROPN	Clay
,	PUNCT	,
living	VERB	live
on	ADP	on
the	DET	the
adjoining	ADJ	adjoining
place	NOUN	place
,	PUNCT	,
has	AUX	have
got	VERB	get
out	ADP	out
an	DET	an
injunction	NOUN	injunction
against	ADP	against
the	DET	the
Oil	PROPN	Oil
Trust	PROPN	Trust
as	ADP	as
a	DET	a
public	ADJ	public
nuisance	NOUN	nuisance
,	PUNCT	,
and	CCONJ	and
all	DET	all
work	NOUN	work
in	ADP	in
the	DET	the
oil	NOUN	oil
land	NOUN	land
has	AUX	have
had	AUX	have
to	PART	to
be	AUX	be
stopped	VERB	stop
for	ADP	for
the	DET	the
time	NOUN	time
being	AUX	be
.	PUNCT	.
The	DET	the
lawyer	NOUN	lawyer
for	ADP	for
the	DET	the
Trust	PROPN	Trust
told	VERB	tell
my	PRON	my
brother	NOUN	brother
,	PUNCT	,
Paul	PROPN	Paul
,	PUNCT	,
that	SCONJ	that
Aunt	PROPN	Aunt
Clay	PROPN	Clay
has	AUX	have
not	PART	not
a	DET	a
leg	NOUN	leg
to	PART	to
stand	VERB	stand
on	VERB	on
,	PUNCT	,
but	CCONJ	but
of	ADP	of
course	NOUN	course
the	DET	the
law	NOUN	law
has	AUX	have
to	PART	to
take	VERB	take
its	PRON	its
leisurely	ADJ	leisurely
course	NOUN	course
,	PUNCT	,
and	CCONJ	and
in	ADP	in
the	DET	the
meantime	NOUN	meantime
the	DET	the
money	NOUN	money
for	ADP	for
Mother	PROPN	Mother
is	AUX	be
not	PART	not
forthcoming	ADJ	forthcoming
until	ADP	until
the	DET	the
wells	NOUN	well
are	AUX	be
in	ADP	in
operation	NOUN	operation
.	PUNCT	.
Aunt	PROPN	Aunt
Clay	PROPN	Clay
is	AUX	be
in	ADP	in
her	PRON	her
element	NOUN	element
,	PUNCT	,
making	VERB	make
everyone	PRON	everyone
as	ADV	as
uncomfortable	ADJ	uncomfortable
as	ADP	as
possible	ADJ	possible
and	CCONJ	and
engaged	VERB	engage
in	ADP	in
a	DET	a
foolish	NOUN	foolish
lawsuit	NOUN	lawsuit
.	PUNCT	.
She	PRON	she
is	AUX	be
always	ADV	always
going	VERB	go
to	ADP	to
law	NOUN	law
about	ADP	about
something	PRON	something
and	CCONJ	and
always	ADV	always
losing	VERB	lose
.	PUNCT	.
We	PRON	we
are	AUX	be
devoutly	ADV	devoutly
thankful	ADJ	thankful
that	SCONJ	that
her	PRON	her
suit	NOUN	suit
is	AUX	be
with	ADP	with
the	DET	the
Trust	PROPN	Trust
and	CCONJ	and
not	PART	not
our	PRON	our
Mother	NOUN	mother
,	PUNCT	,
as	ADP	as
we	PRON	we
know	VERB	know
that	SCONJ	that
Mother	NOUN	mother
is	AUX	be
so	ADV	so
constituted	ADJ	constituted
she	PRON	she
could	AUX	could
not	PART	not
stand	VERB	stand
up	ADP	up
against	ADP	against
a	DET	a
member	NOUN	member
of	ADP	of
her	PRON	her
family	NOUN	family
in	ADP	in
a	DET	a
lawsuit	NOUN	lawsuit
.	PUNCT	.
I	PRON	I
truly	ADV	truly
believe	VERB	believe
she	PRON	she
would	AUX	would
let	VERB	let
Aunt	PROPN	Aunt
Clay	PROPN	Clay
take	VERB	take
the	DET	the
oil	NOUN	oil
lands	NOUN	land
and	CCONJ	and
all	DET	all
the	DET	the
rest	NOUN	rest
of	ADP	of
Chatsworth	PROPN	Chatsworth
,	PUNCT	,
rather	ADV	rather
than	ADP	than
have	AUX	have
a	DET	a
row	NOUN	row
over	ADP	over
it	PRON	it
.	PUNCT	.
This	DET	this
property	NOUN	property
,	PUNCT	,
where	SCONJ	where
the	DET	the
oil	NOUN	oil
was	AUX	be
found	VERB	find
,	PUNCT	,
was	AUX	be
given	VERB	give
to	ADP	to
Mother	PROPN	Mother
by	ADP	by
Aunt	PROPN	Aunt
Clay	PROPN	Clay
when	SCONJ	when
she	PRON	she
settled	VERB	settle
up	ADP	up
Grandfather	PROPN	Grandfather
Carmichael	PROPN	Carmichael
's	PART	's
estate	NOUN	estate
.	PUNCT	.
Of	ADV	of
course	ADV	course
she	PRON	she
considered	VERB	consider
the	DET	the
property	NOUN	property
of	ADP	of
no	DET	no
value	NOUN	value
or	CCONJ	or
she	PRON	she
would	AUX	would
never	ADV	never
have	AUX	have
let	VERB	let
it	PRON	it
out	ADP	out
of	ADP	of
her	PRON	her
clutches	NOUN	clutch
,	PUNCT	,
and	CCONJ	and
as	ADP	as
executrix	NOUN	executrix
and	CCONJ	and
administratrix	NOUN	administratrix
of	ADP	of
the	DET	the
estate	NOUN	estate
she	PRON	she
had	AUX	have
absolute	ADJ	absolute
power	NOUN	power
.	PUNCT	.
Now	ADV	now
that	SCONJ	that
she	PRON	she
sees	VERB	see
it	PRON	it
is	AUX	be
worth	ADJ	worth
more	ADJ	more
than	ADP	than
all	DET	all
the	DET	the
rest	NOUN	rest
put	VERB	put
together	ADV	together
,	PUNCT	,
she	PRON	she
is	AUX	be
in	ADP	in
such	DET	such
a	DET	a
rage	NOUN	rage
with	ADP	with
Mother	PROPN	Mother
that	SCONJ	that
it	PRON	it
is	AUX	be
really	ADV	really
absurd	ADJ	absurd
.	PUNCT	.
She	PRON	she
does	AUX	do
not	PART	not
want	VERB	want
us	PRON	we
to	PART	to
go	VERB	go
to	ADP	to
Paris	PROPN	Paris
and	CCONJ	and
is	AUX	be
furious	ADJ	furious
at	ADP	at
the	DET	the
idea	NOUN	idea
of	ADP	of
Kent	PROPN	Kent
's	PART	's
""""	PUNCT	""""
stopping	VERB	stop
work	NOUN	work
,	PUNCT	,
""""	PUNCT	""""
as	ADP	as
she	PRON	she
calls	VERB	call
it	PRON	it
.	PUNCT	.
She	PRON	she
has	AUX	have
got	VERB	get
out	ADP	out
this	DET	this
injunction	NOUN	injunction
just	ADV	just
to	PART	to
keep	VERB	keep
us	PRON	we
from	ADP	from
going	VERB	go
,	PUNCT	,
I	PROPN	I
believe	PROPN	believe
,	PUNCT	,
as	ADP	as
she	PRON	she
is	AUX	be
intelligent	ADJ	intelligent
enough	ADV	enough
to	PART	to
know	VERB	know
there	PRON	there
is	AUX	be
no	DET	no
use	NOUN	use
in	ADP	in
trying	VERB	try
to	PART	to
get	VERB	get
ahead	ADV	ahead
of	ADP	of
a	DET	a
mighty	ADJ	mighty
Trust	PROPN	Trust
,	PUNCT	,
and	CCONJ	and
they	PRON	they
will	AUX	will
have	AUX	have
to	PART	to
win	VERB	win
in	ADP	in
the	DET	the
end	NOUN	end
;	PUNCT	;
but	CCONJ	but
she	PRON	she
had	AUX	have
an	DET	an
idea	NOUN	idea
that	SCONJ	that
we	PRON	we
would	AUX	would
not	PART	not
go	VERB	go
unless	SCONJ	unless
we	PRON	we
had	AUX	have
plenty	ADJ	plenty
of	ADP	of
money	NOUN	money
to	PART	to
have	AUX	have
a	DET	a
good	ADJ	good
time	NOUN	time
on	ADP	on
.	PUNCT	.
She	PRON	she
little	ADV	little
knows	VERB	know
our	PRON	our
Mother	PROPN	Mother
,	PUNCT	,
in	ADP	in
spite	NOUN	spite
of	ADP	of
being	AUX	be
her	PRON	her
sister	NOUN	sister
.	PUNCT	.
Mother	NOUN	mother
says	VERB	say
she	PRON	she
believes	VERB	believe
it	PRON	it
will	AUX	will
be	AUX	be
more	ADJ	more
fun	ADJ	fun
and	CCONJ	and
easier	ADJ	easy
to	PART	to
economize	VERB	economize
in	ADP	in
Paris	PROPN	Paris
than	ADP	than
in	ADP	in
Kentucky	PROPN	Kentucky
;	PUNCT	;
and	CCONJ	and
she	PRON	she
is	AUX	be
as	ADV	as
gay	ADJ	gay
as	ADP	as
a	DET	a
lark	NOUN	lark
over	ADP	over
the	DET	the
prospect	NOUN	prospect
.	PUNCT	.
Kent	PROPN	Kent
may	AUX	may
be	AUX	be
able	ADJ	able
to	PART	to
come	VERB	come
later	ADV	later
and	CCONJ	and
take	VERB	take
that	DET	that
much	ADJ	much
talked	VERB	talk
of	ADP	of
and	CCONJ	and
longed	VERB	long
for	ADP	for
course	NOUN	course
in	ADP	in
Architecture	PROPN	Architecture
at	ADP	at
the	DET	the
Beaux	PROPN	Beaux
Arts	PROPN	Arts
.	PUNCT	.
In	ADP	in
the	DET	the
meantime	NOUN	meantime
,	PUNCT	,
he	PRON	he
is	AUX	be
very	ADV	very
busy	ADJ	busy
and	CCONJ	and
,	PUNCT	,
as	ADP	as
he	PRON	he
says	VERB	say
,	PUNCT	,
""""	PUNCT	""""
making	VERB	make
good	ADJ	good
with	ADP	with
his	PRON	his
boss	NOUN	boss
.	PUNCT	.
""""	PUNCT	""""
Mother	PROPN	Mother
refuses	VERB	refuse
to	PART	to
discuss	VERB	discuss
Aunt	PROPN	Aunt
Clay	PROPN	Clay
's	PART	's
behavior	NOUN	behavior
and	CCONJ	and
actually	ADV	actually
goes	VERB	go
to	PART	to
see	VERB	see
her	PRON	she
as	ADP	as
though	SCONJ	though
nothing	PRON	nothing
had	AUX	have
happened	VERB	happen
;	PUNCT	;
but	CCONJ	but
I	PRON	I
know	VERB	know
she	PRON	she
has	AUX	have
had	AUX	have
many	DET	many
a	DET	a
sleepless	ADJ	sleepless
night	NOUN	night
,	PUNCT	,
brooding	VERB	brood
over	ADP	over
her	PRON	her
sister	NOUN	sister
's	PART	's
unsisterly	ADJ	unsisterly
act	NOUN	act
.	PUNCT	.
I	PRON	I
am	AUX	be
longing	VERB	long
to	PART	to
see	VERB	see
you	PRON	you
,	PUNCT	,
dearest	ADJ	dearest
Nance	PROPN	Nance
,	PUNCT	,
and	CCONJ	and
wish	VERB	wish
you	PRON	you
could	AUX	could
manage	VERB	manage
to	PART	to
meet	VERB	meet
me	PRON	I
in	ADP	in
New	PROPN	New
York	PROPN	York
before	ADP	before
we	PRON	we
sail	VERB	sail
,	PUNCT	,
but	CCONJ	but
if	SCONJ	if
you	PRON	you
ca	AUX	can
n't	PART	not
,	PUNCT	,
be	AUX	be
sure	ADJ	sure
to	PART	to
have	AUX	have
a	DET	a
letter	NOUN	letter
on	ADP	on
the	DET	the
steamer	NOUN	steamer
for	ADP	for
me	PRON	I
.	PUNCT	.
We	PRON	we
are	AUX	be
going	VERB	go
on	ADP	on
a	DET	a
slow	ADJ	slow
boat	NOUN	boat
to	ADP	to
Antwerp	PROPN	Antwerp
.	PUNCT	.
We	PRON	we
think	VERB	think
the	DET	the
long	ADJ	long
sea	NOUN	sea
trip	NOUN	trip
will	AUX	will
be	AUX	be
good	ADJ	good
for	ADP	for
Mother	PROPN	Mother
,	PUNCT	,
who	PRON	who
is	AUX	be
tired	VERB	tire
out	ADP	out
with	ADP	with
all	DET	all
this	DET	this
worry	NOUN	worry
and	CCONJ	and
the	DET	the
work	NOUN	work
of	ADP	of
getting	VERB	get
Chatsworth	PROPN	Chatsworth
in	ADP	in
condition	NOUN	condition
to	PART	to
leave	VERB	leave
;	PUNCT	;
and	CCONJ	and
besides	ADV	besides
,	PUNCT	,
the	DET	the
slow	ADJ	slow
boats	NOUN	boat
are	AUX	be
much	ADV	much
cheaper	ADJ	cheap
.	PUNCT	.
_	PUNCT	_
Laurens	PROPN	Laurens
_	PUNCT	_
is	AUX	be
the	DET	the
name	NOUN	name
of	ADP	of
our	PRON	our
boat	NOUN	boat
,	PUNCT	,
sailing	VERB	sail
from	ADP	from
Hoboken	PROPN	Hoboken
.	PUNCT	.
I	PRON	I
will	AUX	will
write	VERB	write
you	PRON	you
from	ADP	from
Paris	PROPN	Paris
,	PUNCT	,
where	SCONJ	where
Julia	PROPN	Julia
Kean	PROPN	Kean
is	AUX	be
already	ADV	already
installed	VERB	instal
and	CCONJ	and
hard	ADJ	hard
at	ADP	at
work	NOUN	work
on	ADP	on
her	PRON	her
beloved	ADJ	beloved
art	NOUN	art
.	PUNCT	.
I	PRON	I
am	AUX	be
afraid	ADJ	afraid
you	PRON	you
will	AUX	will
think	VERB	think
I	PRON	I
am	AUX	be
horrid	ADJ	horrid
about	ADP	about
Aunt	PROPN	Aunt
Clay	PROPN	Clay
.	PUNCT	.
Mother	PROPN	Mother
says	VERB	say
she	PRON	she
is	AUX	be
the	DET	the
only	ADJ	only
person	NOUN	person
she	PRON	she
ever	ADV	ever
knew	VERB	know
me	PRON	I
to	PART	to
feel	VERB	feel
bitter	ADJ	bitter
about	ADP	about
.	PUNCT	.
So	ADV	so
she	PRON	she
is	AUX	be
,	PUNCT	,
but	CCONJ	but
then	ADV	then
she	PRON	she
is	AUX	be
the	DET	the
only	ADJ	only
person	NOUN	person
who	PRON	who
was	AUX	be
ever	ADV	ever
mean	ADJ	mean
to	ADP	to
my	PRON	my
beloved	ADJ	beloved
Mother	PROPN	Mother
.	PUNCT	.
Maybe	ADV	maybe
when	SCONJ	when
my	PRON	my
hair	NOUN	hair
turns	VERB	turn
gray	ADJ	gray
I	PRON	I
can	AUX	can
be	AUX	be
as	ADV	as
much	ADJ	much
of	ADP	of
a	DET	a
lady	NOUN	lady
as	ADP	as
Mother	PROPN	Mother
is	AUX	be
,	PUNCT	,
but	CCONJ	but
so	ADV	so
far	ADV	far
I	PRON	I
am	AUX	be
too	ADV	too
red	ADJ	red
-	PUNCT	-
headed	ADJ	headed
to	PART	to
be	AUX	be
a	DET	a
perfect	NOUN	perfect
lady	NOUN	lady
.	PUNCT	.
I	PRON	I
am	AUX	be
going	VERB	go
to	PART	to
miss	VERB	miss
you	PRON	you
,	PUNCT	,
Nance	PROPN	Nance
,	PUNCT	,
more	ADV	more
than	ADP	than
I	PRON	I
can	AUX	can
tell	VERB	tell
you	PRON	you
.	PUNCT	.
We	PRON	we
have	AUX	have
been	AUX	be
roommates	NOUN	roommate
for	ADP	for
five	NUM	five
years	NOUN	year
at	ADP	at
college	NOUN	college
,	PUNCT	,
and	CCONJ	and
never	ADV	never
once	ADV	once
did	AUX	do
we	PRON	we
have	AUX	have
a	DET	a
shadow	NOUN	shadow
of	ADP	of
a	DET	a
disagreement	NOUN	disagreement
.	PUNCT	.
Of	ADV	of
course	ADV	course
we	PRON	we
occasionally	ADV	occasionally
got	VERB	get
in	ADP	in
a	DET	a
kind	NOUN	kind
of	ADP	of
penumbra	NOUN	penumbra
.	PUNCT	.
Once	ADV	once
I	PRON	I
remember	VERB	remember
when	SCONJ	when
I	PRON	I
was	AUX	be
touchy	ADJ	touchy
because	SCONJ	because
you	PRON	you
called	VERB	call
Professor	PROPN	Professor
Edwin	PROPN	Edwin
Green	PROPN	Green
an	DET	an
oldish	ADJ	oldish
person	NOUN	person
,	PUNCT	,
but	CCONJ	but
my	PRON	my
pettishness	NOUN	pettishness
only	ADV	only
lasted	VERB	last
""""	PUNCT	""""
like	ADP	like
a	DET	a
cloud	NOUN	cloud
's	PART	's
flying	VERB	fly
shadow	NOUN	shadow
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
that	DET	that
ought	AUX	ought
not	PART	not
to	PART	to
count	VERB	count
.	PUNCT	.
I	PRON	I
think	VERB	think
you	PRON	you
are	AUX	be
splendid	ADJ	splendid
to	PART	to
make	VERB	make
such	DET	such
a	DET	a
happy	ADJ	happy
home	NOUN	home
for	ADP	for
your	PRON	your
father	NOUN	father
and	CCONJ	and
I	PRON	I
know	VERB	know
you	PRON	you
are	AUX	be
a	DET	a
wonderful	ADJ	wonderful
housekeeper	NOUN	housekeeper
.	PUNCT	.
Please	INTJ	please
give	VERB	give
him	PRON	he
my	PRON	my
kindest	ADJ	kind
regards	NOUN	regard
.	PUNCT	.
Kent	PROPN	Kent
drove	VERB	drive
Mother	PROPN	Mother
and	CCONJ	and
me	PRON	I
into	ADP	into
Louisville	PROPN	Louisville
to	PART	to
hear	VERB	hear
your	PRON	your
mother	NOUN	mother
speak	VERB	speak
at	ADP	at
the	DET	the
Equal	PROPN	Equal
Suffrage	PROPN	Suffrage
Convention	PROPN	Convention
.	PUNCT	.
She	PRON	she
was	AUX	be
simply	ADV	simply
overpowering	VERB	overpower
in	ADP	in
her	PRON	her
arguments	NOUN	argument
,	PUNCT	,
and	CCONJ	and
converted	VERB	convert
Kent	PROPN	Kent
in	ADP	in
five	NUM	five
minutes	NOUN	minute
.	PUNCT	.
I	PRON	I
wish	VERB	wish
Aunt	PROPN	Aunt
Clay	PROPN	Clay
,	PUNCT	,
who	PRON	who
is	AUX	be
such	DET	such
an	DET	an
ardent	ADJ	ardent
Anti	PROPN	Anti
,	PUNCT	,
had	AUX	have
heard	VERB	hear
her	PRON	she
.	PUNCT	.
We	PRON	we
were	AUX	be
so	ADV	so
sorry	ADJ	sorry
Mrs.	PROPN	Mrs.
Oldham	PROPN	Oldham
could	AUX	could
not	PART	not
come	VERB	come
out	ADP	out
to	ADP	to
Chatsworth	PROPN	Chatsworth
to	PART	to
visit	VERB	visit
us	PRON	we
,	PUNCT	,
but	CCONJ	but
she	PRON	she
did	AUX	do
not	PART	not
have	AUX	have
the	DET	the
time	NOUN	time
.	PUNCT	.
I	PRON	I
must	AUX	must
stop	VERB	stop
.	PUNCT	.
I	PRON	I
have	AUX	have
written	VERB	write
two	NUM	two
stamps	NOUN	stamp
'	PART	'
worth	NOUN	worth
already	ADV	already
.	PUNCT	.
Ever	ADV	ever
your	PRON	your
devoted	ADJ	devoted
friend	NOUN	friend
and	CCONJ	and
roommate	NOUN	roommate
in	ADP	in
heart	NOUN	heart
,	PUNCT	,
MOLLY	PROPN	MOLLY
BROWN	PROPN	BROWN
.	PUNCT	.
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
*	PUNCT	*
To	ADP	to
Miss	PROPN	Miss
Molly	PROPN	Molly
Brown	PROPN	Brown
,	PUNCT	,
Chatsworth	PROPN	Chatsworth
,	PUNCT	,
Kentucky	PROPN	Kentucky
,	PUNCT	,
From	ADP	from
Miss	PROPN	Miss
Julia	PROPN	Julia
Kean	PROPN	Kean
,	PUNCT	,
Paris	PROPN	Paris
,	PUNCT	,
France	PROPN	France
.	NUM	.
71	NUM	71
Boulevard	PROPN	Boulevard
St.	PROPN	St.
