CHILDREN	NOUN	child
in	ADP	in
this	DET	this
quarter	NOUN	quarter
of	ADP	of
New	PROPN	New
York	PROPN	York
nicknames	NOUN	nickname
come	VERB	come
easily	ADV	easily
,	PUNCT	,
and	CCONJ	and
once	ADV	once
applied	VERB	apply
they	PRON	they
adhere	VERB	adhere
to	ADP	to
the	DET	the
end	NOUN	end
.	PUNCT	.
Some	DET	some
believed	VERB	believe
that	SCONJ	that
she	PRON	she
was	AUX	be
now	ADV	now
the	DET	the
mere	ADJ	mere
ashes	NOUN	ashe
of	ADP	of
a	DET	a
woman	NOUN	woman
,	PUNCT	,
in	ADP	in
whom	PRON	whom
lived	VERB	live
only	ADV	only
the	DET	the
last	ADJ	last
flickering	VERB	flicker
spark	NOUN	spark
.	PUNCT	.
And	CCONJ	and
some	DET	some
believed	VERB	believe
that	SCONJ	that
beneath	ADP	beneath
that	DET	that
drab	NOUN	drab
and	NOUN	and
spent	VERB	spend
appearance	NOUN	appearance
there	ADV	there
smouldered	VERB	smoulder
a	DET	a
great	ADJ	great
fire	NOUN	fire
,	PUNCT	,
which	DET	which
might	AUX	might
blaze	VERB	blaze
forth	ADV	forth
upon	SCONJ	upon
some	DET	some
occasion	NOUN	occasion
.	PUNCT	.
But	CCONJ	but
no	DET	no
one	NOUN	one
knew	VERB	know
.	PUNCT	.
As	ADP	as
she	PRON	she
was	AUX	be
now	ADV	now
,	PUNCT	,
so	ADV	so
she	PRON	she
had	AUX	have
always	ADV	always
been	AUX	be
even	ADV	even
in	ADP	in
the	DET	the
memory	NOUN	memory
of	ADP	of
people	NOUN	people
considered	VERB	consider
old	ADJ	old
in	ADP	in
the	DET	the
neighborhood	NOUN	neighborhood
.	PUNCT	.
Beside	ADP	beside
the	DET	the
fact	NOUN	fact
that	SCONJ	that
she	PRON	she
ran	VERB	run
a	DET	a
pawnshop	NOUN	pawnshop
,	PUNCT	,
which	DET	which
was	AUX	be
reputed	VERB	repute
to	PART	to
be	AUX	be
also	ADV	also
a	NOUN	a
fence	NOUN	fence
,	PUNCT	,
there	PRON	there
were	AUX	be
only	ADV	only
two	NUM	two
or	CCONJ	or
three	NUM	three
other	ADJ	other
facts	NOUN	fact
that	PRON	that
were	AUX	be
known	VERB	know
to	ADP	to
her	PRON	she
neighbors	NOUN	neighbor
.	PUNCT	.
One	NUM	one
was	AUX	be
that	SCONJ	that
in	ADP	in
the	DET	the
far	ADJ	far
past	NOUN	past
there	PRON	there
had	AUX	have
been	AUX	be
a	DET	a
daughter	NOUN	daughter
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
while	SCONJ	while
still	ADV	still
a	DET	a
very	ADV	very
young	ADJ	young
girl	NOUN	girl
this	DET	this
daughter	NOUN	daughter
had	AUX	have
disappeared	VERB	disappear
.	PUNCT	.
It	PRON	it
was	AUX	be
rumored	VERB	rumor
that	SCONJ	that
the	DET	the
Duchess	PROPN	Duchess
had	AUX	have
placed	VERB	place
the	DET	the
daughter	NOUN	daughter
in	ADP	in
a	DET	a
convent	NOUN	convent
and	CCONJ	and
that	SCONJ	that
later	ADV	later
tire	DET	tire
girl	NOUN	girl
had	AUX	have
married	VERB	marry
;	PUNCT	;
but	CCONJ	but
the	DET	the
daughter	NOUN	daughter
had	AUX	have
never	ADV	never
appeared	VERB	appear
again	ADV	again
in	ADP	in
the	DET	the
quarter	NOUN	quarter
.	PUNCT	.
Another	DET	another
fact	NOUN	fact
was	AUX	be
that	SCONJ	that
there	PRON	there
was	AUX	be
a	DET	a
grandson	NOUN	grandson
,	PUNCT	,
a	DET	a
handsome	ADJ	handsome
young	ADJ	young
devil	NOUN	devil
,	PUNCT	,
who	PRON	who
had	AUX	have
come	VERB	come
down	ADV	down
occasionally	ADV	occasionally
to	PART	to
visit	VERB	visit
his	PRON	his
grandmother	NOUN	grandmother
,	PUNCT	,
until	ADP	until
he	PRON	he
began	VERB	begin
his	PRON	his
involuntary	ADJ	involuntary
sojourn	NOUN	sojourn
at	ADP	at
Sing	PROPN	Sing
Sing	PROPN	Sing
.	PUNCT	.
Another	DET	another
fact	NOUN	fact
--	PUNCT	--
this	DET	this
one	NOUN	one
the	DET	the
best	ADV	well
known	VERB	know
of	ADP	of
all	DET	all
--	PUNCT	--
was	AUX	be
that	SCONJ	that
two	NUM	two
or	CCONJ	or
three	NUM	three
years	NOUN	year
before	ADP	before
an	DET	an
impudent	ADJ	impudent
,	PUNCT	,
willful	ADJ	willful
young	ADJ	young
girl	NOUN	girl
named	VERB	name
Maggie	PROPN	Maggie
Carlisle	PROPN	Carlisle
had	AUX	have
come	VERB	come
to	PART	to
live	VERB	live
with	ADP	with
her	PRON	she
.	PUNCT	.
It	PRON	it
was	AUX	be
rather	ADV	rather
a	DET	a
meager	ADJ	meager
history	NOUN	history
.	PUNCT	.
People	NOUN	People
wondered	VERB	wonder
and	CCONJ	and
talked	VERB	talk
of	ADP	of
mystery	NOUN	mystery
.	PUNCT	.
But	CCONJ	but
perhaps	ADV	perhaps
the	DET	the
only	ADJ	only
mystery	NOUN	mystery
arose	VERB	arise
from	ADP	from
the	DET	the
fact	NOUN	fact
that	SCONJ	that
the	DET	the
Duchess	NOUN	duchess
was	AUX	be
the	DET	the
kind	NOUN	kind
of	ADP	of
woman	NOUN	woman
who	PRON	who
never	ADV	never
volunteered	VERB	volunteer
information	NOUN	information
about	ADP	about
her	PRON	her
affairs	NOUN	affair
,	PUNCT	,
and	CCONJ	and
the	DET	the
kind	NOUN	kind
even	ADV	even
the	DET	the
boldly	ADV	boldly
curious	ADJ	curious
hesitate	VERB	hesitate
to	PART	to
question	VERB	question
...	PUNCT	...
And	CCONJ	and
down	ADV	down
here	ADV	here
it	PRON	it
was	AUX	be
,	PUNCT	,
in	ADP	in
this	DET	this
unlovely	ADJ	unlovely
street	NOUN	street
,	PUNCT	,
in	ADP	in
the	DET	the
Duchess	PROPN	Duchess
's	PART	's
unlovely	ADJ	unlovely
house	NOUN	house
,	PUNCT	,
that	SCONJ	that
the	DET	the
drama	NOUN	drama
of	ADP	of
Maggie	PROPN	Maggie
Carlisle	PROPN	Carlisle
and	CCONJ	and
Larry	PROPN	Larry
Brainard	PROPN	Brainard
began	VERB	begin
its	PRON	its
unpromising	ADJ	unpromising
and	CCONJ	and
stormy	ADJ	stormy
career	NOUN	career
:	PUNCT	:
for	CCONJ	for
,	PUNCT	,
though	SCONJ	though
they	PRON	they
had	AUX	have
thought	VERB	think
of	ADP	of
it	PRON	it
little	ADJ	little
,	PUNCT	,
their	PRON	their
forebears	NOUN	forebear
had	AUX	have
been	AUX	be
sowers	NOUN	sower
of	ADP	of
the	DET	the
wind	NOUN	wind
,	PUNCT	,
they	PRON	they
themselves	PRON	themselves
had	AUX	have
sown	VERB	sow
some	DET	some
of	ADP	of
that	DET	that
careless	ADJ	careless
seed	NOUN	seed
and	CCONJ	and
were	AUX	be
to	PART	to
sow	VERB	sow
yet	ADV	yet
more	ADJ	more
--	PUNCT	--
and	CCONJ	and
there	PRON	there
was	AUX	be
to	PART	to
be	AUX	be
the	DET	the
reaping	NOUN	reaping
of	ADP	of
that	DET	that
seed	NOUN	seed
's	PART	's
wild	ADJ	wild
crop	NOUN	crop
.	PUNCT	.
CHAPTER	NOUN	chapter
II	NUM	ii
When	SCONJ	when
Maggie	PROPN	Maggie
entered	VERB	enter
the	DET	the
studio	NOUN	studio
on	ADP	on
the	DET	the
Duchess	PROPN	Duchess
's	PART	's
third	ADJ	third
floor	NOUN	floor
,	PUNCT	,
the	DET	the
big	ADJ	big
,	PUNCT	,
red	ADJ	red
-	PUNCT	-
haired	ADJ	haired
,	PUNCT	,
unkempt	ADJ	unkempt
painter	NOUN	painter
roared	VERB	roar
his	PRON	his
rebukes	NOUN	rebuke
at	ADP	at
her	PRON	she
.	PUNCT	.
She	PRON	she
stiffened	VERB	stiffen
,	PUNCT	,
and	CCONJ	and
in	ADP	in
the	DET	the
resentment	NOUN	resentment
of	ADP	of
her	PRON	her
proud	ADJ	proud
youth	NOUN	youth
did	AUX	do
not	PART	not
even	ADV	even
offer	VERB	offer
an	DET	an
explanation	NOUN	explanation
.	PUNCT	.
Nodding	VERB	nod
to	ADP	to
her	PRON	her
father	NOUN	father
and	CCONJ	and
Barney	PROPN	Barney
Palmer	PROPN	Palmer
,	PUNCT	,
she	PRON	she
silently	ADV	silently
crossed	VERB	cross
to	ADP	to
the	DET	the
window	NOUN	window
and	CCONJ	and
stood	VERB	stand
sullenly	ADV	sullenly
gazing	VERB	gaze
over	ADP	over
the	DET	the
single	ADJ	single
mongrel	NOUN	mongrel
tree	NOUN	tree
before	ADP	before
the	DET	the
house	NOUN	house
and	CCONJ	and
down	ADP	down
the	DET	the
narrow	ADJ	narrow
street	NOUN	street
and	CCONJ	and
across	ADP	across
the	DET	the
little	ADJ	little
Square	PROPN	Square
,	PUNCT	,
at	ADP	at
the	DET	the
swirling	VERB	swirl
black	ADJ	black
tide	NOUN	tide
which	DET	which
raced	VERB	race
through	ADP	through
East	PROPN	East
River	PROPN	River
.	PUNCT	.
That	DET	that
painter	NOUN	painter
was	AUX	be
a	DET	a
beast	NOUN	beast
!	PUNCT	!
Yes	INTJ	yes
,	PUNCT	,
and	CCONJ	and
a	DET	a
fool	NOUN	fool
!	PUNCT	!
But	CCONJ	but
quickly	ADV	quickly
the	DET	the
painter	NOUN	painter
was	AUX	be
forgotten	VERB	forget
,	PUNCT	,
and	CCONJ	and
once	ADV	once
more	ADV	more
her	PRON	her
mind	NOUN	mind
reverted	VERB	revert
to	ADP	to
Larry	PROPN	Larry
--	PUNCT	--
at	ADP	at
last	ADV	last
Larry	PROPN	Larry
was	AUX	be
coming	VERB	come
back!--only	ADV	back!--only
to	PART	to
have	AUX	have
the	DET	the
painter	NOUN	painter
,	PUNCT	,
after	ADP	after
a	DET	a
minute	NOUN	minute
,	PUNCT	,
interrupt	VERB	interrupt
her	PRON	her
excited	ADJ	excited
imagination	NOUN	imagination
with	ADP	with
:	PUNCT	:
“	PUNCT	""""
What	PRON	what
's	AUX	be
the	DET	the
matter	NOUN	matter
with	ADP	with
your	PRON	your
tongue	NOUN	tongue
,	PUNCT	,
Maggie	PROPN	Maggie
?	PUNCT	?
Generally	ADV	generally
you	PRON	you
stab	VERB	stab
back	ADV	back
with	ADP	with
it	PRON	it
quick	ADV	quick
enough	ADV	enough
.	PUNCT	.
”	PUNCT	""""
She	PRON	she
turned	VERB	turn
,	PUNCT	,
still	ADV	still
sulky	ADJ	sulky
and	CCONJ	and
silent	ADJ	silent
,	PUNCT	,
and	CCONJ	and
gazed	VERB	gaze
with	ADP	with
cynical	ADJ	cynical
superiority	NOUN	superiority
at	ADP	at
the	DET	the
easel	NOUN	easel
.	PUNCT	.
“	PUNCT	""""
Nuts”--it	PUNCT	Nuts”--it
was	AUX	be
Barney	PROPN	Barney
Palmer	PROPN	Palmer
who	PRON	who
had	AUX	have
thus	ADV	thus
lightly	ADV	lightly
rechristened	VERB	rechristene
the	DET	the
painter	NOUN	painter
when	SCONJ	when
he	PRON	he
had	AUX	have
set	VERB	set
up	ADP	up
his	PRON	his
studio	NOUN	studio
in	ADP	in
the	DET	the
attic	NOUN	attic
above	ADP	above
the	DET	the
pawnshop	NOUN	pawnshop
six	NUM	six
months	NOUN	month
before	ADV	before
--	PUNCT	--
Nuts	PROPN	Nuts
was	AUX	be
transferring	VERB	transfer
the	DET	the
seamy	ADJ	seamy
,	PUNCT	,
cunning	ADJ	cunning
face	NOUN	face
of	ADP	of
her	PRON	her
father	NOUN	father
,	PUNCT	,
“	PUNCT	""""
Old	PROPN	Old
Jimmie	PROPN	Jimmie
”	PUNCT	""""
Carlisle	PROPN	Carlisle
,	PUNCT	,
to	ADP	to
the	DET	the
canvas	NOUN	canvas
with	ADP	with
swift	ADJ	swift
,	PUNCT	,
unhesitating	ADJ	unhesitating
strokes	NOUN	stroke
.	PUNCT	.
“	PUNCT	""""
For	ADP	for
the	DET	the
lova	X	lova
Christ	PROPN	Christ
and	CCONJ	and
the	DET	the
twelve	NUM	twelve
apostles	NOUN	apostle
,	PUNCT	,
including	VERB	include
that	DET	that
piker	NOUN	piker
Judas	PROPN	Judas
,	PUNCT	,
”	PUNCT	""""
woefully	ADV	woefully
intoned	VERB	intone
Old	PROPN	Old
Jimmie	PROPN	Jimmie
from	ADP	from
the	DET	the
model	NOUN	model
's	PART	's
chair	NOUN	chair
,	PUNCT	,
“	PUNCT	""""
lemme	VERB	lemme
get	VERB	get
down	VERB	down
off	ADP	off
this	DET	this
platform	NOUN	platform
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
Move	VERB	move
and	CCONJ	and
I	PRON	I
'll	AUX	will
wipe	VERB	wipe
my	PRON	my
palette	NOUN	palette
off	ADP	off
on	ADP	on
that	DET	that
Mardi	PROPN	Mardi
Gras	PROPN	Gras
vest	NOUN	vest
of	ADP	of
yours	PRON	yours
!	PUNCT	!
”	PUNCT	""""
grunted	VERB	grunt
the	DET	the
big	ADJ	big
painter	NOUN	painter
autocratically	ADV	autocratically
through	ADP	through
his	PRON	his
mouthful	NOUN	mouthful
of	ADP	of
brushes	NOUN	brush
.	PUNCT	.
“	PUNCT	""""
O	INTJ	o
God	INTJ	god
--	PUNCT	--
and	CCONJ	and
I	PRON	I
got	VERB	get
a	DET	a
cramp	NOUN	cramp
in	ADP	in
my	PRON	my
back	NOUN	back
,	PUNCT	,
and	CCONJ	and
my	PRON	my
neck	NOUN	neck
's	AUX	be
gone	VERB	go
to	ADP	to
sleep	NOUN	sleep
!	PUNCT	!
”	PUNCT	""""
groaned	VERB	groan
Old	PROPN	Old
Jimmie	PROPN	Jimmie
,	PUNCT	,
leaning	VERB	lean
forward	ADV	forward
on	ADP	on
his	PRON	his
cane	NOUN	cane
.	PUNCT	.
“	PUNCT	""""
Daughter	PROPN	Daughter
,	PUNCT	,
dear”--plaintively	ADV	dear”--plaintively
to	ADP	to
Maggie--“what	PUNCT	Maggie--“what
is	AUX	be
the	DET	the
crazy	ADJ	crazy
gentleman	NOUN	gentleman
doing	VERB	do
to	ADP	to
me	PRON	I
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
It	PRON	it
's	AUX	be
an	DET	an
awful	ADJ	awful
smear	NOUN	smear
,	PUNCT	,
father	NOUN	father
.	PUNCT	.
”	PUNCT	""""
Maggie	PROPN	Maggie
spoke	VERB	speak
slightingly	ADV	slightingly
,	PUNCT	,
but	CCONJ	but
with	ADP	with
a	DET	a
tone	NOUN	tone
of	ADP	of
doubt	NOUN	doubt
.	PUNCT	.
It	PRON	it
was	AUX	be
not	PART	not
the	DET	the
sort	NOUN	sort
of	ADP	of
picture	NOUN	picture
that	PRON	that
eighteen	NUM	eighteen
has	AUX	have
been	AUX	be
taught	VERB	teach
to	PART	to
like	VERB	like
--	PUNCT	--
yet	CCONJ	yet
the	DET	the
picture	NOUN	picture
did	AUX	do
possess	VERB	possess
an	DET	an
intangible	ADJ	intangible
something	PRON	something
that	PRON	that
provoked	VERB	provoke
doubt	NOUN	doubt
as	ADP	as
to	ADP	to
its	PRON	its
quality	NOUN	quality
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
sure	ADV	sure
do	AUX	do
look	VERB	look
one	NUM	one
old	ADJ	old
burglar	NOUN	burglar
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
Not	PART	not
a	DET	a
cheap	ADJ	cheap
burglar?”--hopefully	ADV	burglar?”--hopefully
.	PUNCT	.
“	PUNCT	""""
Naw	INTJ	naw
!	PUNCT	!
”	PUNCT	""""
exploded	VERB	explode
the	DET	the
man	NOUN	man
at	ADP	at
the	DET	the
easel	NOUN	easel
in	ADP	in
his	PRON	his
big	ADJ	big
voice	NOUN	voice
,	PUNCT	,
first	ADV	first
taking	VERB	take
the	DET	the
brushes	NOUN	brush
from	ADP	from
his	PRON	his
mouth	NOUN	mouth
.	PUNCT	.
“	PUNCT	""""
You	PRON	you
're	AUX	be
a	DET	a
swell	ADJ	swell
-	PUNCT	-
looking	ADJ	looking
old	ADJ	old
pirate!--ready	ADJ	pirate!--ready
to	PART	to
loot	VERB	loot
the	DET	the
sub	NOUN	sub
-	NOUN	-
treasury	NOUN	treasury
and	CCONJ	and
then	ADV	then
scuttle	VERB	scuttle
the	DET	the
old	ADJ	old
craft	NOUN	craft
with	ADP	with
all	DET	all
hands	NOUN	hand
on	ADP	on
board	ADV	board
!	PUNCT	!
A	DET	a
breathing	VERB	breathe
,	PUNCT	,
speaking	VERB	speak
,	PUNCT	,
robbing	VERB	rob
likeness	NOUN	likeness
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
Maggie	PROPN	Maggie
's	AUX	be
right	ADJ	right
,	PUNCT	,
and	CCONJ	and
Nuts	PROPN	Nuts
's	AUX	be
right	ADJ	right
,	PUNCT	,
”	PUNCT	""""
put	VERB	put
in	ADP	in
Barney	PROPN	Barney
Palmer	PROPN	Palmer
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
's	AUX	be
sure	ADJ	sure
a	DET	a
rotten	ADJ	rotten
picture	NOUN	picture
,	PUNCT	,
and	CCONJ	and
then	ADV	then
again	ADV	again
it	PRON	it
sure	ADV	sure
looks	VERB	look
like	ADP	like
you	PRON	you
,	PUNCT	,
Jimmie	PROPN	Jimmie
.	PUNCT	.
”	PUNCT	""""
