Scanned	VERB	scan
looking	VERB	look
young	ADJ	young
man	NOUN	man
in	ADP	in
tweeds	NOUN	tweed
,	PUNCT	,
with	ADP	with
very	ADV	very
pale	ADJ	pale
curly	ADJ	curly
hair	NOUN	hair
and	CCONJ	and
pale	ADJ	pale
clear	ADJ	clear
eyes	NOUN	eye
.	PUNCT	.
Walking	VERB	walk
in	ADP	in
wind	NOUN	wind
and	CCONJ	and
sun	NOUN	sun
in	ADP	in
the	DET	the
very	ADJ	very
landscape	NOUN	landscape
of	ADP	of
liberty	NOUN	liberty
,	PUNCT	,
he	PRON	he
was	AUX	be
still	ADV	still
young	ADJ	young
enough	ADV	enough
to	PART	to
remember	VERB	remember
his	PRON	his
politics	NOUN	politic
and	CCONJ	and
not	PART	not
merely	ADV	merely
try	VERB	try
to	PART	to
forget	VERB	forget
them	PRON	they
.	PUNCT	.
For	ADP	for
his	PRON	his
errand	NOUN	errand
at	ADP	at
Torwood	PROPN	Torwood
Park	PROPN	Park
was	AUX	be
a	DET	a
political	ADJ	political
one	NOUN	one
;	PUNCT	;
it	PRON	it
was	AUX	be
the	DET	the
place	NOUN	place
of	ADP	of
appointment	NOUN	appointment
named	VERB	name
by	ADP	by
no	DET	no
less	ADJ	less
a	DET	a
person	NOUN	person
than	ADP	than
the	DET	the
Chancellor	PROPN	Chancellor
of	ADP	of
the	DET	the
Exchequer	PROPN	Exchequer
,	PUNCT	,
Sir	PROPN	Sir
Howard	PROPN	Howard
Horne	PROPN	Horne
,	PUNCT	,
then	ADV	then
introducing	VERB	introduce
his	PRON	his
so	ADV	so
-	PUNCT	-
called	VERB	call
Socialist	ADJ	socialist
budget	NOUN	budget
,	PUNCT	,
and	CCONJ	and
prepared	VERB	prepare
to	PART	to
expound	VERB	expound
it	PRON	it
in	ADP	in
an	DET	an
interview	NOUN	interview
with	ADP	with
so	ADV	so
promising	VERB	promise
a	DET	a
penman	NOUN	penman
.	PUNCT	.
Harold	PROPN	Harold
March	PROPN	March
was	AUX	be
the	DET	the
sort	NOUN	sort
of	ADP	of
man	NOUN	man
who	PRON	who
knows	VERB	know
everything	PRON	everything
about	ADP	about
politics	NOUN	politic
,	PUNCT	,
and	CCONJ	and
nothing	PRON	nothing
about	ADP	about
politicians	NOUN	politician
.	PUNCT	.
He	PRON	he
also	ADV	also
knew	VERB	know
a	DET	a
great	ADJ	great
deal	NOUN	deal
about	ADP	about
art	NOUN	art
,	PUNCT	,
letters	NOUN	letter
,	PUNCT	,
philosophy	NOUN	philosophy
,	PUNCT	,
and	CCONJ	and
general	ADJ	general
culture	NOUN	culture
;	PUNCT	;
about	ADP	about
almost	ADV	almost
everything	PRON	everything
,	PUNCT	,
indeed	ADV	indeed
,	PUNCT	,
except	SCONJ	except
the	DET	the
world	NOUN	world
he	PRON	he
was	AUX	be
living	VERB	live
in	ADP	in
.	PUNCT	.
Abruptly	ADV	abruptly
,	PUNCT	,
in	ADP	in
the	DET	the
middle	NOUN	middle
of	ADP	of
those	DET	those
sunny	ADJ	sunny
and	CCONJ	and
windy	ADJ	windy
flats	NOUN	flat
,	PUNCT	,
he	PRON	he
came	VERB	come
upon	SCONJ	upon
a	DET	a
sort	NOUN	sort
of	ADP	of
cleft	NOUN	cleft
almost	ADV	almost
narrow	ADJ	narrow
enough	ADV	enough
to	PART	to
be	AUX	be
called	VERB	call
a	DET	a
crack	NOUN	crack
in	ADP	in
the	DET	the
land	NOUN	land
.	PUNCT	.
It	PRON	it
was	AUX	be
just	ADV	just
large	ADJ	large
enough	ADV	enough
to	PART	to
be	AUX	be
the	DET	the
water	NOUN	water
-	PUNCT	-
course	NOUN	course
for	ADP	for
a	DET	a
small	ADJ	small
stream	NOUN	stream
which	DET	which
vanished	VERB	vanish
at	ADP	at
intervals	NOUN	interval
under	ADP	under
green	ADJ	green
tunnels	NOUN	tunnel
of	ADP	of
undergrowth	NOUN	undergrowth
,	PUNCT	,
as	ADP	as
if	SCONJ	if
in	ADP	in
a	DET	a
dwarfish	NOUN	dwarfish
forest	NOUN	forest
.	PUNCT	.
Indeed	ADV	indeed
,	PUNCT	,
he	PRON	he
had	AUX	have
an	DET	an
odd	ADJ	odd
feeling	NOUN	feeling
as	ADP	as
if	SCONJ	if
he	PRON	he
were	AUX	be
a	DET	a
giant	NOUN	giant
looking	VERB	look
over	ADP	over
the	DET	the
valley	NOUN	valley
of	ADP	of
the	DET	the
pygmies	NOUN	pygmy
.	PUNCT	.
When	SCONJ	when
he	PRON	he
dropped	VERB	drop
into	ADP	into
the	DET	the
hollow	NOUN	hollow
,	PUNCT	,
however	ADV	however
,	PUNCT	,
the	DET	the
impression	NOUN	impression
was	AUX	be
lost	VERB	lose
;	PUNCT	;
the	DET	the
rocky	ADJ	rocky
banks	NOUN	bank
,	PUNCT	,
though	SCONJ	though
hardly	ADV	hardly
above	ADP	above
the	DET	the
height	NOUN	height
of	ADP	of
a	DET	a
cottage	NOUN	cottage
,	PUNCT	,
hung	VERB	hang
over	ADP	over
and	CCONJ	and
had	AUX	have
the	DET	the
profile	NOUN	profile
of	ADP	of
a	DET	a
precipice	NOUN	precipice
.	PUNCT	.
As	ADP	as
he	PRON	he
began	VERB	begin
to	PART	to
wander	VERB	wander
down	ADP	down
the	DET	the
course	NOUN	course
of	ADP	of
the	DET	the
stream	NOUN	stream
,	PUNCT	,
in	ADP	in
idle	ADJ	idle
but	CCONJ	but
romantic	ADJ	romantic
curiosity	NOUN	curiosity
,	PUNCT	,
and	CCONJ	and
saw	VERB	see
the	DET	the
water	NOUN	water
shining	VERB	shine
in	ADP	in
short	ADJ	short
strips	NOUN	strip
between	ADP	between
the	DET	the
great	ADJ	great
gray	ADJ	gray
boulders	NOUN	boulder
and	CCONJ	and
bushes	NOUN	bush
as	ADV	as
soft	ADJ	soft
as	ADP	as
great	ADJ	great
green	ADJ	green
mosses	NOUN	moss
,	PUNCT	,
he	PRON	he
fell	VERB	fall
into	ADP	into
quite	DET	quite
an	DET	an
opposite	ADJ	opposite
vein	NOUN	vein
of	ADP	of
fantasy	NOUN	fantasy
.	PUNCT	.
It	PRON	it
was	AUX	be
rather	ADV	rather
as	ADP	as
if	SCONJ	if
the	DET	the
earth	NOUN	earth
had	AUX	have
opened	VERB	open
and	CCONJ	and
swallowed	VERB	swallow
him	PRON	he
into	ADP	into
a	DET	a
sort	NOUN	sort
of	ADP	of
underworld	NOUN	underworld
of	ADP	of
dreams	NOUN	dream
.	PUNCT	.
And	CCONJ	and
when	SCONJ	when
he	PRON	he
became	VERB	become
conscious	ADJ	conscious
of	ADP	of
a	DET	a
human	ADJ	human
figure	NOUN	figure
dark	ADJ	dark
against	ADP	against
the	DET	the
silver	ADJ	silver
stream	NOUN	stream
,	PUNCT	,
sitting	VERB	sit
on	ADP	on
a	DET	a
large	ADJ	large
boulder	NOUN	boulder
and	CCONJ	and
looking	VERB	look
rather	ADV	rather
like	ADP	like
a	DET	a
large	ADJ	large
bird	NOUN	bird
,	PUNCT	,
it	PRON	it
was	AUX	be
perhaps	ADV	perhaps
with	ADP	with
some	DET	some
of	ADP	of
the	DET	the
premonitions	NOUN	premonition
proper	NOUN	proper
to	ADP	to
a	DET	a
man	NOUN	man
who	PRON	who
meets	VERB	meet
the	DET	the
strangest	ADJ	strange
friendship	NOUN	friendship
of	ADP	of
his	PRON	his
life	NOUN	life
.	PUNCT	.
The	DET	the
man	NOUN	man
was	AUX	be
apparently	ADV	apparently
fishing	VERB	fish
;	PUNCT	;
or	CCONJ	or
at	ADP	at
least	ADJ	least
was	AUX	be
fixed	VERB	fix
in	ADP	in
a	DET	a
fisherman	NOUN	fisherman
's	PART	's
attitude	NOUN	attitude
with	ADP	with
more	ADJ	more
than	ADP	than
a	DET	a
fisherman	NOUN	fisherman
's	PART	's
immobility	NOUN	immobility
.	PUNCT	.
March	PROPN	March
was	AUX	be
able	ADJ	able
to	PART	to
examine	VERB	examine
the	DET	the
man	NOUN	man
almost	ADV	almost
as	ADP	as
if	SCONJ	if
he	PRON	he
had	AUX	have
been	AUX	be
a	DET	a
statue	NOUN	statue
for	ADP	for
some	DET	some
minutes	NOUN	minute
before	ADP	before
the	DET	the
statue	NOUN	statue
spoke	VERB	speak
.	PUNCT	.
He	PRON	he
was	AUX	be
a	DET	a
tall	ADJ	tall
,	PUNCT	,
fair	ADJ	fair
man	NOUN	man
,	PUNCT	,
cadaverous	ADJ	cadaverous
,	PUNCT	,
and	CCONJ	and
a	DET	a
little	ADJ	little
lackadaisical	ADJ	lackadaisical
,	PUNCT	,
with	ADP	with
heavy	ADJ	heavy
eyelids	NOUN	eyelid
and	CCONJ	and
a	DET	a
highbridged	ADJ	highbridged
nose	NOUN	nose
.	PUNCT	.
When	SCONJ	when
his	PRON	his
face	NOUN	face
was	AUX	be
shaded	VERB	shade
with	ADP	with
his	PRON	his
wide	ADJ	wide
white	ADJ	white
hat	NOUN	hat
,	PUNCT	,
his	PRON	his
light	ADJ	light
mustache	NOUN	mustache
and	CCONJ	and
lithe	ADJ	lithe
figure	NOUN	figure
gave	VERB	give
him	PRON	he
a	DET	a
look	NOUN	look
of	ADP	of
youth	NOUN	youth
.	PUNCT	.
But	PROPN	But
the	DET	the
Panama	PROPN	Panama
lay	VERB	lay
on	ADP	on
the	DET	the
moss	NOUN	moss
beside	ADP	beside
him	PRON	he
;	PUNCT	;
and	CCONJ	and
the	DET	the
spectator	NOUN	spectator
could	AUX	could
see	VERB	see
that	SCONJ	that
his	PRON	his
brow	NOUN	brow
was	AUX	be
prematurely	ADV	prematurely
bald	ADJ	bald
;	PUNCT	;
and	CCONJ	and
this	DET	this
,	PUNCT	,
combined	VERB	combine
with	ADP	with
a	DET	a
certain	ADJ	certain
hollowness	NOUN	hollowness
about	ADP	about
the	DET	the
eyes	NOUN	eye
,	PUNCT	,
had	AUX	have
an	DET	an
air	NOUN	air
of	ADP	of
headwork	NOUN	headwork
and	CCONJ	and
even	ADJ	even
headache	NOUN	headache
.	PUNCT	.
But	CCONJ	but
the	DET	the
most	ADV	most
curious	ADJ	curious
thing	NOUN	thing
about	ADP	about
him	PRON	he
,	PUNCT	,
realized	VERB	realize
after	ADP	after
a	DET	a
short	ADJ	short
scrutiny	NOUN	scrutiny
,	PUNCT	,
was	AUX	be
that	SCONJ	that
,	PUNCT	,
though	SCONJ	though
he	PRON	he
looked	VERB	look
like	ADP	like
a	DET	a
fisherman	NOUN	fisherman
,	PUNCT	,
he	PRON	he
was	AUX	be
not	PART	not
fishing	VERB	fish
.	PUNCT	.
He	PRON	he
was	AUX	be
holding	VERB	hold
,	PUNCT	,
instead	ADV	instead
of	ADP	of
a	DET	a
rod	NOUN	rod
,	PUNCT	,
something	PRON	something
that	PRON	that
might	AUX	might
have	AUX	have
been	AUX	be
a	DET	a
landing	NOUN	landing
-	PUNCT	-
net	NOUN	net
which	DET	which
some	DET	some
fishermen	NOUN	fisherman
use	VERB	use
,	PUNCT	,
but	CCONJ	but
which	DET	which
was	AUX	be
much	ADV	much
more	ADV	more
like	ADP	like
the	DET	the
ordinary	ADJ	ordinary
toy	NOUN	toy
net	NOUN	net
which	DET	which
children	NOUN	child
carry	VERB	carry
,	PUNCT	,
and	CCONJ	and
which	DET	which
they	PRON	they
generally	ADV	generally
use	VERB	use
indifferently	ADV	indifferently
for	ADP	for
shrimps	NOUN	shrimp
or	CCONJ	or
butterflies	NOUN	butterfly
.	PUNCT	.
He	PRON	he
was	AUX	be
dipping	VERB	dip
this	DET	this
into	ADP	into
the	DET	the
water	NOUN	water
at	ADP	at
intervals	NOUN	interval
,	PUNCT	,
gravely	ADV	gravely
regarding	VERB	regard
its	PRON	its
harvest	NOUN	harvest
of	ADP	of
weed	ADJ	weed
or	ADJ	or
mud	NOUN	mud
,	PUNCT	,
and	CCONJ	and
emptying	VERB	empty
it	PRON	it
out	ADP	out
again	ADV	again
.	PUNCT	.
""""	PUNCT	""""
No	INTJ	no
,	PUNCT	,
I	PRON	I
have	AUX	have
n't	PART	not
caught	VERB	catch
anything	PRON	anything
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
remarked	VERB	remark
,	PUNCT	,
calmly	ADV	calmly
,	PUNCT	,
as	ADP	as
if	SCONJ	if
answering	VERB	answer
an	DET	an
unspoken	ADJ	unspoken
query	NOUN	query
.	PUNCT	.
""""	PUNCT	""""
When	SCONJ	when
I	PRON	I
do	AUX	do
I	PRON	I
have	AUX	have
to	PART	to
throw	VERB	throw
it	PRON	it
back	ADV	back
again	ADV	again
;	PUNCT	;
especially	ADV	especially
the	DET	the
big	ADJ	big
fish	NOUN	fish
.	PUNCT	.
But	CCONJ	but
some	DET	some
of	ADP	of
the	DET	the
little	ADJ	little
beasts	NOUN	beast
interest	VERB	interest
me	PRON	I
when	SCONJ	when
I	PRON	I
get	VERB	get
'em	PRON	them
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
A	DET	a
scientific	ADJ	scientific
interest	NOUN	interest
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
?	PUNCT	?
""""	PUNCT	""""
observed	VERB	observe
March	PROPN	March
.	PUNCT	.
""""	PUNCT	""""
Of	ADP	of
a	DET	a
rather	ADV	rather
amateurish	ADJ	amateurish
sort	NOUN	sort
,	PUNCT	,
I	PRON	I
fear	VERB	fear
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
the	DET	the
strange	NOUN	strange
fisherman	NOUN	fisherman
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
have	AUX	have
a	DET	a
sort	NOUN	sort
of	ADP	of
hobby	NOUN	hobby
about	ADP	about
what	PRON	what
they	PRON	they
call	VERB	call
'	PUNCT	'
phenomena	NOUN	phenomena
of	ADP	of
phosphorescence	NOUN	phosphorescence
.	PUNCT	.
'	PUNCT	'
But	CCONJ	but
it	PRON	it
would	AUX	would
be	AUX	be
rather	ADV	rather
awkward	ADJ	awkward
to	PART	to
go	VERB	go
about	ADV	about
in	ADP	in
society	NOUN	society
carrying	VERB	carry
stinking	ADJ	stinking
fish	NOUN	fish
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
suppose	VERB	suppose
it	PRON	it
would	AUX	would
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
March	PROPN	March
,	PUNCT	,
with	ADP	with
a	DET	a
smile	NOUN	smile
.	PUNCT	.
""""	PUNCT	""""
Rather	ADV	rather
odd	ADJ	odd
to	PART	to
enter	VERB	enter
a	DET	a
drawing	NOUN	drawing
-	PUNCT	-
room	NOUN	room
carrying	VERB	carry
a	DET	a
large	ADJ	large
luminous	ADJ	luminous
cod	NOUN	cod
,	PUNCT	,
""""	PUNCT	""""
continued	VERB	continue
the	DET	the
stranger	NOUN	stranger
,	PUNCT	,
in	ADP	in
his	PRON	his
listless	ADJ	listless
way	NOUN	way
.	PUNCT	.
""""	PUNCT	""""
How	SCONJ	how
quaint	ADJ	quaint
it	PRON	it
would	AUX	would
be	AUX	be
if	SCONJ	if
one	PRON	one
could	AUX	could
carry	VERB	carry
it	PRON	it
about	ADV	about
like	ADP	like
a	DET	a
lantern	NOUN	lantern
,	PUNCT	,
or	CCONJ	or
have	AUX	have
little	ADJ	little
sprats	NOUN	sprat
for	ADP	for
candles	NOUN	candle
.	PUNCT	.
Some	DET	some
of	ADP	of
the	DET	the
seabeasts	NOUN	seabeast
would	AUX	would
really	ADV	really
be	AUX	be
very	ADV	very
pretty	ADJ	pretty
like	ADP	like
lampshades	NOUN	lampshade
;	PUNCT	;
the	DET	the
blue	ADJ	blue
sea	NOUN	sea
-	PUNCT	-
snail	NOUN	snail
that	PRON	that
glitters	VERB	glitter
all	ADV	all
over	ADP	over
like	NOUN	like
starlight	NOUN	starlight
;	PUNCT	;
and	CCONJ	and
some	DET	some
of	ADP	of
the	DET	the
red	ADJ	red
starfish	NOUN	starfish
really	ADV	really
shine	VERB	shine
like	ADP	like
red	ADJ	red
stars	NOUN	star
.	PUNCT	.
But	CCONJ	but
,	PUNCT	,
naturally	ADV	naturally
,	PUNCT	,
I	PRON	I
'm	AUX	be
not	PART	not
looking	VERB	look
for	ADP	for
them	PRON	they
here	ADV	here
.	PUNCT	.
""""	PUNCT	""""
March	PROPN	March
thought	VERB	think
of	ADP	of
asking	VERB	ask
him	PRON	he
what	PRON	what
he	PRON	he
was	AUX	be
looking	VERB	look
for	ADP	for
;	PUNCT	;
but	CCONJ	but
,	PUNCT	,
feeling	VERB	feel
unequal	ADJ	unequal
to	ADP	to
a	DET	a
technical	ADJ	technical
discussion	NOUN	discussion
at	ADP	at
least	ADJ	least
as	ADV	as
deep	ADJ	deep
as	ADP	as
the	DET	the
deep	ADJ	deep
-	PUNCT	-
sea	NOUN	sea
fishes	NOUN	fish
,	PUNCT	,
he	PRON	he
returned	VERB	return
to	ADP	to
more	ADV	more
ordinary	ADJ	ordinary
topics	NOUN	topic
.	PUNCT	.
""""	PUNCT	""""
Delightful	ADJ	delightful
sort	NOUN	sort
of	ADP	of
hole	NOUN	hole
this	DET	this
is	AUX	be
,	PUNCT	,
""""	PUNCT	""""
he	PRON	he
said	VERB	say
.	PUNCT	.
""""	PUNCT	""""
This	DET	this
little	ADJ	little
dell	NOUN	dell
and	CCONJ	and
river	NOUN	river
here	ADV	here
.	PUNCT	.
It	PRON	it
's	AUX	be
like	ADP	like
those	DET	those
places	NOUN	place
Stevenson	PROPN	Stevenson
talks	VERB	talk
about	ADP	about
,	PUNCT	,
where	SCONJ	where
something	PRON	something
ought	AUX	ought
to	PART	to
happen	VERB	happen
.	PUNCT	.
""""	PUNCT	""""
""""	PUNCT	""""
I	PRON	I
know	VERB	know
,	PUNCT	,
""""	PUNCT	""""
answered	VERB	answer
the	DET	the
other	ADJ	other
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
think	VERB	think
it	PRON	it
's	AUX	be
because	SCONJ	because
the	DET	the
place	NOUN	place
itself	PRON	itself
,	PUNCT	,
so	ADV	so
to	PART	to
speak	VERB	speak
,	PUNCT	,
seems	VERB	seem
to	PART	to
happen	VERB	happen
and	CCONJ	and
not	PART	not
merely	ADV	merely
to	PART	to
exist	VERB	exist
.	PUNCT	.
Perhaps	ADV	perhaps
that	DET	that
's	AUX	be
what	PRON	what
old	ADJ	old
Picasso	PROPN	Picasso
and	CCONJ	and
some	DET	some
of	ADP	of
the	DET	the
Cubists	PROPN	Cubists
are	AUX	be
trying	VERB	try
to	PART	to
express	VERB	express
by	ADP	by
angles	NOUN	angle
and	CCONJ	and
jagged	ADJ	jagged
lines	NOUN	line
.	PUNCT	.
Look	VERB	look
at	ADP	at
that	DET	that
wall	NOUN	wall
like	ADP	like
low	NOUN	low
cliffs	NOUN	cliff
that	PRON	that
juts	VERB	jut
forward	ADV	forward
just	ADV	just
at	ADP	at
right	ADJ	right
angles	NOUN	angle
to	ADP	to
the	DET	the
slope	NOUN	slope
of	ADP	of
turf	NOUN	turf
sweeping	VERB	sweep
up	ADP	up
to	ADP	to
it	PRON	it
.	PUNCT	.
That	DET	that
's	AUX	be
like	ADP	like
a	DET	a
silent	ADJ	silent
collision	NOUN	collision
.	PUNCT	.
It	PRON	it
's	AUX	be
like	ADP	like
a	DET	a
breaker	NOUN	breaker
and	CCONJ	and
the	DET	the
back	NOUN	back
-	PUNCT	-
wash	NOUN	wash
of	ADP	of
a	DET	a
wave	NOUN	wave
.	PUNCT	.
""""	PUNCT	""""
March	PROPN	March
looked	VERB	look
at	ADP	at
the	DET	the
low	ADJ	low
-	PUNCT	-
browed	ADJ	browed
crag	NOUN	crag
overhanging	VERB	overhang
the	DET	the
green	ADJ	green
slope	NOUN	slope
and	CCONJ	and
nodded	VERB	nod
.	PUNCT	.
He	PRON	he
was	AUX	be
interested	ADJ	interested
in	ADP	in
a	DET	a
man	NOUN	man
who	PRON	who
turned	VERB	turn
so	ADV	so
easily	ADV	easily
from	ADP	from
the	DET	the
technicalities	NOUN	technicality
of	ADP	of
science	NOUN	science
to	ADP	to
those	DET	those
of	ADP	of
art	NOUN	art
;	PUNCT	;
and	CCONJ	and
asked	VERB	ask
him	PRON	he
if	SCONJ	if
he	PRON	he
admired	VERB	admire
the	DET	the
new	ADJ	new
angular	ADJ	angular
artists	NOUN	artist
.	PUNCT	.
""""	PUNCT	""""
As	ADP	as
I	PRON	I
feel	VERB	feel
it	PRON	it
,	PUNCT	,
the	DET	the
Cubists	PROPN	Cubists
are	AUX	be
not	PART	not
Cubist	ADJ	cubist
enough	ADV	enough
,	PUNCT	,
""""	PUNCT	""""
replied	VERB	reply
the	DET	the
stranger	NOUN	stranger
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
mean	VERB	mean
they	PRON	they
're	AUX	be
not	PART	not
thick	ADJ	thick
enough	ADV	enough
.	PUNCT	.
By	ADP	by
making	VERB	make
things	NOUN	thing
mathematical	ADJ	mathematical
they	PRON	they
make	VERB	make
them	PRON	they
thin	ADJ	thin
.	PUNCT	.
Take	VERB	take
the	DET	the
living	VERB	live
lines	NOUN	line
out	ADP	out
of	ADP	of
that	DET	that
landscape	NOUN	landscape
,	PUNCT	,
simplify	VERB	simplify
it	PRON	it
to	ADP	to
a	DET	a
right	ADJ	right
angle	NOUN	angle
,	PUNCT	,
and	CCONJ	and
you	PRON	you
flatten	VERB	flatten
it	PRON	it
out	ADP	out
to	ADP	to
a	DET	a
mere	ADJ	mere
diagram	NOUN	diagram
on	ADP	on
paper	NOUN	paper
.	PUNCT	.
Diagrams	NOUN	diagram
have	AUX	have
their	PRON	their
own	ADJ	own
beauty	NOUN	beauty
;	PUNCT	;
but	CCONJ	but
it	PRON	it
is	AUX	be
of	ADP	of
just	ADV	just
the	DET	the
other	ADJ	other
sort	NOUN	sort
.	PUNCT	.
They	PRON	they
stand	VERB	stand
for	ADP	for
the	DET	the
unalterable	ADJ	unalterable
things	NOUN	thing
;	PUNCT	;
the	DET	the
calm	ADJ	calm
,	PUNCT	,
eternal	ADJ	eternal
,	PUNCT	,
mathematical	ADJ	mathematical
sort	NOUN	sort
of	ADP	of
truths	NOUN	truth
;	PUNCT	;
what	PRON	what
somebody	PRON	somebody
calls	VERB	call
the	DET	the
'	PUNCT	'
white	ADJ	white
radiance	NOUN	radiance
of'--	PUNCT	of'--
""""	PUNCT	""""
He	PRON	he
stopped	VERB	stop
,	PUNCT	,
and	CCONJ	and
before	ADP	before
the	DET	the
next	ADJ	next
word	NOUN	word
came	VERB	come
something	PRON	something
had	AUX	have
happened	VERB	happen
almost	ADV	almost
too	ADV	too
quickly	ADV	quickly
and	CCONJ	and
completely	ADV	completely
to	PART	to
be	AUX	be
realized	VERB	realize
.	PUNCT	.
From	ADP	from
behind	ADP	behind
the	DET	the
overhanging	VERB	overhang
rock	NOUN	rock
came	VERB	come
a	DET	a
noise	NOUN	noise
and	CCONJ	and
rush	NOUN	rush
like	ADP	like
that	DET	that
of	ADP	of
a	DET	a
railway	NOUN	railway
train	NOUN	train
;	PUNCT	;
and	CCONJ	and
a	DET	a
great	ADJ	great
motor	NOUN	motor
car	NOUN	car
appeared	VERB	appear
.	PUNCT	.
It	PRON	it
topped	VERB	top
the	DET	the
crest	NOUN	crest
of	ADP	of
cliff	NOUN	cliff
,	PUNCT	,
black	ADJ	black
against	ADP	against
the	DET	the
sun	NOUN	sun
,	PUNCT	,
like	ADP	like
a	DET	a
battle	NOUN	battle
-	PUNCT	-
chariot	NOUN	chariot
rushing	VERB	rush
to	ADP	to
destruction	NOUN	destruction
in	ADP	in
some	DET	some
wild	ADJ	wild
epic	NOUN	epic
.	PUNCT	.
March	PROPN	March
automatically	ADV	automatically
put	VERB	put
out	ADP	out
his	PRON	his
hand	NOUN	hand
in	ADP	in
one	NUM	one
futile	ADJ	futile
gesture	NOUN	gesture
,	PUNCT	,
as	ADP	as
if	SCONJ	if
to	PART	to
catch	VERB	catch
a	DET	a
falling	VERB	fall
tea	NOUN	tea
-	PUNCT	-
cup	NOUN	cup
in	ADP	in
a	DET	a
drawing	NOUN	drawing
-	PUNCT	-
room	NOUN	room
.	PUNCT	.
For	ADP	for
the	DET	the
fraction	NOUN	fraction
of	ADP	of
a	DET	a
flash	NOUN	flash
it	PRON	it
seemed	VERB	seem
to	PART	to
leave	VERB	leave
the	DET	the
ledge	NOUN	ledge
of	ADP	of
rock	NOUN	rock
like	ADP	like
a	DET	a
flying	VERB	fly
ship	NOUN	ship
;	PUNCT	;
then	ADV	then
the	DET	the
very	ADJ	very
sky	NOUN	sky
seemed	VERB	seem
to	PART	to
turn	VERB	turn
over	ADP	over
like	ADP	like
a	DET	a
wheel	NOUN	wheel
,	PUNCT	,
and	CCONJ	and
it	PRON	it
lay	VERB	lie
a	DET	a
ruin	NOUN	ruin
amid	ADP	amid
the	DET	the
tall	ADJ	tall
