UNVEILING	VERB	unveil
to	PART	to
look	VERB	look
about	ADP	about
me	PRON	I
,	PUNCT	,
I	PRON	I
found	VERB	find
myself	PRON	myself
surrounded	VERB	surround
,	PUNCT	,
and	CCONJ	and
unmistakably	ADV	unmistakably
friendly	ADJ	friendly
hands	NOUN	hand
outheld	VERB	outheld
to	PART	to
welcome	VERB	welcome
me	PRON	I
.	PUNCT	.
There	PRON	there
were	AUX	be
eight	NUM	eight
or	CCONJ	or
ten	NUM	ten
of	ADP	of
the	DET	the
astronomers,--some	NOUN	astronomers,--some
young	ADJ	young
,	PUNCT	,
some	DET	some
middle	ADJ	middle
-	PUNCT	-
aged	ADJ	aged
,	PUNCT	,
and	CCONJ	and
one	NUM	one
or	CCONJ	or
two	NUM	two
elderly	ADJ	elderly
men	NOUN	man
.	PUNCT	.
All	DET	all
of	ADP	of
them	PRON	they
,	PUNCT	,
including	VERB	include
the	DET	the
youngest	ADJ	young
,	PUNCT	,
who	PRON	who
had	AUX	have
not	PART	not
even	ADV	even
the	DET	the
dawn	NOUN	dawn
of	ADP	of
a	DET	a
beard	NOUN	beard
upon	SCONJ	upon
his	PRON	his
chin	NOUN	chin
,	PUNCT	,
and	CCONJ	and
the	DET	the
oldest	ADJ	old
,	PUNCT	,
whose	DET	whose
hair	NOUN	hair
was	AUX	be
silky	ADJ	silky
white	ADJ	white
,	PUNCT	,
were	AUX	be
strikingly	ADV	strikingly
handsome	ADJ	handsome
.	PUNCT	.
Their	PRON	their
features	NOUN	feature
were	AUX	be
extraordinarily	ADV	extraordinarily
mobile	ADJ	mobile
and	CCONJ	and
expressive	ADJ	expressive
.	PUNCT	.
I	PRON	I
never	ADV	never
saw	VERB	see
a	DET	a
more	ADV	more
lively	ADJ	lively
interest	NOUN	interest
manifest	VERB	manifest
on	ADP	on
mortal	ADJ	mortal
countenances	NOUN	countenance
than	ADP	than
appeared	VERB	appear
on	ADP	on
theirs	NOUN	their
,	PUNCT	,
as	ADP	as
they	PRON	they
bent	VERB	bend
their	PRON	their
glances	NOUN	glance
upon	SCONJ	upon
me	PRON	I
.	PUNCT	.
But	CCONJ	but
their	PRON	their
curiosity	NOUN	curiosity
was	AUX	be
tempered	VERB	temper
by	ADP	by
a	DET	a
dignified	ADJ	dignified
courtesy	NOUN	courtesy
and	CCONJ	and
self	NOUN	self
-	PUNCT	-
respect	NOUN	respect
.	PUNCT	.
They	PRON	they
spoke	VERB	speak
,	PUNCT	,
but	CCONJ	but
of	ADP	of
course	NOUN	course
I	PRON	I
could	AUX	could
not	PART	not
understand	VERB	understand
their	PRON	their
words	NOUN	word
,	PUNCT	,
though	SCONJ	though
it	PRON	it
was	AUX	be
easy	ADJ	easy
enough	ADV	enough
to	PART	to
interpret	VERB	interpret
the	DET	the
tones	NOUN	tone
of	ADP	of
their	PRON	their
voices	NOUN	voice
,	PUNCT	,
their	PRON	their
manner	NOUN	manner
,	PUNCT	,
and	CCONJ	and
their	PRON	their
graceful	ADJ	graceful
gestures	NOUN	gesture
.	PUNCT	.
I	PRON	I
set	VERB	set
them	PRON	they
down	ADP	down
for	ADP	for
a	DET	a
people	NOUN	people
who	PRON	who
had	AUX	have
attained	VERB	attain
to	ADP	to
a	DET	a
high	ADJ	high
state	NOUN	state
of	ADP	of
culture	NOUN	culture
and	CCONJ	and
good	NOUN	good
-	PUNCT	-
breeding	NOUN	breeding
.	PUNCT	.
I	PRON	I
suddenly	ADV	suddenly
felt	VERB	feel
myself	PRON	myself
growing	VERB	grow
faint	ADJ	faint
,	PUNCT	,
for	ADP	for
,	PUNCT	,
although	SCONJ	although
I	PRON	I
had	AUX	have
not	PART	not
fasted	VERB	fast
long	ADV	long
,	PUNCT	,
a	DET	a
journey	NOUN	journey
such	ADJ	such
as	ADP	as
I	PRON	I
had	AUX	have
just	ADV	just
accomplished	VERB	accomplish
is	AUX	be
exhausting	ADJ	exhausting
.	PUNCT	.
Near	ADP	near
by	ADV	by
stood	VERB	stand
a	DET	a
beautiful	ADJ	beautiful
tree	NOUN	tree
on	ADP	on
which	DET	which
there	PRON	there
was	AUX	be
ripe	ADJ	ripe
fruit	NOUN	fruit
.	PUNCT	.
Some	DET	some
one	ADV	one
instantly	ADV	instantly
interpreted	VERB	interpret
the	DET	the
glance	NOUN	glance
I	PRON	I
involuntarily	ADV	involuntarily
directed	VERB	direct
to	ADP	to
it	PRON	it
,	PUNCT	,
and	CCONJ	and
plucked	VERB	pluck
a	DET	a
cluster	NOUN	cluster
of	ADP	of
the	DET	the
large	ADJ	large
rich	ADJ	rich
berries	NOUN	berry
and	CCONJ	and
gave	VERB	give
them	PRON	they
to	ADP	to
me	PRON	I
,	PUNCT	,
first	ADV	first
putting	VERB	put
one	NUM	one
in	ADP	in
his	PRON	his
own	ADJ	own
mouth	NOUN	mouth
to	PART	to
show	VERB	show
me	PRON	I
that	SCONJ	that
it	PRON	it
was	AUX	be
a	DET	a
safe	ADJ	safe
experiment	NOUN	experiment
.	PUNCT	.
While	SCONJ	while
I	PRON	I
ate,--I	PUNCT	ate,--I
found	VERB	find
the	DET	the
fruit	NOUN	fruit
exceedingly	ADV	exceedingly
refreshing,--the	PUNCT	refreshing,--the
company	NOUN	company
conferred	VERB	confer
together	ADV	together
,	PUNCT	,
and	CCONJ	and
presently	ADV	presently
one	NUM	one
of	ADP	of
the	DET	the
younger	ADJ	young
men	NOUN	man
approached	VERB	approach
and	CCONJ	and
took	VERB	take
me	PRON	I
gently	ADV	gently
by	ADP	by
the	DET	the
arm	NOUN	arm
and	CCONJ	and
walked	VERB	walk
me	PRON	I
away	ADV	away
toward	ADP	toward
the	DET	the
city	NOUN	city
.	PUNCT	.
The	DET	the
others	NOUN	other
followed	VERB	follow
us	PRON	we
.	PUNCT	.
We	PRON	we
had	AUX	have
not	PART	not
to	PART	to
go	VERB	go
farther	ADV	far
than	ADP	than
the	DET	the
first	ADJ	first
suburb	NOUN	suburb
.	PUNCT	.
My	PRON	my
companion	NOUN	companion
,	PUNCT	,
whom	PRON	whom
they	PRON	they
called	VERB	call
Severnius	PROPN	Severnius
,	PUNCT	,
turned	VERB	turn
into	ADP	into
a	DET	a
beautiful	ADJ	beautiful
park	NOUN	park
,	PUNCT	,
or	CCONJ	or
grove	NOUN	grove
,	PUNCT	,
in	ADP	in
the	DET	the
midst	NOUN	midst
of	ADP	of
which	DET	which
stood	VERB	stand
a	DET	a
superb	ADJ	superb
mansion	NOUN	mansion
built	VERB	build
of	ADP	of
dazzling	ADJ	dazzling
white	ADJ	white
stone	NOUN	stone
.	PUNCT	.
His	PRON	his
friends	NOUN	friend
waved	VERB	wave
us	PRON	we
farewells	NOUN	farewell
with	ADP	with
their	PRON	their
hands,--we	NOUN	hands,--we
responding	VERB	respond
in	ADP	in
like	ADJ	like
manner,--and	NOUN	manner,--and
proceeded	VERB	proceed
on	ADV	on
down	ADP	down
the	DET	the
street	NOUN	street
.	PUNCT	.
I	PRON	I
learned	VERB	learn
afterwards	ADV	afterwards
that	SCONJ	that
the	DET	the
park	NOUN	park
was	AUX	be
laid	VERB	lay
out	ADP	out
with	ADP	with
scientific	ADJ	scientific
precision	NOUN	precision
.	PUNCT	.
But	CCONJ	but
the	DET	the
design	NOUN	design
was	AUX	be
intricate	ADJ	intricate
,	PUNCT	,
and	CCONJ	and
required	VERB	require
study	NOUN	study
to	PART	to
follow	VERB	follow
the	DET	the
curves	NOUN	curve
and	CCONJ	and
angles	NOUN	angle
.	PUNCT	.
It	PRON	it
seemed	VERB	seem
to	ADP	to
me	PRON	I
then	ADV	then
like	ADP	like
an	DET	an
exquisite	ADJ	exquisite
mood	NOUN	mood
of	ADP	of
nature	NOUN	nature
.	PUNCT	.
The	DET	the
trees	NOUN	tree
were	AUX	be
of	ADP	of
rare	ADJ	rare
and	CCONJ	and
beautiful	ADJ	beautiful
varieties	NOUN	variety
,	PUNCT	,
and	CCONJ	and
the	DET	the
shrubbery	NOUN	shrubbery
of	ADP	of
the	DET	the
choicest	ADJ	choice
.	PUNCT	.
The	DET	the
flowers	NOUN	flower
,	PUNCT	,
whose	DET	whose
colors	NOUN	color
could	AUX	could
not	PART	not
declare	VERB	declare
themselves,--it	PRON	themselves,--it
being	AUX	be
night,--fulfilled	VERB	night,--fulfille
their	PRON	their
other	ADJ	other
delightful	ADJ	delightful
function	NOUN	function
and	CCONJ	and
tinctured	VERB	tincture
the	DET	the
balmy	ADJ	balmy
air	NOUN	air
with	ADP	with
sweet	ADJ	sweet
odors	NOUN	odor
.	PUNCT	.
Paths	NOUN	path
were	AUX	be
threaded	VERB	thread
like	ADP	like
white	ADJ	white
ribbons	NOUN	ribbon
through	ADP	through
the	DET	the
thick	ADJ	thick
greensward	NOUN	greensward
.	PUNCT	.
As	ADP	as
we	PRON	we
walked	VERB	walk
toward	ADP	toward
the	DET	the
mansion	NOUN	mansion
,	PUNCT	,
I	PRON	I
stopped	VERB	stop
suddenly	ADV	suddenly
to	PART	to
listen	VERB	listen
to	ADP	to
a	DET	a
most	ADJ	most
musical	ADJ	musical
and	CCONJ	and
familiar	ADJ	familiar
and	CCONJ	and
welcome	ADJ	welcome
sound,--the	NOUN	sound,--the
plash	NOUN	plash
of	ADP	of
water	NOUN	water
.	PUNCT	.
My	PRON	my
companion	NOUN	companion
divined	VERB	divine
my	PRON	my
thought	NOUN	thought
.	PUNCT	.
We	PRON	we
turned	VERB	turn
aside	ADV	aside
,	PUNCT	,
and	CCONJ	and
a	DET	a
few	ADJ	few
steps	NOUN	step
brought	VERB	bring
us	PRON	we
to	ADP	to
a	DET	a
marble	NOUN	marble
fountain	NOUN	fountain
.	PUNCT	.
It	PRON	it
was	AUX	be
in	ADP	in
the	DET	the
form	NOUN	form
of	ADP	of
a	DET	a
chaste	ADJ	chaste
and	CCONJ	and
lovely	ADJ	lovely
female	ADJ	female
figure	NOUN	figure
,	PUNCT	,
from	ADP	from
whose	DET	whose
chiseled	ADJ	chiseled
fingers	NOUN	finger
a	DET	a
shower	NOUN	shower
of	ADP	of
glittering	NOUN	glittering
drops	NOUN	drop
continually	ADV	continually
poured	VERB	pour
.	PUNCT	.
Severnius	PROPN	Severnius
took	VERB	take
an	DET	an
alabaster	NOUN	alabaster
cup	NOUN	cup
from	ADP	from
the	DET	the
base	NOUN	base
of	ADP	of
the	DET	the
statue	NOUN	statue
,	PUNCT	,
filled	VERB	fill
it	PRON	it
,	PUNCT	,
and	CCONJ	and
offered	VERB	offer
me	PRON	I
a	DET	a
drink	NOUN	drink
.	PUNCT	.
The	DET	the
water	NOUN	water
was	AUX	be
sparkling	VERB	sparkle
and	CCONJ	and
intensely	ADV	intensely
cold	ADJ	cold
,	PUNCT	,
and	CCONJ	and
had	AUX	have
the	DET	the
suggestion	NOUN	suggestion
rather	ADV	rather
than	ADP	than
the	DET	the
fact	NOUN	fact
of	ADP	of
sweetness	NOUN	sweetness
.	PUNCT	.
""""	PUNCT	""""
Delicious	ADJ	delicious
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
exclaimed	VERB	exclaim
.	PUNCT	.
He	PRON	he
understood	VERB	understand
me	PRON	I
,	PUNCT	,
for	ADP	for
he	PRON	he
smiled	VERB	smile
and	CCONJ	and
nodded	VERB	nod
his	PRON	his
head	NOUN	head
,	PUNCT	,
a	DET	a
gesture	NOUN	gesture
which	DET	which
seemed	VERB	seem
to	PART	to
say	VERB	say
,	PUNCT	,
""""	PUNCT	""""
It	PRON	it
gives	VERB	give
me	PRON	I
pleasure	NOUN	pleasure
to	PART	to
know	VERB	know
that	SCONJ	that
you	PRON	you
find	VERB	find
it	PRON	it
good	ADJ	good
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
could	AUX	could
not	PART	not
conceive	VERB	conceive
of	ADP	of
his	PRON	his
expressing	VERB	express
himself	PRON	himself
in	ADP	in
any	DET	any
other	ADJ	other
than	ADP	than
the	DET	the
politest	ADJ	polite
manner	NOUN	manner
.	PUNCT	.
We	PRON	we
proceeded	VERB	proceed
into	ADP	into
the	DET	the
house	NOUN	house
.	PUNCT	.
How	SCONJ	how
shall	AUX	shall
I	PRON	I
describe	VERB	describe
that	DET	that
house	NOUN	house
?	PUNCT	?
Imagine	VERB	imagine
a	DET	a
place	NOUN	place
which	DET	which
responds	VERB	respond
fully	ADV	fully
to	ADP	to
every	DET	every
need	NOUN	need
of	ADP	of
the	DET	the
highest	ADJ	high
culture	NOUN	culture
and	CCONJ	and
taste	NOUN	taste
,	PUNCT	,
without	ADP	without
burdening	VERB	burden
the	DET	the
senses	NOUN	sense
with	ADP	with
oppressive	ADJ	oppressive
luxury	NOUN	luxury
,	PUNCT	,
and	CCONJ	and
you	PRON	you
have	AUX	have
it	PRON	it
!	PUNCT	!
In	ADP	in
a	DET	a
word	NOUN	word
,	PUNCT	,
it	PRON	it
was	AUX	be
an	DET	an
ideal	ADJ	ideal
house	NOUN	house
and	CCONJ	and
home	NOUN	home
.	PUNCT	.
Both	CCONJ	both
outside	ADV	outside
and	CCONJ	and
inside	ADV	inside
,	PUNCT	,
white	NOUN	white
predominated	VERB	predominate
.	PUNCT	.
But	CCONJ	but
here	ADV	here
and	CCONJ	and
there	ADV	there
were	AUX	be
bits	NOUN	bit
of	ADP	of
color	NOUN	color
the	DET	the
most	ADV	most
brilliant	ADJ	brilliant
,	PUNCT	,
like	ADP	like
jewels	NOUN	jewel
.	PUNCT	.
I	PRON	I
found	VERB	find
that	SCONJ	that
I	PRON	I
had	AUX	have
never	ADV	never
understood	VERB	understand
the	DET	the
law	NOUN	law
of	ADP	of
contrast	NOUN	contrast
,	PUNCT	,
or	CCONJ	or
of	ADP	of
economy	NOUN	economy
in	ADP	in
art	NOUN	art
;	PUNCT	;
I	PRON	I
knew	VERB	know
nothing	PRON	nothing
of	ADP	of
""""	PUNCT	""""
values	NOUN	value
,	PUNCT	,
""""	PUNCT	""""
or	CCONJ	or
of	ADP	of
relationships	NOUN	relationship
in	ADP	in
this	DET	this
wonderful	ADJ	wonderful
realm	NOUN	realm
,	PUNCT	,
of	ADP	of
which	DET	which
it	PRON	it
maybe	ADV	maybe
truly	ADV	truly
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
Fools	NOUN	fool
rush	VERB	rush
in	ADV	in
where	SCONJ	where
angels	NOUN	angel
fear	VERB	fear
to	PART	to
tread	VERB	tread
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
learned	VERB	learn
subsequently	ADV	subsequently
that	SCONJ	that
all	DET	all
Marsians	PROPN	Marsians
of	ADP	of
taste	NOUN	taste
are	AUX	be
sparing	VERB	spare
of	ADP	of
rich	ADJ	rich
colors	NOUN	color
,	PUNCT	,
as	ADP	as
we	PRON	we
are	AUX	be
of	ADP	of
gems	NOUN	gem
,	PUNCT	,
though	SCONJ	though
certain	ADJ	certain
classes	NOUN	class
indulge	VERB	indulge
in	ADJ	in
extravagant	ADJ	extravagant
and	CCONJ	and
gaudy	ADJ	gaudy
displays	NOUN	display
,	PUNCT	,
recognizing	VERB	recognize
no	DET	no
law	NOUN	law
but	SCONJ	but
that	DET	that
which	DET	which
permits	VERB	permit
them	PRON	they
to	PART	to
have	AUX	have
and	CCONJ	and
to	PART	to
do	AUX	do
whatsoever	ADV	whatsoever
they	PRON	they
like	VERB	like
.	PUNCT	.
I	PRON	I
immediately	ADV	immediately
discovered	VERB	discover
that	SCONJ	that
two	NUM	two
leading	ADJ	leading
ideas	NOUN	idea
were	AUX	be
carried	VERB	carry
out	ADP	out
in	ADP	in
this	DET	this
house	NOUN	house
;	PUNCT	;
massiveness	NOUN	massiveness
and	CCONJ	and
delicacy	NOUN	delicacy
.	PUNCT	.
There	PRON	there
was	AUX	be
extreme	ADJ	extreme
solidity	NOUN	solidity
in	ADP	in
everything	PRON	everything
which	DET	which
had	AUX	have
a	DET	a
right	NOUN	right
to	PART	to
be	AUX	be
solid	ADJ	solid
and	CCONJ	and
stable	ADJ	stable
;	PUNCT	;
as	ADP	as
the	DET	the
walls	NOUN	wall
,	PUNCT	,
and	CCONJ	and
the	DET	the
supporting	VERB	support
pillars	NOUN	pillar
,	PUNCT	,
the	DET	the
staircases	NOUN	staircase
,	PUNCT	,
the	DET	the
polished	ADJ	polished
floors	NOUN	floor
,	PUNCT	,
and	CCONJ	and
some	DET	some
pieces	NOUN	piece
