More	ADJ	More
at	ADP	at
their	PRON	their
fellows	NOUN	fellow
,	PUNCT	,
decided	VERB	decide
that	SCONJ	that
never	ADV	never
,	PUNCT	,
no	INTJ	no
,	PUNCT	,
never	ADV	never
had	AUX	have
Fate	NOUN	fate
placed	VERB	place
them	PRON	they
in	ADP	in
the	DET	the
midst	NOUN	midst
of	ADP	of
such	ADJ	such
uninteresting	ADJ	uninteresting
companions	NOUN	companion
,	PUNCT	,
and	CCONJ	and
determined	VERB	determine
to	PART	to
keep	VERB	keep
severely	ADV	severely
to	ADP	to
themselves	PRON	themselves
during	ADP	during
the	DET	the
rest	NOUN	rest
of	ADP	of
the	DET	the
voyage	NOUN	voyage
.	PUNCT	.
The	DET	the
stout	ADJ	stout
lady	NOUN	lady
in	ADP	in
the	DET	the
white	ADJ	white
_	PUNCT	_
pique	NOUN	pique
_	PUNCT	_
stared	VERB	stare
stonily	ADV	stonily
at	ADP	at
the	DET	the
thin	ADJ	thin
lady	NOUN	lady
in	ADP	in
drill	NOUN	drill
,	PUNCT	,
and	CCONJ	and
decided	VERB	decide
that	SCONJ	that
she	PRON	she
was	AUX	be
an	DET	an
""""	PUNCT	""""
Impossible	ADJ	impossible
Person	NOUN	person
,	PUNCT	,
""""	PUNCT	""""
blissfully	ADV	blissfully
unconscious	ADJ	unconscious
of	ADP	of
the	DET	the
fact	NOUN	fact
that	SCONJ	that
before	ADP	before
Aden	PROPN	Aden
was	AUX	be
reached	VERB	reach
she	PRON	she
would	AUX	would
pour	VERB	pour
all	DET	all
her	PRON	her
inmost	ADJ	inmost
secrets	NOUN	secret
into	ADP	into
the	DET	the
""""	PUNCT	""""
Impossible	ADJ	impossible
Person	NOUN	person
's	PART	's
""""	PUNCT	""""
ear	NOUN	ear
,	PUNCT	,
and	CCONJ	and
weep	VERB	weep
salt	NOUN	salt
tears	NOUN	tear
at	ADP	at
parting	VERB	part
from	ADP	from
her	PRON	she
at	ADP	at
Marseilles	PROPN	Marseilles
.	PUNCT	.
The	DET	the
mother	NOUN	mother
of	ADP	of
the	DET	the
sickly	ADJ	sickly
little	ADJ	little
girls	NOUN	girl
in	ADP	in
muslin	NOUN	muslin
swept	VERB	sweep
them	PRON	they
away	ADV	away
to	ADP	to
the	DET	the
other	ADJ	other
end	NOUN	end
of	ADP	of
the	DET	the
deck	NOUN	deck
when	SCONJ	when
she	PRON	she
discovered	VERB	discover
them	PRON	they
playing	VERB	play
with	ADP	with
the	DET	the
children	NOUN	child
who	PRON	who
inhabited	VERB	inhabit
the	DET	the
next	ADJ	next
state	NOUN	state
-	PUNCT	-
room	NOUN	room
,	PUNCT	,
and	CCONJ	and
the	DET	the
men	NOUN	man
stared	VERB	stare
at	ADP	at
one	NUM	one
another	DET	another
stolidly	ADV	stolidly
across	ADP	across
the	DET	the
smoking	NOUN	smoking
-	PUNCT	-
room	NOUN	room
.	PUNCT	.
The	DET	the
more	ADV	more
experienced	ADJ	experienced
travellers	NOUN	traveller
knew	VERB	know
that	SCONJ	that
ere	X	ere
a	DET	a
week	NOUN	week
had	AUX	have
passed	VERB	pass
the	DET	the
scene	NOUN	scene
would	AUX	would
be	AUX	be
changed	VERB	change
,	PUNCT	,
that	SCONJ	that
a	DET	a
laughing	VERB	laugh
babel	NOUN	babel
of	ADP	of
voices	NOUN	voice
would	AUX	would
succeed	VERB	succeed
the	DET	the
silence	NOUN	silence
,	PUNCT	,
and	CCONJ	and
deck	NOUN	deck
sports	NOUN	sport
and	CCONJ	and
other	ADJ	other
entertainments	NOUN	entertainment
take	VERB	take
the	DET	the
place	NOUN	place
of	ADP	of
inaction	NOUN	inaction
;	PUNCT	;
but	CCONJ	but
the	DET	the
younger	ADJ	young
members	NOUN	member
of	ADP	of
the	DET	the
party	NOUN	party
saw	VERB	see
no	DET	no
such	ADJ	such
alleviation	NOUN	alleviation
ahead	ADV	ahead
,	PUNCT	,
and	CCONJ	and
resigned	VERB	resign
themselves	PRON	themselves
to	ADP	to
a	DET	a
month	NOUN	month
of	ADP	of
frosty	NOUN	frosty
solitude	NOUN	solitude
.	PUNCT	.
The	DET	the
ladies	NOUN	lady
dozed	VERB	doze
amongst	ADP	amongst
their	PRON	their
cushions	NOUN	cushion
,	PUNCT	,
but	CCONJ	but
the	DET	the
men	NOUN	man
strolled	VERB	stroll
up	ADP	up
and	CCONJ	and
down	ADP	down
the	DET	the
deck	NOUN	deck
smoking	VERB	smoke
their	PRON	their
cigars	NOUN	cigar
with	ADP	with
that	DET	that
air	NOUN	air
of	ADP	of
resigned	ADJ	resigned
dejection	NOUN	dejection
which	DET	which
seems	VERB	seem
to	PART	to
be	AUX	be
the	DET	the
monopoly	NOUN	monopoly
of	ADP	of
Englishmen	PROPN	Englishmen
of	ADP	of
the	DET	the
upper	ADJ	upper
classes	NOUN	class
.	PUNCT	.
The	DET	the
quick	ADJ	quick
movements	NOUN	movement
,	PUNCT	,
animated	ADJ	animated
gestures	NOUN	gesture
,	PUNCT	,
and	CCONJ	and
sparkling	ADJ	sparkling
eyes	NOUN	eye
of	ADP	of
the	DET	the
Southerner	PROPN	Southerner
were	AUX	be
all	DET	all
lacking	VERB	lack
in	ADP	in
these	DET	these
strongly	ADV	strongly
built	VERB	build
,	PUNCT	,
well	ADV	well
-	PUNCT	-
dressed	VERB	dress
,	PUNCT	,
well	ADV	well
-	PUNCT	-
set	VERB	set
-	PUNCT	-
up	ADP	up
men	NOUN	man
,	PUNCT	,
who	PRON	who
managed	VERB	manage
to	PART	to
conceal	VERB	conceal
all	DET	all
signs	NOUN	sign
of	ADP	of
animation	NOUN	animation
so	ADV	so
successfully	ADV	successfully
that	SCONJ	that
no	DET	no
one	NOUN	one
looking	VERB	look
at	ADP	at
them	PRON	they
could	AUX	could
have	AUX	have
believed	VERB	believe
that	SCONJ	that
one	NUM	one
was	AUX	be
the	DET	the
wit	NOUN	wit
of	ADP	of
his	PRON	his
regiment	NOUN	regiment
,	PUNCT	,
another	DET	another
celebrated	VERB	celebrate
throughout	ADP	throughout
an	DET	an
Indian	ADJ	indian
province	NOUN	province
for	ADP	for
his	NOUN	his
courage	NOUN	courage
and	CCONJ	and
daring	NOUN	daring
,	PUNCT	,
and	CCONJ	and
a	DET	a
third	NOUN	third
an	DET	an
expectant	ADJ	expectant
bridegroom	NOUN	bridegroom
!	PUNCT	!
About	ADV	about
eleven	NUM	eleven
o'clock	NOUN	o'clock
a	DET	a
diversion	NOUN	diversion
was	AUX	be
made	VERB	make
on	ADP	on
the	DET	the
upper	ADJ	upper
deck	NOUN	deck
by	ADP	by
the	DET	the
appearance	NOUN	appearance
of	ADP	of
two	NUM	two
more	ADJ	more
travellers	NOUN	traveller
--	PUNCT	--
an	DET	an
elegant	ADJ	elegant
-	PUNCT	-
looking	ADJ	looking
woman	NOUN	woman
accompanied	VERB	accompany
by	ADP	by
her	PRON	her
husband	NOUN	husband
,	PUNCT	,
who	PRON	who
came	VERB	come
forward	ADV	forward
in	ADP	in
search	NOUN	search
of	ADP	of
the	DET	the
deck	NOUN	deck
-	PUNCT	-
chairs	NOUN	chair
which	DET	which
had	AUX	have
been	AUX	be
placed	VERB	place
in	ADP	in
readiness	NOUN	readiness
for	ADP	for
their	PRON	their
use	NOUN	use
.	PUNCT	.
They	PRON	they
were	AUX	be
not	PART	not
a	DET	a
young	ADJ	young
couple	NOUN	couple
by	ADP	by
any	DET	any
means	NOUN	mean
,	PUNCT	,
yet	CCONJ	yet
the	DET	the
eyes	NOUN	eye
of	ADP	of
the	DET	the
passengers	NOUN	passenger
followed	VERB	follow
their	PRON	their
movements	NOUN	movement
with	ADP	with
interest	NOUN	interest
,	PUNCT	,
for	ADP	for
they	PRON	they
were	AUX	be
not	PART	not
only	ADV	only
exceedingly	ADV	exceedingly
good	ADJ	good
to	PART	to
look	VERB	look
upon	SCONJ	upon
,	PUNCT	,
but	CCONJ	but
had	AUX	have
an	DET	an
air	NOUN	air
of	ADP	of
enjoyment	NOUN	enjoyment
in	ADP	in
their	PRON	their
surroundings	NOUN	surrounding
and	CCONJ	and
in	ADP	in
each	DET	each
other	ADJ	other
's	PART	's
society	NOUN	society
which	DET	which
is	AUX	be
unfortunately	ADV	unfortunately
not	PART	not
universal	ADJ	universal
among	ADP	among
middle	ADJ	middle
-	PUNCT	-
aged	ADJ	aged
couples	NOUN	couple
.	PUNCT	.
The	DET	the
man	NOUN	man
was	AUX	be
tall	ADJ	tall
and	CCONJ	and
slight	ADJ	slight
,	PUNCT	,
with	ADP	with
the	DET	the
weather	NOUN	weather
-	PUNCT	-
beaten	VERB	beat
,	PUNCT	,
dried	VERB	dry
-	PUNCT	-
up	ADP	up
skin	NOUN	skin
which	DET	which
tells	VERB	tell
of	ADP	of
a	DET	a
long	ADJ	long
residence	NOUN	residence
under	ADP	under
burning	VERB	burn
suns	NOUN	sun
,	PUNCT	,
and	CCONJ	and
he	PRON	he
had	AUX	have
a	DET	a
long	ADJ	long
nose	NOUN	nose
,	PUNCT	,
and	CCONJ	and
eyes	NOUN	eye
which	DET	which
appeared	VERB	appear
almost	ADV	almost
startlingly	ADV	startlingly
blue	ADJ	blue
against	ADP	against
the	DET	the
brown	NOUN	brown
of	ADP	of
his	PRON	his
skin	NOUN	skin
.	PUNCT	.
They	PRON	they
were	AUX	be
curious	ADJ	curious
eyes	NOUN	eye
,	PUNCT	,
with	ADP	with
a	DET	a
kind	NOUN	kind
of	ADP	of
latent	ADJ	latent
fierceness	NOUN	fierceness
in	ADP	in
their	PRON	their
good	NOUN	good
humour	NOUN	humour
,	PUNCT	,
but	CCONJ	but
just	ADV	just
now	ADV	now
they	PRON	they
shone	VERB	shine
in	ADP	in
holiday	NOUN	holiday
mood	NOUN	mood
,	PUNCT	,
and	CCONJ	and
softened	VERB	soften
into	ADP	into
tenderness	NOUN	tenderness
as	ADP	as
he	PRON	he
waited	VERB	wait
on	ADP	on
his	PRON	his
wife	NOUN	wife
.	PUNCT	.
No	ADV	no
sooner	ADV	soon
had	AUX	have
this	DET	this
interesting	ADJ	interesting
couple	NOUN	couple
seated	VERB	seat
themselves	PRON	themselves
in	ADP	in
their	PRON	their
chairs	NOUN	chair
than	ADP	than
a	DET	a
chirrup	NOUN	chirrup
of	ADP	of
welcome	NOUN	welcome
sounded	VERB	sound
in	ADP	in
their	PRON	their
ears	NOUN	ear
,	PUNCT	,
and	CCONJ	and
a	DET	a
beaming	VERB	beam
little	ADJ	little
figure	NOUN	figure
in	ADP	in
grey	ADJ	grey
alpaca	NOUN	alpaca
darted	VERB	dart
forward	ADV	forward
to	PART	to
greet	VERB	greet
them	PRON	they
.	PUNCT	.
Though	SCONJ	though
the	DET	the
majority	NOUN	majority
of	ADP	of
passengers	NOUN	passenger
in	ADP	in
an	DET	an
ocean	NOUN	ocean
-	PUNCT	-
going	VERB	go
boat	NOUN	boat
may	AUX	may
be	AUX	be
unsociably	ADV	unsociably
inclined	VERB	incline
at	ADP	at
the	DET	the
start	NOUN	start
,	PUNCT	,
there	PRON	there
are	AUX	be
always	ADV	always
one	NUM	one
or	CCONJ	or
two	NUM	two
exceptions	NOUN	exception
to	ADP	to
the	DET	the
rule	NOUN	rule
to	PART	to
be	AUX	be
found	VERB	find
,	PUNCT	,
in	ADP	in
the	DET	the
shape	NOUN	shape
of	ADP	of
ultra	ADJ	ultra
-	ADJ	-
friendly	ADJ	friendly
souls	NOUN	soul
,	PUNCT	,
who	PRON	who
,	PUNCT	,
willy	ADV	willy
-	PUNCT	-
nilly	ADV	nilly
,	PUNCT	,
insist	VERB	insist
upon	SCONJ	upon
playing	VERB	play
the	DET	the
part	NOUN	part
of	ADP	of
devoted	ADJ	devoted
friends	NOUN	friend
to	ADP	to
some	DET	some
unresponsive	ADJ	unresponsive
stranger	NOUN	stranger
,	PUNCT	,
and	CCONJ	and
the	DET	the
old	ADJ	old
lady	NOUN	lady
in	ADP	in
question	NOUN	question
was	AUX	be
one	NUM	one
of	ADP	of
these	DET	these
exceptions	NOUN	exception
.	PUNCT	.
She	PRON	she
had	AUX	have
begun	VERB	begin
operations	NOUN	operation
the	DET	the
night	NOUN	night
before	ADV	before
by	ADP	by
quarrelling	VERB	quarrel
violently	ADV	violently
over	ADP	over
the	DET	the
possession	NOUN	possession
of	ADP	of
a	DET	a
cabin	NOUN	cabin
,	PUNCT	,
had	AUX	have
then	ADV	then
proceeded	VERB	proceed
to	PART	to
borrow	VERB	borrow
half	DET	half
-	PUNCT	-
a	DET	a
-	PUNCT	-
dozen	NOUN	dozen
necessities	NOUN	necessity
of	ADP	of
the	DET	the
toilet	NOUN	toilet
which	DET	which
she	PRON	she
had	AUX	have
forgotten	VERB	forget
,	PUNCT	,
and	CCONJ	and
had	AUX	have
advanced	VERB	advance
to	ADP	to
the	DET	the
length	NOUN	length
of	ADP	of
terms	NOUN	term
of	ADP	of
endearment	NOUN	endearment
before	ADP	before
the	DET	the
bell	NOUN	bell
sounded	VERB	sound
for	ADP	for
dinner	NOUN	dinner
.	PUNCT	.
It	PRON	it
was	AUX	be
only	ADV	only
natural	ADJ	natural
then	ADV	then
that	SCONJ	that
she	PRON	she
should	AUX	should
exhibit	VERB	exhibit
a	DET	a
breathless	ADJ	breathless
anxiety	NOUN	anxiety
to	PART	to
know	VERB	know
how	SCONJ	how
her	PRON	her
new	NOUN	new
friend	NOUN	friend
had	AUX	have
fared	VERB	fare
during	ADP	during
the	DET	the
night	NOUN	night
,	PUNCT	,
and	CCONJ	and
the	DET	the
invalid	NOUN	invalid
braced	VERB	brace
herself	PRON	herself
to	PART	to
bear	VERB	bear
the	DET	the
attack	NOUN	attack
with	ADP	with
composure	NOUN	composure
.	PUNCT	.
""""	PUNCT	""""
So	ADV	so
glad	ADJ	glad
to	PART	to
see	VERB	see
you	PRON	you
up	ADP	up
this	DET	this
morning	NOUN	morning
,	PUNCT	,
dear	NOUN	dear
!	PUNCT	!
""""	PUNCT	""""
she	PRON	she
cried	VERB	cry
.	PUNCT	.
""""	PUNCT	""""
I	PRON	I
was	AUX	be
afraid	ADJ	afraid
you	PRON	you
might	AUX	might
be	AUX	be
ill	ADJ	ill
,	PUNCT	,
but	CCONJ	but
I	PRON	I
asked	VERB	ask
your	PRON	your
daughter	NOUN	daughter
about	ADP	about
you	PRON	you
,	PUNCT	,
and	CCONJ	and
was	AUX	be
so	ADV	so
relieved	ADJ	relieved
to	PART	to
hear	VERB	hear
good	ADJ	good
news	NOUN	news
.	PUNCT	.
We	PRON	we
met	VERB	meet
on	ADP	on
deck	NOUN	deck
before	ADP	before
breakfast	NOUN	breakfast
,	PUNCT	,
and	CCONJ	and
had	AUX	have
a	DET	a
nice	ADJ	nice
,	PUNCT	,
long	ADJ	long
talk	NOUN	talk
.	PUNCT	.
Such	DET	such
a	DET	a
sweet	ADJ	sweet
creature	NOUN	creature
!	PUNCT	!
So	ADV	so
different	ADJ	different
from	ADP	from
the	DET	the
fast	ADJ	fast
,	PUNCT	,
loud	ADJ	loud
-	PUNCT	-
voiced	ADJ	voiced
specimens	NOUN	specimen
one	PRON	one
meets	VERB	meet
nowadays	ADV	nowadays
.	PUNCT	.
Quite	DET	quite
an	DET	an
old	ADJ	old
-	PUNCT	-
world	NOUN	world
girl	NOUN	girl
,	PUNCT	,
I	PRON	I
declare	VERB	declare
;	PUNCT	;
sweet	ADJ	sweet
,	PUNCT	,
and	CCONJ	and
mild	ADJ	mild
,	PUNCT	,
and	CCONJ	and
gentle	ADJ	gentle
...	PUNCT	...
`	PUNCT	`
A	DET	a
violet	NOUN	violet
by	ADP	by
a	DET	a
mossy	ADJ	mossy
dell	NOUN	dell
,	PUNCT	,
half	ADV	half
-	PUNCT	-
hidden	VERB	hide
from	ADP	from
the	DET	the
eye'--as	PUNCT	eye'--as
dear	ADJ	dear
old	ADJ	old
What's	VERB	what'
-	PUNCT	-
his	PRON	his
-	PUNCT	-
name	NOUN	name
has	AUX	have
it	PRON	it
!	PUNCT	!
It	PRON	it
does	AUX	do
me	PRON	I
good	ADJ	good
to	PART	to
be	AUX	be
with	ADP	with
her	PRON	she
,	PUNCT	,
and	CCONJ	and
feel	VERB	feel
her	PRON	her
restful	ADJ	restful
influence	NOUN	influence
.	PUNCT	.
You	PRON	you
are	AUX	be
to	PART	to
be	AUX	be
congratulated	VERB	congratulate
on	ADP	on
owning	VERB	own
such	DET	such
a	DET	a
daughter	NOUN	daughter
!	PUNCT	!
""""	PUNCT	""""
""""	PUNCT	""""
Thank	VERB	thank
you	PRON	you
!	PUNCT	!
""""	PUNCT	""""
said	VERB	say
the	DET	the
mild	ADJ	mild
girl	NOUN	girl
's	PART	's
mother	NOUN	mother
softly	ADV	softly
.	PUNCT	.
She	PRON	she
dropped	VERB	drop
her	PRON	her
eyelids	NOUN	eyelid
,	PUNCT	,
and	CCONJ	and
twisted	VERB	twist
the	DET	the
rings	NOUN	ring
round	ADV	round
and	CCONJ	and
round	ADV	round
on	ADP	on
her	PRON	her
slender	ADJ	slender
fingers	NOUN	finger
,	PUNCT	,
as	ADP	as
if	SCONJ	if
for	ADP	for
some	DET	some
reason	NOUN	reason
she	PRON	she
did	AUX	do
not	PART	not
wish	VERB	wish
to	PART	to
meet	VERB	meet
the	DET	the
speaker	NOUN	speaker
's	PART	's
eye	NOUN	eye
,	PUNCT	,
while	SCONJ	while
her	PRON	her
