Etext	NOUN	etext
Elizabeth	PROPN	Elizabeth
Zane	PROPN	Zane
and	CCONJ	and
her	PRON	her
famous	ADJ	famous
exploit	NOUN	exploit
;	PUNCT	;
but	CCONJ	but
they	PRON	they
are	AUX	be
unreliable	ADJ	unreliable
in	ADP	in
some	DET	some
particulars	NOUN	particular
,	PUNCT	,
which	DET	which
is	AUX	be
owing	VERB	owe
,	PUNCT	,
no	ADV	no
doubt	ADV	doubt
,	PUNCT	,
to	ADP	to
the	DET	the
singularly	ADV	singularly
meagre	ADJ	meagre
details	NOUN	detail
available	ADJ	available
in	ADP	in
histories	NOUN	history
of	ADP	of
our	PRON	our
western	ADJ	western
border	NOUN	border
.	PUNCT	.
For	ADP	for
a	DET	a
hundred	NUM	hundred
years	NOUN	year
the	DET	the
stories	NOUN	story
of	ADP	of
Betty	PROPN	Betty
and	CCONJ	and
Isaac	PROPN	Isaac
Zane	PROPN	Zane
have	AUX	have
been	AUX	be
familiar	ADJ	familiar
,	PUNCT	,
oft	ADV	oft
-	PUNCT	-
repeated	VERB	repeat
tales	NOUN	tale
in	ADP	in
my	PRON	my
family	NOUN	family
--	PUNCT	--
tales	NOUN	tale
told	VERB	tell
with	ADP	with
that	DET	that
pardonable	ADJ	pardonable
ancestral	ADJ	ancestral
pride	NOUN	pride
which	DET	which
seems	VERB	seem
inherent	ADJ	inherent
in	ADP	in
every	DET	every
one	NUM	one
.	PUNCT	.
My	PRON	my
grandmother	NOUN	grandmother
loved	VERB	love
to	PART	to
cluster	VERB	cluster
the	DET	the
children	NOUN	child
round	ADP	round
her	PRON	she
and	CCONJ	and
tell	VERB	tell
them	PRON	they
that	SCONJ	that
when	SCONJ	when
she	PRON	she
was	AUX	be
a	DET	a
little	ADJ	little
girl	NOUN	girl
she	PRON	she
had	AUX	have
knelt	VERB	kneel
at	ADP	at
the	DET	the
feet	NOUN	foot
of	ADP	of
Betty	PROPN	Betty
Zane	PROPN	Zane
,	PUNCT	,
and	CCONJ	and
listened	VERB	listen
to	ADP	to
the	DET	the
old	ADJ	old
lady	NOUN	lady
as	ADP	as
she	PRON	she
told	VERB	tell
of	ADP	of
her	PRON	her
brother	NOUN	brother
's	PART	's
capture	NOUN	capture
by	ADP	by
the	DET	the
Indian	PROPN	Indian
Princess	PROPN	Princess
,	PUNCT	,
of	ADP	of
the	DET	the
burning	NOUN	burning
of	ADP	of
the	DET	the
Fort	PROPN	Fort
,	PUNCT	,
and	CCONJ	and
of	ADP	of
her	PRON	her
own	ADJ	own
race	NOUN	race
for	ADP	for
life	NOUN	life
.	PUNCT	.
I	PRON	I
knew	VERB	know
these	DET	these
stories	NOUN	story
by	ADP	by
heart	NOUN	heart
when	SCONJ	when
a	DET	a
child	NOUN	child
.	PUNCT	.
Two	NUM	two
years	NOUN	year
ago	ADV	ago
my	PRON	my
mother	NOUN	mother
came	VERB	come
to	ADP	to
me	PRON	I
with	ADP	with
an	DET	an
old	ADJ	old
note	NOUN	note
book	NOUN	book
which	DET	which
had	AUX	have
been	AUX	be
discovered	VERB	discover
in	ADP	in
some	DET	some
rubbish	NOUN	rubbish
that	PRON	that
had	AUX	have
been	AUX	be
placed	VERB	place
in	ADP	in
the	DET	the
yard	NOUN	yard
to	PART	to
burn	VERB	burn
.	PUNCT	.
The	DET	the
book	NOUN	book
had	AUX	have
probably	ADV	probably
been	AUX	be
hidden	VERB	hide
in	ADP	in
an	DET	an
old	ADJ	old
picture	NOUN	picture
frame	NOUN	frame
for	ADP	for
many	ADJ	many
years	NOUN	year
.	PUNCT	.
It	PRON	it
belonged	VERB	belong
to	ADP	to
my	PRON	my
great	ADJ	great
-	PUNCT	-
grandfather	NOUN	grandfather
,	PUNCT	,
Col	PROPN	Col
.	PROPN	.
Ebenezer	PROPN	Ebenezer
Zane	PROPN	Zane
.	PUNCT	.
From	ADP	from
its	PRON	its
faded	ADJ	faded
and	CCONJ	and
time	NOUN	time
-	PUNCT	-
worn	VERB	wear
pages	NOUN	page
I	PRON	I
have	AUX	have
taken	VERB	take
the	DET	the
main	ADJ	main
facts	NOUN	fact
of	ADP	of
my	PRON	my
story	NOUN	story
.	PUNCT	.
My	PRON	my
regret	NOUN	regret
is	AUX	be
that	SCONJ	that
a	DET	a
worthier	ADJ	worthy
pen	NOUN	pen
than	ADP	than
mine	PRON	mine
has	AUX	have
not	PART	not
had	AUX	have
this	DET	this
wealth	NOUN	wealth
of	ADP	of
material	NOUN	material
.	PUNCT	.
In	ADP	in
this	DET	this
busy	ADJ	busy
progressive	ADJ	progressive
age	NOUN	age
there	PRON	there
are	AUX	be
no	DET	no
heroes	NOUN	hero
of	ADP	of
the	DET	the
kind	NOUN	kind
so	ADV	so
dear	ADJ	dear
to	ADP	to
all	DET	all
lovers	NOUN	lover
of	ADP	of
chivalry	NOUN	chivalry
and	CCONJ	and
romance	NOUN	romance
.	PUNCT	.
There	PRON	there
are	AUX	be
heroes	NOUN	hero
,	PUNCT	,
perhaps	ADV	perhaps
,	PUNCT	,
but	CCONJ	but
they	PRON	they
are	AUX	be
the	DET	the
patient	ADJ	patient
sad	ADJ	sad
-	PUNCT	-
faced	ADJ	faced
kind	NOUN	kind
,	PUNCT	,
of	ADP	of
whom	PRON	whom
few	ADJ	few
take	VERB	take
cognizance	NOUN	cognizance
as	ADP	as
they	PRON	they
hurry	VERB	hurry
onward	ADV	onward
.	PUNCT	.
But	CCONJ	but
can	AUX	can
not	PART	not
we	PRON	we
all	DET	all
remember	VERB	remember
some	DET	some
one	NOUN	one
who	PRON	who
suffered	VERB	suffer
greatly	ADV	greatly
,	PUNCT	,
who	PRON	who
accomplished	VERB	accomplish
great	ADJ	great
deeds	NOUN	deed
,	PUNCT	,
who	PRON	who
died	VERB	die
on	ADP	on
the	DET	the
battlefield	NOUN	battlefield
--	PUNCT	--
some	DET	some
one	NOUN	one
around	ADP	around
whose	DET	whose
name	NOUN	name
lingers	VERB	linger
a	DET	a
halo	NOUN	halo
of	ADP	of
glory	NOUN	glory
?	PUNCT	?
Few	ADJ	few
of	ADP	of
us	PRON	we
are	AUX	be
so	ADV	so
unfortunate	ADJ	unfortunate
that	SCONJ	that
we	PRON	we
can	AUX	can
not	PART	not
look	VERB	look
backward	ADV	backward
on	ADP	on
kith	NOUN	kith
or	CCONJ	or
kin	X	kin
and	CCONJ	and
thrill	VERB	thrill
with	ADP	with
love	NOUN	love
and	CCONJ	and
reverence	NOUN	reverence
as	ADP	as
we	PRON	we
dream	VERB	dream
of	ADP	of
an	DET	an
act	NOUN	act
of	ADP	of
heroism	NOUN	heroism
or	CCONJ	or
martyrdom	NOUN	martyrdom
which	DET	which
rings	VERB	ring
down	ADP	down
the	DET	the
annals	NOUN	annal
of	ADP	of
time	NOUN	time
like	ADP	like
the	DET	the
melody	NOUN	melody
of	ADP	of
the	DET	the
huntsman	NOUN	huntsman
's	PART	's
horn	NOUN	horn
,	PUNCT	,
as	ADP	as
it	PRON	it
peals	VERB	peal
out	ADP	out
on	ADP	on
a	DET	a
frosty	ADJ	frosty
October	PROPN	October
morn	NOUN	morn
purer	ADJ	pure
and	CCONJ	and
sweeter	ADJ	sweet
with	ADP	with
each	DET	each
succeeding	VERB	succeed
note	NOUN	note
.	PUNCT	.
If	SCONJ	if
to	ADP	to
any	DET	any
of	ADP	of
those	DET	those
who	PRON	who
have	AUX	have
such	ADJ	such
remembrances	NOUN	remembrance
,	PUNCT	,
as	ADV	as
well	ADV	well
as	ADP	as
those	DET	those
who	PRON	who
have	AUX	have
not	PART	not
,	PUNCT	,
my	PRON	my
story	NOUN	story
gives	VERB	give
an	DET	an
hour	NOUN	hour
of	ADP	of
pleasure	NOUN	pleasure
I	PRON	I
shall	AUX	shall
be	AUX	be
rewarded	VERB	reward
.	PUNCT	.
PROLOGUE	NOUN	prologue
On	ADP	on
June	PROPN	June
16	NUM	16
,	PUNCT	,
1716	NUM	1716
,	PUNCT	,
Alexander	PROPN	Alexander
Spotswood	PROPN	Spotswood
,	PUNCT	,
Governor	PROPN	Governor
of	ADP	of
the	DET	the
Colony	PROPN	Colony
of	ADP	of
Virginia	PROPN	Virginia
,	PUNCT	,
and	CCONJ	and
a	DET	a
gallant	ADJ	gallant
soldier	NOUN	soldier
who	PRON	who
had	AUX	have
served	VERB	serve
under	ADP	under
Marlborough	PROPN	Marlborough
in	ADP	in
the	DET	the
English	ADJ	english
wars	NOUN	war
,	PUNCT	,
rode	VERB	ride
,	PUNCT	,
at	ADP	at
the	DET	the
head	NOUN	head
of	ADP	of
a	DET	a
dauntless	ADJ	dauntless
band	NOUN	band
of	ADP	of
cavaliers	NOUN	cavalier
,	PUNCT	,
down	ADP	down
the	DET	the
quiet	ADJ	quiet
street	NOUN	street
of	ADP	of
quaint	ADJ	quaint
old	ADJ	old
Williamsburg	PROPN	Williamsburg
.	PUNCT	.
The	DET	the
adventurous	ADJ	adventurous
spirits	NOUN	spirit
of	ADP	of
this	DET	this
party	NOUN	party
of	ADP	of
men	NOUN	man
urged	VERB	urge
them	PRON	they
toward	ADP	toward
the	DET	the
land	NOUN	land
of	ADP	of
the	DET	the
setting	VERB	set
sun	NOUN	sun
,	PUNCT	,
that	DET	that
unknown	ADJ	unknown
west	NOUN	west
far	ADV	far
beyond	ADP	beyond
the	DET	the
blue	ADJ	blue
crested	ADJ	crested
mountains	NOUN	mountain
rising	VERB	rise
so	ADV	so
grandly	ADV	grandly
before	ADP	before
them	PRON	they
.	PUNCT	.
Months	NOUN	month
afterward	ADV	afterward
they	PRON	they
stood	VERB	stand
on	ADP	on
the	DET	the
western	ADJ	western
range	NOUN	range
of	ADP	of
the	DET	the
Great	PROPN	Great
North	PROPN	North
mountains	PROPN	mountains
towering	VERB	tower
above	ADP	above
the	DET	the
picturesque	ADJ	picturesque
Shenandoah	PROPN	Shenandoah
Valley	PROPN	Valley
,	PUNCT	,
and	CCONJ	and
from	ADP	from
the	DET	the
summit	NOUN	summit
of	ADP	of
one	NUM	one
of	ADP	of
the	DET	the
loftiest	ADJ	lofty
peaks	NOUN	peak
,	PUNCT	,
where	SCONJ	where
,	PUNCT	,
until	ADP	until
then	ADV	then
,	PUNCT	,
the	DET	the
foot	NOUN	foot
of	ADP	of
a	DET	a
white	ADJ	white
man	NOUN	man
had	AUX	have
never	ADV	never
trod	VERB	tread
,	PUNCT	,
they	PRON	they
viewed	VERB	view
the	DET	the
vast	ADJ	vast
expanse	NOUN	expanse
of	ADP	of
plain	NOUN	plain
and	NOUN	and
forest	NOUN	forest
with	ADP	with
glistening	VERB	glisten
eyes	NOUN	eye
.	PUNCT	.
Returning	VERB	return
to	ADP	to
Williamsburg	PROPN	Williamsburg
they	PRON	they
told	VERB	tell
of	ADP	of
the	DET	the
wonderful	ADJ	wonderful
richness	NOUN	richness
of	ADP	of
the	DET	the
newly	ADV	newly
discovered	VERB	discover
country	NOUN	country
and	CCONJ	and
thus	ADV	thus
opened	VERB	open
the	DET	the
way	NOUN	way
for	ADP	for
the	DET	the
venturesome	ADJ	venturesome
pioneer	NOUN	pioneer
who	PRON	who
was	AUX	be
destined	VERB	destine
to	PART	to
overcome	VERB	overcome
all	DET	all
difficulties	NOUN	difficulty
and	CCONJ	and
make	VERB	make
a	DET	a
home	NOUN	home
in	ADP	in
the	DET	the
western	ADJ	western
world	NOUN	world
.	PUNCT	.
But	CCONJ	but
fifty	NUM	fifty
years	NOUN	year
and	CCONJ	and
more	ADJ	more
passed	VERB	pass
before	ADP	before
a	DET	a
white	ADJ	white
man	NOUN	man
penetrated	VERB	penetrate
far	ADV	far
beyond	ADP	beyond
the	DET	the
purple	ADJ	purple
spires	NOUN	spire
of	ADP	of
those	DET	those
majestic	ADJ	majestic
mountains	NOUN	mountain
.	PUNCT	.
One	NUM	one
bright	ADJ	bright
morning	NOUN	morning
in	ADP	in
June	PROPN	June
,	PUNCT	,
1769	NUM	1769
,	PUNCT	,
the	DET	the
figure	NOUN	figure
of	ADP	of
a	DET	a
stalwart	ADJ	stalwart
,	PUNCT	,
broad	ADJ	broad
shouldered	ADJ	shouldered
man	NOUN	man
could	AUX	could
have	AUX	have
been	AUX	be
seen	VERB	see
standing	VERB	stand
on	ADP	on
the	DET	the
wild	ADJ	wild
and	CCONJ	and
rugged	ADJ	rugged
promontory	NOUN	promontory
which	DET	which
rears	VERB	rear
its	PRON	its
rocky	ADJ	rocky
bluff	NOUN	bluff
high	ADV	high
above	ADP	above
the	DET	the
Ohio	PROPN	Ohio
river	NOUN	river
,	PUNCT	,
at	ADP	at
a	DET	a
point	NOUN	point
near	ADP	near
the	DET	the
mouth	NOUN	mouth
of	ADP	of
Wheeling	PROPN	Wheeling
Creek	PROPN	Creek
.	PUNCT	.
He	PRON	he
was	AUX	be
alone	ADJ	alone
save	SCONJ	save
for	ADP	for
the	DET	the
companionship	NOUN	companionship
of	ADP	of
a	DET	a
deerhound	NOUN	deerhound
that	PRON	that
crouched	VERB	crouch
at	ADP	at
his	PRON	his
feet	NOUN	foot
.	PUNCT	.
As	ADP	as
he	PRON	he
leaned	VERB	lean
on	ADV	on
a	DET	a
long	ADJ	long
rifle	NOUN	rifle
,	PUNCT	,
contemplating	VERB	contemplate
the	DET	the
glorious	ADJ	glorious
scene	NOUN	scene
that	PRON	that
stretched	VERB	stretch
before	ADP	before
him	PRON	he
,	PUNCT	,
a	DET	a
smile	NOUN	smile
flashed	VERB	flash
across	ADP	across
his	PRON	his
bronzed	ADJ	bronzed
cheek	NOUN	cheek
,	PUNCT	,
and	CCONJ	and
his	PRON	his
heart	NOUN	heart
bounded	VERB	bound
as	ADP	as
he	PRON	he
forecast	VERB	forecast
the	DET	the
future	NOUN	future
of	ADP	of
that	DET	that
spot	NOUN	spot
.	PUNCT	.
In	ADP	in
the	DET	the
river	NOUN	river
below	ADP	below
him	PRON	he
lay	VERB	lie
an	DET	an
island	NOUN	island
so	ADV	so
round	ADJ	round
and	CCONJ	and
green	ADJ	green
that	SCONJ	that
it	PRON	it
resembled	VERB	resemble
a	DET	a
huge	ADJ	huge
lily	NOUN	lily
pad	NOUN	pad
floating	VERB	float
placidly	ADV	placidly
on	ADP	on
the	DET	the
water	NOUN	water
.	PUNCT	.
The	DET	the
fresh	ADJ	fresh
green	ADJ	green
foliage	NOUN	foliage
of	ADP	of
the	DET	the
trees	NOUN	tree
sparkled	VERB	sparkle
with	ADP	with
glittering	VERB	glitter
dewdrops	NOUN	dewdrop
.	PUNCT	.
Back	ADV	back
of	ADP	of
him	PRON	he
rose	VERB	rise
the	DET	the
high	ADJ	high
ridges	NOUN	ridge
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
in	ADP	in
front	NOUN	front
,	PUNCT	,
as	ADV	as
far	ADV	far
as	ADP	as
eye	NOUN	eye
could	AUX	could
reach	VERB	reach
,	PUNCT	,
extended	VERB	extend
an	DET	an
unbroken	ADJ	unbroken
forest	NOUN	forest
.	PUNCT	.
Beneath	ADP	beneath
him	PRON	he
to	ADP	to
the	DET	the
left	NOUN	left
and	CCONJ	and
across	ADP	across
a	DET	a
deep	ADJ	deep
ravine	NOUN	ravine
he	PRON	he
saw	VERB	see
a	DET	a
wide	ADJ	wide
level	NOUN	level
clearing	NOUN	clearing
.	PUNCT	.
The	DET	the
few	ADJ	few
scattered	VERB	scatter
and	CCONJ	and
blackened	VERB	blacken
tree	NOUN	tree
stumps	NOUN	stump
showed	VERB	show
the	DET	the
ravages	NOUN	ravage
made	VERB	make
by	ADP	by
a	DET	a
forest	NOUN	forest
fire	NOUN	fire
in	ADP	in
the	DET	the
years	NOUN	year
gone	VERB	go
by	ADV	by
.	PUNCT	.
The	DET	the
field	NOUN	field
was	AUX	be
now	ADV	now
overgrown	ADJ	overgrown
with	ADP	with
hazel	NOUN	hazel
and	CCONJ	and
laurel	NOUN	laurel
bushes	NOUN	bush
,	PUNCT	,
and	CCONJ	and
intermingling	VERB	intermingle
with	ADP	with
them	PRON	they
were	AUX	be
the	DET	the
trailing	VERB	trail
arbutus	NOUN	arbutus
,	PUNCT	,
the	DET	the
honeysuckle	NOUN	honeysuckle
,	PUNCT	,
and	CCONJ	and
the	DET	the
wild	ADJ	wild
rose	NOUN	rose
.	PUNCT	.
A	DET	a
fragrant	ADJ	fragrant
perfume	NOUN	perfume
was	AUX	be
wafted	VERB	waft
upward	ADV	upward
to	ADP	to
him	PRON	he
.	PUNCT	.
A	DET	a
rushing	VERB	rush
creek	NOUN	creek
bordered	VERB	border
one	NUM	one
edge	NOUN	edge
of	ADP	of
the	DET	the
clearing	NOUN	clearing
.	PUNCT	.
After	ADP	after
a	DET	a
long	ADJ	long
quiet	ADJ	quiet
reach	NOUN	reach
of	ADP	of
water	NOUN	water
,	PUNCT	,
which	DET	which
could	AUX	could
be	AUX	be
seen	VERB	see
winding	VERB	wind
back	ADV	back
in	ADP	in
the	DET	the
hills	NOUN	hill
,	PUNCT	,
the	DET	the
stream	NOUN	stream
tumbled	VERB	tumble
madly	ADV	madly
over	ADP	over
a	DET	a
rocky	ADJ	rocky
ledge	NOUN	ledge
,	PUNCT	,
and	CCONJ	and
white	ADJ	white
with	ADP	with
foam	NOUN	foam
,	PUNCT	,
it	PRON	it
hurried	VERB	hurry
onward	ADV	onward
as	ADP	as
if	SCONJ	if
impatient	ADJ	impatient
of	ADP	of
long	ADJ	long
restraint	NOUN	restraint
,	PUNCT	,
and	CCONJ	and
lost	VERB	lose
its	PRON	its
individuality	NOUN	individuality
in	ADP	in
the	DET	the
broad	ADJ	broad
Ohio	PROPN	Ohio
.	PUNCT	.
This	DET	this
solitary	ADJ	solitary
hunter	NOUN	hunter
was	AUX	be
Colonel	PROPN	Colonel
Ebenezer	PROPN	Ebenezer
Zane	PROPN	Zane
.	PUNCT	.
He	PRON	he
was	AUX	be
one	NUM	one
of	ADP	of
those	DET	those
daring	ADJ	daring
men	NOUN	man
,	PUNCT	,
who	PRON	who
,	PUNCT	,
as	ADP	as
the	DET	the
tide	NOUN	tide
of	ADP	of
emigration	NOUN	emigration
started	VERB	start
westward	ADV	westward
,	PUNCT	,
had	AUX	have
left	VERB	leave
his	PRON	his
friends	NOUN	friend
and	CCONJ	and
family	NOUN	family
and	CCONJ	and
had	AUX	have
struck	VERB	strike
out	ADV	out
alone	ADJ	alone
into	ADP	into
the	DET	the
wilderness	NOUN	wilderness
.	PUNCT	.
Departing	VERB	depart
from	ADP	from
his	PRON	his
home	NOUN	home
in	ADP	in
Eastern	PROPN	Eastern
Virginia	PROPN	Virginia
he	PRON	he
had	AUX	have
plunged	VERB	plunge
into	ADP	into
the	DET	the
woods	NOUN	wood
,	PUNCT	,
and	CCONJ	and
after	ADP	after
many	ADJ	many
days	NOUN	day
of	ADP	of
hunting	NOUN	hunting
and	CCONJ	and
exploring	NOUN	exploring
,	PUNCT	,
he	PRON	he
reached	VERB	reach
the	DET	the
then	ADV	then
far	ADJ	far
Western	PROPN	Western
Ohio	PROPN	Ohio
valley	NOUN	valley
.	PUNCT	.
The	DET	the
scene	NOUN	scene
so	ADV	so
impressed	VERB	impress
Colonel	PROPN	Colonel
Zane	PROPN	Zane
that	SCONJ	that
he	PRON	he
concluded	VERB	conclude
to	PART	to
found	VERB	found
a	DET	a
settlement	NOUN	settlement
there	ADV	there
.	PUNCT	.
Taking	VERB	take
""""	PUNCT	""""
tomahawk	NOUN	tomahawk
possession	NOUN	possession
""""	PUNCT	""""
of	ADP	of
the	DET	the
locality	NOUN	locality
(	PUNCT	(
which	DET	which
consisted	VERB	consist
of	ADP	of
blazing	VERB	blaze
a	DET	a
few	ADJ	few
trees	NOUN	tree
with	ADP	with
his	PRON	his
tomahawk	NOUN	tomahawk
)	PUNCT	)
,	PUNCT	,
he	PRON	he
built	VERB	build
himself	PRON	himself
a	DET	a
rude	ADJ	rude
shack	NOUN	shack
and	CCONJ	and
remained	VERB	remain
that	DET	that
summer	NOUN	summer
on	ADP	on
the	DET	the
Ohio	PROPN	Ohio
.	PUNCT	.
In	ADP	in
the	DET	the
autumn	NOUN	autumn
he	PRON	he
set	VERB	set
out	ADP	out
for	ADP	for
Berkeley	PROPN	Berkeley
County	PROPN	County
,	PUNCT	,
Virginia	PROPN	Virginia
,	PUNCT	,
to	PART	to
tell	VERB	tell
his	PRON	his
people	NOUN	people
of	ADP	of
the	DET	the
magnificent	ADJ	magnificent
country	NOUN	country
he	PRON	he
had	AUX	have
discovered	VERB	discover
.	PUNCT	.
The	DET	the
following	VERB	follow
spring	NOUN	spring
he	PRON	he
persuaded	VERB	persuade
a	DET	a
number	NOUN	number
of	ADP	of
settlers	NOUN	settler
,	PUNCT	,
of	ADP	of
a	DET	a
like	ADJ	like
spirit	NOUN	spirit
with	ADP	with
himself	PRON	himself
,	PUNCT	,
to	PART	to
accompany	VERB	accompany
him	PRON	he
to	ADP	to
the	DET	the
wilderness	NOUN	wilderness
.	PUNCT	.
Believing	VERB	believe
it	PRON	it
unsafe	ADJ	unsafe
to	PART	to
take	VERB	take
their	PRON	their
families	NOUN	family
with	ADP	with
them	PRON	they
at	ADP	at
once	ADV	once
,	PUNCT	,
they	PRON	they
left	VERB	leave
them	PRON	they
at	ADP	at
Red	PROPN	Red
Stone	PROPN	Stone
on	ADP	on
the	DET	the
Monongahela	PROPN	Monongahela
river	NOUN	river
,	PUNCT	,
while	SCONJ	while
the	DET	the
men	NOUN	man
,	PUNCT	,
including	VERB	include
Colonel	PROPN	Colonel
Zane	PROPN	Zane
,	PUNCT	,
his	PRON	his
brothers	NOUN	brother
Silas	PROPN	Silas
,	PUNCT	,
Andrew	PROPN	Andrew
,	PUNCT	,
Jonathan	PROPN	Jonathan
and	CCONJ	and
Isaac	PROPN	Isaac
,	PUNCT	,
the	DET	the
Wetzels	PROPN	Wetzels
,	PUNCT	,
McCollochs	PROPN	McCollochs
,	PUNCT	,
Bennets	PROPN	Bennets
,	PUNCT	,
Metzars	PROPN	Metzars
and	CCONJ	and
others	NOUN	other
,	PUNCT	,
pushed	VERB	push
on	ADP	on
ahead	ADV	ahead
.	PUNCT	.
The	DET	the
country	NOUN	country
through	ADP	through
which	DET	which
they	PRON	they
passed	VERB	pass
was	AUX	be
one	NUM	one
tangled	ADJ	tangled
,	PUNCT	,
most	ADV	most
impenetrable	ADJ	impenetrable
forest	NOUN	forest
;	PUNCT	;
the	DET	the
axe	NOUN	axe
of	ADP	of
the	DET	the
pioneer	NOUN	pioneer
had	AUX	have
never	ADV	never
sounded	VERB	sound
in	ADP	in
this	DET	this
region	NOUN	region
,	PUNCT	,
where	SCONJ	where
every	DET	every
rod	NOUN	rod
of	ADP	of
the	DET	the
way	NOUN	way
might	AUX	might
harbor	VERB	harbor
some	DET	some
unknown	ADJ	unknown
danger	NOUN	danger
.	PUNCT	.
These	DET	these
reckless	ADJ	reckless
bordermen	NOUN	borderman
knew	VERB	know
not	PART	not
the	DET	the
meaning	NOUN	meaning
of	ADP	of
fear	NOUN	fear
;	PUNCT	;
to	ADP	to
all	DET	all
,	PUNCT	,
daring	VERB	dare
adventure	NOUN	adventure
was	AUX	be
welcome	ADJ	welcome
,	PUNCT	,
and	CCONJ	and
the	DET	the
screech	NOUN	screech
of	ADP	of
a	DET	a
redskin	NOUN	redskin
and	CCONJ	and
the	DET	the
ping	NOUN	ping
of	ADP	of
a	DET	a
bullet	NOUN	bullet
were	AUX	be
familiar	ADJ	familiar
sounds	NOUN	sound
;	PUNCT	;
to	ADP	to
the	DET	the
Wetzels	PROPN	Wetzels
,	PUNCT	,
McCollochs	PROPN	McCollochs
and	CCONJ	and
Jonathan	PROPN	Jonathan
Zane	PROPN	Zane
the	DET	the
hunting	NOUN	hunting
of	ADP	of
Indians	PROPN	Indians
was	AUX	be
the	DET	the
most	ADV	most
thrilling	ADJ	thrilling
passion	NOUN	passion
of	ADP	of
their	PRON	their
lives	NOUN	life
;	PUNCT	;
indeed	ADV	indeed
,	PUNCT	,
the	DET	the
Wetzels	PROPN	Wetzels
,	PUNCT	,
particularly	ADV	particularly
,	PUNCT	,
knew	VERB	know
no	DET	no
other	ADJ	other
occupation	NOUN	occupation
.	PUNCT	.
They	PRON	they
had	AUX	have
attained	VERB	attain
a	DET	a
wonderful	ADJ	wonderful
skill	NOUN	skill
with	ADP	with
the	DET	the
rifle	NOUN	rifle
;	PUNCT	;
long	ADJ	long
practice	NOUN	practice
had	AUX	have
rendered	VERB	render
their	PRON	their
senses	NOUN	sense
as	ADV	as
acute	ADJ	acute
as	ADP	as
those	DET	those
of	ADP	of
the	DET	the
fox	NOUN	fox
.	PUNCT	.
Skilled	VERB	skille
in	ADP	in
every	DET	every
variety	NOUN	variety
of	ADP	of
woodcraft	NOUN	woodcraft
,	PUNCT	,
with	ADP	with
lynx	NOUN	lynx
eyes	NOUN	eye
ever	ADV	ever
on	ADP	on
the	DET	the
alert	NOUN	alert
for	ADP	for
detecting	VERB	detect
a	DET	a
trail	NOUN	trail
,	PUNCT	,
or	CCONJ	or
the	DET	the
curling	VERB	curl
